,access_male,access_female,tuple,average_male,average_female,female-male
0,0.14859746,-0.11723019,"('unsociable', 'sociable')",0.1485975,-0.1172302,-0.2658277
1,0.93355894,1.0110348,"('unfriendly', 'friendly')",0.9335589,1.0110348,0.0774759
2,0.1081084,0.38754675,"('unlikable', 'likable')",0.1081084,0.3875467,0.2794383
3,0.5536848,0.6132438,"('repellent', 'pleasant')",0.5536848,0.6132438,0.059559
4,-7.2256,-7.1651573,"('disliked', 'liked')",-7.2255998,-7.1651573,0.0604425
5,-0.7249296,-0.35835108,"('distant', 'outgoing')",-0.7249296,-0.3583511,0.3665785
6,-0.15104672,0.18462831,"('distant', 'open')",-0.1510467,0.1846283,0.335675
7,0.78692347,0.63711363,"('insensitive', 'sensitive')",0.7869235,0.6371136,-0.1498099
8,0.8742348,1.0708431,"('unaffectionate', 'affectionate')",0.8742348,1.0708431,0.1966083
9,1.8030701,1.9790982,"('unaffectionate', 'caring')",1.8030701,1.9790982,0.1760281
10,1.180239,1.0265551,"('unsympathetic', 'sympathetic')",1.180239,1.0265551,-0.1536839
11,2.4793212,2.4425604,"('unhelpful', 'helpful')",2.4793212,2.4425604,-0.0367608
12,-1.4927604,-1.496722,"('unsupportive', 'supportive')",-1.4927604,-1.496722,-0.0039616
13,0.26135045,0.15367143,"('impolite', 'polite')",0.2613505,0.1536714,-0.1076791
14,-0.049931116,-0.40724745,"('antisocial', 'social')",-0.0499311,-0.4072475,-0.3573164
15,0.46862167,0.521322,"('boring', 'funny')",0.4686217,0.521322,0.0527003
16,-0.5914467,-0.46472484,"('unpopular', 'popular')",-0.5914467,-0.4647248,0.1267219
17,-0.56522495,-0.5202103,"('nasty', 'nice')",-0.5652249,-0.5202103,0.0450146
18,-0.71898806,-0.7837147,"('disagreeable', 'welcoming')",-0.7189881,-0.7837147,-0.0647266
19,-1.1820446,-0.8977905,"('inhospitable', 'hospitable')",-1.1820446,-0.8977905,0.2842541
20,0.5984586,0.39540783,"('rough', 'thoughtful')",0.5984586,0.3954078,-0.2030508
21,-0.05981233,-0.2294888,"('immoral', 'moral')",-0.0598123,-0.2294888,-0.1696765
22,-0.5013785,-0.5198415,"('untrustworthy', 'trustworthy')",-0.5013785,-0.5198415,-0.018463
23,6.304454,6.195712,"('insincere', 'sincere')",6.3044538,6.1957121,-0.1087417
24,1.8129281,1.746207,"('dishonest', 'honest')",1.8129281,1.746207,-0.0667211
25,0.43686178,0.45153373,"('egoistic', 'altruistic')",0.4368618,0.4515337,0.0146719
26,0.74844533,0.5158748,"('hardhearted', 'benevolent')",0.7484453,0.5158748,-0.2325705
27,1.6814381,1.55752,"('hardhearted', 'softhearted')",1.6814381,1.55752,-0.1239181
28,1.2035997,1.0630889,"('disloyal', 'loyal')",1.2035997,1.0630889,-0.1405108
29,-0.9902456,-0.9363231,"('unfair', 'fair')",-0.9902456,-0.9363231,0.0539225
30,1.1229545,0.97297233,"('intolerant', 'tolerant')",1.1229545,0.9729723,-0.1499822
31,-2.2363946,-2.049847,"('evil', 'good')",-2.2363946,-2.0498469,0.1865477
32,1.1207904,0.9502597,"('unkind', 'kind')",1.1207904,0.9502597,-0.1705307
33,-0.4381416,-0.28683192,"('wrong', 'right')",-0.4381416,-0.2868319,0.1513097
34,4.8232307,4.9906354,"('mean', 'honorable')",4.8232307,4.9906354,0.1674047
35,-1.518508,-1.4495085,"('corrupt', 'incorrupt')",-1.518508,-1.4495085,0.0689995
36,-1.0054789,-0.8099381,"('hostile', 'amicable')",-1.0054789,-0.8099381,0.1955408
37,0.52593505,0.46260118,"('fake', 'genuine')",0.5259351,0.4626012,-0.0633339
38,-0.027699606,-0.03668343,"('untruthful', 'truthful')",-0.0276996,-0.0366834,-0.0089838
39,0.20613869,0.01646286,"('exploitative', 'cooperative')",0.2061387,0.0164629,-0.1896758
40,-1.9266418,-2.0518506,"('stingy', 'generous')",-1.9266418,-2.0518506,-0.1252088
41,0.01887516,-0.11930411,"('unforgiving', 'forgiving')",0.0188752,-0.1193041,-0.1381793
42,-2.2226055,-2.1148555,"('unreliable', 'reliable')",-2.2226055,-2.1148555,0.10775
43,1.4094714,1.3447818,"('irresponsible', 'responsible')",1.4094714,1.3447818,-0.0646896
44,-1.5386469,-1.4949602,"('prejudiced', 'unprejudiced')",-1.5386469,-1.4949602,0.0436867
45,0.09562495,0.06210607,"('incompetent', 'competent')",0.095625,0.0621061,-0.0335189
46,-0.26794586,-0.3522914,"('uncompetitive', 'competitive')",-0.2679459,-0.3522914,-0.0843455
47,5.398982,5.567533,"('stupid', 'smart')",5.398982,5.567533,0.168551
48,1.3525895,1.1130886,"('unintelligent', 'intelligent')",1.3525895,1.1130886,-0.2395009
49,0.4087669,0.47721255,"('unable', 'able')",0.4087669,0.4772125,0.0684456
