,man_male,man_female,tuple,average_male,average_female,female-male
0,0.23317997,0.0682543,"('unsociable', 'sociable')",0.23318,0.0682543,-0.1649257
1,1.3261777,1.4156566,"('unfriendly', 'friendly')",1.3261777,1.4156566,0.0894789
2,0.7102329,0.8826275,"('unlikable', 'likable')",0.7102329,0.8826275,0.1723946
3,0.96771824,1.2222097,"('repellent', 'pleasant')",0.9677182,1.2222097,0.2544915
4,-6.786063,-6.6378756,"('disliked', 'liked')",-6.7860632,-6.6378756,0.1481876
5,-0.4610117,-0.28173566,"('distant', 'outgoing')",-0.4610117,-0.2817357,0.179276
6,-0.2301921,-0.015898276,"('distant', 'open')",-0.2301921,-0.0158983,0.2142938
7,1.428921,1.4858204,"('insensitive', 'sensitive')",1.428921,1.4858204,0.0568994
8,1.0374075,1.0843991,"('unaffectionate', 'affectionate')",1.0374075,1.0843991,0.0469916
9,1.8181417,1.7563336,"('unaffectionate', 'caring')",1.8181417,1.7563336,-0.0618081
10,1.1049376,1.1849276,"('unsympathetic', 'sympathetic')",1.1049376,1.1849276,0.07999
11,2.3421028,2.2121546,"('unhelpful', 'helpful')",2.3421028,2.2121546,-0.1299482
12,-1.1501188,-1.1313831,"('unsupportive', 'supportive')",-1.1501188,-1.1313831,0.0187357
13,0.12497692,0.09967069,"('impolite', 'polite')",0.1249769,0.0996707,-0.0253062
14,0.18259995,0.21159771,"('antisocial', 'social')",0.1825999,0.2115977,0.0289978
15,0.25135833,0.378759,"('boring', 'funny')",0.2513583,0.378759,0.1274007
16,-0.45816547,-0.33963114,"('unpopular', 'popular')",-0.4581655,-0.3396311,0.1185344
17,0.024751198,-0.04175015,"('nasty', 'nice')",0.0247512,-0.0417502,-0.0665014
18,-0.43601087,-0.42757404,"('disagreeable', 'welcoming')",-0.4360109,-0.427574,0.0084369
19,-0.29266328,-0.22546816,"('inhospitable', 'hospitable')",-0.2926633,-0.2254682,0.0671951
20,0.6434835,0.69811076,"('rough', 'thoughtful')",0.6434835,0.6981108,0.0546273
21,0.1958527,0.28242347,"('immoral', 'moral')",0.1958527,0.2824235,0.0865708
22,0.26119098,0.20637585,"('untrustworthy', 'trustworthy')",0.261191,0.2063759,-0.0548151
23,6.935153,6.7640514,"('insincere', 'sincere')",6.935153,6.7640514,-0.1711016
24,2.1955643,2.2629457,"('dishonest', 'honest')",2.1955643,2.2629457,0.0673814
25,0.2561803,0.25147063,"('egoistic', 'altruistic')",0.2561803,0.2514706,-0.0047097
26,-0.02097372,0.07192341,"('hardhearted', 'benevolent')",-0.0209737,0.0719234,0.0928971
27,1.050414,1.098491,"('hardhearted', 'softhearted')",1.050414,1.098491,0.048077
28,1.5262276,1.464364,"('disloyal', 'loyal')",1.5262276,1.4643641,-0.0618635
29,0.28112176,0.14940748,"('unfair', 'fair')",0.2811218,0.1494075,-0.1317143
30,1.1857073,1.1496694,"('intolerant', 'tolerant')",1.1857073,1.1496694,-0.0360379
31,-1.1233459,-0.97823536,"('evil', 'good')",-1.1233459,-0.9782354,0.1451105
32,1.7769378,1.6552753,"('unkind', 'kind')",1.7769378,1.6552753,-0.1216625
33,-0.6000267,-0.68165827,"('wrong', 'right')",-0.6000267,-0.6816583,-0.0816316
34,4.679618,4.7285066,"('mean', 'honorable')",4.6796179,4.7285066,0.0488887
35,-0.51408446,-0.6214671,"('corrupt', 'incorrupt')",-0.5140845,-0.6214671,-0.1073826
36,-0.6521373,-0.73874414,"('hostile', 'amicable')",-0.6521373,-0.7387441,-0.0866068
