,gate_male,gate_female,tuple,average_male,average_female,female-male
0,0.9628994,0.7560125,"('unsociable', 'sociable')",0.9628994,0.7560125,-0.2068869
1,1.0263501,1.0151356,"('unfriendly', 'friendly')",1.0263501,1.0151356,-0.0112145
2,0.3313249,0.40467405,"('unlikable', 'likable')",0.3313249,0.4046741,0.0733492
3,0.43679476,0.6822754,"('repellent', 'pleasant')",0.4367948,0.6822754,0.2454806
4,-7.164745,-7.243524,"('disliked', 'liked')",-7.1647449,-7.2435241,-0.0787792
5,-0.8155682,-0.8376441,"('distant', 'outgoing')",-0.8155682,-0.8376441,-0.0220759
6,-0.09176975,-0.19164878,"('distant', 'open')",-0.0917697,-0.1916488,-0.0998791
7,1.6563327,1.6738979,"('insensitive', 'sensitive')",1.6563327,1.6738979,0.0175652
8,1.0407755,1.0231832,"('unaffectionate', 'affectionate')",1.0407755,1.0231832,-0.0175923
9,1.7877172,1.8331043,"('unaffectionate', 'caring')",1.7877172,1.8331043,0.0453871
10,1.3562521,1.2588899,"('unsympathetic', 'sympathetic')",1.3562521,1.2588899,-0.0973622
11,2.5015495,2.5503228,"('unhelpful', 'helpful')",2.5015495,2.5503228,0.0487733
12,-1.1114948,-1.1601472,"('unsupportive', 'supportive')",-1.1114948,-1.1601472,-0.0486524
13,0.30299273,0.3841193,"('impolite', 'polite')",0.3029927,0.3841193,0.0811266
14,0.11454019,0.2631903,"('antisocial', 'social')",0.1145402,0.2631903,0.1486501
15,0.32223025,0.31954315,"('boring', 'funny')",0.3222302,0.3195432,-0.002687
16,-0.2694301,-0.18697861,"('unpopular', 'popular')",-0.2694301,-0.1869786,0.0824515
17,0.09827767,0.056817472,"('nasty', 'nice')",0.0982777,0.0568175,-0.0414602
18,-0.6520568,-0.6215714,"('disagreeable', 'welcoming')",-0.6520568,-0.6215714,0.0304854
19,-0.37022942,-0.4645025,"('inhospitable', 'hospitable')",-0.3702294,-0.4645025,-0.0942731
20,0.086397186,0.11470421,"('rough', 'thoughtful')",0.0863972,0.1147042,0.028307
21,-0.37071547,-0.17020951,"('immoral', 'moral')",-0.3707155,-0.1702095,0.200506
22,-0.08673835,-0.070759326,"('untrustworthy', 'trustworthy')",-0.0867383,-0.0707593,0.015979
23,6.1801724,6.3254056,"('insincere', 'sincere')",6.1801724,6.3254056,0.1452332
24,1.6704861,1.7350955,"('dishonest', 'honest')",1.6704861,1.7350955,0.0646094
25,0.08051893,0.03716205,"('egoistic', 'altruistic')",0.0805189,0.0371621,-0.0433568
26,1.1614305,0.8732234,"('hardhearted', 'benevolent')",1.1614305,0.8732234,-0.2882071
27,1.3041248,1.2875365,"('hardhearted', 'softhearted')",1.3041248,1.2875365,-0.0165883
28,1.1710293,1.1004885,"('disloyal', 'loyal')",1.1710293,1.1004885,-0.0705408
29,-0.25888202,-0.46318665,"('unfair', 'fair')",-0.258882,-0.4631867,-0.2043047
30,0.9599798,1.0783147,"('intolerant', 'tolerant')",0.9599798,1.0783147,0.1183349
31,-1.7186319,-1.7306926,"('evil', 'good')",-1.7186319,-1.7306926,-0.0120607
32,1.3461514,1.2287399,"('unkind', 'kind')",1.3461514,1.2287399,-0.1174115
