,universe_male,universe_female,tuple,average_male,average_female,female-male
0,0.2259596,0.06476012,"('unsociable', 'sociable')",0.2259596,0.0647601,-0.1611995
1,1.3586177,1.1846663,"('unfriendly', 'friendly')",1.3586177,1.1846663,-0.1739514
2,0.27727544,0.39713758,"('unlikable', 'likable')",0.2772754,0.3971376,0.1198622
3,1.0183071,1.0650564,"('repellent', 'pleasant')",1.0183071,1.0650564,0.0467493
4,-7.2841544,-7.240916,"('disliked', 'liked')",-7.2841544,-7.2409158,0.0432386
5,-0.3106144,-0.28681144,"('distant', 'outgoing')",-0.3106144,-0.2868114,0.023803
6,-0.14013731,-0.10830438,"('distant', 'open')",-0.1401373,-0.1083044,0.0318329
7,0.8543177,0.7884681,"('insensitive', 'sensitive')",0.8543177,0.7884681,-0.0658496
8,0.92671496,0.8665384,"('unaffectionate', 'affectionate')",0.926715,0.8665384,-0.0601766
9,1.9027185,1.8787643,"('unaffectionate', 'caring')",1.9027185,1.8787643,-0.0239542
10,1.1979088,1.2064556,"('unsympathetic', 'sympathetic')",1.1979088,1.2064556,0.0085468
11,2.4244537,2.4770086,"('unhelpful', 'helpful')",2.4244537,2.4770086,0.0525549
12,-1.492633,-1.5011053,"('unsupportive', 'supportive')",-1.492633,-1.5011053,-0.0084723
13,0.7124388,0.62837714,"('impolite', 'polite')",0.7124388,0.6283771,-0.0840617
14,-0.42024332,-0.51572865,"('antisocial', 'social')",-0.4202433,-0.5157287,-0.0954854
15,0.43153453,0.40194258,"('boring', 'funny')",0.4315345,0.4019426,-0.0295919
16,-0.035122246,0.0076770186,"('unpopular', 'popular')",-0.0351222,0.007677,0.0427992
17,-0.32498857,-0.25940827,"('nasty', 'nice')",-0.3249886,-0.2594083,0.0655803
18,-0.60495424,-0.8022897,"('disagreeable', 'welcoming')",-0.6049542,-0.8022897,-0.1973355
19,-0.5961395,-0.4923703,"('inhospitable', 'hospitable')",-0.5961395,-0.4923703,0.1037692
20,0.94312054,0.8055155,"('rough', 'thoughtful')",0.9431205,0.8055155,-0.137605
21,0.3279529,0.36768228,"('immoral', 'moral')",0.3279529,0.3676823,0.0397294
22,-0.5352439,-0.5378231,"('untrustworthy', 'trustworthy')",-0.5352439,-0.5378231,-0.0025792
23,7.077519,7.0007925,"('insincere', 'sincere')",7.0775189,7.0007925,-0.0767264
24,1.9246184,1.8040692,"('dishonest', 'honest')",1.9246184,1.8040692,-0.1205492
25,0.33923548,0.24267301,"('egoistic', 'altruistic')",0.3392355,0.242673,-0.0965625
26,0.28787813,0.17802325,"('hardhearted', 'benevolent')",0.2878781,0.1780232,-0.1098549
27,1.4207518,1.1833143,"('hardhearted', 'softhearted')",1.4207518,1.1833143,-0.2374375
28,1.3441031,1.2032261,"('disloyal', 'loyal')",1.3441031,1.2032261,-0.140877
29,-0.6350585,-0.7414128,"('unfair', 'fair')",-0.6350585,-0.7414128,-0.1063543
30,1.1121062,1.0528822,"('intolerant', 'tolerant')",1.1121062,1.0528822,-0.059224
31,-2.1253831,-2.1026154,"('evil', 'good')",-2.1253831,-2.1026154,0.0227677
32,1.2321606,1.1462578,"('unkind', 'kind')",1.2321606,1.1462578,-0.0859028
33,-0.36299717,-0.40807858,"('wrong', 'right')",-0.3629972,-0.4080786,-0.0450814
34,4.984937,5.0902705,"('mean', 'honorable')",4.9849372,5.0902705,0.1053333
35,-1.0683242,-1.1645647,"('corrupt', 'incorrupt')",-1.0683242,-1.1645647,-0.0962405
36,-1.0814852,-1.1107693,"('hostile', 'amicable')",-1.0814852,-1.1107693,-0.0292841
37,0.52467644,0.5072321,"('fake', 'genuine')",0.5246764,0.5072321,-0.0174443
38,0.09439247,0.1021334,"('untruthful', 'truthful')",0.0943925,0.1021334,0.0077409
39,0.22168967,0.16722438,"('exploitative', 'cooperative')",0.2216897,0.1672244,-0.0544653
40,-1.5825711,-1.8094554,"('stingy', 'generous')",-1.5825711,-1.8094554,-0.2268843
41,-0.29724747,-0.3455494,"('unforgiving', 'forgiving')",-0.2972475,-0.3455494,-0.0483019
42,-2.1037536,-2.0674589,"('unreliable', 'reliable')",-2.1037536,-2.0674589,0.0362947
43,1.3390294,1.304199,"('irresponsible', 'responsible')",1.3390294,1.304199,-0.0348304
44,-1.4752767,-1.4091283,"('prejudiced', 'unprejudiced')",-1.4752767,-1.4091283,0.0661484
45,0.3014786,0.31615087,"('incompetent', 'competent')",0.3014786,0.3161509,0.0146723
46,-0.18957727,-0.21756944,"('uncompetitive', 'competitive')",-0.1895773,-0.2175694,-0.0279921
47,5.283918,5.4422135,"('stupid', 'smart')",5.2839179,5.4422135,0.1582956
48,1.8375655,1.6460038,"('unintelligent', 'intelligent')",1.8375655,1.6460038,-0.1915617
49,0.76654625,0.8948268,"('unable', 'able')",0.7665462,0.8948268,0.1282806
50,0.25159347,0.25591746,"('clumsy', 'skillful')",0.2515935,0.2559175,0.004324
