,ptc_male,ptc_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.0088396575,-0.06878942,"('unsociable', 'sociable')",-0.28251427,-0.44641697,-0.1368373,-0.2576032,-0.1207659
1,-0.10698925,-0.41062826,"('unfriendly', 'friendly')",1.8602475,1.766984,0.8766291,0.6781778,-0.1984513
2,1.2413869,1.2821386,"('unlikable', 'likable')",0.51766545,0.621437,0.8795261,0.9517878,0.0722617
3,0.26281154,0.38651693,"('repellent', 'pleasant')",0.62220675,0.68236625,0.4425091,0.5344416,0.0919325
4,0.44245216,0.32513344,"('disliked', 'liked')",-6.4696774,-6.610547,-3.0136127,-3.1427069,-0.1290942
5,-0.58858854,-0.7323801,"('distant', 'outgoing')",-0.33560815,-0.3492025,-0.4620984,-0.5407913,-0.0786929
6,-0.9769963,-1.1202915,"('distant', 'open')",0.1781351,0.1778698,-0.3994306,-0.4712108,-0.0717802
7,0.3556771,0.39940667,"('insensitive', 'sensitive')",1.1171099,1.0794195,0.7363935,0.7394131,0.0030196
8,-0.7386487,-0.83524966,"('unaffectionate', 'affectionate')",0.9161086,0.853515,0.0887299,0.0091327,-0.0795972
9,-0.2983288,-0.4223274,"('unaffectionate', 'caring')",1.2932067,1.2617556,0.497439,0.4197141,-0.0777249
10,-0.38674513,-0.24345964,"('unsympathetic', 'sympathetic')",-0.45584857,-0.44518584,-0.4212968,-0.3443227,0.0769741
11,0.5290379,0.59419227,"('unhelpful', 'helpful')",1.3679776,1.4882008,0.9485078,1.0411966,0.0926888
12,0.42003638,0.52869976,"('unsupportive', 'supportive')",-1.9347118,-1.9348931,-0.7573377,-0.7030967,0.054241
13,-0.010179464,0.08434254,"('impolite', 'polite')",-0.6169396,-0.52440345,-0.3135595,-0.2200305,0.093529
14,1.2378405,1.2079809,"('antisocial', 'social')",-0.06283586,-0.16786048,0.5875024,0.5200602,-0.0674422
15,0.6584815,0.4680809,"('boring', 'funny')",0.76674265,0.66438884,0.712612,0.5662349,-0.1463771
16,-1.083329,-1.002174,"('unpopular', 'popular')",0.09078141,0.18409193,-0.4962738,-0.409041,0.0872328
17,-0.1200344,0.01834408,"('nasty', 'nice')",-0.7194698,-0.665764,-0.4197521,-0.3237099,0.0960422
18,-1.0353392,-0.91847205,"('disagreeable', 'welcoming')",-0.42112574,-0.4266326,-0.7282325,-0.6725523,0.0556802
19,0.20038223,0.17555535,"('inhospitable', 'hospitable')",-0.0334697,0.029068775,0.0834563,0.1023121,0.0188558
20,0.2502173,0.351135,"('rough', 'thoughtful')",0.9165201,0.8634234,0.5833687,0.6072792,0.0239105
21,0.30961105,0.50360745,"('immoral', 'moral')",-0.6534238,-0.5861511,-0.1719064,-0.0412718,0.1306346
22,0.4577717,0.5358447,"('untrustworthy', 'trustworthy')",-0.6491812,-0.7097634,-0.0957047,-0.0869594,0.0087453
23,-0.004613092,0.012104047,"('insincere', 'sincere')",5.8793607,5.885251,2.9373739,2.9486775,0.0113036
24,-0.19303143,-0.17685436,"('dishonest', 'honest')",0.7879661,0.76311696,0.2974673,0.2931313,-0.004336
