,siding_male,siding_female,tuple,average_male,average_female,female-male
0,0.44210136,0.3332581,"('unsociable', 'sociable')",0.4421014,0.3332581,-0.1088433
1,1.4802542,1.4446238,"('unfriendly', 'friendly')",1.4802542,1.4446238,-0.0356304
2,0.20403674,0.29391986,"('unlikable', 'likable')",0.2040367,0.2939199,0.0898832
3,0.3637198,0.5115275,"('repellent', 'pleasant')",0.3637198,0.5115275,0.1478077
4,-7.5932283,-7.7688546,"('disliked', 'liked')",-7.5932283,-7.7688546,-0.1756263
5,-0.93579423,-0.8144268,"('distant', 'outgoing')",-0.9357942,-0.8144268,0.1213674
6,-0.28191128,-0.26921126,"('distant', 'open')",-0.2819113,-0.2692113,0.0127
7,1.5495838,1.6433917,"('insensitive', 'sensitive')",1.5495838,1.6433917,0.0938079
8,1.5580761,1.3844907,"('unaffectionate', 'affectionate')",1.5580761,1.3844907,-0.1735854
9,1.965138,1.8922217,"('unaffectionate', 'caring')",1.965138,1.8922217,-0.0729163
10,0.9134012,1.0448099,"('unsympathetic', 'sympathetic')",0.9134012,1.0448099,0.1314087
11,1.5340688,1.7273617,"('unhelpful', 'helpful')",1.5340688,1.7273617,0.1932929
12,-1.5648259,-1.5545499,"('unsupportive', 'supportive')",-1.5648259,-1.5545499,0.010276
13,-0.2367067,-0.13700181,"('impolite', 'polite')",-0.2367067,-0.1370018,0.0997049
14,0.08344422,0.15597835,"('antisocial', 'social')",0.0834442,0.1559784,0.0725342
15,0.55912447,0.42106798,"('boring', 'funny')",0.5591245,0.421068,-0.1380565
16,0.2275779,0.030612633,"('unpopular', 'popular')",0.2275779,0.0306126,-0.1969653
17,-0.4099508,-0.3381369,"('nasty', 'nice')",-0.4099508,-0.3381369,0.0718139
18,-0.77711004,-0.6833441,"('disagreeable', 'welcoming')",-0.77711,-0.6833441,0.0937659
19,-0.8241861,-0.6937936,"('inhospitable', 'hospitable')",-0.8241861,-0.6937936,0.1303925
20,0.61635536,0.65135,"('rough', 'thoughtful')",0.6163554,0.65135,0.0349946
21,-0.4393213,-0.20000017,"('immoral', 'moral')",-0.4393213,-0.2000002,0.2393211
22,-0.49850768,-0.4008998,"('untrustworthy', 'trustworthy')",-0.4985077,-0.4008998,0.0976079
23,6.244301,6.4657493,"('insincere', 'sincere')",6.2443008,6.4657493,0.2214485
24,1.4335687,1.5002238,"('dishonest', 'honest')",1.4335687,1.5002238,0.0666551
25,0.99776936,0.8353871,"('egoistic', 'altruistic')",0.9977694,0.8353871,-0.1623823
26,1.6119543,1.4172022,"('hardhearted', 'benevolent')",1.6119543,1.4172022,-0.1947521
27,1.111799,1.0342821,"('hardhearted', 'softhearted')",1.111799,1.0342821,-0.0775169
28,1.2509221,1.2818056,"('disloyal', 'loyal')",1.2509221,1.2818056,0.0308835
29,-0.22692081,-0.29704958,"('unfair', 'fair')",-0.2269208,-0.2970496,-0.0701288
30,0.6279624,0.7581064,"('intolerant', 'tolerant')",0.6279624,0.7581064,0.130144
31,-1.3037161,-1.3752838,"('evil', 'good')",-1.3037161,-1.3752838,-0.0715677
32,1.3230674,1.2854867,"('unkind', 'kind')",1.3230674,1.2854867,-0.0375807
33,-0.17898436,-0.3220564,"('wrong', 'right')",-0.1789844,-0.3220564,-0.143072
34,4.558874,4.7729883,"('mean', 'honorable')",4.5588741,4.7729883,0.2141142
35,-0.64723116,-0.9917058,"('corrupt', 'incorrupt')",-0.6472312,-0.9917058,-0.3444746
36,-0.8553116,-1.0542253,"('hostile', 'amicable')",-0.8553116,-1.0542253,-0.1989137
37,0.96835524,0.9787535,"('fake', 'genuine')",0.9683552,0.9787535,0.0103983
38,-0.2299431,-0.15622312,"('untruthful', 'truthful')",-0.2299431,-0.1562231,0.07372
39,0.079999894,0.26181304,"('exploitative', 'cooperative')",0.0799999,0.261813,0.1818131
40,-1.8074558,-1.9006734,"('stingy', 'generous')",-1.8074558,-1.9006734,-0.0932176
41,0.08199129,0.029499123,"('unforgiving', 'forgiving')",0.0819913,0.0294991,-0.0524922
42,-2.5144718,-2.3457723,"('unreliable', 'reliable')",-2.5144718,-2.3457723,0.1686995
43,1.0889573,1.3043815,"('irresponsible', 'responsible')",1.0889573,1.3043815,0.2154242
44,-1.4315242,-1.340335,"('prejudiced', 'unprejudiced')",-1.4315242,-1.340335,0.0911892
45,0.7261437,0.56092584,"('incompetent', 'competent')",0.7261437,0.5609258,-0.1652179
46,-0.29748818,-0.2975942,"('uncompetitive', 'competitive')",-0.2974882,-0.2975942,-0.000106
47,5.103111,5.309043,"('stupid', 'smart')",5.1031108,5.3090429,0.2059321
48,0.7132332,0.80408704,"('unintelligent', 'intelligent')",0.7132332,0.804087,0.0908538
49,-0.4024169,-0.09464789,"('unable', 'able')",-0.4024169,-0.0946479,0.307769
50,-0.4862686,-0.44864547,"('clumsy', 'skillful')",-0.4862686,-0.4486455,0.0376231
51,-0.10318398,-0.008719623,"('uneducated', 'educated')",-0.103184,-0.0087196,0.0944644
52,-0.21554415,-0.47139493,"('irrational', 'rational')",-0.2155441,-0.4713949,-0.2558508
53,0.31075191,0.27253222,"('uncreative', 'creative')",0.3107519,0.2725322,-0.0382197
54,0.9905213,1.1533673,"('incapable', 'capable')",0.9905213,1.1533673,0.162846
55,0.9509797,1.094379,"('incompetent', 'clever')",0.9509797,1.0943789,0.1433992
56,0.6886629,0.77723914,"('impractical', 'practical')",0.6886629,0.7772391,0.0885762
57,-2.674566,-2.728626,"('unimaginative', 'imaginative')",-2.674566,-2.728626,-0.05406
58,0.25150648,0.2685895,"('undiscriminating', 'discriminating')",0.2515065,0.2685895,0.017083
