,racist_male,racist_female,tuple,average_male,average_female,female-male
0,-0.4293673,-0.3768888,"('unsociable', 'sociable')",-0.4293673,-0.3768888,0.0524785
1,1.1838704,1.09524,"('unfriendly', 'friendly')",1.1838704,1.09524,-0.0886304
2,-0.14306647,-0.039904054,"('unlikable', 'likable')",-0.1430665,-0.0399041,0.1031624
3,0.46690696,0.51446056,"('repellent', 'pleasant')",0.466907,0.5144606,0.0475536
4,-7.4294186,-7.4600296,"('disliked', 'liked')",-7.4294186,-7.4600296,-0.030611
5,-0.49424827,-0.54869086,"('distant', 'outgoing')",-0.4942483,-0.5486909,-0.0544426
6,0.031538397,-0.08419917,"('distant', 'open')",0.0315384,-0.0841992,-0.1157376
7,0.54671603,0.7010073,"('insensitive', 'sensitive')",0.546716,0.7010073,0.1542913
8,1.3000695,1.1864461,"('unaffectionate', 'affectionate')",1.3000695,1.1864461,-0.1136234
9,1.4974276,1.4901736,"('unaffectionate', 'caring')",1.4974276,1.4901736,-0.007254
10,0.81829137,0.9160338,"('unsympathetic', 'sympathetic')",0.8182914,0.9160338,0.0977424
11,1.3012849,1.3785623,"('unhelpful', 'helpful')",1.3012849,1.3785623,0.0772774
12,-1.8788332,-1.7737142,"('unsupportive', 'supportive')",-1.8788332,-1.7737142,0.105119
13,-0.50087094,-0.41171643,"('impolite', 'polite')",-0.5008709,-0.4117164,0.0891545
14,-0.24315275,-0.13041493,"('antisocial', 'social')",-0.2431528,-0.1304149,0.1127379
15,0.021530878,-0.05441207,"('boring', 'funny')",0.0215309,-0.0544121,-0.075943
16,-0.6410167,-0.58988,"('unpopular', 'popular')",-0.6410167,-0.58988,0.0511367
17,-0.4178223,-0.35164148,"('nasty', 'nice')",-0.4178223,-0.3516415,0.0661808
18,-0.21286534,-0.23308763,"('disagreeable', 'welcoming')",-0.2128653,-0.2330876,-0.0202223
19,-0.5479875,-0.58648026,"('inhospitable', 'hospitable')",-0.5479875,-0.5864803,-0.0384928
20,0.9600078,0.9007233,"('rough', 'thoughtful')",0.9600078,0.9007233,-0.0592845
21,-0.46228716,-0.33519915,"('immoral', 'moral')",-0.4622872,-0.3351991,0.1270881
22,-0.7630646,-0.6828723,"('untrustworthy', 'trustworthy')",-0.7630646,-0.6828723,0.0801923
23,6.112092,6.1331396,"('insincere', 'sincere')",6.112092,6.1331396,0.0210476
24,1.5203327,1.40234,"('dishonest', 'honest')",1.5203327,1.4023401,-0.1179926
25,1.014116,0.9254937,"('egoistic', 'altruistic')",1.014116,0.9254937,-0.0886223
26,0.69625,0.6737784,"('hardhearted', 'benevolent')",0.69625,0.6737784,-0.0224716
27,1.6570427,1.481734,"('hardhearted', 'softhearted')",1.6570427,1.481734,-0.1753087
28,0.98564816,0.92924696,"('disloyal', 'loyal')",0.9856482,0.929247,-0.0564012
29,-0.78928196,-0.9343849,"('unfair', 'fair')",-0.789282,-0.9343849,-0.1451029
30,0.73364484,0.77502364,"('intolerant', 'tolerant')",0.7336448,0.7750236,0.0413788
31,-1.3199633,-1.3116633,"('evil', 'good')",-1.3199633,-1.3116633,0.0083
32,0.7116397,0.712324,"('unkind', 'kind')",0.7116397,0.712324,0.0006843
33,-0.62122154,-0.64676785,"('wrong', 'right')",-0.6212215,-0.6467679,-0.0255464
34,4.4733663,4.593235,"('mean', 'honorable')",4.4733663,4.593235,0.1198687
35,-0.49013418,-0.7735286,"('corrupt', 'incorrupt')",-0.4901342,-0.7735286,-0.2833944
36,-0.51237357,-0.664667,"('hostile', 'amicable')",-0.5123736,-0.664667,-0.1522934
37,0.9234285,0.9121442,"('fake', 'genuine')",0.9234285,0.9121442,-0.0112843
38,-0.44172555,-0.37241572,"('untruthful', 'truthful')",-0.4417256,-0.3724157,0.0693099
39,0.59816223,0.6055356,"('exploitative', 'cooperative')",0.5981622,0.6055356,0.0073734
40,-1.3757666,-1.5221807,"('stingy', 'generous')",-1.3757666,-1.5221807,-0.1464141
41,-0.14146261,-0.074722126,"('unforgiving', 'forgiving')",-0.1414626,-0.0747221,0.0667405
42,-2.4571714,-2.433544,"('unreliable', 'reliable')",-2.4571714,-2.4335439,0.0236275
43,0.6877973,0.7557767,"('irresponsible', 'responsible')",0.6877973,0.7557767,0.0679794
44,-0.82448936,-0.8090172,"('prejudiced', 'unprejudiced')",-0.8244894,-0.8090172,0.0154722
45,-0.50871587,-0.41304383,"('incompetent', 'competent')",-0.5087159,-0.4130438,0.0956721
46,-0.82873386,-0.81185424,"('uncompetitive', 'competitive')",-0.8287339,-0.8118542,0.0168797
47,4.8949647,5.0613785,"('stupid', 'smart')",4.8949647,5.0613785,0.1664138
48,0.29676148,0.28006953,"('unintelligent', 'intelligent')",0.2967615,0.2800695,-0.016692
49,0.29713172,0.3311555,"('unable', 'able')",0.2971317,0.3311555,0.0340238
50,-0.36030376,-0.4222862,"('clumsy', 'skillful')",-0.3603038,-0.4222862,-0.0619824
51,0.35471156,0.34493193,"('uneducated', 'educated')",0.3547116,0.3449319,-0.0097797
52,-0.3929999,-0.5628213,"('irrational', 'rational')",-0.3929999,-0.5628213,-0.1698214
53,-0.18648626,-0.2948564,"('uncreative', 'creative')",-0.1864863,-0.2948564,-0.1083701
54,0.8502961,0.9188354,"('incapable', 'capable')",0.8502961,0.9188354,0.0685393
55,0.394561,0.47965384,"('incompetent', 'clever')",0.394561,0.4796538,0.0850928
56,0.32247463,0.39398637,"('impractical', 'practical')",0.3224746,0.3939864,0.0715118
57,-2.824565,-2.6829312,"('unimaginative', 'imaginative')",-2.8245649,-2.6829312,0.1416337
58,0.12956959,0.13820459,"('undiscriminating', 'discriminating')",0.1295696,0.1382046,0.008635
59,-0.23381923,-0.26072353,"('foolish', 'wise')",-0.2338192,-0.2607235,-0.0269043
60,0.22846721,0.40724298,"('inefficient', 'efficient')",0.2284672,0.407243,0.1787758
61,0.06886936,-0.109706804,"('illogical', 'logical')",0.0688694,-0.1097068,-0.1785762
62,-0.046846636,0.1277664,"('incompetent', 'brilliant')",-0.0468466,0.1277664,0.174613
63,-0.29578698,-0.17449015,"('unperceptive', 'insightful')",-0.295787,-0.1744902,0.1212968
64,-6.3607364,-6.2303843,"('shy', 'confident')",-6.3607364,-6.2303843,0.1303521
65,-0.10863486,-0.002791821,"('insecure', 'secure')",-0.1086349,-0.0027918,0.1058431
66,-0.10604119,-0.13428849,"('inactive', 'active')",-0.1060412,-0.1342885,-0.0282473
67,-0.45156476,-0.3657246,"('doubtful', 'determined')",-0.4515648,-0.3657246,0.0858402
68,-0.59012175,-0.6523624,"('dependent', 'independent')",-0.5901217,-0.6523624,-0.0622407
69,-1.9827709,-1.9862719,"('lazy', 'industrious')",-1.9827709,-1.9862719,-0.003501
70,0.91976726,1.0012052,"('lethargic', 'energetic')",0.9197673,1.0012052,0.0814379
71,0.62932986,0.677378,"('diffident', 'self-confident')",0.6293299,0.677378,0.0480481
72,0.6173451,0.76634336,"('unambitious', 'ambitious')",0.6173451,0.7663434,0.1489983
73,-2.7059193,-2.6815794,"('helpless', 'self-reliant')",-2.7059193,-2.6815794,0.0243399
74,0.00092502125,-0.03032295,"('undedicated', 'dedicated')",0.000925,-0.030323,-0.031248
75,-0.7653425,-0.6986903,"('meek', 'impulsive')",-0.7653425,-0.6986903,0.0666522
76,0.7259091,0.7680786,"('anxious', 'daring')",0.7259091,0.7680786,0.0421695
77,-1.4091098,-1.2393404,"('unmotivated', 'motivated')",-1.4091098,-1.2393404,0.1697694
78,-0.43274945,-0.44965032,"('nonresilient', 'resilient')",-0.4327495,-0.4496503,-0.0169008
79,0.15854408,0.062233552,"('wavering', 'unwavering')",0.1585441,0.0622336,-0.0963105
80,-0.25413617,-0.31224102,"('dominated', 'dominating')",-0.2541362,-0.312241,-0.0581048
81,0.04382357,0.15890063,"('submissive', 'aggressive')",0.0438236,0.1589006,0.115077
82,5.9035296,5.9962807,"('poor', 'rich')",5.9035296,5.9962807,0.0927511
83,-0.27007943,-0.21630853,"('powerless', 'powerful')",-0.2700794,-0.2163085,0.0537709
84,0.5479681,0.50390434,"('inferior', 'superior')",0.5479681,0.5039043,-0.0440638
85,0.04111375,-0.07653496,"('insignificant', 'prestigious')",0.0411137,-0.076535,-0.1176487
86,0.11776988,0.14609632,"('uninfluential', 'influential')",0.1177699,0.1460963,0.0283264
87,-0.5896754,-0.4361364,"('unsuccessful', 'successful')",-0.5896754,-0.4361364,0.153539
88,0.27663437,0.32650876,"('low', 'eminent')",0.2766344,0.3265088,0.0498744
