,brush_male,brush_female,tuple,average_male,average_female,female-male
0,0.37613493,0.29186434,"('unsociable', 'sociable')",0.3761349,0.2918643,-0.0842706
1,1.2813702,1.2323292,"('unfriendly', 'friendly')",1.2813702,1.2323292,-0.049041
2,0.051687572,0.18848285,"('unlikable', 'likable')",0.0516876,0.1884829,0.1367953
3,0.8701918,1.0792931,"('repellent', 'pleasant')",0.8701918,1.0792931,0.2091013
4,-7.3176627,-7.5549946,"('disliked', 'liked')",-7.3176627,-7.5549946,-0.2373319
5,-0.5099838,-0.5808679,"('distant', 'outgoing')",-0.5099838,-0.5808679,-0.0708841
6,-0.12445736,-0.25066248,"('distant', 'open')",-0.1244574,-0.2506625,-0.1262051
7,1.5185827,1.5894878,"('insensitive', 'sensitive')",1.5185827,1.5894878,0.0709051
8,1.1973518,1.0618843,"('unaffectionate', 'affectionate')",1.1973518,1.0618843,-0.1354675
9,1.6454939,1.6212525,"('unaffectionate', 'caring')",1.6454939,1.6212525,-0.0242414
10,1.2158568,1.2971107,"('unsympathetic', 'sympathetic')",1.2158568,1.2971107,0.0812539
11,1.6332893,1.7584801,"('unhelpful', 'helpful')",1.6332893,1.7584801,0.1251908
12,-1.3346983,-1.3484566,"('unsupportive', 'supportive')",-1.3346983,-1.3484566,-0.0137583
13,0.1730617,0.3298326,"('impolite', 'polite')",0.1730617,0.3298326,0.1567709
14,0.57237655,0.56997734,"('antisocial', 'social')",0.5723765,0.5699773,-0.0023992
15,0.70617193,0.6223323,"('boring', 'funny')",0.7061719,0.6223323,-0.0838396
16,-0.7840964,-0.82369983,"('unpopular', 'popular')",-0.7840964,-0.8236998,-0.0396034
17,0.019077301,-0.0055343546,"('nasty', 'nice')",0.0190773,-0.0055344,-0.0246117
18,-0.51160663,-0.39965254,"('disagreeable', 'welcoming')",-0.5116066,-0.3996525,0.1119541
19,-0.61683285,-0.60206276,"('inhospitable', 'hospitable')",-0.6168329,-0.6020628,0.0147701
20,0.77935666,0.7437636,"('rough', 'thoughtful')",0.7793567,0.7437636,-0.0355931
21,0.028924622,0.31053054,"('immoral', 'moral')",0.0289246,0.3105305,0.2816059
22,-0.44848764,-0.44119275,"('untrustworthy', 'trustworthy')",-0.4484876,-0.4411927,0.0072949
23,6.1657243,6.475061,"('insincere', 'sincere')",6.1657243,6.4750609,0.3093366
24,1.5315255,1.5521233,"('dishonest', 'honest')",1.5315255,1.5521233,0.0205978
25,0.8709767,0.89051163,"('egoistic', 'altruistic')",0.8709767,0.8905116,0.0195349
26,1.5843496,1.3067464,"('hardhearted', 'benevolent')",1.5843496,1.3067464,-0.2776032
27,2.0034635,1.7855896,"('hardhearted', 'softhearted')",2.0034635,1.7855896,-0.2178739
28,1.1992382,1.0798541,"('disloyal', 'loyal')",1.1992382,1.0798541,-0.1193841
29,-0.55213696,-0.68745244,"('unfair', 'fair')",-0.552137,-0.6874524,-0.1353154
30,1.0245117,1.1888663,"('intolerant', 'tolerant')",1.0245117,1.1888663,0.1643546
31,-1.238995,-1.3755955,"('evil', 'good')",-1.238995,-1.3755955,-0.1366005
32,1.4024576,1.364483,"('unkind', 'kind')",1.4024576,1.364483,-0.0379746
33,-0.3443399,-0.4395797,"('wrong', 'right')",-0.3443399,-0.4395797,-0.0952398
34,4.039908,4.4123406,"('mean', 'honorable')",4.0399079,4.4123406,0.3724327
35,-0.74709684,-1.2133148,"('corrupt', 'incorrupt')",-0.7470968,-1.2133148,-0.466218
36,-0.779226,-1.0458968,"('hostile', 'amicable')",-0.779226,-1.0458968,-0.2666708
37,1.0643902,1.0663321,"('fake', 'genuine')",1.0643902,1.0663321,0.0019419
38,-0.53555334,-0.40510803,"('untruthful', 'truthful')",-0.5355533,-0.405108,0.1304453
39,0.29994777,0.39836374,"('exploitative', 'cooperative')",0.2999478,0.3983637,0.0984159
40,-1.1230779,-1.2223637,"('stingy', 'generous')",-1.1230779,-1.2223637,-0.0992858
41,0.6683345,0.48732507,"('unforgiving', 'forgiving')",0.6683345,0.4873251,-0.1810094
42,-2.3783598,-2.3240757,"('unreliable', 'reliable')",-2.3783598,-2.3240757,0.0542841
43,0.9774748,1.1313626,"('irresponsible', 'responsible')",0.9774748,1.1313626,0.1538878
44,-1.2561803,-1.2763727,"('prejudiced', 'unprejudiced')",-1.2561803,-1.2763727,-0.0201924
45,0.6546316,0.46681798,"('incompetent', 'competent')",0.6546316,0.466818,-0.1878136
46,-0.4886273,-0.5150873,"('uncompetitive', 'competitive')",-0.4886273,-0.5150873,-0.02646
47,4.5811534,4.746983,"('stupid', 'smart')",4.5811534,4.7469831,0.1658297
48,0.6590201,0.78866976,"('unintelligent', 'intelligent')",0.6590201,0.7886698,0.1296497
49,-0.34467658,-0.17949298,"('unable', 'able')",-0.3446766,-0.179493,0.1651836
50,-0.61140466,-0.53249586,"('clumsy', 'skillful')",-0.6114047,-0.5324959,0.0789088
