,buzz_male,buzz_female,tuple,average_male,average_female,female-male
0,0.27115852,0.24614504,"('unsociable', 'sociable')",0.2711585,0.246145,-0.0250135
1,1.4563828,1.258559,"('unfriendly', 'friendly')",1.4563828,1.258559,-0.1978238
2,0.70528495,0.790097,"('unlikable', 'likable')",0.705285,0.790097,0.084812
3,0.84075147,0.93842006,"('repellent', 'pleasant')",0.8407515,0.9384201,0.0976686
4,-7.0627556,-7.0738015,"('disliked', 'liked')",-7.0627556,-7.0738015,-0.0110459
5,0.13819867,0.10704693,"('distant', 'outgoing')",0.1381987,0.1070469,-0.0311518
6,0.25394198,0.19276026,"('distant', 'open')",0.253942,0.1927603,-0.0611817
7,0.6960917,0.7881746,"('insensitive', 'sensitive')",0.6960917,0.7881746,0.0920829
8,0.9375522,0.8007025,"('unaffectionate', 'affectionate')",0.9375522,0.8007025,-0.1368497
9,1.6498425,1.62184,"('unaffectionate', 'caring')",1.6498425,1.62184,-0.0280025
10,1.2265224,1.341344,"('unsympathetic', 'sympathetic')",1.2265224,1.341344,0.1148216
11,2.2494643,2.291022,"('unhelpful', 'helpful')",2.2494643,2.2910221,0.0415578
12,-1.4180413,-1.372803,"('unsupportive', 'supportive')",-1.4180413,-1.372803,0.0452383
13,0.637641,0.69017065,"('impolite', 'polite')",0.637641,0.6901706,0.0525296
14,-0.20202908,-0.18184519,"('antisocial', 'social')",-0.2020291,-0.1818452,0.0201839
15,0.5695353,0.45862582,"('boring', 'funny')",0.5695353,0.4586258,-0.1109095
16,-0.11325687,-0.09481954,"('unpopular', 'popular')",-0.1132569,-0.0948195,0.0184374
17,0.06520648,0.065917976,"('nasty', 'nice')",0.0652065,0.065918,0.0007115
18,-0.3605476,-0.53770864,"('disagreeable', 'welcoming')",-0.3605476,-0.5377086,-0.177161
19,-0.17227203,-0.16384271,"('inhospitable', 'hospitable')",-0.172272,-0.1638427,0.0084293
20,0.52042854,0.4293049,"('rough', 'thoughtful')",0.5204285,0.4293049,-0.0911236
21,0.072694376,0.25279498,"('immoral', 'moral')",0.0726944,0.252795,0.1801006
22,0.00061516836,0.030670136,"('untrustworthy', 'trustworthy')",0.0006152,0.0306701,0.0300549
23,6.5179954,6.488933,"('insincere', 'sincere')",6.5179954,6.4889331,-0.0290623
24,1.8889432,1.8913428,"('dishonest', 'honest')",1.8889432,1.8913428,0.0023996
25,0.38199702,0.24682815,"('egoistic', 'altruistic')",0.381997,0.2468282,-0.1351688
26,0.24821404,0.11851413,"('hardhearted', 'benevolent')",0.248214,0.1185141,-0.1296999
27,1.4300431,1.2206717,"('hardhearted', 'softhearted')",1.4300431,1.2206717,-0.2093714
28,1.0300198,0.97516036,"('disloyal', 'loyal')",1.0300198,0.9751604,-0.0548594
29,-0.6871165,-0.71377915,"('unfair', 'fair')",-0.6871165,-0.7137792,-0.0266627
30,0.9091256,0.90681225,"('intolerant', 'tolerant')",0.9091256,0.9068123,-0.0023133
31,-1.4289553,-1.4905804,"('evil', 'good')",-1.4289553,-1.4905804,-0.0616251
32,1.3033657,1.3382459,"('unkind', 'kind')",1.3033657,1.3382459,0.0348802
33,-0.3688088,-0.35744324,"('wrong', 'right')",-0.3688088,-0.3574432,0.0113656
34,4.7858224,4.8995194,"('mean', 'honorable')",4.7858224,4.8995194,0.113697
35,-1.2425878,-1.4131445,"('corrupt', 'incorrupt')",-1.2425878,-1.4131445,-0.1705567
36,-1.0887127,-1.2201802,"('hostile', 'amicable')",-1.0887127,-1.2201802,-0.1314675
37,0.4957261,0.55579877,"('fake', 'genuine')",0.4957261,0.5557988,0.0600727
38,0.0848151,0.096363865,"('untruthful', 'truthful')",0.0848151,0.0963639,0.0115488
39,0.06802576,0.094130166,"('exploitative', 'cooperative')",0.0680258,0.0941302,0.0261044
40,-1.6315403,-1.801729,"('stingy', 'generous')",-1.6315403,-1.801729,-0.1701887
41,-0.14470392,-0.10192257,"('unforgiving', 'forgiving')",-0.1447039,-0.1019226,0.0427813
