,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.6988639,0.66715115,"('unsociable', 'sociable')",0.6988639,0.6671512,-0.0317127
1,0.24223658,0.32504618,"('unfriendly', 'friendly')",0.2422366,0.3250462,0.0828096
2,0.8329651,0.8168097,"('unlikable', 'likable')",0.8329651,0.8168097,-0.0161554
3,-0.30371615,-0.1624649,"('repellent', 'pleasant')",-0.3037162,-0.1624649,0.1412513
4,-3.1542583,-3.115227,"('disliked', 'liked')",-3.1542583,-3.115227,0.0390313
5,-0.6106573,-0.5361344,"('distant', 'outgoing')",-0.6106573,-0.5361344,0.0745229
6,-0.8034157,-0.69718486,"('distant', 'open')",-0.8034157,-0.6971849,0.1062308
7,0.94626915,1.0171312,"('insensitive', 'sensitive')",0.9462692,1.0171312,0.070862
8,0.3806669,0.33494943,"('unaffectionate', 'affectionate')",0.3806669,0.3349494,-0.0457175
9,0.6317742,0.6389358,"('unaffectionate', 'caring')",0.6317742,0.6389358,0.0071616
10,0.11139435,0.20206584,"('unsympathetic', 'sympathetic')",0.1113944,0.2020658,0.0906714
11,0.8335496,0.80957264,"('unhelpful', 'helpful')",0.8335496,0.8095726,-0.023977
12,-0.59955287,-0.50730705,"('unsupportive', 'supportive')",-0.5995529,-0.5073071,0.0922458
13,0.92060226,0.8142903,"('impolite', 'polite')",0.9206023,0.8142903,-0.106312
14,0.77220494,0.707335,"('antisocial', 'social')",0.7722049,0.707335,-0.0648699
15,0.5195143,0.36979318,"('boring', 'funny')",0.5195143,0.3697932,-0.1497211
16,0.22436169,0.278775,"('unpopular', 'popular')",0.2243617,0.278775,0.0544133
17,-0.01360151,0.029342085,"('nasty', 'nice')",-0.0136015,0.0293421,0.0429436
18,-0.83203465,-0.8178868,"('disagreeable', 'welcoming')",-0.8320346,-0.8178868,0.0141478
19,-0.35678247,-0.2390517,"('inhospitable', 'hospitable')",-0.3567825,-0.2390517,0.1177308
20,0.39554155,0.44029152,"('rough', 'thoughtful')",0.3955415,0.4402915,0.04475
21,0.0022932617,0.019356016,"('immoral', 'moral')",0.0022933,0.019356,0.0170627
22,-0.53572786,-0.56358975,"('untrustworthy', 'trustworthy')",-0.5357279,-0.5635898,-0.0278619
23,3.650488,3.6372812,"('insincere', 'sincere')",3.6504879,3.6372812,-0.0132067
24,0.22099495,0.14262986,"('dishonest', 'honest')",0.2209949,0.1426299,-0.078365
25,0.63565224,0.66875046,"('egoistic', 'altruistic')",0.6356522,0.6687505,0.0330983
26,0.52375937,0.50334984,"('hardhearted', 'benevolent')",0.5237594,0.5033498,-0.0204096
27,-0.03391175,-0.07421478,"('hardhearted', 'softhearted')",-0.0339117,-0.0742148,-0.0403031
28,0.9436596,0.88411486,"('disloyal', 'loyal')",0.9436596,0.8841149,-0.0595447
29,-0.99685556,-0.97360516,"('unfair', 'fair')",-0.9968556,-0.9736052,0.0232504
30,0.3567826,0.24894594,"('intolerant', 'tolerant')",0.3567826,0.2489459,-0.1078367
31,-2.081616,-1.9589688,"('evil', 'good')",-2.0816159,-1.9589688,0.1226471
32,1.2153277,1.1511818,"('unkind', 'kind')",1.2153277,1.1511818,-0.0641459
33,-0.08458058,-0.11644949,"('wrong', 'right')",-0.0845806,-0.1164495,-0.0318689
34,2.66027,2.823899,"('mean', 'honorable')",2.66027,2.823899,0.163629
35,-1.0253823,-1.076838,"('corrupt', 'incorrupt')",-1.0253823,-1.076838,-0.0514557
36,-0.85144544,-0.7618341,"('hostile', 'amicable')",-0.8514454,-0.7618341,0.0896113
37,-0.110387236,-0.10027579,"('fake', 'genuine')",-0.1103872,-0.1002758,0.0101114
38,0.8300753,0.87758744,"('untruthful', 'truthful')",0.8300753,0.8775874,0.0475121
39,0.23516068,0.17059487,"('exploitative', 'cooperative')",0.2351607,0.1705949,-0.0645658
40,-1.3807614,-1.3341364,"('stingy', 'generous')",-1.3807614,-1.3341364,0.046625
41,0.15737128,0.16246063,"('unforgiving', 'forgiving')",0.1573713,0.1624606,0.0050893
42,-0.83680385,-0.8249826,"('unreliable', 'reliable')",-0.8368039,-0.8249826,0.0118213
43,0.9154555,0.8993487,"('irresponsible', 'responsible')",0.9154555,0.8993487,-0.0161068
44,-1.5733395,-1.6571324,"('prejudiced', 'unprejudiced')",-1.5733395,-1.6571324,-0.0837929
45,0.14879867,0.21124494,"('incompetent', 'competent')",0.1487987,0.2112449,0.0624462
46,0.050804537,0.11966261,"('uncompetitive', 'competitive')",0.0508045,0.1196626,0.0688581
47,3.1452236,3.1336637,"('stupid', 'smart')",3.1452236,3.1336637,-0.0115599
48,-0.33043146,-0.35646576,"('unintelligent', 'intelligent')",-0.3304315,-0.3564658,-0.0260343
49,-0.29915035,-0.2525459,"('unable', 'able')",-0.2991503,-0.2525459,0.0466044
50,0.6731628,0.69743824,"('clumsy', 'skillful')",0.6731628,0.6974382,0.0242754
51,1.0896945,1.0455114,"('uneducated', 'educated')",1.0896945,1.0455114,-0.0441831
52,-0.9508101,-1.0627359,"('irrational', 'rational')",-0.9508101,-1.0627359,-0.1119258
53,0.17133527,0.21208568,"('uncreative', 'creative')",0.1713353,0.2120857,0.0407504
54,0.750656,0.7951546,"('incapable', 'capable')",0.750656,0.7951546,0.0444986
55,0.8445957,0.8574702,"('incompetent', 'clever')",0.8445957,0.8574702,0.0128745
56,1.3919249,1.3229783,"('impractical', 'practical')",1.3919249,1.3229783,-0.0689466
57,-1.5814633,-1.5352827,"('unimaginative', 'imaginative')",-1.5814633,-1.5352827,0.0461806
58,0.8114482,0.86332387,"('undiscriminating', 'discriminating')",0.8114482,0.8633239,0.0518757
59,-0.2614467,-0.3242401,"('foolish', 'wise')",-0.2614467,-0.3242401,-0.0627934
60,1.6302025,1.6189573,"('inefficient', 'efficient')",1.6302025,1.6189573,-0.0112452
61,-0.18056194,-0.28523102,"('illogical', 'logical')",-0.1805619,-0.285231,-0.1046691
62,0.5310792,0.5085755,"('incompetent', 'brilliant')",0.5310792,0.5085755,-0.0225037
63,0.649951,0.76980895,"('unperceptive', 'insightful')",0.649951,0.7698089,0.1198579
64,-3.0403035,-3.0711935,"('shy', 'confident')",-3.0403035,-3.0711935,-0.03089
65,0.21484414,0.09039454,"('insecure', 'secure')",0.2148441,0.0903945,-0.1244496
66,-0.2950929,-0.23591816,"('inactive', 'active')",-0.2950929,-0.2359182,0.0591747
67,0.636811,0.5893899,"('doubtful', 'determined')",0.636811,0.5893899,-0.0474211
68,-0.9455812,-0.9175835,"('dependent', 'independent')",-0.9455812,-0.9175835,0.0279977
69,-0.4134098,-0.3758012,"('lazy', 'industrious')",-0.4134098,-0.3758012,0.0376086
70,0.2526656,0.23140001,"('lethargic', 'energetic')",0.2526656,0.2314,-0.0212656
71,0.48992142,0.5821357,"('diffident', 'self-confident')",0.4899214,0.5821357,0.0922143
72,0.4459278,0.3634095,"('unambitious', 'ambitious')",0.4459278,0.3634095,-0.0825183
73,-1.7024099,-1.6951956,"('helpless', 'self-reliant')",-1.7024099,-1.6951956,0.0072143
74,0.67941165,0.71136093,"('undedicated', 'dedicated')",0.6794116,0.7113609,0.0319493
75,-1.0535927,-0.98696434,"('meek', 'impulsive')",-1.0535927,-0.9869643,0.0666284
76,0.7290071,0.7284783,"('anxious', 'daring')",0.7290071,0.7284783,-0.0005288
77,-0.13810189,0.025800928,"('unmotivated', 'motivated')",-0.1381019,0.0258009,0.1639028
78,0.30954173,0.50728196,"('nonresilient', 'resilient')",0.3095417,0.507282,0.1977403
79,-0.4255788,-0.3449907,"('wavering', 'unwavering')",-0.4255788,-0.3449907,0.0805881
80,0.25339508,0.14810587,"('dominated', 'dominating')",0.2533951,0.1481059,-0.1052892
81,0.18713884,0.12626839,"('submissive', 'aggressive')",0.1871388,0.1262684,-0.0608704
82,3.2154388,3.2628078,"('poor', 'rich')",3.2154388,3.2628078,0.047369
83,0.016374774,-0.023503706,"('powerless', 'powerful')",0.0163748,-0.0235037,-0.0398785
84,-0.23953567,-0.25740963,"('inferior', 'superior')",-0.2395357,-0.2574096,-0.0178739
85,-0.55193514,-0.49713024,"('insignificant', 'prestigious')",-0.5519351,-0.4971302,0.0548049
86,0.2226649,0.20715219,"('uninfluential', 'influential')",0.2226649,0.2071522,-0.0155127
87,0.9324561,0.96038485,"('unsuccessful', 'successful')",0.9324561,0.9603848,0.0279287
