,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.6815866,1.4789405,"('unsociable', 'sociable')",1.6815866,1.4789405,-0.2026461
1,-0.6490318,-0.7498702,"('unfriendly', 'friendly')",-0.6490318,-0.7498702,-0.1008384
2,0.23867257,0.27763534,"('unlikable', 'likable')",0.2386726,0.2776353,0.0389627
3,1.1270391,1.3195189,"('repellent', 'pleasant')",1.1270391,1.3195189,0.1924798
4,-6.8064966,-6.990564,"('disliked', 'liked')",-6.8064966,-6.9905639,-0.1840673
5,-2.5277457,-2.3512905,"('distant', 'outgoing')",-2.5277457,-2.3512905,0.1764552
6,-2.4120963,-2.3102362,"('distant', 'open')",-2.4120963,-2.3102362,0.1018601
7,2.6926014,2.5171382,"('insensitive', 'sensitive')",2.6926014,2.5171382,-0.1754632
8,-0.29885638,-0.34428453,"('unaffectionate', 'affectionate')",-0.2988564,-0.3442845,-0.0454281
9,0.92251986,0.9146343,"('unaffectionate', 'caring')",0.9225199,0.9146343,-0.0078856
10,2.3592532,2.4767582,"('unsympathetic', 'sympathetic')",2.3592532,2.4767582,0.117505
11,3.0167606,2.961407,"('unhelpful', 'helpful')",3.0167606,2.9614069,-0.0553537
12,-0.20342271,-0.34200126,"('unsupportive', 'supportive')",-0.2034227,-0.3420013,-0.1385786
13,1.5667514,1.5727391,"('impolite', 'polite')",1.5667514,1.5727391,0.0059877
14,2.1172519,1.9935509,"('antisocial', 'social')",2.1172519,1.9935509,-0.123701
15,0.11940957,0.08052322,"('boring', 'funny')",0.1194096,0.0805232,-0.0388864
16,-1.2278559,-1.0807502,"('unpopular', 'popular')",-1.2278559,-1.0807502,0.1471057
17,-0.8210034,-0.90319157,"('nasty', 'nice')",-0.8210034,-0.9031916,-0.0821882
18,-1.3805072,-1.2901617,"('disagreeable', 'welcoming')",-1.3805072,-1.2901617,0.0903455
19,-1.7884248,-1.7875711,"('inhospitable', 'hospitable')",-1.7884248,-1.7875711,0.0008537
20,1.1124913,0.99135536,"('rough', 'thoughtful')",1.1124913,0.9913554,-0.1211359
21,1.7806244,1.826748,"('immoral', 'moral')",1.7806244,1.826748,0.0461236
22,1.3254311,1.0246032,"('untrustworthy', 'trustworthy')",1.3254311,1.0246032,-0.3008279
23,6.4340487,6.502627,"('insincere', 'sincere')",6.4340487,6.5026269,0.0685782
24,1.9438668,1.8826728,"('dishonest', 'honest')",1.9438668,1.8826728,-0.061194
25,-0.60913426,-0.6366566,"('egoistic', 'altruistic')",-0.6091343,-0.6366566,-0.0275223
26,0.47246802,0.0806376,"('hardhearted', 'benevolent')",0.472468,0.0806376,-0.3918304
27,0.4347548,0.4970004,"('hardhearted', 'softhearted')",0.4347548,0.4970004,0.0622456
28,1.3379889,1.2222782,"('disloyal', 'loyal')",1.3379889,1.2222782,-0.1157107
29,-0.53130364,-0.7721961,"('unfair', 'fair')",-0.5313036,-0.7721961,-0.2408925
30,2.263637,2.1662836,"('intolerant', 'tolerant')",2.2636371,2.1662836,-0.0973535
31,-3.6724463,-3.5594904,"('evil', 'good')",-3.6724463,-3.5594904,0.1129559
32,1.8481764,1.7136577,"('unkind', 'kind')",1.8481764,1.7136577,-0.1345187
33,-0.93943596,-1.0202719,"('wrong', 'right')",-0.939436,-1.0202719,-0.0808359
34,3.6793687,3.836741,"('mean', 'honorable')",3.6793687,3.836741,0.1573723
35,-2.6486993,-2.6933312,"('corrupt', 'incorrupt')",-2.6486993,-2.6933312,-0.0446319
36,-2.7730727,-2.8304758,"('hostile', 'amicable')",-2.7730727,-2.8304758,-0.0574031
37,0.8152249,0.77717644,"('fake', 'genuine')",0.8152249,0.7771764,-0.0380485
38,0.46833125,0.20472717,"('untruthful', 'truthful')",0.4683312,0.2047272,-0.263604
39,0.75318563,0.61755097,"('exploitative', 'cooperative')",0.7531856,0.617551,-0.1356346
40,-1.6344476,-1.5219868,"('stingy', 'generous')",-1.6344476,-1.5219868,0.1124608
41,0.31669998,0.27291718,"('unforgiving', 'forgiving')",0.3167,0.2729172,-0.0437828
42,-0.81114066,-0.73017323,"('unreliable', 'reliable')",-0.8111407,-0.7301732,0.0809675
43,2.7536418,2.5746717,"('irresponsible', 'responsible')",2.7536418,2.5746717,-0.1789701
44,-1.5641242,-1.4315566,"('prejudiced', 'unprejudiced')",-1.5641242,-1.4315566,0.1325676
45,1.4287437,1.2914507,"('incompetent', 'competent')",1.4287437,1.2914507,-0.137293
46,1.6639392,1.6964833,"('uncompetitive', 'competitive')",1.6639392,1.6964833,0.0325441
47,5.1519146,5.443256,"('stupid', 'smart')",5.1519146,5.4432559,0.2913413
48,1.2154162,1.309122,"('unintelligent', 'intelligent')",1.2154162,1.309122,0.0937058
49,0.14108734,0.25894436,"('unable', 'able')",0.1410873,0.2589444,0.1178571
50,-1.0690113,-0.86008626,"('clumsy', 'skillful')",-1.0690113,-0.8600863,0.208925
51,1.6758583,1.7797768,"('uneducated', 'educated')",1.6758583,1.7797768,0.1039185
52,-2.4775758,-2.4092872,"('irrational', 'rational')",-2.4775758,-2.4092872,0.0682886
53,-0.060641848,-0.047600314,"('uncreative', 'creative')",-0.0606418,-0.0476003,0.0130415
54,0.57954156,0.6127364,"('incapable', 'capable')",0.5795416,0.6127364,0.0331948
55,2.7272553,2.6745389,"('incompetent', 'clever')",2.7272553,2.6745389,-0.0527164
56,3.162866,2.9611702,"('impractical', 'practical')",3.1628661,2.9611702,-0.2016959
57,-1.1805593,-1.1787297,"('unimaginative', 'imaginative')",-1.1805593,-1.1787297,0.0018296
58,0.35068253,0.07964526,"('undiscriminating', 'discriminating')",0.3506825,0.0796453,-0.2710372
59,-1.5791005,-1.6032398,"('foolish', 'wise')",-1.5791005,-1.6032398,-0.0241393
60,2.9616535,2.9458458,"('inefficient', 'efficient')",2.9616535,2.9458458,-0.0158077
61,0.780815,0.6393139,"('illogical', 'logical')",0.780815,0.6393139,-0.1415011
62,2.7051065,2.8100722,"('incompetent', 'brilliant')",2.7051065,2.8100722,0.1049657
63,1.7387271,1.6612829,"('unperceptive', 'insightful')",1.7387271,1.6612829,-0.0774442
64,-3.65661,-3.7248826,"('shy', 'confident')",-3.65661,-3.7248826,-0.0682726
65,1.9815321,2.0618727,"('insecure', 'secure')",1.9815321,2.0618727,0.0803406
66,-0.0061404444,-0.21970275,"('inactive', 'active')",-0.0061404,-0.2197028,-0.2135624
67,-0.010530351,-0.08103529,"('doubtful', 'determined')",-0.0105304,-0.0810353,-0.0705049
68,-0.39242932,-0.33982348,"('dependent', 'independent')",-0.3924293,-0.3398235,0.0526058
69,-2.4780676,-2.4391682,"('lazy', 'industrious')",-2.4780676,-2.4391682,0.0388994
70,3.085409,3.0661259,"('lethargic', 'energetic')",3.0854089,3.0661259,-0.019283
71,-0.6315129,-0.5196162,"('diffident', 'self-confident')",-0.6315129,-0.5196162,0.1118967
72,1.2219841,1.2679067,"('unambitious', 'ambitious')",1.2219841,1.2679067,0.0459226
73,-3.2570107,-3.1941276,"('helpless', 'self-reliant')",-3.2570107,-3.1941276,0.0628831
74,0.68631077,0.5429746,"('undedicated', 'dedicated')",0.6863108,0.5429746,-0.1433362
75,-1.3817626,-1.3700304,"('meek', 'impulsive')",-1.3817626,-1.3700304,0.0117322
76,1.6248283,1.7285022,"('anxious', 'daring')",1.6248283,1.7285022,0.1036739
77,0.68111134,0.5968301,"('unmotivated', 'motivated')",0.6811113,0.5968301,-0.0842812
78,-0.2852976,-0.16301264,"('nonresilient', 'resilient')",-0.2852976,-0.1630126,0.122285
79,-1.7979646,-1.8055391,"('wavering', 'unwavering')",-1.7979646,-1.8055391,-0.0075745
80,2.1477766,2.0564423,"('dominated', 'dominating')",2.1477766,2.0564423,-0.0913343
81,2.552379,2.6664467,"('submissive', 'aggressive')",2.5523789,2.6664467,0.1140678
82,5.26404,5.74182,"('poor', 'rich')",5.26404,5.7418199,0.4777799
83,0.14999764,0.21944733,"('powerless', 'powerful')",0.1499976,0.2194473,0.0694497
84,-0.64893126,-0.5386355,"('inferior', 'superior')",-0.6489313,-0.5386355,0.1102958
85,-3.5826287,-3.6814625,"('insignificant', 'prestigious')",-3.5826287,-3.6814625,-0.0988338
86,1.9944863,1.8419025,"('uninfluential', 'influential')",1.9944863,1.8419025,-0.1525838
87,0.2508499,0.4129093,"('unsuccessful', 'successful')",0.2508499,0.4129093,0.1620594
88,0.30468756,0.19448386,"('low', 'eminent')",0.3046876,0.1944839,-0.1102037
