,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-1.1639175,-1.3373853,"('unsociable', 'sociable')",-1.1639175,-1.3373853,-0.1734678
1,-0.5646411,-0.7766675,"('unfriendly', 'friendly')",-0.5646411,-0.7766675,-0.2120264
2,0.4363066,0.4301354,"('unlikable', 'likable')",0.4363066,0.4301354,-0.0061712
3,-0.52296174,-0.36793974,"('repellent', 'pleasant')",-0.5229617,-0.3679397,0.155022
4,-3.4652348,-3.478324,"('disliked', 'liked')",-3.4652348,-3.4783239,-0.0130891
5,-0.7093142,-0.7744623,"('distant', 'outgoing')",-0.7093142,-0.7744623,-0.0651481
6,-0.8471788,-0.8942481,"('distant', 'open')",-0.8471788,-0.8942481,-0.0470693
7,-0.5213672,-0.41483024,"('insensitive', 'sensitive')",-0.5213672,-0.4148302,0.106537
8,-0.25123346,-0.3845793,"('unaffectionate', 'affectionate')",-0.2512335,-0.3845793,-0.1333458
9,-0.4339418,-0.5213601,"('unaffectionate', 'caring')",-0.4339418,-0.5213601,-0.0874183
10,-0.6915687,-0.5622468,"('unsympathetic', 'sympathetic')",-0.6915687,-0.5622468,0.1293219
11,1.0158476,1.0404085,"('unhelpful', 'helpful')",1.0158476,1.0404085,0.0245609
12,-1.3584371,-1.2354225,"('unsupportive', 'supportive')",-1.3584371,-1.2354225,0.1230146
13,-0.9529451,-0.976638,"('impolite', 'polite')",-0.9529451,-0.976638,-0.0236929
14,-0.7035618,-0.7044867,"('antisocial', 'social')",-0.7035618,-0.7044867,-0.0009249
15,0.72010285,0.54264975,"('boring', 'funny')",0.7201028,0.5426497,-0.1774531
16,-0.4728998,-0.5392751,"('unpopular', 'popular')",-0.4728998,-0.5392751,-0.0663753
17,-0.2947313,-0.24422559,"('nasty', 'nice')",-0.2947313,-0.2442256,0.0505057
18,-0.27818382,-0.29005897,"('disagreeable', 'welcoming')",-0.2781838,-0.290059,-0.0118752
19,-1.1917824,-1.1999832,"('inhospitable', 'hospitable')",-1.1917824,-1.1999832,-0.0082008
20,0.49281275,0.45671734,"('rough', 'thoughtful')",0.4928128,0.4567173,-0.0360955
21,-0.34359863,-0.26314846,"('immoral', 'moral')",-0.3435986,-0.2631485,0.0804501
22,-0.71835834,-0.7440744,"('untrustworthy', 'trustworthy')",-0.7183583,-0.7440744,-0.0257161
23,2.2210636,2.2577252,"('insincere', 'sincere')",2.2210636,2.2577252,0.0366616
24,0.30490717,0.29194546,"('dishonest', 'honest')",0.3049072,0.2919455,-0.0129617
25,-0.2940277,-0.5247691,"('egoistic', 'altruistic')",-0.2940277,-0.5247691,-0.2307414
26,0.8158645,0.47312316,"('hardhearted', 'benevolent')",0.8158645,0.4731232,-0.3427413
27,0.17007478,0.14939034,"('hardhearted', 'softhearted')",0.1700748,0.1493903,-0.0206845
28,0.06652683,-0.058420174,"('disloyal', 'loyal')",0.0665268,-0.0584202,-0.124947
29,-1.2508371,-1.3350967,"('unfair', 'fair')",-1.2508371,-1.3350967,-0.0842596
30,0.5231918,0.44699183,"('intolerant', 'tolerant')",0.5231918,0.4469918,-0.0762
31,-1.2664274,-1.3288326,"('evil', 'good')",-1.2664274,-1.3288326,-0.0624052
32,0.21407604,0.09524917,"('unkind', 'kind')",0.214076,0.0952492,-0.1188268
33,-0.23058872,-0.38228413,"('wrong', 'right')",-0.2305887,-0.3822841,-0.1516954
34,1.7342796,1.9077502,"('mean', 'honorable')",1.7342796,1.9077502,0.1734706
35,-0.23335026,-0.43579608,"('corrupt', 'incorrupt')",-0.2333503,-0.4357961,-0.2024458
36,-0.9581655,-1.0433036,"('hostile', 'amicable')",-0.9581655,-1.0433036,-0.0851381
37,0.06684367,0.081694394,"('fake', 'genuine')",0.0668437,0.0816944,0.0148507
38,-0.19188674,-0.17590195,"('untruthful', 'truthful')",-0.1918867,-0.1759019,0.0159848
39,0.76047426,0.7357266,"('exploitative', 'cooperative')",0.7604743,0.7357266,-0.0247477
40,-1.1531801,-1.2428975,"('stingy', 'generous')",-1.1531801,-1.2428975,-0.0897174
41,0.16234872,0.24685721,"('unforgiving', 'forgiving')",0.1623487,0.2468572,0.0845085
42,-1.4989011,-1.3352733,"('unreliable', 'reliable')",-1.4989011,-1.3352733,0.1636278
43,-0.30775893,-0.19868304,"('irresponsible', 'responsible')",-0.3077589,-0.198683,0.1090759
44,-0.037008446,-0.03855697,"('prejudiced', 'unprejudiced')",-0.0370084,-0.038557,-0.0015486
45,-0.4630447,-0.3149553,"('incompetent', 'competent')",-0.4630447,-0.3149553,0.1480894
46,-0.4003972,-0.28986597,"('uncompetitive', 'competitive')",-0.4003972,-0.289866,0.1105312
47,1.9416277,1.9455786,"('stupid', 'smart')",1.9416277,1.9455786,0.0039509
48,-0.031424228,-0.056863245,"('unintelligent', 'intelligent')",-0.0314242,-0.0568632,-0.025439
49,-0.41362408,-0.2053152,"('unable', 'able')",-0.4136241,-0.2053152,0.2083089
50,-0.11648794,-0.03796547,"('clumsy', 'skillful')",-0.1164879,-0.0379655,0.0785224
51,-0.5149314,-0.59148157,"('uneducated', 'educated')",-0.5149314,-0.5914816,-0.0765502
52,-0.2771481,-0.6410025,"('irrational', 'rational')",-0.2771481,-0.6410025,-0.3638544
53,-1.1666117,-1.2509372,"('uncreative', 'creative')",-1.1666117,-1.2509372,-0.0843255
54,-0.17533334,-0.2318551,"('incapable', 'capable')",-0.1753333,-0.2318551,-0.0565218
55,0.011376745,0.144493,"('incompetent', 'clever')",0.0113767,0.144493,0.1331163
56,0.3710388,0.41957834,"('impractical', 'practical')",0.3710388,0.4195783,0.0485395
57,-1.8810294,-1.8876809,"('unimaginative', 'imaginative')",-1.8810294,-1.8876809,-0.0066515
58,0.08314574,0.05138577,"('undiscriminating', 'discriminating')",0.0831457,0.0513858,-0.0317599
59,-0.20690519,-0.29174733,"('foolish', 'wise')",-0.2069052,-0.2917473,-0.0848421
60,0.43238118,0.6895372,"('inefficient', 'efficient')",0.4323812,0.6895372,0.257156
61,-0.41112313,-0.60519826,"('illogical', 'logical')",-0.4111231,-0.6051983,-0.1940752
62,0.3100459,0.51317734,"('incompetent', 'brilliant')",0.3100459,0.5131773,0.2031314
63,-0.517084,-0.3815839,"('unperceptive', 'insightful')",-0.517084,-0.3815839,0.1355001
64,-2.8262737,-2.802759,"('shy', 'confident')",-2.8262737,-2.8027589,0.0235148
65,-0.067132466,-0.11488795,"('insecure', 'secure')",-0.0671325,-0.114888,-0.0477555
66,-0.9841214,-1.1512219,"('inactive', 'active')",-0.9841214,-1.1512219,-0.1671005
67,0.19665764,0.17808461,"('doubtful', 'determined')",0.1966576,0.1780846,-0.018573
68,-0.47435927,-0.46102974,"('dependent', 'independent')",-0.4743593,-0.4610297,0.0133296
69,-0.5789015,-0.6972537,"('lazy', 'industrious')",-0.5789015,-0.6972537,-0.1183522
70,-0.43338186,-0.25691107,"('lethargic', 'energetic')",-0.4333819,-0.2569111,0.1764708
71,-0.4142521,-0.51552474,"('diffident', 'self-confident')",-0.4142521,-0.5155247,-0.1012726
72,-0.033285078,-0.022378907,"('unambitious', 'ambitious')",-0.0332851,-0.0223789,0.0109062
73,-1.0644118,-1.1594725,"('helpless', 'self-reliant')",-1.0644118,-1.1594725,-0.0950607
