,editorial_male,editorial_female,tuple,average_male,average_female,female-male
0,-0.55754304,-0.58814096,"('unsociable', 'sociable')",-0.557543,-0.588141,-0.030598
1,1.6571677,1.5913795,"('unfriendly', 'friendly')",1.6571677,1.5913795,-0.0657882
2,0.3830987,0.47421002,"('unlikable', 'likable')",0.3830987,0.47421,0.0911113
3,0.09398049,0.084496796,"('repellent', 'pleasant')",0.0939805,0.0844968,-0.0094837
4,-7.520884,-7.5540605,"('disliked', 'liked')",-7.520884,-7.5540605,-0.0331765
5,-0.06356923,-0.043639116,"('distant', 'outgoing')",-0.0635692,-0.0436391,0.0199301
6,0.37017363,0.36287647,"('distant', 'open')",0.3701736,0.3628765,-0.0072971
7,0.49453574,0.5567814,"('insensitive', 'sensitive')",0.4945357,0.5567814,0.0622457
8,1.6867398,1.6014725,"('unaffectionate', 'affectionate')",1.6867398,1.6014725,-0.0852673
9,2.1494865,2.196902,"('unaffectionate', 'caring')",2.1494865,2.196902,0.0474155
10,0.15026163,0.21153961,"('unsympathetic', 'sympathetic')",0.1502616,0.2115396,0.061278
11,1.6228155,1.7545328,"('unhelpful', 'helpful')",1.6228155,1.7545328,0.1317173
12,-1.6604892,-1.5792843,"('unsupportive', 'supportive')",-1.6604892,-1.5792843,0.0812049
13,-0.71669805,-0.67187655,"('impolite', 'polite')",-0.7166981,-0.6718765,0.0448216
14,-0.19561078,-0.25762963,"('antisocial', 'social')",-0.1956108,-0.2576296,-0.0620188
15,0.12789328,0.08906001,"('boring', 'funny')",0.1278933,0.08906,-0.0388333
16,-0.5434872,-0.5367176,"('unpopular', 'popular')",-0.5434872,-0.5367176,0.0067696
17,-0.68843675,-0.64771867,"('nasty', 'nice')",-0.6884367,-0.6477187,0.040718
18,-0.4792592,-0.5011719,"('disagreeable', 'welcoming')",-0.4792592,-0.5011719,-0.0219127
19,-0.5719334,-0.49840292,"('inhospitable', 'hospitable')",-0.5719334,-0.4984029,0.0735305
20,1.1267347,1.0628825,"('rough', 'thoughtful')",1.1267347,1.0628825,-0.0638522
21,-0.03354936,0.13383806,"('immoral', 'moral')",-0.0335494,0.1338381,0.1673875
22,-0.66501856,-0.6334033,"('untrustworthy', 'trustworthy')",-0.6650186,-0.6334033,0.0316153
23,6.2574797,6.282793,"('insincere', 'sincere')",6.2574797,6.282793,0.0253133
24,1.6189531,1.543077,"('dishonest', 'honest')",1.6189531,1.543077,-0.0758761
25,0.7651364,0.70619065,"('egoistic', 'altruistic')",0.7651364,0.7061906,-0.0589458
26,1.5938288,1.4940448,"('hardhearted', 'benevolent')",1.5938288,1.4940448,-0.099784
27,1.6214763,1.4406279,"('hardhearted', 'softhearted')",1.6214763,1.4406279,-0.1808484
28,1.1931521,1.1644456,"('disloyal', 'loyal')",1.1931521,1.1644456,-0.0287065
29,-0.3664127,-0.49267966,"('unfair', 'fair')",-0.3664127,-0.4926797,-0.126267
30,0.62939656,0.7407325,"('intolerant', 'tolerant')",0.6293966,0.7407325,0.1113359
31,-0.9014926,-0.9543201,"('evil', 'good')",-0.9014926,-0.9543201,-0.0528275
32,1.1569828,1.1263361,"('unkind', 'kind')",1.1569828,1.1263361,-0.0306467
33,0.18404624,0.14297509,"('wrong', 'right')",0.1840462,0.1429751,-0.0410711
34,4.750389,4.8744035,"('mean', 'honorable')",4.7503891,4.8744035,0.1240144
35,-0.41881675,-0.635181,"('corrupt', 'incorrupt')",-0.4188167,-0.635181,-0.2163643
36,-0.20027088,-0.328939,"('hostile', 'amicable')",-0.2002709,-0.328939,-0.1286681
37,1.1858271,1.1984227,"('fake', 'genuine')",1.1858271,1.1984227,0.0125956
38,0.1461373,0.20196891,"('untruthful', 'truthful')",0.1461373,0.2019689,0.0558316
39,0.19236912,0.18556584,"('exploitative', 'cooperative')",0.1923691,0.1855658,-0.0068033
40,-2.0809813,-2.2070582,"('stingy', 'generous')",-2.0809813,-2.2070582,-0.1260769
41,-0.07274045,-0.08692217,"('unforgiving', 'forgiving')",-0.0727405,-0.0869222,-0.0141817
42,-2.7910504,-2.6067054,"('unreliable', 'reliable')",-2.7910504,-2.6067054,0.184345
43,1.2033937,1.2922039,"('irresponsible', 'responsible')",1.2033937,1.2922039,0.0888102
44,-1.0428376,-1.0239756,"('prejudiced', 'unprejudiced')",-1.0428376,-1.0239756,0.018862
45,-0.052440844,-0.029116724,"('incompetent', 'competent')",-0.0524408,-0.0291167,0.0233241
46,-1.2001021,-1.1264242,"('uncompetitive', 'competitive')",-1.2001021,-1.1264242,0.0736779
47,5.228226,5.3157187,"('stupid', 'smart')",5.2282262,5.3157187,0.0874925
48,0.4985454,0.47933128,"('unintelligent', 'intelligent')",0.4985454,0.4793313,-0.0192141
49,0.01546092,0.12703283,"('unable', 'able')",0.0154609,0.1270328,0.1115719
50,-0.14301273,-0.112637214,"('clumsy', 'skillful')",-0.1430127,-0.1126372,0.0303755
51,-0.5224438,-0.5052348,"('uneducated', 'educated')",-0.5224438,-0.5052348,0.017209
52,0.3799482,0.15765536,"('irrational', 'rational')",0.3799482,0.1576554,-0.2222928
53,0.78108585,0.8161269,"('uncreative', 'creative')",0.7810858,0.8161269,0.0350411
54,1.314643,1.411274,"('incapable', 'capable')",1.314643,1.411274,0.096631
55,-0.014576044,0.09268383,"('incompetent', 'clever')",-0.014576,0.0926838,0.1072598
56,0.43969128,0.5875435,"('impractical', 'practical')",0.4396913,0.5875435,0.1478522
57,-2.9876995,-2.9503734,"('unimaginative', 'imaginative')",-2.9876995,-2.9503734,0.0373261
58,0.2358312,0.2786864,"('undiscriminating', 'discriminating')",0.2358312,0.2786864,0.0428552
59,0.5101204,0.50241363,"('foolish', 'wise')",0.5101204,0.5024136,-0.0077068
60,0.38866344,0.5937473,"('inefficient', 'efficient')",0.3886634,0.5937473,0.2050839
61,0.34731188,0.16807052,"('illogical', 'logical')",0.3473119,0.1680705,-0.1792414
62,0.42918745,0.5971899,"('incompetent', 'brilliant')",0.4291874,0.5971899,0.1680025
63,0.11311276,0.21425527,"('unperceptive', 'insightful')",0.1131128,0.2142553,0.1011425
64,-6.344675,-6.282989,"('shy', 'confident')",-6.3446751,-6.282989,0.0616861
65,-0.08217762,-0.003327541,"('insecure', 'secure')",-0.0821776,-0.0033275,0.0788501
66,0.16324416,0.13571604,"('inactive', 'active')",0.1632442,0.135716,-0.0275282
67,-0.414829,-0.32173336,"('doubtful', 'determined')",-0.414829,-0.3217334,0.0930956
68,-0.759277,-0.77797705,"('dependent', 'independent')",-0.759277,-0.777977,-0.0187
69,-1.2909111,-1.3528683,"('lazy', 'industrious')",-1.2909111,-1.3528683,-0.0619572
70,0.3097549,0.41220397,"('lethargic', 'energetic')",0.3097549,0.412204,0.1024491
71,0.65854263,0.65942746,"('diffident', 'self-confident')",0.6585426,0.6594275,0.0008849
72,0.79137135,0.87608373,"('unambitious', 'ambitious')",0.7913713,0.8760837,0.0847124
73,-2.9266222,-2.8452926,"('helpless', 'self-reliant')",-2.9266222,-2.8452926,0.0813296
74,0.034312777,-0.019251991,"('undedicated', 'dedicated')",0.0343128,-0.019252,-0.0535648
75,-0.94337565,-0.8610039,"('meek', 'impulsive')",-0.9433756,-0.8610039,0.0823717
76,0.038986705,0.0922098,"('anxious', 'daring')",0.0389867,0.0922098,0.0532231
77,-1.4770015,-1.330041,"('unmotivated', 'motivated')",-1.4770015,-1.3300411,0.1469604
78,-0.4719079,-0.5070385,"('nonresilient', 'resilient')",-0.4719079,-0.5070385,-0.0351306
79,-0.030898686,0.010329261,"('wavering', 'unwavering')",-0.0308987,0.0103293,0.041228
