,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,0.37714472,0.21703315,"('unsociable', 'sociable')",0.3771447,0.2170331,-0.1601116
1,1.0162021,0.94946635,"('unfriendly', 'friendly')",1.0162021,0.9494663,-0.0667358
2,0.68941826,0.84327006,"('unlikable', 'likable')",0.6894183,0.8432701,0.1538518
3,1.0340546,1.0610474,"('repellent', 'pleasant')",1.0340546,1.0610474,0.0269928
4,-6.7616887,-6.761852,"('disliked', 'liked')",-6.7616887,-6.7618518,-0.0001631
5,-0.20839706,-0.10909796,"('distant', 'outgoing')",-0.2083971,-0.109098,0.0992991
6,-0.04871569,0.04349988,"('distant', 'open')",-0.0487157,0.0434999,0.0922156
7,0.6915953,0.7052497,"('insensitive', 'sensitive')",0.6915953,0.7052497,0.0136544
8,0.6136262,0.62760574,"('unaffectionate', 'affectionate')",0.6136262,0.6276057,0.0139795
9,1.2740282,1.3598825,"('unaffectionate', 'caring')",1.2740282,1.3598825,0.0858543
10,1.3527625,1.3850067,"('unsympathetic', 'sympathetic')",1.3527625,1.3850067,0.0322442
11,2.066506,2.056522,"('unhelpful', 'helpful')",2.0665059,2.0565219,-0.009984
12,-1.3668827,-1.3528676,"('unsupportive', 'supportive')",-1.3668827,-1.3528676,0.0140151
13,0.7799907,0.71357536,"('impolite', 'polite')",0.7799907,0.7135754,-0.0664153
14,0.03398267,-0.14677952,"('antisocial', 'social')",0.0339827,-0.1467795,-0.1807622
15,0.4943435,0.42751798,"('boring', 'funny')",0.4943435,0.427518,-0.0668255
16,-0.2471386,-0.22604957,"('unpopular', 'popular')",-0.2471386,-0.2260496,0.021089
17,-0.101971015,-0.053385004,"('nasty', 'nice')",-0.101971,-0.053385,0.048586
18,-0.47147542,-0.6303043,"('disagreeable', 'welcoming')",-0.4714754,-0.6303043,-0.1588289
19,-0.67742527,-0.501674,"('inhospitable', 'hospitable')",-0.6774253,-0.501674,0.1757513
20,0.70669734,0.5708622,"('rough', 'thoughtful')",0.7066973,0.5708622,-0.1358351
21,0.35074478,0.41111967,"('immoral', 'moral')",0.3507448,0.4111197,0.0603749
22,0.047112647,-0.008988643,"('untrustworthy', 'trustworthy')",0.0471126,-0.0089886,-0.0561012
23,6.1299763,6.1007276,"('insincere', 'sincere')",6.1299763,6.1007276,-0.0292487
24,1.8096437,1.8240511,"('dishonest', 'honest')",1.8096437,1.8240511,0.0144074
25,0.36194366,0.26711679,"('egoistic', 'altruistic')",0.3619437,0.2671168,-0.0948269
26,0.16195294,0.055806555,"('hardhearted', 'benevolent')",0.1619529,0.0558066,-0.1061463
27,1.2513846,1.1265801,"('hardhearted', 'softhearted')",1.2513846,1.1265801,-0.1248045
28,0.96648353,0.9106497,"('disloyal', 'loyal')",0.9664835,0.9106497,-0.0558338
29,-0.75374013,-0.7541798,"('unfair', 'fair')",-0.7537401,-0.7541798,-0.0004397
30,0.96075654,0.90856177,"('intolerant', 'tolerant')",0.9607565,0.9085618,-0.0521947
31,-1.7197138,-1.6523432,"('evil', 'good')",-1.7197138,-1.6523432,0.0673706
32,1.2542578,1.2810957,"('unkind', 'kind')",1.2542578,1.2810957,0.0268379
33,-0.4037893,-0.34666407,"('wrong', 'right')",-0.4037893,-0.3466641,0.0571252
34,4.343152,4.487052,"('mean', 'honorable')",4.343152,4.487052,0.1439
35,-1.3901501,-1.4570559,"('corrupt', 'incorrupt')",-1.3901501,-1.4570559,-0.0669058
36,-1.1939871,-1.1897055,"('hostile', 'amicable')",-1.1939871,-1.1897055,0.0042816
