,alder_male,alder_female,tuple,average_male,average_female,female-male
0,0.022234615,-0.10044512,"('unsociable', 'sociable')",0.0222346,-0.1004451,-0.1226797
1,-1.0429672,-1.0670776,"('unfriendly', 'friendly')",-1.0429672,-1.0670776,-0.0241104
2,0.25676665,0.2645762,"('unlikable', 'likable')",0.2567666,0.2645762,0.0078096
3,-0.042162947,-0.018509142,"('repellent', 'pleasant')",-0.0421629,-0.0185091,0.0236538
4,-2.932222,-2.902365,"('disliked', 'liked')",-2.9322219,-2.902365,0.0298569
5,-1.0504944,-0.99930614,"('distant', 'outgoing')",-1.0504944,-0.9993061,0.0511883
6,-0.7677828,-0.71575963,"('distant', 'open')",-0.7677828,-0.7157596,0.0520232
7,0.7775325,0.7319501,"('insensitive', 'sensitive')",0.7775325,0.7319501,-0.0455824
8,-0.6700431,-0.7195053,"('unaffectionate', 'affectionate')",-0.6700431,-0.7195053,-0.0494622
9,-0.09102723,-0.13653903,"('unaffectionate', 'caring')",-0.0910272,-0.136539,-0.0455118
10,0.20890689,0.14241642,"('unsympathetic', 'sympathetic')",0.2089069,0.1424164,-0.0664905
11,0.43079704,0.3552064,"('unhelpful', 'helpful')",0.430797,0.3552064,-0.0755906
12,-0.8464313,-0.7884226,"('unsupportive', 'supportive')",-0.8464313,-0.7884226,0.0580087
13,-0.24484184,-0.37630635,"('impolite', 'polite')",-0.2448418,-0.3763064,-0.1314646
14,0.4081216,0.29827213,"('antisocial', 'social')",0.4081216,0.2982721,-0.1098495
15,0.13505147,0.078896366,"('boring', 'funny')",0.1350515,0.0788964,-0.0561551
16,-0.3064891,-0.33157176,"('unpopular', 'popular')",-0.3064891,-0.3315718,-0.0250827
17,-0.4343536,-0.4110024,"('nasty', 'nice')",-0.4343536,-0.4110024,0.0233512
18,-0.18908094,-0.29256737,"('disagreeable', 'welcoming')",-0.1890809,-0.2925674,-0.1034865
19,-0.9988963,-0.94203573,"('inhospitable', 'hospitable')",-0.9988963,-0.9420357,0.0568606
20,0.68021697,0.6352577,"('rough', 'thoughtful')",0.680217,0.6352577,-0.0449593
21,0.48748764,0.39446566,"('immoral', 'moral')",0.4874876,0.3944657,-0.0930219
