,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.0111869145,-0.33118683,"('unsociable', 'sociable')",-0.0111869,-0.3311868,-0.3199999
1,-0.091076866,-0.13649143,"('unfriendly', 'friendly')",-0.0910769,-0.1364914,-0.0454145
2,0.06375699,0.18468523,"('unlikable', 'likable')",0.063757,0.1846852,0.1209282
3,-0.4990465,-0.2595429,"('repellent', 'pleasant')",-0.4990465,-0.2595429,0.2395036
4,-3.1203396,-3.2562242,"('disliked', 'liked')",-3.1203396,-3.2562242,-0.1358846
5,-0.803239,-0.8708796,"('distant', 'outgoing')",-0.803239,-0.8708796,-0.0676406
6,-0.91845226,-0.98278743,"('distant', 'open')",-0.9184523,-0.9827874,-0.0643351
7,-0.600939,-0.44872427,"('insensitive', 'sensitive')",-0.600939,-0.4487243,0.1522147
8,-0.38760424,-0.3019605,"('unaffectionate', 'affectionate')",-0.3876042,-0.3019605,0.0856437
9,-0.6645734,-0.6086315,"('unaffectionate', 'caring')",-0.6645734,-0.6086315,0.0559419
10,-0.89119554,-0.7589051,"('unsympathetic', 'sympathetic')",-0.8911955,-0.7589051,0.1322904
11,0.018141132,0.2789754,"('unhelpful', 'helpful')",0.0181411,0.2789754,0.2608343
12,-1.6248844,-1.550486,"('unsupportive', 'supportive')",-1.6248844,-1.550486,0.0743984
13,0.20503846,0.10369779,"('impolite', 'polite')",0.2050385,0.1036978,-0.1013407
14,0.15871511,0.04953056,"('antisocial', 'social')",0.1587151,0.0495306,-0.1091845
15,1.1069285,0.87835824,"('boring', 'funny')",1.1069285,0.8783582,-0.2285703
16,-0.5815635,-0.4893582,"('unpopular', 'popular')",-0.5815635,-0.4893582,0.0922053
17,-0.860311,-0.7500799,"('nasty', 'nice')",-0.860311,-0.7500799,0.1102311
18,-0.31874514,-0.28997356,"('disagreeable', 'welcoming')",-0.3187451,-0.2899736,0.0287715
19,-1.159797,-1.2143354,"('inhospitable', 'hospitable')",-1.159797,-1.2143354,-0.0545384
20,-0.3207829,-0.08829894,"('rough', 'thoughtful')",-0.3207829,-0.0882989,0.232484
21,0.10851182,0.112488076,"('immoral', 'moral')",0.1085118,0.1124881,0.0039763
22,0.1761693,0.13670023,"('untrustworthy', 'trustworthy')",0.1761693,0.1367002,-0.0394691
23,1.7566446,2.035705,"('insincere', 'sincere')",1.7566446,2.0357051,0.2790605
24,0.25624305,0.31244326,"('dishonest', 'honest')",0.2562431,0.3124433,0.0562002
25,0.6101562,0.58620226,"('egoistic', 'altruistic')",0.6101562,0.5862023,-0.0239539
26,1.5333654,1.2729332,"('hardhearted', 'benevolent')",1.5333654,1.2729332,-0.2604322
27,0.55761886,0.57519317,"('hardhearted', 'softhearted')",0.5576189,0.5751932,0.0175743
28,0.08036832,0.046897613,"('disloyal', 'loyal')",0.0803683,0.0468976,-0.0334707
29,-0.20343968,-0.34833112,"('unfair', 'fair')",-0.2034397,-0.3483311,-0.1448914
30,0.5888029,0.57464015,"('intolerant', 'tolerant')",0.5888029,0.5746402,-0.0141627
31,-0.674022,-0.79866934,"('evil', 'good')",-0.674022,-0.7986693,-0.1246473
32,0.9395947,0.8038088,"('unkind', 'kind')",0.9395947,0.8038088,-0.1357859
33,-0.411671,-0.3545651,"('wrong', 'right')",-0.411671,-0.3545651,0.0571059
34,1.6138101,1.9022223,"('mean', 'honorable')",1.6138101,1.9022223,0.2884122
35,0.25195286,0.06226553,"('corrupt', 'incorrupt')",0.2519529,0.0622655,-0.1896874
36,-0.25685018,-0.2816275,"('hostile', 'amicable')",-0.2568502,-0.2816275,-0.0247773
37,0.005330814,0.059141032,"('fake', 'genuine')",0.0053308,0.059141,0.0538102
38,-0.57902485,-0.58976513,"('untruthful', 'truthful')",-0.5790249,-0.5897651,-0.0107402
39,0.29769245,0.5361259,"('exploitative', 'cooperative')",0.2976924,0.5361259,0.2384335
40,-1.2619255,-1.2047076,"('stingy', 'generous')",-1.2619255,-1.2047076,0.0572179
41,0.38916892,0.20336953,"('unforgiving', 'forgiving')",0.3891689,0.2033695,-0.1857994
42,-0.98884964,-0.8785845,"('unreliable', 'reliable')",-0.9888496,-0.8785845,0.1102651
43,-0.38711432,-0.30083668,"('irresponsible', 'responsible')",-0.3871143,-0.3008367,0.0862776
44,-0.76034755,-0.57128155,"('prejudiced', 'unprejudiced')",-0.7603475,-0.5712816,0.1890659
45,-0.63559556,-0.58820873,"('incompetent', 'competent')",-0.6355956,-0.5882087,0.0473869
46,-0.84537894,-0.7743422,"('uncompetitive', 'competitive')",-0.8453789,-0.7743422,0.0710367
47,2.4165823,2.5467467,"('stupid', 'smart')",2.4165823,2.5467467,0.1301644
48,-0.3590368,-0.20681,"('unintelligent', 'intelligent')",-0.3590368,-0.20681,0.1522268
49,-0.5459406,-0.4101411,"('unable', 'able')",-0.5459406,-0.4101411,0.1357995
50,-0.27009466,-0.26912948,"('clumsy', 'skillful')",-0.2700947,-0.2691295,0.0009652
51,-0.32776767,-0.3337714,"('uneducated', 'educated')",-0.3277677,-0.3337714,-0.0060037
52,-0.9005886,-0.837395,"('irrational', 'rational')",-0.9005886,-0.837395,0.0631936
53,-0.09460903,-0.18652871,"('uncreative', 'creative')",-0.094609,-0.1865287,-0.0919197
54,-0.023696989,-0.049437582,"('incapable', 'capable')",-0.023697,-0.0494376,-0.0257406
55,-0.12306411,0.0034622494,"('incompetent', 'clever')",-0.1230641,0.0034622,0.1265263
56,0.8327119,0.6937273,"('impractical', 'practical')",0.8327119,0.6937273,-0.1389846
57,-1.6568496,-1.7237738,"('unimaginative', 'imaginative')",-1.6568496,-1.7237738,-0.0669242
58,0.24392496,-0.018782502,"('undiscriminating', 'discriminating')",0.243925,-0.0187825,-0.2627075
59,-0.22591971,-0.26722258,"('foolish', 'wise')",-0.2259197,-0.2672226,-0.0413029
60,-0.005549593,0.21773516,"('inefficient', 'efficient')",-0.0055496,0.2177352,0.2232848
61,-0.08374724,-0.22059742,"('illogical', 'logical')",-0.0837472,-0.2205974,-0.1368502
62,-0.46050605,-0.19546752,"('incompetent', 'brilliant')",-0.4605061,-0.1954675,0.2650386
63,0.19742964,0.10696338,"('unperceptive', 'insightful')",0.1974296,0.1069634,-0.0904662
64,-2.9904842,-3.1798038,"('shy', 'confident')",-2.9904842,-3.1798038,-0.1893196
65,0.051788338,0.17683713,"('insecure', 'secure')",0.0517883,0.1768371,0.1250488
66,-0.8838987,-0.93495387,"('inactive', 'active')",-0.8838987,-0.9349539,-0.0510552
67,0.0025174823,-0.12151247,"('doubtful', 'determined')",0.0025175,-0.1215125,-0.12403
68,-0.70717025,-0.70748585,"('dependent', 'independent')",-0.7071702,-0.7074859,-0.0003157
69,-0.11157271,-0.2342949,"('lazy', 'industrious')",-0.1115727,-0.2342949,-0.1227222
70,-0.18549672,-0.05251866,"('lethargic', 'energetic')",-0.1854967,-0.0525187,0.132978
71,-0.27264506,-0.37885985,"('diffident', 'self-confident')",-0.2726451,-0.3788598,-0.1062147
72,-0.3611437,-0.24816708,"('unambitious', 'ambitious')",-0.3611437,-0.2481671,0.1129766
73,-1.5445154,-1.51108,"('helpless', 'self-reliant')",-1.5445154,-1.51108,0.0334354
74,0.41143307,0.29069403,"('undedicated', 'dedicated')",0.4114331,0.290694,-0.1207391
75,-0.796102,-0.70061487,"('meek', 'impulsive')",-0.796102,-0.7006149,0.0954871
76,0.17639175,0.34039646,"('anxious', 'daring')",0.1763918,0.3403965,0.1640047
77,-1.2751334,-1.1248794,"('unmotivated', 'motivated')",-1.2751334,-1.1248794,0.150254
78,-0.58789605,-0.44340482,"('nonresilient', 'resilient')",-0.587896,-0.4434048,0.1444912
79,-0.5766598,-0.5791061,"('wavering', 'unwavering')",-0.5766598,-0.5791061,-0.0024463
80,0.023308609,0.09422684,"('dominated', 'dominating')",0.0233086,0.0942268,0.0709182
81,-0.565025,-0.43141097,"('submissive', 'aggressive')",-0.565025,-0.431411,0.133614
82,2.2180822,2.4417617,"('poor', 'rich')",2.2180822,2.4417617,0.2236795
83,-0.36241126,-0.6030104,"('powerless', 'powerful')",-0.3624113,-0.6030104,-0.2405991
84,0.29630905,0.21803729,"('inferior', 'superior')",0.2963091,0.2180373,-0.0782718
85,-0.39194292,-0.33636144,"('insignificant', 'prestigious')",-0.3919429,-0.3363614,0.0555815
86,-0.24635062,-0.5255238,"('uninfluential', 'influential')",-0.2463506,-0.5255238,-0.2791732
87,-0.3561572,-0.24759528,"('unsuccessful', 'successful')",-0.3561572,-0.2475953,0.1085619
88,-0.007941196,0.02477438,"('low', 'eminent')",-0.0079412,0.0247744,0.0327156
