,monument_male,monument_female,tuple,average_male,average_female,female-male
0,0.6004185,0.4162002,"('unsociable', 'sociable')",0.6004185,0.4162002,-0.1842183
1,0.8434013,0.89153737,"('unfriendly', 'friendly')",0.8434013,0.8915374,0.0481361
2,-0.08371252,0.020534903,"('unlikable', 'likable')",-0.0837125,0.0205349,0.1042474
3,0.7102733,0.8595519,"('repellent', 'pleasant')",0.7102733,0.8595519,0.1492786
4,-7.600394,-7.7598124,"('disliked', 'liked')",-7.6003938,-7.7598124,-0.1594186
5,-1.5266966,-1.4793367,"('distant', 'outgoing')",-1.5266966,-1.4793367,0.0473599
6,-0.78411674,-0.8538861,"('distant', 'open')",-0.7841167,-0.8538861,-0.0697694
7,2.1680865,2.0961363,"('insensitive', 'sensitive')",2.1680865,2.0961363,-0.0719502
8,0.96297365,1.0400852,"('unaffectionate', 'affectionate')",0.9629737,1.0400852,0.0771115
9,1.4845006,1.5888908,"('unaffectionate', 'caring')",1.4845006,1.5888908,0.1043902
10,1.6747128,1.6867089,"('unsympathetic', 'sympathetic')",1.6747128,1.6867089,0.0119961
11,1.6909543,1.7813247,"('unhelpful', 'helpful')",1.6909543,1.7813247,0.0903704
12,-1.4083927,-1.3985986,"('unsupportive', 'supportive')",-1.4083927,-1.3985986,0.0097941
13,0.10543905,0.18157074,"('impolite', 'polite')",0.1054391,0.1815707,0.0761316
14,0.6983028,0.74690944,"('antisocial', 'social')",0.6983028,0.7469094,0.0486066
15,0.7725472,0.6389125,"('boring', 'funny')",0.7725472,0.6389125,-0.1336347
16,-0.8532574,-0.84424067,"('unpopular', 'popular')",-0.8532574,-0.8442407,0.0090167
17,-0.17861943,-0.15361738,"('nasty', 'nice')",-0.1786194,-0.1536174,0.025002
18,-1.1715633,-0.9889771,"('disagreeable', 'welcoming')",-1.1715633,-0.9889771,0.1825862
19,-0.825231,-0.8020243,"('inhospitable', 'hospitable')",-0.825231,-0.8020243,0.0232067
20,0.75512034,0.6931489,"('rough', 'thoughtful')",0.7551203,0.6931489,-0.0619714
21,-0.08351297,0.096166626,"('immoral', 'moral')",-0.083513,0.0961666,0.1796796
22,-0.21993338,-0.27473447,"('untrustworthy', 'trustworthy')",-0.2199334,-0.2747345,-0.0548011
23,6.5900135,6.773461,"('insincere', 'sincere')",6.5900135,6.7734609,0.1834474
24,1.5157504,1.4873635,"('dishonest', 'honest')",1.5157504,1.4873635,-0.0283869
25,0.5665144,0.60441434,"('egoistic', 'altruistic')",0.5665144,0.6044143,0.0378999
26,1.7191267,1.6055218,"('hardhearted', 'benevolent')",1.7191267,1.6055218,-0.1136049
27,1.5538378,1.4661808,"('hardhearted', 'softhearted')",1.5538378,1.4661808,-0.087657
28,1.910404,1.7921224,"('disloyal', 'loyal')",1.910404,1.7921224,-0.1182816
29,-0.43562087,-0.58208615,"('unfair', 'fair')",-0.4356209,-0.5820861,-0.1464652
30,0.88950604,1.0638764,"('intolerant', 'tolerant')",0.889506,1.0638764,0.1743704
31,-1.7023612,-1.729065,"('evil', 'good')",-1.7023612,-1.7290649,-0.0267037
32,1.6755317,1.6150973,"('unkind', 'kind')",1.6755317,1.6150973,-0.0604344
33,-0.54307985,-0.668271,"('wrong', 'right')",-0.5430799,-0.668271,-0.1251911
34,4.584285,4.768889,"('mean', 'honorable')",4.5842848,4.768889,0.1846042
35,-0.68000615,-1.0780232,"('corrupt', 'incorrupt')",-0.6800061,-1.0780232,-0.3980171
36,-1.1914259,-1.3649731,"('hostile', 'amicable')",-1.1914259,-1.3649731,-0.1735472
37,0.98727715,0.9640669,"('fake', 'genuine')",0.9872772,0.9640669,-0.0232103
38,-0.71260023,-0.62178993,"('untruthful', 'truthful')",-0.7126002,-0.6217899,0.0908103
39,0.7057763,0.76383215,"('exploitative', 'cooperative')",0.7057763,0.7638322,0.0580559
40,-1.3972956,-1.507823,"('stingy', 'generous')",-1.3972956,-1.507823,-0.1105274
41,0.42292893,0.38649267,"('unforgiving', 'forgiving')",0.4229289,0.3864927,-0.0364362
42,-2.305505,-2.309713,"('unreliable', 'reliable')",-2.305505,-2.3097129,-0.0042079
43,1.2302039,1.3397256,"('irresponsible', 'responsible')",1.2302039,1.3397256,0.1095217
44,-1.8772739,-1.851572,"('prejudiced', 'unprejudiced')",-1.8772739,-1.851572,0.0257019
45,0.93098736,0.65967286,"('incompetent', 'competent')",0.9309874,0.6596729,-0.2713145
46,-0.43372846,-0.5252994,"('uncompetitive', 'competitive')",-0.4337285,-0.5252994,-0.0915709
47,4.8882217,4.98236,"('stupid', 'smart')",4.8882217,4.9823599,0.0941382
48,0.643933,0.72793674,"('unintelligent', 'intelligent')",0.643933,0.7279367,0.0840037
49,-0.18765022,-0.031836763,"('unable', 'able')",-0.1876502,-0.0318368,0.1558134
50,-0.6148267,-0.59491843,"('clumsy', 'skillful')",-0.6148267,-0.5949184,0.0199083
51,0.7511096,0.7110937,"('uneducated', 'educated')",0.7511096,0.7110937,-0.0400159
52,-0.4701854,-0.72035754,"('irrational', 'rational')",-0.4701854,-0.7203575,-0.2501721
53,0.28764743,0.17520976,"('uncreative', 'creative')",0.2876474,0.1752098,-0.1124376
54,1.1588126,1.1714311,"('incapable', 'capable')",1.1588126,1.1714311,0.0126185
55,1.2515877,1.3239127,"('incompetent', 'clever')",1.2515877,1.3239127,0.072325
56,0.7455022,0.6493076,"('impractical', 'practical')",0.7455022,0.6493076,-0.0961946
57,-1.5095763,-1.7101227,"('unimaginative', 'imaginative')",-1.5095763,-1.7101227,-0.2005464
58,0.24603991,0.27078885,"('undiscriminating', 'discriminating')",0.2460399,0.2707888,0.0247489
59,-0.3864902,-0.4151052,"('foolish', 'wise')",-0.3864902,-0.4151052,-0.028615
60,0.3844812,0.64258987,"('inefficient', 'efficient')",0.3844812,0.6425899,0.2581087
61,0.68468046,0.4850586,"('illogical', 'logical')",0.6846805,0.4850586,-0.1996219
62,0.73313975,0.8522344,"('incompetent', 'brilliant')",0.7331398,0.8522344,0.1190946
63,0.36951345,0.41940403,"('unperceptive', 'insightful')",0.3695135,0.419404,0.0498905
64,-6.7158346,-6.6994967,"('shy', 'confident')",-6.7158346,-6.6994967,0.0163379
65,0.50796056,0.5995139,"('insecure', 'secure')",0.5079606,0.5995139,0.0915533
66,-0.0152448295,-0.27885893,"('inactive', 'active')",-0.0152448,-0.2788589,-0.2636141
67,-0.38422337,-0.34691632,"('doubtful', 'determined')",-0.3842234,-0.3469163,0.0373071
68,-1.3748543,-1.310026,"('dependent', 'independent')",-1.3748543,-1.310026,0.0648283
69,-1.9941535,-2.0962899,"('lazy', 'industrious')",-1.9941535,-2.0962899,-0.1021364
70,1.7939223,1.693884,"('lethargic', 'energetic')",1.7939223,1.693884,-0.1000383
71,0.08411383,0.051523224,"('diffident', 'self-confident')",0.0841138,0.0515232,-0.0325906
72,0.8892082,1.0914923,"('unambitious', 'ambitious')",0.8892082,1.0914923,0.2022841
73,-3.5304525,-3.4198842,"('helpless', 'self-reliant')",-3.5304525,-3.4198842,0.1105683
74,0.9415815,0.7609377,"('undedicated', 'dedicated')",0.9415815,0.7609377,-0.1806438
75,-1.2037017,-1.2240299,"('meek', 'impulsive')",-1.2037017,-1.2240299,-0.0203282
76,0.5648991,0.734299,"('anxious', 'daring')",0.5648991,0.734299,0.1693999
77,-0.95726717,-0.85287577,"('unmotivated', 'motivated')",-0.9572672,-0.8528758,0.1043914
78,-0.7703449,-0.8194068,"('nonresilient', 'resilient')",-0.7703449,-0.8194068,-0.0490619
79,-0.34901834,-0.4709563,"('wavering', 'unwavering')",-0.3490183,-0.4709563,-0.121938
80,0.4680517,0.26724607,"('dominated', 'dominating')",0.4680517,0.2672461,-0.2008056
81,0.41534916,0.5084704,"('submissive', 'aggressive')",0.4153492,0.5084704,0.0931212
82,6.3252425,6.351197,"('poor', 'rich')",6.3252425,6.3511968,0.0259543
83,-0.44098067,-0.42252955,"('powerless', 'powerful')",-0.4409807,-0.4225295,0.0184512
84,0.6072217,0.50006974,"('inferior', 'superior')",0.6072217,0.5000697,-0.107152
85,-1.3290312,-1.347102,"('insignificant', 'prestigious')",-1.3290312,-1.347102,-0.0180708
86,1.2154082,1.0438516,"('uninfluential', 'influential')",1.2154082,1.0438516,-0.1715566
87,0.23699573,0.0921022,"('unsuccessful', 'successful')",0.2369957,0.0921022,-0.1448935
88,0.26801112,0.25352255,"('low', 'eminent')",0.2680111,0.2535225,-0.0144886
