,welfare_male,welfare_female,tuple,average_male,average_female,female-male
0,0.5165945,0.29485455,"('unsociable', 'sociable')",0.5165945,0.2948546,-0.2217399
1,1.738807,1.7149596,"('unfriendly', 'friendly')",1.738807,1.7149596,-0.0238474
2,0.2953795,0.35862055,"('unlikable', 'likable')",0.2953795,0.3586206,0.0632411
3,-0.17777154,0.03901097,"('repellent', 'pleasant')",-0.1777715,0.039011,0.2167825
4,-6.7349405,-6.898061,"('disliked', 'liked')",-6.7349405,-6.8980608,-0.1631203
5,0.1452874,0.22046183,"('distant', 'outgoing')",0.1452874,0.2204618,0.0751744
6,0.29142046,0.39770544,"('distant', 'open')",0.2914205,0.3977054,0.1062849
7,0.67329746,0.6480398,"('insensitive', 'sensitive')",0.6732975,0.6480398,-0.0252577
8,1.8521665,1.8394077,"('unaffectionate', 'affectionate')",1.8521665,1.8394077,-0.0127588
9,2.1931872,2.1815991,"('unaffectionate', 'caring')",2.1931872,2.1815991,-0.0115881
10,0.3118573,0.33667913,"('unsympathetic', 'sympathetic')",0.3118573,0.3366791,0.0248218
11,1.7999791,1.7747749,"('unhelpful', 'helpful')",1.7999791,1.7747749,-0.0252042
12,-0.7345864,-0.8857392,"('unsupportive', 'supportive')",-0.7345864,-0.8857392,-0.1511528
13,-0.5739889,-0.5179726,"('impolite', 'polite')",-0.5739889,-0.5179726,0.0560163
14,0.60583323,0.49097192,"('antisocial', 'social')",0.6058332,0.4909719,-0.1148613
15,0.7241363,0.587944,"('boring', 'funny')",0.7241363,0.587944,-0.1361923
16,-0.5531914,-0.4932732,"('unpopular', 'popular')",-0.5531914,-0.4932732,0.0599182
17,0.22226399,0.33557776,"('nasty', 'nice')",0.222264,0.3355778,0.1133138
18,-0.7736234,-0.7018796,"('disagreeable', 'welcoming')",-0.7736234,-0.7018796,0.0717438
19,0.10773766,0.19317132,"('inhospitable', 'hospitable')",0.1077377,0.1931713,0.0854336
20,0.026352733,-0.029716149,"('rough', 'thoughtful')",0.0263527,-0.0297161,-0.0560688
21,-0.55307734,-0.44266808,"('immoral', 'moral')",-0.5530773,-0.4426681,0.1104092
22,-0.5227716,-0.57128495,"('untrustworthy', 'trustworthy')",-0.5227716,-0.5712849,-0.0485133
23,6.1136947,6.2221136,"('insincere', 'sincere')",6.1136947,6.2221136,0.1084189
24,1.1026417,1.0930738,"('dishonest', 'honest')",1.1026417,1.0930738,-0.0095679
25,1.1618884,1.207594,"('egoistic', 'altruistic')",1.1618884,1.207594,0.0457056
26,3.2195153,2.9592326,"('hardhearted', 'benevolent')",3.2195153,2.9592326,-0.2602827
27,1.6343986,1.5327915,"('hardhearted', 'softhearted')",1.6343986,1.5327915,-0.1016071
28,1.240792,1.1901021,"('disloyal', 'loyal')",1.240792,1.1901021,-0.0506899
29,-0.5460706,-0.699592,"('unfair', 'fair')",-0.5460706,-0.699592,-0.1535214
30,0.5599415,0.5890021,"('intolerant', 'tolerant')",0.5599415,0.5890021,0.0290606
31,-1.4332383,-1.2364384,"('evil', 'good')",-1.4332383,-1.2364384,0.1967999
32,1.1891025,1.1338224,"('unkind', 'kind')",1.1891025,1.1338224,-0.0552801
33,0.11858417,0.044844754,"('wrong', 'right')",0.1185842,0.0448448,-0.0737394
34,4.767385,5.067472,"('mean', 'honorable')",4.767385,5.067472,0.300087
35,-0.49449608,-0.63495064,"('corrupt', 'incorrupt')",-0.4944961,-0.6349506,-0.1404545
36,-0.27856326,-0.29896703,"('hostile', 'amicable')",-0.2785633,-0.298967,-0.0204037
37,0.47448203,0.4850167,"('fake', 'genuine')",0.474482,0.4850167,0.0105347
38,0.15352057,0.15453893,"('untruthful', 'truthful')",0.1535206,0.1545389,0.0010183
39,0.06895691,0.08291998,"('exploitative', 'cooperative')",0.0689569,0.08292,0.0139631
40,-1.943229,-2.0926003,"('stingy', 'generous')",-1.943229,-2.0926003,-0.1493713
41,0.85011536,0.70684576,"('unforgiving', 'forgiving')",0.8501154,0.7068458,-0.1432696
42,-3.1092227,-3.082983,"('unreliable', 'reliable')",-3.1092227,-3.082983,0.0262397
43,0.987437,0.9491204,"('irresponsible', 'responsible')",0.987437,0.9491204,-0.0383166
44,-1.4243306,-1.3835672,"('prejudiced', 'unprejudiced')",-1.4243306,-1.3835672,0.0407634
45,0.44656634,0.3175401,"('incompetent', 'competent')",0.4465663,0.3175401,-0.1290262
46,-1.116587,-1.2318119,"('uncompetitive', 'competitive')",-1.116587,-1.2318119,-0.1152249
47,5.325436,5.511443,"('stupid', 'smart')",5.3254361,5.5114431,0.186007
48,0.0647781,0.047772624,"('unintelligent', 'intelligent')",0.0647781,0.0477726,-0.0170055
49,-0.20321481,-0.033643946,"('unable', 'able')",-0.2032148,-0.0336439,0.1695709
50,-0.7012156,-0.6185765,"('clumsy', 'skillful')",-0.7012156,-0.6185765,0.0826391
51,-0.60271674,-0.58117557,"('uneducated', 'educated')",-0.6027167,-0.5811756,0.0215411
52,0.43779752,0.3833974,"('irrational', 'rational')",0.4377975,0.3833974,-0.0544001
53,0.1335607,0.06633099,"('uncreative', 'creative')",0.1335607,0.066331,-0.0672297
54,1.0668974,1.1516181,"('incapable', 'capable')",1.0668974,1.1516181,0.0847207
55,-0.24937521,-0.16380452,"('incompetent', 'clever')",-0.2493752,-0.1638045,0.0855707
56,0.57624805,0.51562303,"('impractical', 'practical')",0.576248,0.515623,-0.060625
57,-2.2408237,-2.4266782,"('unimaginative', 'imaginative')",-2.2408237,-2.4266782,-0.1858545
58,-0.16545194,-0.13022245,"('undiscriminating', 'discriminating')",-0.1654519,-0.1302225,0.0352294
59,0.34284958,0.38803014,"('foolish', 'wise')",0.3428496,0.3880301,0.0451805
60,-0.7713855,-0.58686745,"('inefficient', 'efficient')",-0.7713855,-0.5868675,0.184518
61,0.058982097,-0.13422433,"('illogical', 'logical')",0.0589821,-0.1342243,-0.1932064
62,0.016181465,0.12265545,"('incompetent', 'brilliant')",0.0161815,0.1226555,0.106474
63,0.108072504,0.084118105,"('unperceptive', 'insightful')",0.1080725,0.0841181,-0.0239544
64,-6.854837,-6.8516016,"('shy', 'confident')",-6.8548369,-6.8516016,0.0032353
65,-0.5791832,-0.45203882,"('insecure', 'secure')",-0.5791832,-0.4520388,0.1271444
66,0.26351348,0.11216343,"('inactive', 'active')",0.2635135,0.1121634,-0.1513501
67,-0.27247187,-0.24931365,"('doubtful', 'determined')",-0.2724719,-0.2493137,0.0231582
68,-1.8848978,-1.8292676,"('dependent', 'independent')",-1.8848978,-1.8292676,0.0556302
69,-1.3882211,-1.3389285,"('lazy', 'industrious')",-1.3882211,-1.3389285,0.0492926
70,0.6124245,0.5668009,"('lethargic', 'energetic')",0.6124245,0.5668009,-0.0456236
71,0.58939356,0.6009553,"('diffident', 'self-confident')",0.5893936,0.6009553,0.0115617
72,0.5552944,0.59024787,"('unambitious', 'ambitious')",0.5552944,0.5902479,0.0349535
73,-3.7711704,-3.6825628,"('helpless', 'self-reliant')",-3.7711704,-3.6825628,0.0886076
74,-0.012059564,-0.048751872,"('undedicated', 'dedicated')",-0.0120596,-0.0487519,-0.0366923
75,-0.67988443,-0.60903466,"('meek', 'impulsive')",-0.6798844,-0.6090347,0.0708497
76,-0.7984938,-0.6679606,"('anxious', 'daring')",-0.7984938,-0.6679606,0.1305332
77,-1.3313993,-1.2625271,"('unmotivated', 'motivated')",-1.3313993,-1.2625271,0.0688722
78,-0.2675731,-0.4372456,"('nonresilient', 'resilient')",-0.2675731,-0.4372456,-0.1696725
79,0.62535197,0.65041894,"('wavering', 'unwavering')",0.625352,0.6504189,0.0250669
80,-0.1669091,-0.3311397,"('dominated', 'dominating')",-0.1669091,-0.3311397,-0.1642306
81,-0.791245,-0.7906939,"('submissive', 'aggressive')",-0.791245,-0.7906939,0.0005511
82,5.438911,5.734899,"('poor', 'rich')",5.438911,5.734899,0.295988
83,-0.6271919,-0.56772137,"('powerless', 'powerful')",-0.6271919,-0.5677214,0.0594705
84,-0.37919578,-0.37548667,"('inferior', 'superior')",-0.3791958,-0.3754867,0.0037091
85,-0.43953657,-0.40258187,"('insignificant', 'prestigious')",-0.4395366,-0.4025819,0.0369547
86,0.47238284,0.3279044,"('uninfluential', 'influential')",0.4723828,0.3279044,-0.1444784
87,-0.17456047,-0.18370599,"('unsuccessful', 'successful')",-0.1745605,-0.183706,-0.0091455
88,-0.4227693,-0.3554287,"('low', 'eminent')",-0.4227693,-0.3554287,0.0673406
