,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,0.009941617,0.062047455,"('unsociable', 'sociable')",0.0099416,0.0620475,0.0521059
1,1.3362559,1.1540864,"('unfriendly', 'friendly')",1.3362559,1.1540864,-0.1821695
2,0.1036849,0.17594661,"('unlikable', 'likable')",0.1036849,0.1759466,0.0722617
3,0.7355623,0.85226816,"('repellent', 'pleasant')",0.7355623,0.8522682,0.1167059
4,-7.2301908,-7.491114,"('disliked', 'liked')",-7.2301908,-7.4911141,-0.2609233
5,-0.38390583,-0.50644433,"('distant', 'outgoing')",-0.3839058,-0.5064443,-0.1225385
6,0.19172767,-0.052606896,"('distant', 'open')",0.1917277,-0.0526069,-0.2443346
7,1.0398747,1.1226119,"('insensitive', 'sensitive')",1.0398747,1.1226119,0.0827372
8,1.2462468,0.9838745,"('unaffectionate', 'affectionate')",1.2462468,0.9838745,-0.2623723
9,1.5449718,1.4888446,"('unaffectionate', 'caring')",1.5449718,1.4888446,-0.0561272
10,0.8783132,1.0176142,"('unsympathetic', 'sympathetic')",0.8783132,1.0176142,0.139301
11,1.2158486,1.4085693,"('unhelpful', 'helpful')",1.2158486,1.4085693,0.1927207
12,-1.7771764,-1.7917465,"('unsupportive', 'supportive')",-1.7771764,-1.7917465,-0.0145701
13,-0.38087016,-0.17765048,"('impolite', 'polite')",-0.3808702,-0.1776505,0.2032197
14,0.10734398,0.21495116,"('antisocial', 'social')",0.107344,0.2149512,0.1076072
15,0.057354968,-0.0065098368,"('boring', 'funny')",0.057355,-0.0065098,-0.0638648
16,-0.36130267,-0.45511103,"('unpopular', 'popular')",-0.3613027,-0.455111,-0.0938083
17,-0.082030125,-0.11926901,"('nasty', 'nice')",-0.0820301,-0.119269,-0.0372389
18,-0.5718622,-0.54474515,"('disagreeable', 'welcoming')",-0.5718622,-0.5447451,0.0271171
19,-0.6145952,-0.7519258,"('inhospitable', 'hospitable')",-0.6145952,-0.7519258,-0.1373306
20,0.9020947,0.91793805,"('rough', 'thoughtful')",0.9020947,0.9179381,0.0158434
21,-0.31770498,-0.022020832,"('immoral', 'moral')",-0.317705,-0.0220208,0.2956842
22,-0.40804625,-0.2872748,"('untrustworthy', 'trustworthy')",-0.4080462,-0.2872748,0.1207714
23,5.8421655,6.0470023,"('insincere', 'sincere')",5.8421655,6.0470023,0.2048368
24,1.393876,1.3811017,"('dishonest', 'honest')",1.393876,1.3811017,-0.0127743
25,0.64874005,0.53772473,"('egoistic', 'altruistic')",0.6487401,0.5377247,-0.1110154
