,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.5685314,-0.5742476,"('unsociable', 'sociable')",-0.5685314,-0.5742476,-0.0057162
1,0.74048936,0.6181788,"('unfriendly', 'friendly')",0.7404894,0.6181788,-0.1223106
2,0.34438118,0.38121718,"('unlikable', 'likable')",0.3443812,0.3812172,0.036836
3,-0.6865167,-0.5718618,"('repellent', 'pleasant')",-0.6865167,-0.5718618,0.1146549
4,-3.6247008,-3.571213,"('disliked', 'liked')",-3.6247008,-3.571213,0.0534878
5,-0.23645495,-0.297515,"('distant', 'outgoing')",-0.2364549,-0.297515,-0.0610601
6,-0.3368891,-0.3861038,"('distant', 'open')",-0.3368891,-0.3861038,-0.0492147
7,0.039603405,0.11211039,"('insensitive', 'sensitive')",0.0396034,0.1121104,0.072507
8,0.20445201,0.03723502,"('unaffectionate', 'affectionate')",0.204452,0.037235,-0.167217
9,0.03200361,-0.1084497,"('unaffectionate', 'caring')",0.0320036,-0.1084497,-0.1404533
10,-0.81816596,-0.7568665,"('unsympathetic', 'sympathetic')",-0.818166,-0.7568665,0.0612995
11,0.5919836,0.59232074,"('unhelpful', 'helpful')",0.5919836,0.5923207,0.0003371
12,-1.6325831,-1.6151392,"('unsupportive', 'supportive')",-1.6325831,-1.6151392,0.0174439
13,-0.7097211,-0.70323306,"('impolite', 'polite')",-0.7097211,-0.7032331,0.006488
14,-0.49297944,-0.47453117,"('antisocial', 'social')",-0.4929794,-0.4745312,0.0184482
15,0.5272716,0.44431958,"('boring', 'funny')",0.5272716,0.4443196,-0.082952
16,-0.33599287,-0.35655987,"('unpopular', 'popular')",-0.3359929,-0.3565599,-0.020567
17,-0.58012027,-0.564707,"('nasty', 'nice')",-0.5801203,-0.564707,0.0154133
18,-0.2951212,-0.335121,"('disagreeable', 'welcoming')",-0.2951212,-0.335121,-0.0399998
19,-0.5989965,-0.6089143,"('inhospitable', 'hospitable')",-0.5989965,-0.6089143,-0.0099178
20,0.7216474,0.7272181,"('rough', 'thoughtful')",0.7216474,0.7272181,0.0055707
21,-0.69989413,-0.57172513,"('immoral', 'moral')",-0.6998941,-0.5717251,0.128169
22,-0.36954087,-0.37145388,"('untrustworthy', 'trustworthy')",-0.3695409,-0.3714539,-0.001913
23,2.6430833,2.5320575,"('insincere', 'sincere')",2.6430833,2.5320575,-0.1110258
24,-0.41751206,-0.5408374,"('dishonest', 'honest')",-0.4175121,-0.5408374,-0.1233253
25,0.5871566,0.45919812,"('egoistic', 'altruistic')",0.5871566,0.4591981,-0.1279585
26,1.1277902,1.0364476,"('hardhearted', 'benevolent')",1.1277902,1.0364476,-0.0913426
27,0.6789128,0.56593895,"('hardhearted', 'softhearted')",0.6789128,0.5659389,-0.1129739
28,0.19468406,0.118247226,"('disloyal', 'loyal')",0.1946841,0.1182472,-0.0764369
29,-0.89020133,-0.97480774,"('unfair', 'fair')",-0.8902013,-0.9748077,-0.0846064
30,0.14675812,0.0908378,"('intolerant', 'tolerant')",0.1467581,0.0908378,-0.0559203
31,-1.319234,-1.3934112,"('evil', 'good')",-1.319234,-1.3934112,-0.0741772
32,0.69023174,0.62263185,"('unkind', 'kind')",0.6902317,0.6226318,-0.0675999
33,0.21847588,0.123336725,"('wrong', 'right')",0.2184759,0.1233367,-0.0951392
34,2.4880977,2.5740068,"('mean', 'honorable')",2.4880977,2.5740068,0.0859091
35,0.3220822,0.2154623,"('corrupt', 'incorrupt')",0.3220822,0.2154623,-0.1066199
36,-0.13964462,-0.24999401,"('hostile', 'amicable')",-0.1396446,-0.249994,-0.1103494
37,0.093287766,0.11083714,"('fake', 'genuine')",0.0932878,0.1108371,0.0175493
38,-0.50289696,-0.5244339,"('untruthful', 'truthful')",-0.502897,-0.5244339,-0.0215369
39,0.10863453,0.080285914,"('exploitative', 'cooperative')",0.1086345,0.0802859,-0.0283486
40,-1.4175079,-1.424646,"('stingy', 'generous')",-1.4175079,-1.424646,-0.0071381
41,-0.37891588,-0.39853805,"('unforgiving', 'forgiving')",-0.3789159,-0.3985381,-0.0196222
42,-1.6399553,-1.5527699,"('unreliable', 'reliable')",-1.6399553,-1.5527699,0.0871854
43,-0.4182212,-0.4320374,"('irresponsible', 'responsible')",-0.4182212,-0.4320374,-0.0138162
44,-0.3708773,-0.34251237,"('prejudiced', 'unprejudiced')",-0.3708773,-0.3425124,0.0283649
45,-1.4105039,-1.3546405,"('incompetent', 'competent')",-1.4105039,-1.3546405,0.0558634
46,-1.0752058,-0.97658074,"('uncompetitive', 'competitive')",-1.0752058,-0.9765807,0.0986251
47,2.5102487,2.4571922,"('stupid', 'smart')",2.5102487,2.4571922,-0.0530565
48,0.16609478,0.19231756,"('unintelligent', 'intelligent')",0.1660948,0.1923176,0.0262228
49,0.26031443,0.3252842,"('unable', 'able')",0.2603144,0.3252842,0.0649698
50,0.48249945,0.45629126,"('clumsy', 'skillful')",0.4824995,0.4562913,-0.0262082
51,-0.5791589,-0.6009447,"('uneducated', 'educated')",-0.5791589,-0.6009447,-0.0217858
52,-0.33249655,-0.56751907,"('irrational', 'rational')",-0.3324966,-0.5675191,-0.2350225
53,-0.035784267,-0.10571667,"('uncreative', 'creative')",-0.0357843,-0.1057167,-0.0699324
54,0.50450426,0.4615613,"('incapable', 'capable')",0.5045043,0.4615613,-0.042943
55,-0.43930137,-0.36550117,"('incompetent', 'clever')",-0.4393014,-0.3655012,0.0738002
56,-0.08408384,-0.022344552,"('impractical', 'practical')",-0.0840838,-0.0223446,0.0617392
57,-2.3613353,-2.2788372,"('unimaginative', 'imaginative')",-2.3613353,-2.2788372,0.0824981
58,-0.69396454,-0.7129747,"('undiscriminating', 'discriminating')",-0.6939645,-0.7129747,-0.0190102
59,0.1132613,-0.06951351,"('foolish', 'wise')",0.1132613,-0.0695135,-0.1827748
60,0.027924962,0.15498817,"('inefficient', 'efficient')",0.027925,0.1549882,0.1270632
61,-0.17685235,-0.28136757,"('illogical', 'logical')",-0.1768523,-0.2813676,-0.1045153
62,-0.15320815,-0.07330976,"('incompetent', 'brilliant')",-0.1532082,-0.0733098,0.0798984
63,0.019926282,0.06792954,"('unperceptive', 'insightful')",0.0199263,0.0679295,0.0480032
64,-3.43597,-3.4285862,"('shy', 'confident')",-3.4359701,-3.4285862,0.0073839
65,-0.25330865,-0.26267892,"('insecure', 'secure')",-0.2533087,-0.2626789,-0.0093702
66,-0.29182875,-0.3773119,"('inactive', 'active')",-0.2918288,-0.3773119,-0.0854831
67,0.72920924,0.72396016,"('doubtful', 'determined')",0.7292092,0.7239602,-0.005249
68,-0.659531,-0.6774798,"('dependent', 'independent')",-0.659531,-0.6774798,-0.0179488
69,0.24512428,0.18766095,"('lazy', 'industrious')",0.2451243,0.1876609,-0.0574634
70,-0.23349293,-0.18510117,"('lethargic', 'energetic')",-0.2334929,-0.1851012,0.0483917
71,0.6004391,0.542331,"('diffident', 'self-confident')",0.6004391,0.542331,-0.0581081
