,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.57141966,-0.5612113,"('unsociable', 'sociable')",-0.5912291,-0.78526133,-0.5813243,-0.6732363,-0.091912
1,-0.43951067,-0.41761526,"('unfriendly', 'friendly')",1.6702094,1.5814174,0.6153494,0.5819011,-0.0334483
2,1.6384543,1.6867276,"('unlikable', 'likable')",1.0282114,1.1704016,1.3333328,1.4285645,0.0952317
3,-0.6863839,-0.5719366,"('repellent', 'pleasant')",0.19165885,0.22918054,-0.2473625,-0.171378,0.0759845
4,0.25786608,0.21407188,"('disliked', 'liked')",-6.410979,-6.400953,-3.0765564,-3.0934405,-0.0168841
5,0.43625066,0.5219071,"('distant', 'outgoing')",-0.22584796,-0.09855667,0.1052013,0.2116752,0.1064739
6,-0.026160918,0.062478714,"('distant', 'open')",0.31580508,0.4143,0.1448221,0.2383894,0.0935673
7,-0.9726476,-0.80560553,"('insensitive', 'sensitive')",0.20609298,0.22127847,-0.3832773,-0.2921635,0.0911138
8,-0.58425593,-0.6241466,"('unaffectionate', 'affectionate')",0.6750445,0.6967847,0.0453943,0.036319,-0.0090753
9,-0.23497438,-0.20881748,"('unaffectionate', 'caring')",1.1369717,1.2171891,0.4509987,0.5041858,0.0531871
10,-1.6600308,-1.5610242,"('unsympathetic', 'sympathetic')",-0.4748408,-0.5149683,-1.0674359,-1.0379963,0.0294396
11,-0.56591517,-0.49882355,"('unhelpful', 'helpful')",1.9274069,1.9821788,0.6807458,0.7416776,0.0609318
12,-0.13962749,0.10960728,"('unsupportive', 'supportive')",-1.9132897,-1.7885845,-1.0264586,-0.8394886,0.18697
13,-1.2886997,-1.2366865,"('impolite', 'polite')",-0.59663415,-0.6709713,-0.9426669,-0.9538289,-0.011162
14,0.33500382,0.42080986,"('antisocial', 'social')",-0.78165334,-0.91620123,-0.2233248,-0.2476957,-0.0243709
15,0.4620675,0.33281845,"('boring', 'funny')",0.58653754,0.521751,0.5243025,0.4272847,-0.0970178
16,0.04752834,0.11175516,"('unpopular', 'popular')",0.48998895,0.4827538,0.2687587,0.2972545,0.0284958
17,0.4221812,0.5663629,"('nasty', 'nice')",-0.404245,-0.36804396,0.0089681,0.0991595,0.0901914
18,-0.2798515,-0.21533433,"('disagreeable', 'welcoming')",-0.4415665,-0.37345278,-0.360709,-0.2943935,0.0663155
19,-0.78253883,-0.7591325,"('inhospitable', 'hospitable')",0.026582345,0.17196855,-0.3779782,-0.293582,0.0843962
20,0.5585949,0.63742536,"('rough', 'thoughtful')",1.0821,1.01318,0.8203474,0.8253027,0.0049553
21,-0.4637503,-0.46823844,"('immoral', 'moral')",-0.8323543,-0.82379144,-0.6480523,-0.6460149,0.0020374
22,-0.60857135,-0.65539473,"('untrustworthy', 'trustworthy')",-1.1111299,-1.2150762,-0.8598506,-0.9352355,-0.0753849
23,-1.0352025,-0.96516603,"('insincere', 'sincere')",5.9239054,5.7586956,2.4443514,2.3967648,-0.0475866
24,-0.4983222,-0.5271049,"('dishonest', 'honest')",1.0275661,0.9614158,0.2646219,0.2171555,-0.0474664
25,0.4410476,0.4791749,"('egoistic', 'altruistic')",1.5137463,1.3933895,0.977397,0.9362822,-0.0411148
26,1.185883,1.0955608,"('hardhearted', 'benevolent')",1.5348544,1.3511043,1.3603687,1.2233325,-0.1370362
27,0.34725028,0.5666732,"('hardhearted', 'softhearted')",1.316156,1.2693076,0.8317032,0.9179904,0.0862872
28,-0.49163765,-0.65762824,"('disloyal', 'loyal')",1.0106694,0.83370197,0.2595159,0.0880369,-0.171479
29,-0.10535467,-0.13176641,"('unfair', 'fair')",-0.38269806,-0.5750797,-0.2440264,-0.3534231,-0.1093967
30,0.17688146,0.19362059,"('intolerant', 'tolerant')",1.1531478,1.1336092,0.6650146,0.6636149,-0.0013997
31,0.058555454,0.12996942,"('evil', 'good')",-1.0602548,-1.1014372,-0.5008497,-0.4857339,0.0151158
32,-0.38003215,-0.37079635,"('unkind', 'kind')",0.9475438,0.77696395,0.2837558,0.2030838,-0.080672
33,0.76084477,0.6852848,"('wrong', 'right')",-0.48187327,-0.5393127,0.1394857,0.072986,-0.0664997
34,-0.1742658,0.060442634,"('mean', 'honorable')",6.242083,6.3690743,3.0339086,3.2147584,0.1808498
35,0.5277593,0.41436484,"('corrupt', 'incorrupt')",-0.041431036,-0.19433193,0.2431641,0.1100165,-0.1331476
36,0.39167833,0.26208597,"('hostile', 'amicable')",0.40359443,0.19706346,0.3976364,0.2295747,-0.1680617
37,-0.3747888,-0.3530838,"('fake', 'genuine')",0.2763172,0.34248784,-0.0492358,-0.005298,0.0439378
38,-0.54899025,-0.48745075,"('untruthful', 'truthful')",0.24002099,0.34015104,-0.1544846,-0.0736499,0.0808347
39,1.5286614,1.5891352,"('exploitative', 'cooperative')",-0.071295254,-0.0909213,0.7286831,0.7491069,0.0204238
