,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-1.3749286,-1.5673796,"('unsociable', 'sociable')",-1.3749286,-1.5673796,-0.192451
1,-0.7567916,-0.93508613,"('unfriendly', 'friendly')",-0.7567916,-0.9350861,-0.1782945
2,0.33274862,0.4206901,"('unlikable', 'likable')",0.3327486,0.4206901,0.0879415
3,-0.9502125,-0.8330126,"('repellent', 'pleasant')",-0.9502125,-0.8330126,0.1171999
4,-1.5943528,-1.6052644,"('disliked', 'liked')",-1.5943528,-1.6052644,-0.0109116
5,-0.25028622,-0.31042305,"('distant', 'outgoing')",-0.2502862,-0.310423,-0.0601368
6,-0.86307406,-0.91084397,"('distant', 'open')",-0.8630741,-0.910844,-0.0477699
7,-0.53944254,-0.43901247,"('insensitive', 'sensitive')",-0.5394425,-0.4390125,0.10043
8,-1.1874448,-1.2672983,"('unaffectionate', 'affectionate')",-1.1874448,-1.2672983,-0.0798535
9,-1.4353948,-1.4833457,"('unaffectionate', 'caring')",-1.4353948,-1.4833457,-0.0479509
10,-2.0467021,-2.0038881,"('unsympathetic', 'sympathetic')",-2.0467021,-2.0038881,0.042814
11,-0.85768783,-0.81459725,"('unhelpful', 'helpful')",-0.8576878,-0.8145972,0.0430906
12,-2.2596114,-2.261387,"('unsupportive', 'supportive')",-2.2596114,-2.2613871,-0.0017757
13,-0.99387705,-1.142444,"('impolite', 'polite')",-0.9938771,-1.142444,-0.1485669
14,-0.18870685,-0.2569885,"('antisocial', 'social')",-0.1887068,-0.2569885,-0.0682817
15,0.7636668,0.60413706,"('boring', 'funny')",0.7636668,0.6041371,-0.1595297
16,-0.38508368,-0.37210563,"('unpopular', 'popular')",-0.3850837,-0.3721056,0.0129781
17,-0.07376285,-0.122170135,"('nasty', 'nice')",-0.0737628,-0.1221701,-0.0484073
18,-0.66029507,-0.64260083,"('disagreeable', 'welcoming')",-0.6602951,-0.6426008,0.0176943
19,-0.8610781,-0.8879436,"('inhospitable', 'hospitable')",-0.8610781,-0.8879436,-0.0268655
20,0.45650628,0.47652498,"('rough', 'thoughtful')",0.4565063,0.476525,0.0200187
21,-0.99998796,-0.96144885,"('immoral', 'moral')",-0.999988,-0.9614488,0.0385392
22,-0.129219,-0.18283287,"('untrustworthy', 'trustworthy')",-0.129219,-0.1828329,-0.0536139
23,0.78715396,0.68710583,"('insincere', 'sincere')",0.787154,0.6871058,-0.1000482
24,-1.4180119,-1.5165933,"('dishonest', 'honest')",-1.4180119,-1.5165933,-0.0985814
25,0.88691,0.8607481,"('egoistic', 'altruistic')",0.88691,0.8607481,-0.0261619
26,0.7573404,0.61841786,"('hardhearted', 'benevolent')",0.7573404,0.6184179,-0.1389225
27,0.15223823,0.13346644,"('hardhearted', 'softhearted')",0.1522382,0.1334664,-0.0187718
28,-1.7305241,-1.8302271,"('disloyal', 'loyal')",-1.7305241,-1.8302271,-0.099703
29,-0.42590642,-0.53403926,"('unfair', 'fair')",-0.4259064,-0.5340393,-0.1081329
30,-0.25562382,-0.34947085,"('intolerant', 'tolerant')",-0.2556238,-0.3494709,-0.0938471
31,-0.36332434,-0.43774354,"('evil', 'good')",-0.3633243,-0.4377435,-0.0744192
32,-0.35742435,-0.4706044,"('unkind', 'kind')",-0.3574243,-0.4706044,-0.1131801
33,-0.35211974,-0.43675345,"('wrong', 'right')",-0.3521197,-0.4367535,-0.0846338
34,1.3151438,1.4123605,"('mean', 'honorable')",1.3151438,1.4123605,0.0972167
35,1.2960694,1.2251775,"('corrupt', 'incorrupt')",1.2960694,1.2251775,-0.0708919
36,0.41778335,0.38209718,"('hostile', 'amicable')",0.4177833,0.3820972,-0.0356861
37,-0.27526748,-0.2383509,"('fake', 'genuine')",-0.2752675,-0.2383509,0.0369166
38,-0.6015779,-0.62079126,"('untruthful', 'truthful')",-0.6015779,-0.6207913,-0.0192134
39,-0.07316408,-0.06362629,"('exploitative', 'cooperative')",-0.0731641,-0.0636263,0.0095378
40,-0.6252665,-0.6350859,"('stingy', 'generous')",-0.6252665,-0.6350859,-0.0098194
41,-0.5063585,-0.62315524,"('unforgiving', 'forgiving')",-0.5063585,-0.6231552,-0.1167967
42,-0.7582446,-0.704356,"('unreliable', 'reliable')",-0.7582446,-0.704356,0.0538886
43,-1.9263494,-2.036992,"('irresponsible', 'responsible')",-1.9263494,-2.0369921,-0.1106427
44,0.45930964,0.49638093,"('prejudiced', 'unprejudiced')",0.4593096,0.4963809,0.0370713
45,-1.0676417,-1.1570075,"('incompetent', 'competent')",-1.0676417,-1.1570075,-0.0893658
46,-1.4449086,-1.4226896,"('uncompetitive', 'competitive')",-1.4449086,-1.4226896,0.022219
47,1.5295032,1.4698764,"('stupid', 'smart')",1.5295032,1.4698764,-0.0596268
48,-0.032781262,-0.060154248,"('unintelligent', 'intelligent')",-0.0327813,-0.0601542,-0.0273729
49,0.08643084,0.0783654,"('unable', 'able')",0.0864308,0.0783654,-0.0080654
50,0.13783929,0.23754823,"('clumsy', 'skillful')",0.1378393,0.2375482,0.0997089
51,-0.48172054,-0.44036287,"('uneducated', 'educated')",-0.4817205,-0.4403629,0.0413576
52,-0.6318499,-0.5942385,"('irrational', 'rational')",-0.6318499,-0.5942385,0.0376114
53,-0.3780337,-0.43025967,"('uncreative', 'creative')",-0.3780337,-0.4302597,-0.052226
54,0.018385854,-0.026690692,"('incapable', 'capable')",0.0183859,-0.0266907,-0.0450766
55,-0.6676403,-0.7506399,"('incompetent', 'clever')",-0.6676403,-0.7506399,-0.0829996
56,0.08147491,0.011113018,"('impractical', 'practical')",0.0814749,0.011113,-0.0703619
57,-2.0795152,-2.20157,"('unimaginative', 'imaginative')",-2.0795152,-2.20157,-0.1220548
58,-0.33280367,-0.3962217,"('undiscriminating', 'discriminating')",-0.3328037,-0.3962217,-0.063418
59,-0.2312148,-0.22506651,"('foolish', 'wise')",-0.2312148,-0.2250665,0.0061483
