,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.10911004,0.011642929,"('unsociable', 'sociable')",0.10911,0.0116429,-0.0974671
1,-0.791042,-0.9614221,"('unfriendly', 'friendly')",-0.791042,-0.9614221,-0.1703801
2,0.7297794,0.67122835,"('unlikable', 'likable')",0.7297794,0.6712283,-0.0585511
3,-0.9874648,-0.79852957,"('repellent', 'pleasant')",-0.9874648,-0.7985296,0.1889352
4,-1.1777554,-1.3567377,"('disliked', 'liked')",-1.1777554,-1.3567377,-0.1789823
5,-0.38281178,-0.460356,"('distant', 'outgoing')",-0.3828118,-0.460356,-0.0775442
6,-0.66267174,-0.7405833,"('distant', 'open')",-0.6626717,-0.7405833,-0.0779116
7,-0.09424175,8.286163e-05,"('insensitive', 'sensitive')",-0.0942418,8.29e-05,0.0943247
8,-0.4001416,-0.50548655,"('unaffectionate', 'affectionate')",-0.4001416,-0.5054865,-0.1053449
9,-0.5150137,-0.54027414,"('unaffectionate', 'caring')",-0.5150137,-0.5402741,-0.0252604
10,-1.229524,-1.0736028,"('unsympathetic', 'sympathetic')",-1.229524,-1.0736028,0.1559212
11,-0.21283647,-0.14646108,"('unhelpful', 'helpful')",-0.2128365,-0.1464611,0.0663754
12,-1.0913641,-0.9989322,"('unsupportive', 'supportive')",-1.0913641,-0.9989322,0.0924319
13,-0.46301982,-0.4138714,"('impolite', 'polite')",-0.4630198,-0.4138714,0.0491484
14,0.32014105,0.2946509,"('antisocial', 'social')",0.320141,0.2946509,-0.0254901
15,1.1110287,0.9002257,"('boring', 'funny')",1.1110287,0.9002257,-0.210803
16,0.52898,0.5055058,"('unpopular', 'popular')",0.52898,0.5055058,-0.0234742
17,0.100451894,0.13568467,"('nasty', 'nice')",0.1004519,0.1356847,0.0352328
18,-0.2954443,-0.3078456,"('disagreeable', 'welcoming')",-0.2954443,-0.3078456,-0.0124013
19,-0.33445215,-0.3395401,"('inhospitable', 'hospitable')",-0.3344522,-0.3395401,-0.0050879
20,-0.2242198,-0.14640507,"('rough', 'thoughtful')",-0.2242198,-0.1464051,0.0778147
21,-0.4079545,-0.23209256,"('immoral', 'moral')",-0.4079545,-0.2320926,0.1758619
