,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.7968514,-1.2901615,"('unsociable', 'sociable')",-0.7968514,-1.2901615,-0.4933101
1,0.52799684,0.25431097,"('unfriendly', 'friendly')",0.5279968,0.254311,-0.2736858
2,-1.0730112,-0.8878158,"('unlikable', 'likable')",-1.0730112,-0.8878158,0.1851954
3,-0.9224971,-0.6709609,"('repellent', 'pleasant')",-0.9224971,-0.6709609,0.2515362
4,1.1454605,1.1694083,"('disliked', 'liked')",1.1454605,1.1694083,0.0239478
5,-0.5553285,-0.5747106,"('distant', 'outgoing')",-0.5553285,-0.5747106,-0.0193821
6,-0.5687568,-0.67074734,"('distant', 'open')",-0.5687568,-0.6707473,-0.1019905
7,-0.6980966,-0.77094305,"('insensitive', 'sensitive')",-0.6980966,-0.770943,-0.0728464
8,1.2657971,0.99004537,"('unaffectionate', 'affectionate')",1.2657971,0.9900454,-0.2757517
9,0.53416985,0.23922706,"('unaffectionate', 'caring')",0.5341699,0.2392271,-0.2949428
10,-1.5198138,-1.7467558,"('unsympathetic', 'sympathetic')",-1.5198138,-1.7467558,-0.226942
11,-1.4572845,-1.5161924,"('unhelpful', 'helpful')",-1.4572845,-1.5161924,-0.0589079
12,-0.3918536,-0.52688783,"('unsupportive', 'supportive')",-0.3918536,-0.5268878,-0.1350342
13,-1.0457604,-1.0980893,"('impolite', 'polite')",-1.0457604,-1.0980893,-0.0523289
14,-1.365602,-1.3686682,"('antisocial', 'social')",-1.365602,-1.3686682,-0.0030662
15,1.3862883,1.3275299,"('boring', 'funny')",1.3862883,1.3275299,-0.0587584
16,-0.7245909,-0.6715597,"('unpopular', 'popular')",-0.7245909,-0.6715597,0.0530312
17,0.45514658,0.55844057,"('nasty', 'nice')",0.4551466,0.5584406,0.103294
18,0.33033997,0.42369214,"('disagreeable', 'welcoming')",0.33034,0.4236921,0.0933521
19,1.1715711,0.9956339,"('inhospitable', 'hospitable')",1.1715711,0.9956339,-0.1759372
20,-0.0804006,-0.05202513,"('rough', 'thoughtful')",-0.0804006,-0.0520251,0.0283755
21,-1.1883726,-1.1918782,"('immoral', 'moral')",-1.1883726,-1.1918782,-0.0035056
22,-1.0617571,-1.1423466,"('untrustworthy', 'trustworthy')",-1.0617571,-1.1423466,-0.0805895
23,0.23023248,0.12650424,"('insincere', 'sincere')",0.2302325,0.1265042,-0.1037283
24,-0.7409773,-0.7442762,"('dishonest', 'honest')",-0.7409773,-0.7442762,-0.0032989
25,0.7650777,0.8870086,"('egoistic', 'altruistic')",0.7650777,0.8870086,0.1219309
26,2.162094,1.8267046,"('hardhearted', 'benevolent')",2.1620941,1.8267046,-0.3353895
27,-0.574281,-0.7310768,"('hardhearted', 'softhearted')",-0.574281,-0.7310768,-0.1567958
28,0.23425218,-0.114932425,"('disloyal', 'loyal')",0.2342522,-0.1149324,-0.3491846
