,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
0,0.04210822,0.038441364,"('unsociable', 'sociable')",0.0421082,0.0384414,-0.0036668
1,-0.20959546,-0.40819398,"('unfriendly', 'friendly')",-0.2095955,-0.408194,-0.1985985
2,0.59604573,0.5776441,"('unlikable', 'likable')",0.5960457,0.5776441,-0.0184016
3,-0.2926385,-0.2259928,"('repellent', 'pleasant')",-0.2926385,-0.2259928,0.0666457
4,-2.8510294,-3.1345556,"('disliked', 'liked')",-2.8510294,-3.1345556,-0.2835262
5,-1.3815128,-1.4311237,"('distant', 'outgoing')",-1.3815128,-1.4311237,-0.0496109
6,-1.3681408,-1.3597972,"('distant', 'open')",-1.3681408,-1.3597972,0.0083436
7,0.17793557,0.2605196,"('insensitive', 'sensitive')",0.1779356,0.2605196,0.082584
8,-0.1542631,-0.2952634,"('unaffectionate', 'affectionate')",-0.1542631,-0.2952634,-0.1410003
9,0.28717735,0.21256438,"('unaffectionate', 'caring')",0.2871774,0.2125644,-0.074613
10,0.024296593,0.2173546,"('unsympathetic', 'sympathetic')",0.0242966,0.2173546,0.193058
11,1.3668696,1.4418888,"('unhelpful', 'helpful')",1.3668696,1.4418888,0.0750192
12,-0.9421669,-0.89177316,"('unsupportive', 'supportive')",-0.9421669,-0.8917732,0.0503937
13,0.22177635,0.25462902,"('impolite', 'polite')",0.2217764,0.254629,0.0328526
14,0.6691862,0.65842754,"('antisocial', 'social')",0.6691862,0.6584275,-0.0107587
15,0.2369343,0.079316795,"('boring', 'funny')",0.2369343,0.0793168,-0.1576175
16,-0.45071507,-0.48076075,"('unpopular', 'popular')",-0.4507151,-0.4807608,-0.0300457
17,-1.026894,-0.9344708,"('nasty', 'nice')",-1.026894,-0.9344708,0.0924232
18,-0.77851874,-0.843022,"('disagreeable', 'welcoming')",-0.7785187,-0.843022,-0.0645033
19,-1.5915257,-1.4607022,"('inhospitable', 'hospitable')",-1.5915257,-1.4607022,0.1308235
20,-0.06335636,-0.043311045,"('rough', 'thoughtful')",-0.0633564,-0.043311,0.0200454
21,0.48822847,0.62063074,"('immoral', 'moral')",0.4882285,0.6206307,0.1324022
22,-0.49590364,-0.56736606,"('untrustworthy', 'trustworthy')",-0.4959036,-0.5673661,-0.0714625
23,2.865777,3.1053097,"('insincere', 'sincere')",2.865777,3.1053097,0.2395327
