,dollar_male,dollar_female,tuple,average_male,average_female,female-male
0,0.88457555,0.6973241,"('unsociable', 'sociable')",0.8845755,0.6973241,-0.1872514
1,0.99199533,0.9171242,"('unfriendly', 'friendly')",0.9919953,0.9171242,-0.0748711
2,0.5658119,0.65619135,"('unlikable', 'likable')",0.5658119,0.6561913,0.0903794
3,0.87438464,0.8742212,"('repellent', 'pleasant')",0.8743846,0.8742212,-0.0001634
4,-7.1069107,-6.9757514,"('disliked', 'liked')",-7.1069107,-6.9757514,0.1311593
5,-0.6184631,-0.5316862,"('distant', 'outgoing')",-0.6184631,-0.5316862,0.0867769
6,-0.47673512,-0.35886514,"('distant', 'open')",-0.4767351,-0.3588651,0.11787
7,1.0144287,1.0667336,"('insensitive', 'sensitive')",1.0144287,1.0667336,0.0523049
8,0.7921604,0.772176,"('unaffectionate', 'affectionate')",0.7921604,0.772176,-0.0199844
9,1.9175267,1.9630691,"('unaffectionate', 'caring')",1.9175267,1.9630691,0.0455424
10,1.7324554,1.7441008,"('unsympathetic', 'sympathetic')",1.7324554,1.7441008,0.0116454
11,2.6994913,2.7410343,"('unhelpful', 'helpful')",2.6994913,2.7410343,0.041543
12,-1.0474792,-1.0019754,"('unsupportive', 'supportive')",-1.0474792,-1.0019754,0.0455038
13,1.1383609,1.016585,"('impolite', 'polite')",1.1383609,1.016585,-0.1217759
14,0.309331,0.20691948,"('antisocial', 'social')",0.309331,0.2069195,-0.1024115
15,0.8909653,0.8510171,"('boring', 'funny')",0.8909653,0.8510171,-0.0399482
16,-0.16525863,-0.14293897,"('unpopular', 'popular')",-0.1652586,-0.142939,0.0223196
17,-0.18638016,-0.23234758,"('nasty', 'nice')",-0.1863802,-0.2323476,-0.0459674
18,-1.1798377,-1.2298046,"('disagreeable', 'welcoming')",-1.1798377,-1.2298046,-0.0499669
19,-0.63574463,-0.5450552,"('inhospitable', 'hospitable')",-0.6357446,-0.5450552,0.0906894
20,0.7736141,0.64692247,"('rough', 'thoughtful')",0.7736141,0.6469225,-0.1266916
21,0.6844704,0.6998063,"('immoral', 'moral')",0.6844704,0.6998063,0.0153359
22,0.31811124,0.3264447,"('untrustworthy', 'trustworthy')",0.3181112,0.3264447,0.0083335
23,6.9832196,6.8383784,"('insincere', 'sincere')",6.9832196,6.8383784,-0.1448412
24,2.1999536,2.1713264,"('dishonest', 'honest')",2.1999536,2.1713264,-0.0286272
25,0.0081573725,-0.08375129,"('egoistic', 'altruistic')",0.0081574,-0.0837513,-0.0919087
26,0.38505706,0.32214922,"('hardhearted', 'benevolent')",0.3850571,0.3221492,-0.0629079
27,1.1658775,0.9813692,"('hardhearted', 'softhearted')",1.1658775,0.9813692,-0.1845083
28,1.3041849,1.2704502,"('disloyal', 'loyal')",1.3041849,1.2704502,-0.0337347
29,-0.72610813,-0.75044096,"('unfair', 'fair')",-0.7261081,-0.750441,-0.0243329
30,1.0924791,1.029682,"('intolerant', 'tolerant')",1.0924791,1.029682,-0.0627971
31,-2.1173081,-2.0810208,"('evil', 'good')",-2.1173081,-2.0810208,0.0362873
32,1.5907929,1.5483804,"('unkind', 'kind')",1.5907929,1.5483804,-0.0424125
33,-0.48219255,-0.45714104,"('wrong', 'right')",-0.4821925,-0.457141,0.0250515
34,4.5901723,4.6357756,"('mean', 'honorable')",4.5901723,4.6357756,0.0456033
35,-1.4526513,-1.5716714,"('corrupt', 'incorrupt')",-1.4526513,-1.5716714,-0.1190201
36,-1.5501546,-1.6280028,"('hostile', 'amicable')",-1.5501546,-1.6280028,-0.0778482
37,0.5377336,0.53066605,"('fake', 'genuine')",0.5377336,0.5306661,-0.0070675
38,0.2958145,0.33874136,"('untruthful', 'truthful')",0.2958145,0.3387414,0.0429269
39,0.5283719,0.48549253,"('exploitative', 'cooperative')",0.5283719,0.4854925,-0.0428794
40,-1.7430359,-1.8623037,"('stingy', 'generous')",-1.7430359,-1.8623037,-0.1192678
41,0.35264477,0.33064333,"('unforgiving', 'forgiving')",0.3526448,0.3306433,-0.0220015
42,-1.7884077,-1.6962334,"('unreliable', 'reliable')",-1.7884077,-1.6962334,0.0921743
43,1.4581996,1.4702487,"('irresponsible', 'responsible')",1.4581996,1.4702487,0.0120491
44,-1.8394694,-1.8238426,"('prejudiced', 'unprejudiced')",-1.8394694,-1.8238426,0.0156268
45,0.63659734,0.66855395,"('incompetent', 'competent')",0.6365973,0.6685539,0.0319566
46,0.32789198,0.3346992,"('uncompetitive', 'competitive')",0.327892,0.3346992,0.0068072
47,5.4164424,5.486429,"('stupid', 'smart')",5.4164424,5.4864292,0.0699868
48,1.3776232,1.2234697,"('unintelligent', 'intelligent')",1.3776232,1.2234697,-0.1541535
49,0.41788292,0.5004198,"('unable', 'able')",0.4178829,0.5004198,0.0825369
50,-0.027061155,-0.025511954,"('clumsy', 'skillful')",-0.0270612,-0.025512,0.0015492
51,1.0703888,1.0785959,"('uneducated', 'educated')",1.0703888,1.0785959,0.0082071
52,-1.0854037,-1.1572644,"('irrational', 'rational')",-1.0854037,-1.1572644,-0.0718607
53,0.091894686,0.13468337,"('uncreative', 'creative')",0.0918947,0.1346834,0.0427887
54,1.1354219,1.3384118,"('incapable', 'capable')",1.1354219,1.3384118,0.2029899
55,1.8294094,1.7615054,"('incompetent', 'clever')",1.8294094,1.7615054,-0.067904
56,1.9932634,1.975972,"('impractical', 'practical')",1.9932634,1.9759721,-0.0172913
57,-2.3472402,-2.1957302,"('unimaginative', 'imaginative')",-2.3472402,-2.1957302,0.15151
58,-0.118619084,-0.0741861,"('undiscriminating', 'discriminating')",-0.1186191,-0.0741861,0.044433
59,-0.36253148,-0.27851245,"('foolish', 'wise')",-0.3625315,-0.2785124,0.0840191
60,1.5994539,1.5875752,"('inefficient', 'efficient')",1.5994539,1.5875752,-0.0118787
61,0.5970042,0.3775114,"('illogical', 'logical')",0.5970042,0.3775114,-0.2194928
62,2.082441,2.1196039,"('incompetent', 'brilliant')",2.0824411,2.1196039,0.0371628
63,1.3492852,1.3803377,"('unperceptive', 'insightful')",1.3492852,1.3803377,0.0310525
64,-5.4275284,-5.2845464,"('shy', 'confident')",-5.4275284,-5.2845464,0.142982
65,1.089293,1.0252128,"('insecure', 'secure')",1.089293,1.0252128,-0.0640802
66,-0.6464637,-0.6221731,"('inactive', 'active')",-0.6464637,-0.6221731,0.0242906
67,-0.4305854,-0.34540558,"('doubtful', 'determined')",-0.4305854,-0.3454056,0.0851798
68,-0.433944,-0.46644318,"('dependent', 'independent')",-0.433944,-0.4664432,-0.0324992
69,-2.1865191,-2.0971928,"('lazy', 'industrious')",-2.1865191,-2.0971928,0.0893263
70,1.9674795,1.9901948,"('lethargic', 'energetic')",1.9674795,1.9901948,0.0227153
71,0.33927646,0.4495805,"('diffident', 'self-confident')",0.3392765,0.4495805,0.110304
72,1.0394228,1.1006997,"('unambitious', 'ambitious')",1.0394228,1.1006997,0.0612769
73,-2.9732587,-2.8793044,"('helpless', 'self-reliant')",-2.9732587,-2.8793044,0.0939543
74,0.29494438,0.24424109,"('undedicated', 'dedicated')",0.2949444,0.2442411,-0.0507033
75,-1.2323006,-1.0563825,"('meek', 'impulsive')",-1.2323006,-1.0563825,0.1759181
76,1.0154041,0.9963665,"('anxious', 'daring')",1.0154041,0.9963665,-0.0190376
77,-0.44518906,-0.42496803,"('unmotivated', 'motivated')",-0.4451891,-0.424968,0.0202211
78,-0.4861065,-0.48456874,"('nonresilient', 'resilient')",-0.4861065,-0.4845687,0.0015378
79,-0.69869643,-0.6536334,"('wavering', 'unwavering')",-0.6986964,-0.6536334,0.045063
80,0.49741852,0.48707506,"('dominated', 'dominating')",0.4974185,0.4870751,-0.0103434
81,0.7804478,0.7945615,"('submissive', 'aggressive')",0.7804478,0.7945615,0.0141137
82,6.331957,6.433628,"('poor', 'rich')",6.3319569,6.4336281,0.1016712
83,-0.212017,-0.20243895,"('powerless', 'powerful')",-0.212017,-0.202439,0.009578
84,0.19711125,0.24452204,"('inferior', 'superior')",0.1971112,0.244522,0.0474108
85,-1.8645365,-1.9124206,"('insignificant', 'prestigious')",-1.8645365,-1.9124206,-0.0478841
86,0.84183764,0.9019003,"('uninfluential', 'influential')",0.8418376,0.9019003,0.0600627
87,0.5078864,0.6443743,"('unsuccessful', 'successful')",0.5078864,0.6443743,0.1364879
88,0.058467235,0.067644864,"('low', 'eminent')",0.0584672,0.0676449,0.0091777
