,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.7141447,-0.71522415,"('unsociable', 'sociable')",-0.7141447,-0.7152241,-0.0010794
1,1.7687794,1.716358,"('unfriendly', 'friendly')",1.7687794,1.7163579,-0.0524215
2,0.10335454,0.2598122,"('unlikable', 'likable')",0.1033545,0.2598122,0.1564577
3,0.6255897,0.7193531,"('repellent', 'pleasant')",0.6255897,0.7193531,0.0937634
4,-7.1207533,-7.2822003,"('disliked', 'liked')",-7.1207533,-7.2822003,-0.161447
5,0.11865419,0.13209863,"('distant', 'outgoing')",0.1186542,0.1320986,0.0134444
6,0.62705684,0.5790154,"('distant', 'open')",0.6270568,0.5790154,-0.0480414
7,0.6268165,0.70659894,"('insensitive', 'sensitive')",0.6268165,0.7065989,0.0797824
8,1.3949577,1.253338,"('unaffectionate', 'affectionate')",1.3949577,1.253338,-0.1416197
9,1.6612661,1.6780208,"('unaffectionate', 'caring')",1.6612661,1.6780208,0.0167547
10,0.20649856,0.3085232,"('unsympathetic', 'sympathetic')",0.2064986,0.3085232,0.1020246
11,1.1216488,1.2229575,"('unhelpful', 'helpful')",1.1216488,1.2229575,0.1013087
12,-1.9031458,-1.8748882,"('unsupportive', 'supportive')",-1.9031458,-1.8748882,0.0282576
13,-0.86292756,-0.7791445,"('impolite', 'polite')",-0.8629276,-0.7791445,0.0837831
14,-0.63728285,-0.65083534,"('antisocial', 'social')",-0.6372828,-0.6508353,-0.0135525
15,0.52086866,0.47570837,"('boring', 'funny')",0.5208687,0.4757084,-0.0451603
16,-0.09179679,-0.07647917,"('unpopular', 'popular')",-0.0917968,-0.0764792,0.0153176
17,0.065485194,0.08981137,"('nasty', 'nice')",0.0654852,0.0898114,0.0243262
18,-0.6104195,-0.5400893,"('disagreeable', 'welcoming')",-0.6104195,-0.5400893,0.0703302
19,-0.16757728,-0.14482671,"('inhospitable', 'hospitable')",-0.1675773,-0.1448267,0.0227506
20,0.70710975,0.6260839,"('rough', 'thoughtful')",0.7071097,0.6260839,-0.0810258
21,-0.94053054,-0.7206022,"('immoral', 'moral')",-0.9405305,-0.7206022,0.2199283
22,-0.9413413,-0.8992575,"('untrustworthy', 'trustworthy')",-0.9413413,-0.8992575,0.0420838
23,5.7503414,5.895746,"('insincere', 'sincere')",5.7503414,5.8957462,0.1454048
24,1.229859,1.2080694,"('dishonest', 'honest')",1.229859,1.2080694,-0.0217896
25,0.96624017,0.89052296,"('egoistic', 'altruistic')",0.9662402,0.890523,-0.0757172
26,1.0965699,0.87281877,"('hardhearted', 'benevolent')",1.0965699,0.8728188,-0.2237511
27,1.5756701,1.3860028,"('hardhearted', 'softhearted')",1.5756701,1.3860028,-0.1896673
28,1.0720094,0.9731266,"('disloyal', 'loyal')",1.0720094,0.9731266,-0.0988828
29,-0.3293594,-0.4140388,"('unfair', 'fair')",-0.3293594,-0.4140388,-0.0846794
30,0.39053443,0.48404214,"('intolerant', 'tolerant')",0.3905344,0.4840421,0.0935077
31,-0.12670441,-0.24830012,"('evil', 'good')",-0.1267044,-0.2483001,-0.1215957
32,0.95413774,0.87203115,"('unkind', 'kind')",0.9541377,0.8720312,-0.0821065
33,-0.08336652,-0.12055145,"('wrong', 'right')",-0.0833665,-0.1205515,-0.037185
34,4.4959483,4.660335,"('mean', 'honorable')",4.4959483,4.6603351,0.1643868
35,0.0962555,-0.22992548,"('corrupt', 'incorrupt')",0.0962555,-0.2299255,-0.326181
36,0.23396608,0.016013656,"('hostile', 'amicable')",0.2339661,0.0160137,-0.2179524
37,0.93135345,0.9657821,"('fake', 'genuine')",0.9313534,0.9657821,0.0344287
38,-0.3745307,-0.30416116,"('untruthful', 'truthful')",-0.3745307,-0.3041612,0.0703695
39,0.038012136,0.10329444,"('exploitative', 'cooperative')",0.0380121,0.1032944,0.0652823
40,-1.4290277,-1.5342628,"('stingy', 'generous')",-1.4290277,-1.5342628,-0.1052351
41,-0.07135321,-0.09276872,"('unforgiving', 'forgiving')",-0.0713532,-0.0927687,-0.0214155
42,-2.4184642,-2.3334332,"('unreliable', 'reliable')",-2.4184642,-2.3334332,0.085031
43,0.5234765,0.6884798,"('irresponsible', 'responsible')",0.5234765,0.6884798,0.1650033
44,-1.2809496,-1.2622666,"('prejudiced', 'unprejudiced')",-1.2809496,-1.2622666,0.018683
45,-0.26176316,-0.3492643,"('incompetent', 'competent')",-0.2617632,-0.3492643,-0.0875011
46,-1.4819492,-1.3624038,"('uncompetitive', 'competitive')",-1.4819492,-1.3624038,0.1195454
47,4.61531,4.783766,"('stupid', 'smart')",4.6153102,4.7837658,0.1684556
48,0.11417653,0.16590197,"('unintelligent', 'intelligent')",0.1141765,0.165902,0.0517255
49,-0.41810295,-0.1895118,"('unable', 'able')",-0.4181029,-0.1895118,0.2285911
50,0.09202026,0.06938593,"('clumsy', 'skillful')",0.0920203,0.0693859,-0.0226344
51,-0.48200512,-0.43941802,"('uneducated', 'educated')",-0.4820051,-0.439418,0.0425871
52,0.24281822,0.07625132,"('irrational', 'rational')",0.2428182,0.0762513,-0.1665669
53,0.634304,0.6249529,"('uncreative', 'creative')",0.634304,0.6249529,-0.0093511
54,1.029914,1.1788487,"('incapable', 'capable')",1.029914,1.1788487,0.1489347
55,-0.08789284,0.040956724,"('incompetent', 'clever')",-0.0878928,0.0409567,0.1288495
56,-0.0734044,-0.035100278,"('impractical', 'practical')",-0.0734044,-0.0351003,0.0383041
57,-2.9146605,-2.8675468,"('unimaginative', 'imaginative')",-2.9146605,-2.8675468,0.0471137
58,0.34822848,0.29831433,"('undiscriminating', 'discriminating')",0.3482285,0.2983143,-0.0499142
59,0.71164984,0.74196345,"('foolish', 'wise')",0.7116498,0.7419634,0.0303136
60,-0.68547565,-0.3751428,"('inefficient', 'efficient')",-0.6854756,-0.3751428,0.3103328
61,0.2827471,0.20408686,"('illogical', 'logical')",0.2827471,0.2040869,-0.0786602
62,0.07356356,0.29076186,"('incompetent', 'brilliant')",0.0735636,0.2907619,0.2171983
63,-0.23146042,-0.07587956,"('unperceptive', 'insightful')",-0.2314604,-0.0758796,0.1555808
64,-6.8155065,-6.717208,"('shy', 'confident')",-6.8155065,-6.7172079,0.0982986
65,-0.32223746,-0.140737,"('insecure', 'secure')",-0.3222375,-0.140737,0.1815005
66,0.44230682,0.32706928,"('inactive', 'active')",0.4423068,0.3270693,-0.1152375
67,-0.723943,-0.6044195,"('doubtful', 'determined')",-0.723943,-0.6044195,0.1195235
68,-0.834937,-0.67522573,"('dependent', 'independent')",-0.834937,-0.6752257,0.1597113
69,-1.2921994,-1.3903227,"('lazy', 'industrious')",-1.2921994,-1.3903227,-0.0981233
70,0.5684511,0.6630379,"('lethargic', 'energetic')",0.5684511,0.6630379,0.0945868
71,0.9870203,0.90074676,"('diffident', 'self-confident')",0.9870203,0.9007468,-0.0862735
72,0.7486231,0.8755091,"('unambitious', 'ambitious')",0.7486231,0.8755091,0.126886
