,veil_male,veil_female,tuple,average_male,average_female,female-male
0,0.27496636,-0.043842413,"('unsociable', 'sociable')",0.2749664,-0.0438424,-0.3188088
1,1.1970248,1.2792969,"('unfriendly', 'friendly')",1.1970248,1.2792969,0.0822721
2,0.5184619,0.7098547,"('unlikable', 'likable')",0.5184619,0.7098547,0.1913928
3,0.9395028,1.0252835,"('repellent', 'pleasant')",0.9395028,1.0252835,0.0857807
4,-6.8790965,-6.9074764,"('disliked', 'liked')",-6.8790965,-6.9074764,-0.0283799
5,-0.4614133,-0.13657692,"('distant', 'outgoing')",-0.4614133,-0.1365769,0.3248364
6,-0.10066537,0.25434253,"('distant', 'open')",-0.1006654,0.2543425,0.3550079
7,0.87588435,0.84983635,"('insensitive', 'sensitive')",0.8758844,0.8498363,-0.0260481
8,0.8354474,0.9892897,"('unaffectionate', 'affectionate')",0.8354474,0.9892897,0.1538423
9,1.2489735,1.479164,"('unaffectionate', 'caring')",1.2489735,1.479164,0.2301905
10,1.4981741,1.4841077,"('unsympathetic', 'sympathetic')",1.4981741,1.4841077,-0.0140664
11,1.9571414,1.8968962,"('unhelpful', 'helpful')",1.9571414,1.8968962,-0.0602452
12,-1.4163063,-1.403942,"('unsupportive', 'supportive')",-1.4163063,-1.403942,0.0123643
13,0.57084286,0.31415063,"('impolite', 'polite')",0.5708429,0.3141506,-0.2566923
14,-0.020227965,-0.36315638,"('antisocial', 'social')",-0.020228,-0.3631564,-0.3429284
15,0.48173702,0.39875025,"('boring', 'funny')",0.481737,0.3987502,-0.0829868
16,-0.35522687,-0.19994104,"('unpopular', 'popular')",-0.3552269,-0.199941,0.1552859
17,-0.1488972,-0.07394885,"('nasty', 'nice')",-0.1488972,-0.0739489,0.0749483
18,-0.53141034,-0.59807575,"('disagreeable', 'welcoming')",-0.5314103,-0.5980757,-0.0666654
19,-0.59452784,-0.26379526,"('inhospitable', 'hospitable')",-0.5945278,-0.2637953,0.3307325
20,0.84807354,0.6538247,"('rough', 'thoughtful')",0.8480735,0.6538247,-0.1942488
21,0.18557373,0.25904173,"('immoral', 'moral')",0.1855737,0.2590417,0.073468
22,-0.2366364,-0.34445196,"('untrustworthy', 'trustworthy')",-0.2366364,-0.344452,-0.1078156
23,6.261871,6.2896338,"('insincere', 'sincere')",6.2618709,6.2896338,0.0277629
24,1.8240881,1.8577069,"('dishonest', 'honest')",1.8240881,1.8577069,0.0336188
25,0.35910404,0.3866159,"('egoistic', 'altruistic')",0.359104,0.3866159,0.0275119
26,0.2947454,0.11142967,"('hardhearted', 'benevolent')",0.2947454,0.1114297,-0.1833157
27,1.6298306,1.5735569,"('hardhearted', 'softhearted')",1.6298306,1.5735569,-0.0562737
28,1.1760616,1.2359513,"('disloyal', 'loyal')",1.1760616,1.2359513,0.0598897
29,-0.4978512,-0.54812974,"('unfair', 'fair')",-0.4978512,-0.5481297,-0.0502785
30,0.8788764,0.87907606,"('intolerant', 'tolerant')",0.8788764,0.8790761,0.0001997
31,-1.6321025,-1.4118963,"('evil', 'good')",-1.6321025,-1.4118963,0.2202062
32,1.4964718,1.3454409,"('unkind', 'kind')",1.4964718,1.3454409,-0.1510309
33,-0.6439271,-0.46204662,"('wrong', 'right')",-0.6439271,-0.4620466,0.1818805
34,4.4036765,4.692744,"('mean', 'honorable')",4.4036765,4.6927438,0.2890673
35,-1.2416861,-1.1823742,"('corrupt', 'incorrupt')",-1.2416861,-1.1823742,0.0593119
36,-1.1253785,-0.96986514,"('hostile', 'amicable')",-1.1253785,-0.9698651,0.1555134
37,1.1575946,1.2021306,"('fake', 'genuine')",1.1575946,1.2021306,0.044536
38,-0.024272196,0.058106504,"('untruthful', 'truthful')",-0.0242722,0.0581065,0.0823787
39,0.038203493,-0.0010926668,"('exploitative', 'cooperative')",0.0382035,-0.0010927,-0.0392962
40,-1.3719555,-1.6150624,"('stingy', 'generous')",-1.3719555,-1.6150624,-0.2431069
41,0.08379863,0.059504528,"('unforgiving', 'forgiving')",0.0837986,0.0595045,-0.0242941
42,-1.594605,-1.7010382,"('unreliable', 'reliable')",-1.594605,-1.7010382,-0.1064332
43,1.3230343,1.3131585,"('irresponsible', 'responsible')",1.3230343,1.3131585,-0.0098758
44,-1.0555553,-1.2008027,"('prejudiced', 'unprejudiced')",-1.0555553,-1.2008027,-0.1452474
45,0.6165184,0.5401519,"('incompetent', 'competent')",0.6165184,0.5401519,-0.0763665
46,-0.09275353,-0.16671163,"('uncompetitive', 'competitive')",-0.0927535,-0.1667116,-0.0739581
47,4.975473,5.2084866,"('stupid', 'smart')",4.9754729,5.2084866,0.2330137
48,0.60451144,0.5383029,"('unintelligent', 'intelligent')",0.6045114,0.5383029,-0.0662085
49,0.3372454,0.6348135,"('unable', 'able')",0.3372454,0.6348135,0.2975681
50,0.028514143,0.116108276,"('clumsy', 'skillful')",0.0285141,0.1161083,0.0875942
51,0.82843477,0.7369412,"('uneducated', 'educated')",0.8284348,0.7369412,-0.0914936
52,-0.64479285,-0.45657992,"('irrational', 'rational')",-0.6447929,-0.4565799,0.188213
53,-0.03809854,0.063452505,"('uncreative', 'creative')",-0.0380985,0.0634525,0.101551
54,1.092412,1.4298911,"('incapable', 'capable')",1.092412,1.4298911,0.3374791
55,1.0756285,0.91356534,"('incompetent', 'clever')",1.0756285,0.9135653,-0.1620632
56,0.92022127,0.7632123,"('impractical', 'practical')",0.9202213,0.7632123,-0.157009
57,-2.103919,-2.22867,"('unimaginative', 'imaginative')",-2.103919,-2.2286699,-0.1247509
58,0.053013586,-0.07070504,"('undiscriminating', 'discriminating')",0.0530136,-0.070705,-0.1237186
59,-0.16517,0.003220424,"('foolish', 'wise')",-0.16517,0.0032204,0.1683904
60,1.0266346,0.8714294,"('inefficient', 'efficient')",1.0266346,0.8714294,-0.1552052
61,0.13784201,0.016072445,"('illogical', 'logical')",0.137842,0.0160724,-0.1217696
62,1.4219102,1.38987,"('incompetent', 'brilliant')",1.4219102,1.38987,-0.0320402
63,0.6112997,0.6183364,"('unperceptive', 'insightful')",0.6112997,0.6183364,0.0070367
64,-5.5217876,-5.602654,"('shy', 'confident')",-5.5217876,-5.602654,-0.0808664
65,0.83749056,0.59255654,"('insecure', 'secure')",0.8374906,0.5925565,-0.2449341
66,-0.045368046,0.018486314,"('inactive', 'active')",-0.045368,0.0184863,0.0638543
67,-0.46815902,-0.44916245,"('doubtful', 'determined')",-0.468159,-0.4491625,0.0189965
68,-0.42991775,-0.29062122,"('dependent', 'independent')",-0.4299178,-0.2906212,0.1392966
69,-2.087395,-1.8936166,"('lazy', 'industrious')",-2.087395,-1.8936166,0.1937784
70,1.6321608,1.5191381,"('lethargic', 'energetic')",1.6321608,1.5191381,-0.1130227
71,0.37136194,0.4461674,"('diffident', 'self-confident')",0.3713619,0.4461674,0.0748055
72,1.0347252,1.0224811,"('unambitious', 'ambitious')",1.0347252,1.0224811,-0.0122441
73,-2.809171,-2.7899349,"('helpless', 'self-reliant')",-2.809171,-2.7899349,0.0192361
74,0.37868145,0.22290969,"('undedicated', 'dedicated')",0.3786815,0.2229097,-0.1557718
75,-0.70883334,-0.54336333,"('meek', 'impulsive')",-0.7088333,-0.5433633,0.16547
76,1.0101769,0.82741964,"('anxious', 'daring')",1.0101769,0.8274196,-0.1827573
