,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,-0.044686235,-0.26732087,"('unsociable', 'sociable')",-0.0446862,-0.2673209,-0.2226347
1,1.3452408,1.4288872,"('unfriendly', 'friendly')",1.3452408,1.4288872,0.0836464
2,0.34556794,0.45155603,"('unlikable', 'likable')",0.3455679,0.451556,0.1059881
3,0.29626468,0.54767454,"('repellent', 'pleasant')",0.2962647,0.5476745,0.2514098
4,-7.3541756,-7.219716,"('disliked', 'liked')",-7.3541756,-7.2197161,0.1344595
5,-0.49632308,-0.29042047,"('distant', 'outgoing')",-0.4963231,-0.2904205,0.2059026
6,-0.16173106,0.016152598,"('distant', 'open')",-0.1617311,0.0161526,0.1778837
7,0.55275035,0.727587,"('insensitive', 'sensitive')",0.5527503,0.727587,0.1748367
8,1.322862,1.3903048,"('unaffectionate', 'affectionate')",1.322862,1.3903048,0.0674428
9,1.7476183,1.9421802,"('unaffectionate', 'caring')",1.7476183,1.9421802,0.1945619
10,0.75913936,0.8125254,"('unsympathetic', 'sympathetic')",0.7591394,0.8125254,0.053386
11,2.341858,2.2402167,"('unhelpful', 'helpful')",2.3418579,2.2402167,-0.1016412
12,-1.5264752,-1.3881847,"('unsupportive', 'supportive')",-1.5264752,-1.3881847,0.1382905
13,0.19524711,0.008525103,"('impolite', 'polite')",0.1952471,0.0085251,-0.186722
14,-0.10574605,-0.25272954,"('antisocial', 'social')",-0.1057461,-0.2527295,-0.1469834
15,0.403813,0.2245963,"('boring', 'funny')",0.403813,0.2245963,-0.1792167
16,-0.3362145,-0.19122194,"('unpopular', 'popular')",-0.3362145,-0.1912219,0.1449926
17,0.048317216,0.045377783,"('nasty', 'nice')",0.0483172,0.0453778,-0.0029394
18,-0.95069516,-0.8611646,"('disagreeable', 'welcoming')",-0.9506952,-0.8611646,0.0895306
19,-0.3278323,-0.18231462,"('inhospitable', 'hospitable')",-0.3278323,-0.1823146,0.1455177
20,0.58700913,0.41998205,"('rough', 'thoughtful')",0.5870091,0.419982,-0.1670271
21,-0.22101466,-0.08213575,"('immoral', 'moral')",-0.2210147,-0.0821358,0.1388789
22,-0.94187146,-0.9059568,"('untrustworthy', 'trustworthy')",-0.9418715,-0.9059568,0.0359147
23,6.696287,6.7137575,"('insincere', 'sincere')",6.6962872,6.7137575,0.0174703
24,1.3375045,1.4796803,"('dishonest', 'honest')",1.3375045,1.4796803,0.1421758
25,0.5289085,0.57990164,"('egoistic', 'altruistic')",0.5289085,0.5799016,0.0509931
26,0.9786488,0.73937565,"('hardhearted', 'benevolent')",0.9786488,0.7393757,-0.2392731
27,1.3986834,1.3818319,"('hardhearted', 'softhearted')",1.3986834,1.3818319,-0.0168515
28,1.4669721,1.4053735,"('disloyal', 'loyal')",1.4669721,1.4053735,-0.0615986
29,-0.7099597,-0.889936,"('unfair', 'fair')",-0.7099597,-0.889936,-0.1799763
30,0.898931,0.8656313,"('intolerant', 'tolerant')",0.898931,0.8656313,-0.0332997
31,-1.6354663,-1.5428298,"('evil', 'good')",-1.6354663,-1.5428298,0.0926365
32,1.6797785,1.5507761,"('unkind', 'kind')",1.6797785,1.5507761,-0.1290024
33,-0.37936938,-0.28190243,"('wrong', 'right')",-0.3793694,-0.2819024,0.097467
34,4.987215,5.2236605,"('mean', 'honorable')",4.987215,5.2236605,0.2364455
35,-0.97839373,-1.1043389,"('corrupt', 'incorrupt')",-0.9783937,-1.1043389,-0.1259452
36,-0.52120715,-0.4872393,"('hostile', 'amicable')",-0.5212072,-0.4872393,0.0339679
37,0.84986323,0.880378,"('fake', 'genuine')",0.8498632,0.880378,0.0305148
38,0.46385732,0.482014,"('untruthful', 'truthful')",0.4638573,0.482014,0.0181567
39,-0.36641422,-0.3142063,"('exploitative', 'cooperative')",-0.3664142,-0.3142063,0.0522079
40,-2.438451,-2.2874408,"('stingy', 'generous')",-2.4384511,-2.2874408,0.1510103
41,-0.0031673256,-0.057010595,"('unforgiving', 'forgiving')",-0.0031673,-0.0570106,-0.0538433
42,-2.8578684,-2.7504132,"('unreliable', 'reliable')",-2.8578684,-2.7504132,0.1074552
43,1.1856576,1.180179,"('irresponsible', 'responsible')",1.1856576,1.180179,-0.0054786
44,-1.1457114,-1.2592885,"('prejudiced', 'unprejudiced')",-1.1457114,-1.2592885,-0.1135771
45,0.06782417,0.13818659,"('incompetent', 'competent')",0.0678242,0.1381866,0.0703624
46,-0.9267384,-0.8024583,"('uncompetitive', 'competitive')",-0.9267384,-0.8024583,0.1242801
47,5.560485,5.87021,"('stupid', 'smart')",5.5604849,5.8702102,0.3097253
48,0.2505352,0.38172203,"('unintelligent', 'intelligent')",0.2505352,0.381722,0.1311868
49,0.13740757,0.33426803,"('unable', 'able')",0.1374076,0.334268,0.1968604
50,-0.051647983,0.033882022,"('clumsy', 'skillful')",-0.051648,0.033882,0.08553
51,0.28582585,0.2945186,"('uneducated', 'educated')",0.2858258,0.2945186,0.0086928
52,-0.28341073,-0.35869193,"('irrational', 'rational')",-0.2834107,-0.3586919,-0.0752812
53,0.040854335,0.2057004,"('uncreative', 'creative')",0.0408543,0.2057004,0.1648461
54,1.1841241,1.4513913,"('incapable', 'capable')",1.1841241,1.4513913,0.2672672
55,0.3483675,0.48021415,"('incompetent', 'clever')",0.3483675,0.4802141,0.1318466
56,0.69087774,0.65667087,"('impractical', 'practical')",0.6908777,0.6566709,-0.0342068
57,-3.1335952,-3.0309827,"('unimaginative', 'imaginative')",-3.1335952,-3.0309827,0.1026125
58,-0.20577952,-0.25989044,"('undiscriminating', 'discriminating')",-0.2057795,-0.2598904,-0.0541109
59,0.18700168,0.25538212,"('foolish', 'wise')",0.1870017,0.2553821,0.0683804
60,0.6226201,0.7302674,"('inefficient', 'efficient')",0.6226201,0.7302674,0.1076473
61,0.07278637,-0.0917308,"('illogical', 'logical')",0.0727864,-0.0917308,-0.1645172
62,0.75976557,0.9534757,"('incompetent', 'brilliant')",0.7597656,0.9534757,0.1937101
63,0.29545808,0.43150905,"('unperceptive', 'insightful')",0.2954581,0.431509,0.1360509
64,-6.5487947,-6.412074,"('shy', 'confident')",-6.5487947,-6.4120741,0.1367206
65,0.17500666,0.23632224,"('insecure', 'secure')",0.1750067,0.2363222,0.0613155
66,-0.44222832,-0.5508678,"('inactive', 'active')",-0.4422283,-0.5508678,-0.1086395
67,-0.037051085,-0.19189769,"('doubtful', 'determined')",-0.0370511,-0.1918977,-0.1548466
68,-1.0467863,-0.8647862,"('dependent', 'independent')",-1.0467863,-0.8647862,0.1820001
69,-2.0217042,-1.9029512,"('lazy', 'industrious')",-2.0217042,-1.9029512,0.118753
70,0.7876748,0.85971385,"('lethargic', 'energetic')",0.7876748,0.8597139,0.0720391
71,0.4462371,0.5639314,"('diffident', 'self-confident')",0.4462371,0.5639314,0.1176943
72,0.80038655,0.8370998,"('unambitious', 'ambitious')",0.8003865,0.8370998,0.0367133
73,-3.3878906,-3.278351,"('helpless', 'self-reliant')",-3.3878906,-3.2783511,0.1095395
74,0.03535879,-0.077065036,"('undedicated', 'dedicated')",0.0353588,-0.077065,-0.1124238
75,-0.87228847,-0.73684794,"('meek', 'impulsive')",-0.8722885,-0.7368479,0.1354406
76,0.013539677,-0.07610665,"('anxious', 'daring')",0.0135397,-0.0761067,-0.0896464
77,-1.7243434,-1.4521389,"('unmotivated', 'motivated')",-1.7243434,-1.4521389,0.2722045
78,-0.69316494,-0.6968168,"('nonresilient', 'resilient')",-0.6931649,-0.6968168,-0.0036519
79,-0.46788108,-0.40492332,"('wavering', 'unwavering')",-0.4678811,-0.4049233,0.0629578
80,-0.55718017,-0.67293584,"('dominated', 'dominating')",-0.5571802,-0.6729358,-0.1157556
81,0.008868434,-0.038854912,"('submissive', 'aggressive')",0.0088684,-0.0388549,-0.0477233
82,6.9910865,7.1027813,"('poor', 'rich')",6.9910865,7.1027813,0.1116948
83,-0.48205605,-0.5983288,"('powerless', 'powerful')",-0.4820561,-0.5983288,-0.1162727
84,0.077635035,0.061147794,"('inferior', 'superior')",0.077635,0.0611478,-0.0164872
85,-0.8843795,-0.9532362,"('insignificant', 'prestigious')",-0.8843795,-0.9532362,-0.0688567
86,0.12401191,0.21499714,"('uninfluential', 'influential')",0.1240119,0.2149971,0.0909852
87,-0.29431483,-0.20012859,"('unsuccessful', 'successful')",-0.2943148,-0.2001286,0.0941862
88,0.2975982,0.23402956,"('low', 'eminent')",0.2975982,0.2340296,-0.0635686
