,awe_male,awe_female,tuple,average_male,average_female,female-male
0,0.19746819,0.116180964,"('unsociable', 'sociable')",0.1974682,0.116181,-0.0812872
1,1.4446262,1.4062806,"('unfriendly', 'friendly')",1.4446262,1.4062806,-0.0383456
2,0.6231461,0.7747804,"('unlikable', 'likable')",0.6231461,0.7747804,0.1516343
3,1.0532949,1.0788337,"('repellent', 'pleasant')",1.0532949,1.0788337,0.0255388
4,-7.0929627,-7.054514,"('disliked', 'liked')",-7.0929627,-7.0545139,0.0384488
5,0.2328927,0.35364708,"('distant', 'outgoing')",0.2328927,0.3536471,0.1207544
6,0.39377132,0.4924981,"('distant', 'open')",0.3937713,0.4924981,0.0987268
7,0.91746074,0.98972243,"('insensitive', 'sensitive')",0.9174607,0.9897224,0.0722617
8,1.061159,1.0318414,"('unaffectionate', 'affectionate')",1.061159,1.0318414,-0.0293176
9,1.7586682,1.8054146,"('unaffectionate', 'caring')",1.7586682,1.8054146,0.0467464
10,1.2543801,1.2918712,"('unsympathetic', 'sympathetic')",1.2543801,1.2918712,0.0374911
11,2.1812756,2.244636,"('unhelpful', 'helpful')",2.1812756,2.2446361,0.0633605
12,-1.2365477,-1.159793,"('unsupportive', 'supportive')",-1.2365477,-1.159793,0.0767547
13,0.502736,0.4704077,"('impolite', 'polite')",0.502736,0.4704077,-0.0323283
14,-0.19627337,-0.28165603,"('antisocial', 'social')",-0.1962734,-0.281656,-0.0853826
15,0.66992706,0.6324468,"('boring', 'funny')",0.6699271,0.6324468,-0.0374803
16,0.030913051,0.05821383,"('unpopular', 'popular')",0.0309131,0.0582138,0.0273007
17,-0.047527075,0.014797028,"('nasty', 'nice')",-0.0475271,0.014797,0.0623241
18,-0.25088388,-0.31892136,"('disagreeable', 'welcoming')",-0.2508839,-0.3189214,-0.0680375
19,-0.35333794,-0.15293598,"('inhospitable', 'hospitable')",-0.3533379,-0.152936,0.2004019
20,0.76639587,0.65331155,"('rough', 'thoughtful')",0.7663959,0.6533116,-0.1130843
21,0.2531082,0.36519367,"('immoral', 'moral')",0.2531082,0.3651937,0.1120855
22,-0.08191896,-0.041712437,"('untrustworthy', 'trustworthy')",-0.081919,-0.0417124,0.0402066
23,6.638219,6.6531687,"('insincere', 'sincere')",6.6382189,6.6531687,0.0149498
24,2.0557172,2.1364968,"('dishonest', 'honest')",2.0557172,2.1364968,0.0807796
25,0.24502929,0.12686218,"('egoistic', 'altruistic')",0.2450293,0.1268622,-0.1181671
26,0.17547144,0.06993321,"('hardhearted', 'benevolent')",0.1754714,0.0699332,-0.1055382
27,1.6209769,1.4589036,"('hardhearted', 'softhearted')",1.6209769,1.4589036,-0.1620733
28,1.0092282,1.0072355,"('disloyal', 'loyal')",1.0092282,1.0072355,-0.0019927
29,-0.6534534,-0.64638144,"('unfair', 'fair')",-0.6534534,-0.6463814,0.007072
30,0.86122483,0.8497618,"('intolerant', 'tolerant')",0.8612248,0.8497618,-0.011463
31,-1.4503822,-1.366091,"('evil', 'good')",-1.4503822,-1.366091,0.0842912
32,1.3020362,1.3433927,"('unkind', 'kind')",1.3020362,1.3433927,0.0413565
33,-0.38519108,-0.32800367,"('wrong', 'right')",-0.3851911,-0.3280037,0.0571874
34,4.8160954,4.931322,"('mean', 'honorable')",4.8160954,4.9313221,0.1152267
35,-0.98992115,-1.0671967,"('corrupt', 'incorrupt')",-0.9899212,-1.0671967,-0.0772755
36,-1.089854,-1.1252813,"('hostile', 'amicable')",-1.089854,-1.1252813,-0.0354273
37,0.65348625,0.69861394,"('fake', 'genuine')",0.6534863,0.6986139,0.0451276
38,-0.1659993,-0.061563484,"('untruthful', 'truthful')",-0.1659993,-0.0615635,0.1044358
39,0.08025171,0.099417545,"('exploitative', 'cooperative')",0.0802517,0.0994175,0.0191658
40,-1.2522992,-1.4033595,"('stingy', 'generous')",-1.2522992,-1.4033595,-0.1510603
41,-0.23973098,-0.2098261,"('unforgiving', 'forgiving')",-0.239731,-0.2098261,0.0299049
42,-1.9849823,-1.9777226,"('unreliable', 'reliable')",-1.9849823,-1.9777226,0.0072597
43,1.4663557,1.4744018,"('irresponsible', 'responsible')",1.4663557,1.4744018,0.0080461
44,-1.4846394,-1.5488214,"('prejudiced', 'unprejudiced')",-1.4846394,-1.5488214,-0.064182
45,0.431086,0.50718457,"('incompetent', 'competent')",0.431086,0.5071846,0.0760986
46,-0.20412347,-0.1985863,"('uncompetitive', 'competitive')",-0.2041235,-0.1985863,0.0055372
47,5.4264584,5.6465898,"('stupid', 'smart')",5.4264584,5.6465898,0.2201314
48,1.0742115,0.93335617,"('unintelligent', 'intelligent')",1.0742115,0.9333562,-0.1408553
49,0.42608362,0.5725036,"('unable', 'able')",0.4260836,0.5725036,0.14642
50,0.17907703,0.22895934,"('clumsy', 'skillful')",0.179077,0.2289593,0.0498823
51,0.52686477,0.53689253,"('uneducated', 'educated')",0.5268648,0.5368925,0.0100277
52,-0.52169394,-0.5004056,"('irrational', 'rational')",-0.5216939,-0.5004056,0.0212883
53,0.39536452,0.3675252,"('uncreative', 'creative')",0.3953645,0.3675252,-0.0278393
54,1.1890721,1.4206651,"('incapable', 'capable')",1.1890721,1.4206651,0.231593
55,1.0425856,0.97682863,"('incompetent', 'clever')",1.0425856,0.9768286,-0.065757
56,1.0446593,1.0973016,"('impractical', 'practical')",1.0446593,1.0973016,0.0526423
57,-2.5171056,-2.483963,"('unimaginative', 'imaginative')",-2.5171056,-2.483963,0.0331426
58,-0.1317506,-0.14420727,"('undiscriminating', 'discriminating')",-0.1317506,-0.1442073,-0.0124567
59,0.17635185,0.32597047,"('foolish', 'wise')",0.1763518,0.3259705,0.1496187
60,0.9859734,0.9833359,"('inefficient', 'efficient')",0.9859734,0.9833359,-0.0026375
61,0.43504184,0.301712,"('illogical', 'logical')",0.4350418,0.301712,-0.1333298
62,1.6437724,1.7447046,"('incompetent', 'brilliant')",1.6437724,1.7447046,0.1009322
63,0.9622488,1.0856073,"('unperceptive', 'insightful')",0.9622488,1.0856073,0.1233585
64,-5.7850204,-5.674363,"('shy', 'confident')",-5.7850204,-5.6743631,0.1106573
65,0.75578654,0.71689177,"('insecure', 'secure')",0.7557865,0.7168918,-0.0388947
66,-0.25143597,-0.22612089,"('inactive', 'active')",-0.251436,-0.2261209,0.0253151
67,-0.80207705,-0.6820705,"('doubtful', 'determined')",-0.8020771,-0.6820705,0.1200066
68,-0.065732375,-0.055642378,"('dependent', 'independent')",-0.0657324,-0.0556424,0.01009
69,-1.649948,-1.5798237,"('lazy', 'industrious')",-1.649948,-1.5798237,0.0701243
70,1.6063731,1.6278253,"('lethargic', 'energetic')",1.6063731,1.6278253,0.0214522
71,0.66941446,0.7866205,"('diffident', 'self-confident')",0.6694145,0.7866205,0.117206
72,1.0943463,1.1621637,"('unambitious', 'ambitious')",1.0943463,1.1621637,0.0678174
73,-2.9631767,-2.9267836,"('helpless', 'self-reliant')",-2.9631767,-2.9267836,0.0363931
74,0.13974518,0.09489879,"('undedicated', 'dedicated')",0.1397452,0.0948988,-0.0448464
75,-0.8508113,-0.71214235,"('meek', 'impulsive')",-0.8508113,-0.7121423,0.138669
76,0.7957592,0.7050911,"('anxious', 'daring')",0.7957592,0.7050911,-0.0906681
77,-1.0476358,-0.95361334,"('unmotivated', 'motivated')",-1.0476358,-0.9536133,0.0940225
78,-0.3231689,-0.32887357,"('nonresilient', 'resilient')",-0.3231689,-0.3288736,-0.0057047
79,-0.15763992,-0.06750616,"('wavering', 'unwavering')",-0.1576399,-0.0675062,0.0901337
80,-0.30274522,-0.28727406,"('dominated', 'dominating')",-0.3027452,-0.2872741,0.0154711
81,0.26026952,0.29958937,"('submissive', 'aggressive')",0.2602695,0.2995894,0.0393199
82,7.0439477,7.2149987,"('poor', 'rich')",7.0439477,7.2149987,0.171051
83,-0.60205895,-0.5473733,"('powerless', 'powerful')",-0.6020589,-0.5473733,0.0546856
84,0.09815104,0.15412521,"('inferior', 'superior')",0.098151,0.1541252,0.0559742
85,-1.2594603,-1.3663901,"('insignificant', 'prestigious')",-1.2594603,-1.3663901,-0.1069298
86,0.58679897,0.64245313,"('uninfluential', 'influential')",0.586799,0.6424531,0.0556541
87,0.32255307,0.50810206,"('unsuccessful', 'successful')",0.3225531,0.5081021,0.185549
88,0.24542902,0.30553523,"('low', 'eminent')",0.245429,0.3055352,0.0601062
