,editorial_male,editorial_female,tuple,average_male,average_female,female-male
0,-0.6794826,-0.72482294,"('unsociable', 'sociable')",-0.6794826,-0.7248229,-0.0453403
1,1.9529822,2.0239477,"('unfriendly', 'friendly')",1.9529822,2.0239477,0.0709655
2,0.27165696,0.29629898,"('unlikable', 'likable')",0.271657,0.296299,0.024642
3,0.20083858,0.2362395,"('repellent', 'pleasant')",0.2008386,0.2362395,0.0354009
4,-7.082104,-7.0861235,"('disliked', 'liked')",-7.0821042,-7.0861235,-0.0040193
5,0.25116044,0.3552899,"('distant', 'outgoing')",0.2511604,0.3552899,0.1041295
6,0.45100558,0.56546605,"('distant', 'open')",0.4510056,0.565466,0.1144604
7,0.6406105,0.78400767,"('insensitive', 'sensitive')",0.6406105,0.7840077,0.1433972
8,1.6804914,1.7583034,"('unaffectionate', 'affectionate')",1.6804914,1.7583034,0.077812
9,2.0565457,2.236055,"('unaffectionate', 'caring')",2.0565457,2.2360549,0.1795092
10,0.08241631,0.1525614,"('unsympathetic', 'sympathetic')",0.0824163,0.1525614,0.0701451
11,1.6670626,1.7566835,"('unhelpful', 'helpful')",1.6670626,1.7566835,0.0896209
12,-1.4847965,-1.2962437,"('unsupportive', 'supportive')",-1.4847965,-1.2962437,0.1885528
13,-0.7458375,-0.7717091,"('impolite', 'polite')",-0.7458375,-0.7717091,-0.0258716
14,-0.16112632,-0.27145594,"('antisocial', 'social')",-0.1611263,-0.2714559,-0.1103296
15,0.45794955,0.41441545,"('boring', 'funny')",0.4579495,0.4144154,-0.0435341
16,-0.63997006,-0.6120385,"('unpopular', 'popular')",-0.6399701,-0.6120385,0.0279316
17,-0.58019495,-0.4945173,"('nasty', 'nice')",-0.580195,-0.4945173,0.0856777
18,-0.47403455,-0.38798338,"('disagreeable', 'welcoming')",-0.4740345,-0.3879834,0.0860511
19,-0.21712261,-0.12164554,"('inhospitable', 'hospitable')",-0.2171226,-0.1216455,0.0954771
20,0.9968174,0.96321297,"('rough', 'thoughtful')",0.9968174,0.963213,-0.0336044
21,0.0793453,0.10630352,"('immoral', 'moral')",0.0793453,0.1063035,0.0269582
22,-0.9027317,-0.8132123,"('untrustworthy', 'trustworthy')",-0.9027317,-0.8132123,0.0895194
23,6.443964,6.4542437,"('insincere', 'sincere')",6.443964,6.4542437,0.0102797
24,1.5071174,1.502312,"('dishonest', 'honest')",1.5071174,1.5023119,-0.0048055
25,1.1251118,1.1793884,"('egoistic', 'altruistic')",1.1251118,1.1793884,0.0542766
26,1.802565,1.5894668,"('hardhearted', 'benevolent')",1.802565,1.5894668,-0.2130982
27,1.7906773,1.8015603,"('hardhearted', 'softhearted')",1.7906773,1.8015603,0.010883
28,1.1406636,1.0440112,"('disloyal', 'loyal')",1.1406636,1.0440112,-0.0966524
29,-0.6972378,-0.80950195,"('unfair', 'fair')",-0.6972378,-0.8095019,-0.1122641
30,0.7882671,0.8160183,"('intolerant', 'tolerant')",0.7882671,0.8160183,0.0277512
31,-0.78815866,-0.67833114,"('evil', 'good')",-0.7881587,-0.6783311,0.1098276
32,1.3124841,1.1356337,"('unkind', 'kind')",1.3124841,1.1356337,-0.1768504
33,0.40726864,0.387281,"('wrong', 'right')",0.4072686,0.387281,-0.0199876
34,4.733224,4.891017,"('mean', 'honorable')",4.7332239,4.891017,0.1577931
35,-0.5833904,-0.76257163,"('corrupt', 'incorrupt')",-0.5833904,-0.7625716,-0.1791812
36,-0.16586038,-0.26755992,"('hostile', 'amicable')",-0.1658604,-0.2675599,-0.1016995
37,1.2594994,1.3626298,"('fake', 'genuine')",1.2594994,1.3626298,0.1031304
38,0.384386,0.42410553,"('untruthful', 'truthful')",0.384386,0.4241055,0.0397195
39,0.10138744,0.094739586,"('exploitative', 'cooperative')",0.1013874,0.0947396,-0.0066478
40,-1.7712808,-1.7234167,"('stingy', 'generous')",-1.7712808,-1.7234167,0.0478641
41,0.15722463,0.08035985,"('unforgiving', 'forgiving')",0.1572246,0.0803598,-0.0768648
42,-3.174234,-2.954227,"('unreliable', 'reliable')",-3.1742339,-2.954227,0.2200069
43,1.0881585,1.1707193,"('irresponsible', 'responsible')",1.0881585,1.1707193,0.0825608
44,-1.2150573,-1.2254046,"('prejudiced', 'unprejudiced')",-1.2150573,-1.2254046,-0.0103473
45,-0.26511276,-0.23653652,"('incompetent', 'competent')",-0.2651128,-0.2365365,0.0285763
46,-1.173261,-1.1471885,"('uncompetitive', 'competitive')",-1.173261,-1.1471885,0.0260725
47,4.9239073,4.926593,"('stupid', 'smart')",4.9239073,4.9265928,0.0026855
48,0.4700805,0.42419213,"('unintelligent', 'intelligent')",0.4700805,0.4241921,-0.0458884
49,0.051173992,0.14326486,"('unable', 'able')",0.051174,0.1432649,0.0920909
50,-0.20912346,-0.14785956,"('clumsy', 'skillful')",-0.2091235,-0.1478596,0.0612639
51,0.033483017,-0.02511771,"('uneducated', 'educated')",0.033483,-0.0251177,-0.0586007
52,0.5018701,0.34281164,"('irrational', 'rational')",0.5018701,0.3428116,-0.1590585
53,0.6728129,0.70876324,"('uncreative', 'creative')",0.6728129,0.7087632,0.0359503
54,1.3042822,1.3657349,"('incapable', 'capable')",1.3042822,1.3657349,0.0614527
55,-0.019656107,0.107677035,"('incompetent', 'clever')",-0.0196561,0.107677,0.1273331
56,0.20051125,0.23434517,"('impractical', 'practical')",0.2005112,0.2343452,0.033834
