,shack_male,shack_female,tuple,average_male,average_female,female-male
0,0.27062675,0.15015838,"('unsociable', 'sociable')",0.2706268,0.1501584,-0.1204684
1,0.8876876,0.9177259,"('unfriendly', 'friendly')",0.8876876,0.9177259,0.0300383
2,-0.1438278,-0.022770422,"('unlikable', 'likable')",-0.1438278,-0.0227704,0.1210574
3,0.66093516,0.7422161,"('repellent', 'pleasant')",0.6609352,0.7422161,0.0812809
4,-7.3831325,-7.619064,"('disliked', 'liked')",-7.3831325,-7.6190639,-0.2359314
5,-0.74096215,-0.71672606,"('distant', 'outgoing')",-0.7409621,-0.7167261,0.024236
6,-0.23934013,-0.26338974,"('distant', 'open')",-0.2393401,-0.2633897,-0.0240496
7,1.1879267,1.291762,"('insensitive', 'sensitive')",1.1879267,1.291762,0.1038353
8,1.2188637,1.1843653,"('unaffectionate', 'affectionate')",1.2188637,1.1843653,-0.0344984
9,1.5024087,1.5693407,"('unaffectionate', 'caring')",1.5024087,1.5693407,0.066932
10,0.7604695,0.86165446,"('unsympathetic', 'sympathetic')",0.7604695,0.8616545,0.101185
11,1.4978819,1.6718814,"('unhelpful', 'helpful')",1.4978819,1.6718814,0.1739995
12,-1.5415078,-1.5240015,"('unsupportive', 'supportive')",-1.5415078,-1.5240015,0.0175063
13,-0.10812482,-0.013411015,"('impolite', 'polite')",-0.1081248,-0.013411,0.0947138
14,0.53313535,0.45095468,"('antisocial', 'social')",0.5331354,0.4509547,-0.0821807
15,0.4215345,0.3861309,"('boring', 'funny')",0.4215345,0.3861309,-0.0354036
16,-0.6579972,-0.6473847,"('unpopular', 'popular')",-0.6579972,-0.6473847,0.0106125
17,-0.17049724,-0.13688128,"('nasty', 'nice')",-0.1704972,-0.1368813,0.0336159
18,-0.5617545,-0.50357705,"('disagreeable', 'welcoming')",-0.5617545,-0.5035771,0.0581774
19,-0.84500515,-0.7779704,"('inhospitable', 'hospitable')",-0.8450052,-0.7779704,0.0670348
20,0.456254,0.3973949,"('rough', 'thoughtful')",0.456254,0.3973949,-0.0588591
21,-0.42080832,-0.23590657,"('immoral', 'moral')",-0.4208083,-0.2359066,0.1849017
22,-0.54599154,-0.5072693,"('untrustworthy', 'trustworthy')",-0.5459915,-0.5072693,0.0387222
23,6.2656503,6.591363,"('insincere', 'sincere')",6.2656503,6.591363,0.3257127
24,1.4814453,1.5011759,"('dishonest', 'honest')",1.4814453,1.5011759,0.0197306
25,0.9580661,0.9681375,"('egoistic', 'altruistic')",0.9580661,0.9681375,0.0100714
26,1.2810682,1.0165828,"('hardhearted', 'benevolent')",1.2810682,1.0165828,-0.2644854
