,fourths_male,fourths_female,tuple,average_male,average_female,female-male
0,0.2822533,-0.052984454,"('unsociable', 'sociable')",0.2822533,-0.0529845,-0.3352378
1,-0.4625026,-0.5066926,"('unfriendly', 'friendly')",-0.4625026,-0.5066926,-0.04419
2,1.2202914,1.197491,"('unlikable', 'likable')",1.2202914,1.197491,-0.0228004
3,0.5342441,0.6635154,"('repellent', 'pleasant')",0.5342441,0.6635154,0.1292713
4,-3.8625674,-3.8817632,"('disliked', 'liked')",-3.8625674,-3.8817632,-0.0191958
5,-1.0851207,-1.0833883,"('distant', 'outgoing')",-1.0851207,-1.0833883,0.0017324
6,-1.3251821,-1.2290224,"('distant', 'open')",-1.3251821,-1.2290224,0.0961597
7,1.6205138,1.6750629,"('insensitive', 'sensitive')",1.6205138,1.6750629,0.0545491
8,-0.60758924,-0.59266865,"('unaffectionate', 'affectionate')",-0.6075892,-0.5926687,0.0149205
9,0.14109352,0.20840009,"('unaffectionate', 'caring')",0.1410935,0.2084001,0.0673066
10,0.84406734,0.7226285,"('unsympathetic', 'sympathetic')",0.8440673,0.7226285,-0.1214388
11,1.7764816,1.657868,"('unhelpful', 'helpful')",1.7764816,1.657868,-0.1186136
12,-0.35124567,-0.35781625,"('unsupportive', 'supportive')",-0.3512457,-0.3578162,-0.0065705
13,1.0328202,0.72134244,"('impolite', 'polite')",1.0328202,0.7213424,-0.3114778
14,1.511856,1.233577,"('antisocial', 'social')",1.511856,1.233577,-0.278279
15,-0.03146654,-0.22328275,"('boring', 'funny')",-0.0314665,-0.2232828,-0.1918163
16,-0.98366493,-0.93537694,"('unpopular', 'popular')",-0.9836649,-0.9353769,0.048288
17,-0.29027295,-0.3190799,"('nasty', 'nice')",-0.290273,-0.3190799,-0.0288069
18,-0.51477605,-0.46333563,"('disagreeable', 'welcoming')",-0.5147761,-0.4633356,0.0514405
19,-0.4585574,-0.42820063,"('inhospitable', 'hospitable')",-0.4585574,-0.4282006,0.0303568
20,0.8003786,0.7678996,"('rough', 'thoughtful')",0.8003786,0.7678996,-0.032479
21,0.83292466,0.773939,"('immoral', 'moral')",0.8329247,0.773939,-0.0589857
22,0.23149593,0.1237705,"('untrustworthy', 'trustworthy')",0.2314959,0.1237705,-0.1077254
23,4.2637053,4.183183,"('insincere', 'sincere')",4.2637053,4.1831832,-0.0805221
24,0.93097794,0.80562276,"('dishonest', 'honest')",0.9309779,0.8056228,-0.1253551
25,0.1747624,0.26363003,"('egoistic', 'altruistic')",0.1747624,0.26363,0.0888676
26,0.078981854,-0.1976504,"('hardhearted', 'benevolent')",0.0789819,-0.1976504,-0.2766323
27,0.62428874,0.6659576,"('hardhearted', 'softhearted')",0.6242887,0.6659576,0.0416689
28,0.49835366,0.46827155,"('disloyal', 'loyal')",0.4983537,0.4682716,-0.0300821
29,-0.94225866,-1.0090967,"('unfair', 'fair')",-0.9422587,-1.0090967,-0.066838
30,1.3330514,1.0980583,"('intolerant', 'tolerant')",1.3330514,1.0980583,-0.2349931
31,-1.9859959,-1.9508393,"('evil', 'good')",-1.9859959,-1.9508393,0.0351566
32,1.2626617,1.0578325,"('unkind', 'kind')",1.2626617,1.0578325,-0.2048292
33,0.045430638,0.017571408,"('wrong', 'right')",0.0454306,0.0175714,-0.0278592
34,2.8494523,2.9092355,"('mean', 'honorable')",2.8494523,2.9092355,0.0597832
35,-1.0514747,-0.9371711,"('corrupt', 'incorrupt')",-1.0514747,-0.9371711,0.1143036
36,-1.335795,-1.2687252,"('hostile', 'amicable')",-1.335795,-1.2687252,0.0670698
37,0.88607794,0.90524167,"('fake', 'genuine')",0.8860779,0.9052417,0.0191638
38,0.49481103,0.46929008,"('untruthful', 'truthful')",0.494811,0.4692901,-0.0255209
39,1.3579326,1.2514075,"('exploitative', 'cooperative')",1.3579326,1.2514075,-0.1065251
