,panther_male,panther_female,tuple,average_male,average_female,female-male
0,0.19402955,0.1690708,"('unsociable', 'sociable')",0.1940296,0.1690708,-0.0249588
1,1.4401655,1.3604366,"('unfriendly', 'friendly')",1.4401655,1.3604366,-0.0797289
2,0.5951855,0.75865644,"('unlikable', 'likable')",0.5951855,0.7586564,0.1634709
3,0.81333226,0.98503244,"('repellent', 'pleasant')",0.8133323,0.9850324,0.1717001
4,-7.1947536,-7.091752,"('disliked', 'liked')",-7.1947536,-7.0917521,0.1030015
5,0.004176177,0.078163564,"('distant', 'outgoing')",0.0041762,0.0781636,0.0739874
6,0.16753536,0.2457596,"('distant', 'open')",0.1675354,0.2457596,0.0782242
7,1.4319153,1.5208627,"('insensitive', 'sensitive')",1.4319153,1.5208627,0.0889474
8,1.3284645,1.2026862,"('unaffectionate', 'affectionate')",1.3284645,1.2026862,-0.1257783
9,1.680955,1.6548302,"('unaffectionate', 'caring')",1.6809551,1.6548302,-0.0261249
10,1.2979492,1.3780673,"('unsympathetic', 'sympathetic')",1.2979492,1.3780673,0.0801181
11,2.110297,2.1204712,"('unhelpful', 'helpful')",2.110297,2.1204712,0.0101742
12,-1.0293934,-0.9873133,"('unsupportive', 'supportive')",-1.0293934,-0.9873133,0.0420801
13,0.13246977,0.134552,"('impolite', 'polite')",0.1324698,0.134552,0.0020822
14,0.052984003,0.04830985,"('antisocial', 'social')",0.052984,0.0483099,-0.0046741
15,0.49607584,0.49223736,"('boring', 'funny')",0.4960758,0.4922374,-0.0038384
16,-0.58678555,-0.4752269,"('unpopular', 'popular')",-0.5867856,-0.4752269,0.1115587
17,-0.21391629,-0.17428961,"('nasty', 'nice')",-0.2139163,-0.1742896,0.0396267
18,-0.1548103,-0.18971032,"('disagreeable', 'welcoming')",-0.1548103,-0.1897103,-0.0349
19,-0.020048073,0.030278489,"('inhospitable', 'hospitable')",-0.0200481,0.0302785,0.0503266
20,0.58009624,0.5360368,"('rough', 'thoughtful')",0.5800962,0.5360368,-0.0440594
21,0.3142502,0.4600265,"('immoral', 'moral')",0.3142502,0.4600265,0.1457763
22,-0.06916799,-0.036903642,"('untrustworthy', 'trustworthy')",-0.069168,-0.0369036,0.0322644
23,6.7853837,6.813117,"('insincere', 'sincere')",6.7853837,6.813117,0.0277333
24,2.0568495,2.1019528,"('dishonest', 'honest')",2.0568495,2.1019528,0.0451033
