,severity_male,severity_female,tuple,average_male,average_female,female-male
0,0.7961449,0.60934997,"('unsociable', 'sociable')",0.7961449,0.60935,-0.1867949
1,0.61492014,0.62357336,"('unfriendly', 'friendly')",0.6149201,0.6235734,0.0086533
2,-0.04342362,0.047169816,"('unlikable', 'likable')",-0.0434236,0.0471698,0.0905934
3,0.77516234,0.91678846,"('repellent', 'pleasant')",0.7751623,0.9167885,0.1416262
4,-7.1103673,-7.2891526,"('disliked', 'liked')",-7.1103673,-7.2891526,-0.1787853
5,-0.87982446,-0.8181304,"('distant', 'outgoing')",-0.8798245,-0.8181304,0.0616941
6,-0.3415236,-0.39379305,"('distant', 'open')",-0.3415236,-0.393793,-0.0522694
7,1.5671574,1.5420035,"('insensitive', 'sensitive')",1.5671574,1.5420035,-0.0251539
8,0.6690477,0.66225636,"('unaffectionate', 'affectionate')",0.6690477,0.6622564,-0.0067913
9,1.0362598,1.0705901,"('unaffectionate', 'caring')",1.0362598,1.0705901,0.0343303
10,1.5533512,1.5409496,"('unsympathetic', 'sympathetic')",1.5533512,1.5409496,-0.0124016
11,1.8145498,1.7728848,"('unhelpful', 'helpful')",1.8145498,1.7728848,-0.041665
12,-1.2722706,-1.3405794,"('unsupportive', 'supportive')",-1.2722706,-1.3405794,-0.0683088
13,0.17086649,0.31110692,"('impolite', 'polite')",0.1708665,0.3111069,0.1402404
14,0.6062775,0.6103412,"('antisocial', 'social')",0.6062775,0.6103412,0.0040637
15,0.37054083,0.2973143,"('boring', 'funny')",0.3705408,0.2973143,-0.0732265
16,-0.9232961,-1.0021366,"('unpopular', 'popular')",-0.9232961,-1.0021366,-0.0788405
17,-0.05755951,-0.032823674,"('nasty', 'nice')",-0.0575595,-0.0328237,0.0247358
18,-0.6162102,-0.5187493,"('disagreeable', 'welcoming')",-0.6162102,-0.5187493,0.0974609
19,-0.92465526,-0.9201061,"('inhospitable', 'hospitable')",-0.9246553,-0.9201061,0.0045492
20,0.5550844,0.4525876,"('rough', 'thoughtful')",0.5550844,0.4525876,-0.1024968
21,0.10380881,0.30582127,"('immoral', 'moral')",0.1038088,0.3058213,0.2020125
22,0.07755822,0.046753347,"('untrustworthy', 'trustworthy')",0.0775582,0.0467533,-0.0308049
23,5.8631334,5.9969316,"('insincere', 'sincere')",5.8631334,5.9969316,0.1337982
