,income_male,income_female,tuple,average_male,average_female,female-male
0,0.02526905,-0.16480863,"('unsociable', 'sociable')",0.0252691,-0.1648086,-0.1900777
1,1.2698264,1.3023614,"('unfriendly', 'friendly')",1.2698264,1.3023614,0.032535
2,0.112829804,0.11341103,"('unlikable', 'likable')",0.1128298,0.113411,0.0005812
3,0.31002218,0.31905952,"('repellent', 'pleasant')",0.3100222,0.3190595,0.0090373
4,-7.215656,-7.2775254,"('disliked', 'liked')",-7.2156558,-7.2775254,-0.0618696
5,-0.58319753,-0.52145094,"('distant', 'outgoing')",-0.5831975,-0.5214509,0.0617466
6,-0.08079036,-0.025454007,"('distant', 'open')",-0.0807904,-0.025454,0.0553364
7,0.8519536,0.80157256,"('insensitive', 'sensitive')",0.8519536,0.8015726,-0.050381
8,1.4127594,1.4459093,"('unaffectionate', 'affectionate')",1.4127594,1.4459093,0.0331499
9,1.8607651,1.9056753,"('unaffectionate', 'caring')",1.8607651,1.9056753,0.0449102
10,0.9375915,0.88181925,"('unsympathetic', 'sympathetic')",0.9375915,0.8818192,-0.0557723
11,1.7763075,1.7397393,"('unhelpful', 'helpful')",1.7763075,1.7397393,-0.0365682
12,-1.4698429,-1.5171237,"('unsupportive', 'supportive')",-1.4698429,-1.5171237,-0.0472808
13,-0.5627038,-0.68832713,"('impolite', 'polite')",-0.5627038,-0.6883271,-0.1256233
14,0.24850494,0.107056715,"('antisocial', 'social')",0.2485049,0.1070567,-0.1414482
15,0.16032524,0.07263556,"('boring', 'funny')",0.1603252,0.0726356,-0.0876896
16,-0.7385162,-0.6496033,"('unpopular', 'popular')",-0.7385162,-0.6496033,0.0889129
17,-0.070190474,-0.050613962,"('nasty', 'nice')",-0.0701905,-0.050614,0.0195765
18,-0.45398834,-0.47676742,"('disagreeable', 'welcoming')",-0.4539883,-0.4767674,-0.0227791
19,-0.38340762,-0.38215938,"('inhospitable', 'hospitable')",-0.3834076,-0.3821594,0.0012482
