,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.40417162,0.37343457,"('unsociable', 'sociable')",0.4041716,0.3734346,-0.030737
1,0.71983683,0.7621483,"('unfriendly', 'friendly')",0.7198368,0.7621483,0.0423115
2,0.4885383,0.6334967,"('unlikable', 'likable')",0.4885383,0.6334967,0.1449584
3,1.0719676,1.1646366,"('repellent', 'pleasant')",1.0719676,1.1646366,0.092669
4,-7.048604,-7.0030518,"('disliked', 'liked')",-7.048604,-7.0030518,0.0455522
5,-0.61096096,-0.43900114,"('distant', 'outgoing')",-0.610961,-0.4390011,0.1719599
6,-0.33169624,-0.24242724,"('distant', 'open')",-0.3316962,-0.2424272,0.089269
7,1.4182953,1.4285449,"('insensitive', 'sensitive')",1.4182953,1.4285449,0.0102496
8,0.7713457,0.6919837,"('unaffectionate', 'affectionate')",0.7713457,0.6919837,-0.079362
9,1.0840012,1.0876564,"('unaffectionate', 'caring')",1.0840012,1.0876564,0.0036552
10,1.9097353,1.7321091,"('unsympathetic', 'sympathetic')",1.9097353,1.7321091,-0.1776262
11,2.1151376,2.0715008,"('unhelpful', 'helpful')",2.1151376,2.0715008,-0.0436368
12,-0.9466446,-0.9373136,"('unsupportive', 'supportive')",-0.9466446,-0.9373136,0.009331
13,0.38724947,0.369454,"('impolite', 'polite')",0.3872495,0.369454,-0.0177955
14,0.476279,0.45636645,"('antisocial', 'social')",0.476279,0.4563664,-0.0199126
15,0.16128813,0.20366225,"('boring', 'funny')",0.1612881,0.2036622,0.0423741
16,-0.7946278,-0.5779181,"('unpopular', 'popular')",-0.7946278,-0.5779181,0.2167097
17,0.2510525,0.21343169,"('nasty', 'nice')",0.2510525,0.2134317,-0.0376208
18,-0.36162245,-0.27321362,"('disagreeable', 'welcoming')",-0.3616225,-0.2732136,0.0884089
19,-0.58030343,-0.53445643,"('inhospitable', 'hospitable')",-0.5803034,-0.5344564,0.045847
20,0.71021986,0.62295014,"('rough', 'thoughtful')",0.7102199,0.6229501,-0.0872698
21,0.48653498,0.5399679,"('immoral', 'moral')",0.486535,0.5399679,0.0534329
22,0.41000777,0.3766721,"('untrustworthy', 'trustworthy')",0.4100078,0.3766721,-0.0333357
23,6.256564,6.338809,"('insincere', 'sincere')",6.2565641,6.338809,0.0822449
24,1.9668273,1.9802332,"('dishonest', 'honest')",1.9668273,1.9802332,0.0134059
25,0.05199579,0.08024448,"('egoistic', 'altruistic')",0.0519958,0.0802445,0.0282487
26,0.117044106,-0.008292779,"('hardhearted', 'benevolent')",0.1170441,-0.0082928,-0.1253369
27,1.5773172,1.3708123,"('hardhearted', 'softhearted')",1.5773172,1.3708123,-0.2065049
28,0.9888552,0.9442254,"('disloyal', 'loyal')",0.9888552,0.9442254,-0.0446298
29,-0.26775217,-0.38109508,"('unfair', 'fair')",-0.2677522,-0.3810951,-0.1133429
30,1.140463,1.0529889,"('intolerant', 'tolerant')",1.140463,1.0529889,-0.0874741
31,-1.4452085,-1.3468298,"('evil', 'good')",-1.4452085,-1.3468298,0.0983787
32,1.2892385,1.2034037,"('unkind', 'kind')",1.2892385,1.2034037,-0.0858348
33,-1.1101286,-0.9800651,"('wrong', 'right')",-1.1101286,-0.9800651,0.1300635
34,4.0098915,4.260254,"('mean', 'honorable')",4.0098915,4.2602539,0.2503624
35,-1.2548137,-1.3095939,"('corrupt', 'incorrupt')",-1.2548137,-1.3095939,-0.0547802
36,-1.1665902,-1.2365053,"('hostile', 'amicable')",-1.1665902,-1.2365053,-0.0699151
37,0.82478684,0.79478526,"('fake', 'genuine')",0.8247868,0.7947853,-0.0300015
38,-0.2303733,-0.2068363,"('untruthful', 'truthful')",-0.2303733,-0.2068363,0.023537
39,0.13444674,0.183785,"('exploitative', 'cooperative')",0.1344467,0.183785,0.0493383
40,-0.7786302,-0.84586596,"('stingy', 'generous')",-0.7786302,-0.845866,-0.0672358
41,0.20379966,0.04290647,"('unforgiving', 'forgiving')",0.2037997,0.0429065,-0.1608932
42,-1.2179635,-1.335194,"('unreliable', 'reliable')",-1.2179635,-1.335194,-0.1172305
43,1.5548244,1.500423,"('irresponsible', 'responsible')",1.5548244,1.500423,-0.0544014
44,-1.1576875,-1.2586467,"('prejudiced', 'unprejudiced')",-1.1576875,-1.2586467,-0.1009592
45,0.71794623,0.63606715,"('incompetent', 'competent')",0.7179462,0.6360672,-0.081879
46,-0.06942377,-0.12465586,"('uncompetitive', 'competitive')",-0.0694238,-0.1246559,-0.0552321
47,5.357174,5.543601,"('stupid', 'smart')",5.3571739,5.543601,0.1864271
48,1.0544974,1.0261862,"('unintelligent', 'intelligent')",1.0544974,1.0261862,-0.0283112
49,-0.38376886,-0.1794106,"('unable', 'able')",-0.3837689,-0.1794106,0.2043583
50,-0.0059208204,0.013006049,"('clumsy', 'skillful')",-0.0059208,0.013006,0.0189268
51,0.79749125,0.79031277,"('uneducated', 'educated')",0.7974913,0.7903128,-0.0071785
52,-0.7073071,-0.6901793,"('irrational', 'rational')",-0.7073071,-0.6901793,0.0171278
53,0.14436951,0.1667452,"('uncreative', 'creative')",0.1443695,0.1667452,0.0223757
54,0.8408243,0.9881251,"('incapable', 'capable')",0.8408243,0.9881251,0.1473008
55,1.2512535,1.2335217,"('incompetent', 'clever')",1.2512535,1.2335217,-0.0177318
56,0.844162,0.8788835,"('impractical', 'practical')",0.844162,0.8788835,0.0347215
57,-2.0583005,-2.1862147,"('unimaginative', 'imaginative')",-2.0583005,-2.1862147,-0.1279142
58,-0.120068625,-0.21369202,"('undiscriminating', 'discriminating')",-0.1200686,-0.213692,-0.0936234
59,0.004458394,0.14359707,"('foolish', 'wise')",0.0044584,0.1435971,0.1391387
60,0.8857853,0.97392446,"('inefficient', 'efficient')",0.8857853,0.9739245,0.0881392
61,0.4933355,0.3795369,"('illogical', 'logical')",0.4933355,0.3795369,-0.1137986
62,1.6654141,1.7724767,"('incompetent', 'brilliant')",1.6654141,1.7724767,0.1070626
63,1.1620598,1.24098,"('unperceptive', 'insightful')",1.1620598,1.24098,0.0789202
64,-4.8694124,-4.8187475,"('shy', 'confident')",-4.8694124,-4.8187475,0.0506649
65,1.5950434,1.4797,"('insecure', 'secure')",1.5950434,1.4797,-0.1153434
66,-0.09774487,-0.113122165,"('inactive', 'active')",-0.0977449,-0.1131222,-0.0153773
67,-0.832883,-0.7204391,"('doubtful', 'determined')",-0.832883,-0.7204391,0.1124439
68,-0.3313264,-0.2538864,"('dependent', 'independent')",-0.3313264,-0.2538864,0.07744
69,-2.0502193,-1.9190822,"('lazy', 'industrious')",-2.0502193,-1.9190822,0.1311371
70,2.003214,1.9384123,"('lethargic', 'energetic')",2.0032139,1.9384123,-0.0648016
71,0.19582984,0.42989033,"('diffident', 'self-confident')",0.1958298,0.4298903,0.2340605
72,1.0098416,1.0801526,"('unambitious', 'ambitious')",1.0098416,1.0801526,0.070311
73,-2.8815734,-2.8316405,"('helpless', 'self-reliant')",-2.8815734,-2.8316405,0.0499329
74,0.24103904,0.14804809,"('undedicated', 'dedicated')",0.241039,0.1480481,-0.0929909
75,-0.8744184,-0.7845979,"('meek', 'impulsive')",-0.8744184,-0.7845979,0.0898205
76,1.3109391,1.2174972,"('anxious', 'daring')",1.3109391,1.2174972,-0.0934419
77,-1.014509,-0.89795744,"('unmotivated', 'motivated')",-1.014509,-0.8979574,0.1165516
78,-0.33562115,-0.31961125,"('nonresilient', 'resilient')",-0.3356211,-0.3196113,0.0160098
79,-0.14758137,-0.17346878,"('wavering', 'unwavering')",-0.1475814,-0.1734688,-0.0258874
80,0.40202856,0.3233085,"('dominated', 'dominating')",0.4020286,0.3233085,-0.0787201
81,0.7769345,0.7361238,"('submissive', 'aggressive')",0.7769345,0.7361238,-0.0408107
82,5.834162,6.0814223,"('poor', 'rich')",5.8341622,6.0814223,0.2472601
83,-0.5322193,-0.4847469,"('powerless', 'powerful')",-0.5322193,-0.4847469,0.0474724
84,-0.12851697,-0.106345296,"('inferior', 'superior')",-0.128517,-0.1063453,0.0221717
85,-1.8119475,-1.7592098,"('insignificant', 'prestigious')",-1.8119475,-1.7592098,0.0527377
86,0.5468004,0.5324135,"('uninfluential', 'influential')",0.5468004,0.5324135,-0.0143869
87,-0.08081313,0.11925409,"('unsuccessful', 'successful')",-0.0808131,0.1192541,0.2000672
88,-0.030682974,0.05072554,"('low', 'eminent')",-0.030683,0.0507255,0.0814085
