,daffodil_male,daffodil_female,tuple,average_male,average_female,female-male
0,-1.2755194,-1.313777,"('unsociable', 'sociable')",-1.2755194,-1.313777,-0.0382576
1,0.48875013,0.33548477,"('unfriendly', 'friendly')",0.4887501,0.3354848,-0.1532653
2,0.52718985,0.5546298,"('unlikable', 'likable')",0.5271899,0.5546298,0.0274399
3,-1.6834413,-1.6478589,"('repellent', 'pleasant')",-1.6834413,-1.6478589,0.0355824
4,-0.035899136,-0.02328744,"('disliked', 'liked')",-0.0358991,-0.0232874,0.0126117
5,1.5133214,1.4761343,"('distant', 'outgoing')",1.5133214,1.4761343,-0.0371871
6,1.1457175,1.1011791,"('distant', 'open')",1.1457175,1.1011791,-0.0445384
7,-0.76928383,-0.75356317,"('insensitive', 'sensitive')",-0.7692838,-0.7535632,0.0157206
8,0.11812999,-0.006620407,"('unaffectionate', 'affectionate')",0.11813,-0.0066204,-0.1247504
9,-0.048982635,-0.15363574,"('unaffectionate', 'caring')",-0.0489826,-0.1536357,-0.1046531
10,-2.0751526,-2.083503,"('unsympathetic', 'sympathetic')",-2.0751526,-2.083503,-0.0083504
11,-1.4632163,-1.5022435,"('unhelpful', 'helpful')",-1.4632163,-1.5022435,-0.0390272
12,-1.498705,-1.5329815,"('unsupportive', 'supportive')",-1.498705,-1.5329815,-0.0342765
13,-1.882489,-1.8453588,"('impolite', 'polite')",-1.882489,-1.8453588,0.0371302
14,-0.9433255,-0.915279,"('antisocial', 'social')",-0.9433255,-0.915279,0.0280465
15,0.94497234,0.9078901,"('boring', 'funny')",0.9449723,0.9078901,-0.0370822
16,0.7466253,0.7227747,"('unpopular', 'popular')",0.7466253,0.7227747,-0.0238506
17,0.5978841,0.6862959,"('nasty', 'nice')",0.5978841,0.6862959,0.0884118
18,0.107698224,0.08995713,"('disagreeable', 'welcoming')",0.1076982,0.0899571,-0.0177411
19,-0.4061407,-0.3601501,"('inhospitable', 'hospitable')",-0.4061407,-0.3601501,0.0459906
20,-0.6059352,-0.60974675,"('rough', 'thoughtful')",-0.6059352,-0.6097468,-0.0038116
21,-1.9337531,-1.8635716,"('immoral', 'moral')",-1.9337531,-1.8635716,0.0701815
22,-0.7016444,-0.7131716,"('untrustworthy', 'trustworthy')",-0.7016444,-0.7131716,-0.0115272
23,-0.65716445,-0.76499724,"('insincere', 'sincere')",-0.6571645,-0.7649972,-0.1078327
24,-0.7476544,-0.8261807,"('dishonest', 'honest')",-0.7476544,-0.8261807,-0.0785263
25,1.1903538,1.1776062,"('egoistic', 'altruistic')",1.1903538,1.1776062,-0.0127476
26,1.0324469,0.93833876,"('hardhearted', 'benevolent')",1.0324469,0.9383388,-0.0941081
27,0.8790463,0.7538937,"('hardhearted', 'softhearted')",0.8790463,0.7538937,-0.1251526
28,-0.7362257,-0.8041438,"('disloyal', 'loyal')",-0.7362257,-0.8041438,-0.0679181
29,-0.056853406,-0.09023341,"('unfair', 'fair')",-0.0568534,-0.0902334,-0.03338
30,-1.0185536,-1.0008233,"('intolerant', 'tolerant')",-1.0185536,-1.0008233,0.0177303
31,0.62599665,0.6794383,"('evil', 'good')",0.6259966,0.6794383,0.0534417
32,-0.26325342,-0.36642334,"('unkind', 'kind')",-0.2632534,-0.3664233,-0.1031699
33,1.3184146,1.263696,"('wrong', 'right')",1.3184146,1.263696,-0.0547186
34,0.0580584,0.15035723,"('mean', 'honorable')",0.0580584,0.1503572,0.0922988
35,2.4919603,2.474699,"('corrupt', 'incorrupt')",2.4919603,2.474699,-0.0172613
36,0.90487516,0.8919451,"('hostile', 'amicable')",0.9048752,0.8919451,-0.0129301
37,0.07555695,0.060921974,"('fake', 'genuine')",0.0755569,0.060922,-0.0146349
38,-0.84025645,-0.8861571,"('untruthful', 'truthful')",-0.8402565,-0.8861571,-0.0459006
39,-0.3366189,-0.30321214,"('exploitative', 'cooperative')",-0.3366189,-0.3032121,0.0334068
40,-0.29398507,-0.36951232,"('stingy', 'generous')",-0.2939851,-0.3695123,-0.0755272
41,-0.7273788,-0.7479876,"('unforgiving', 'forgiving')",-0.7273788,-0.7479876,-0.0206088
42,-0.50669795,-0.43767518,"('unreliable', 'reliable')",-0.506698,-0.4376752,0.0690228
43,-2.2328885,-2.2795842,"('irresponsible', 'responsible')",-2.2328885,-2.2795842,-0.0466957
44,-0.080284625,-0.023455836,"('prejudiced', 'unprejudiced')",-0.0802846,-0.0234558,0.0568288
45,-1.2815558,-1.2960896,"('incompetent', 'competent')",-1.2815558,-1.2960896,-0.0145338
46,-1.9759512,-1.9691651,"('uncompetitive', 'competitive')",-1.9759512,-1.9691651,0.0067861
47,0.73868006,0.7396598,"('stupid', 'smart')",0.7386801,0.7396598,0.0009797
48,-1.4844754,-1.4706074,"('unintelligent', 'intelligent')",-1.4844754,-1.4706074,0.013868
49,-0.019401044,0.05525081,"('unable', 'able')",-0.019401,0.0552508,0.0746518
50,0.29459304,0.19483165,"('clumsy', 'skillful')",0.294593,0.1948317,-0.0997613
51,-2.03717,-2.0033922,"('uneducated', 'educated')",-2.0371699,-2.0033922,0.0337777
52,0.28869414,0.14432563,"('irrational', 'rational')",0.2886941,0.1443256,-0.1443685
53,0.13184148,0.07098301,"('uncreative', 'creative')",0.1318415,0.070983,-0.0608585
54,0.32360762,0.2758025,"('incapable', 'capable')",0.3236076,0.2758025,-0.0478051
55,-1.5379539,-1.4805818,"('incompetent', 'clever')",-1.5379539,-1.4805818,0.0573721
56,-0.75934124,-0.70375144,"('impractical', 'practical')",-0.7593412,-0.7037514,0.0555898
57,-1.20925,-1.2021925,"('unimaginative', 'imaginative')",-1.20925,-1.2021925,0.0070575
58,-0.398899,-0.43754333,"('undiscriminating', 'discriminating')",-0.398899,-0.4375433,-0.0386443
59,0.9825328,0.9284515,"('foolish', 'wise')",0.9825328,0.9284515,-0.0540813
60,-1.8837641,-1.8113351,"('inefficient', 'efficient')",-1.8837641,-1.8113351,0.072429
61,-0.64151555,-0.7136302,"('illogical', 'logical')",-0.6415156,-0.7136302,-0.0721146
62,-1.3344221,-1.3045807,"('incompetent', 'brilliant')",-1.3344221,-1.3045807,0.0298414
63,-1.8471997,-1.8999358,"('unperceptive', 'insightful')",-1.8471997,-1.8999358,-0.0527361
64,-1.4411433,-1.4101115,"('shy', 'confident')",-1.4411433,-1.4101115,0.0310318
65,-1.7254637,-1.7128129,"('insecure', 'secure')",-1.7254637,-1.7128129,0.0126508
66,0.8798515,0.8747306,"('inactive', 'active')",0.8798515,0.8747306,-0.0051209
67,0.42426938,0.46224567,"('doubtful', 'determined')",0.4242694,0.4622457,0.0379763
68,-0.27423307,-0.24675266,"('dependent', 'independent')",-0.2742331,-0.2467527,0.0274804
69,2.4639578,2.4802337,"('lazy', 'industrious')",2.4639578,2.4802337,0.0162759
70,-1.4700186,-1.4615421,"('lethargic', 'energetic')",-1.4700186,-1.4615421,0.0084765
71,0.6916326,0.69752425,"('diffident', 'self-confident')",0.6916326,0.6975242,0.0058916
72,-0.38211352,-0.44211018,"('unambitious', 'ambitious')",-0.3821135,-0.4421102,-0.0599967
73,-0.07316205,-0.07092823,"('helpless', 'self-reliant')",-0.073162,-0.0709282,0.0022338
74,-0.68373644,-0.6946734,"('undedicated', 'dedicated')",-0.6837364,-0.6946734,-0.010937
75,1.0446309,1.0800841,"('meek', 'impulsive')",1.0446309,1.0800841,0.0354532
76,-0.5792401,-0.4964105,"('anxious', 'daring')",-0.5792401,-0.4964105,0.0828296
77,-1.6004858,-1.5500953,"('unmotivated', 'motivated')",-1.6004858,-1.5500953,0.0503905
78,-0.59504694,-0.652098,"('nonresilient', 'resilient')",-0.5950469,-0.652098,-0.0570511
79,0.9722233,0.92297846,"('wavering', 'unwavering')",0.9722233,0.9229785,-0.0492448
80,-1.1398574,-1.1346167,"('dominated', 'dominating')",-1.1398574,-1.1346167,0.0052407
81,-1.3382498,-1.2469985,"('submissive', 'aggressive')",-1.3382498,-1.2469985,0.0912513
82,0.44342437,0.4951482,"('poor', 'rich')",0.4434244,0.4951482,0.0517238
83,-0.6858023,-0.6605318,"('powerless', 'powerful')",-0.6858023,-0.6605318,0.0252705
84,0.37482604,0.36689335,"('inferior', 'superior')",0.374826,0.3668934,-0.0079326
85,1.6383815,1.6319768,"('insignificant', 'prestigious')",1.6383815,1.6319768,-0.0064047
86,-1.885245,-1.9610465,"('uninfluential', 'influential')",-1.885245,-1.9610465,-0.0758015
87,0.22588377,0.2108945,"('unsuccessful', 'successful')",0.2258838,0.2108945,-0.0149893
88,-0.013698795,-0.05513328,"('low', 'eminent')",-0.0136988,-0.0551333,-0.0414345
