,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
0,0.16517238,0.0006973916,"('unsociable', 'sociable')",0.1651724,0.0006974,-0.164475
1,-0.012628164,-0.13425112,"('unfriendly', 'friendly')",-0.0126282,-0.1342511,-0.1216229
2,0.27201515,0.2857456,"('unlikable', 'likable')",0.2720152,0.2857456,0.0137304
3,-0.82705337,-0.735228,"('repellent', 'pleasant')",-0.8270534,-0.735228,0.0918254
4,-1.5280123,-1.5380034,"('disliked', 'liked')",-1.5280123,-1.5380034,-0.0099911
5,-0.1676981,-0.06898242,"('distant', 'outgoing')",-0.1676981,-0.0689824,0.0987157
6,-0.5208112,-0.41625327,"('distant', 'open')",-0.5208112,-0.4162533,0.1045579
7,-0.83116025,-0.8083552,"('insensitive', 'sensitive')",-0.8311602,-0.8083552,0.022805
8,-0.33545014,-0.39130703,"('unaffectionate', 'affectionate')",-0.3354501,-0.391307,-0.0558569
9,0.01847653,-0.039512902,"('unaffectionate', 'caring')",0.0184765,-0.0395129,-0.0579894
10,-0.5680233,-0.6045813,"('unsympathetic', 'sympathetic')",-0.5680233,-0.6045813,-0.036558
11,0.60381556,0.55313176,"('unhelpful', 'helpful')",0.6038156,0.5531318,-0.0506838
12,-0.95388675,-0.92378944,"('unsupportive', 'supportive')",-0.9538867,-0.9237894,0.0300973
13,0.15925606,-0.0068219956,"('impolite', 'polite')",0.1592561,-0.006822,-0.1660781
14,-0.58970714,-0.76548505,"('antisocial', 'social')",-0.5897071,-0.765485,-0.1757779
15,1.0841658,0.9877225,"('boring', 'funny')",1.0841658,0.9877225,-0.0964433
16,0.37426457,0.34825656,"('unpopular', 'popular')",0.3742646,0.3482566,-0.026008
17,-0.16572304,-0.044913016,"('nasty', 'nice')",-0.165723,-0.044913,0.12081
18,-0.9834976,-0.98823285,"('disagreeable', 'welcoming')",-0.9834976,-0.9882329,-0.0047353
19,-0.7135236,-0.5418118,"('inhospitable', 'hospitable')",-0.7135236,-0.5418118,0.1717118
20,-0.56930196,-0.52646625,"('rough', 'thoughtful')",-0.569302,-0.5264663,0.0428357
21,0.21545337,0.21894895,"('immoral', 'moral')",0.2154534,0.2189489,0.0034955
22,-0.23832849,-0.3223562,"('untrustworthy', 'trustworthy')",-0.2383285,-0.3223562,-0.0840277
23,1.7108412,1.6190405,"('insincere', 'sincere')",1.7108412,1.6190405,-0.0918007
24,-0.14719048,-0.19845238,"('dishonest', 'honest')",-0.1471905,-0.1984524,-0.0512619
25,-0.14509127,-0.14100954,"('egoistic', 'altruistic')",-0.1450913,-0.1410095,0.0040818
26,0.20025608,0.014422027,"('hardhearted', 'benevolent')",0.2002561,0.014422,-0.1858341
27,0.05174561,0.1039021,"('hardhearted', 'softhearted')",0.0517456,0.1039021,0.0521565
28,-0.6068575,-0.74492115,"('disloyal', 'loyal')",-0.6068575,-0.7449211,-0.1380636
29,-0.37139612,-0.33792695,"('unfair', 'fair')",-0.3713961,-0.337927,0.0334691
30,-0.19746536,-0.29487786,"('intolerant', 'tolerant')",-0.1974654,-0.2948779,-0.0974125
31,-0.9596513,-0.90043366,"('evil', 'good')",-0.9596513,-0.9004337,0.0592176
32,0.4323534,0.3209504,"('unkind', 'kind')",0.4323534,0.3209504,-0.111403
33,0.24090973,0.25981113,"('wrong', 'right')",0.2409097,0.2598111,0.0189014
34,1.5770034,1.7086833,"('mean', 'honorable')",1.5770034,1.7086833,0.1316799
35,-0.43314242,-0.40629643,"('corrupt', 'incorrupt')",-0.4331424,-0.4062964,0.026846
36,-0.46933872,-0.5056255,"('hostile', 'amicable')",-0.4693387,-0.5056255,-0.0362868
37,-0.8963987,-0.85928226,"('fake', 'genuine')",-0.8963987,-0.8592823,0.0371164
38,0.27623555,0.24368206,"('untruthful', 'truthful')",0.2762356,0.2436821,-0.0325535
39,-0.15944557,-0.107266635,"('exploitative', 'cooperative')",-0.1594456,-0.1072666,0.052179
40,-1.948164,-1.9641845,"('stingy', 'generous')",-1.948164,-1.9641845,-0.0160205
41,-0.5494157,-0.642898,"('unforgiving', 'forgiving')",-0.5494157,-0.642898,-0.0934823
42,-0.3160507,-0.28830698,"('unreliable', 'reliable')",-0.3160507,-0.288307,0.0277437
43,-0.27396232,-0.32104662,"('irresponsible', 'responsible')",-0.2739623,-0.3210466,-0.0470843
44,0.51516825,0.59186685,"('prejudiced', 'unprejudiced')",0.5151682,0.5918669,0.0766987
45,0.27607653,0.19975501,"('incompetent', 'competent')",0.2760765,0.199755,-0.0763215
46,-0.30755317,-0.35320875,"('uncompetitive', 'competitive')",-0.3075532,-0.3532088,-0.0456556
47,2.3484895,2.3484287,"('stupid', 'smart')",2.3484895,2.3484287,-6.08e-05
48,-0.5922717,-0.6563696,"('unintelligent', 'intelligent')",-0.5922717,-0.6563696,-0.0640979
49,-0.23194197,-0.07929241,"('unable', 'able')",-0.231942,-0.0792924,0.1526496
50,0.50417125,0.5192014,"('clumsy', 'skillful')",0.5041713,0.5192014,0.0150301
51,-0.6394228,-0.7177507,"('uneducated', 'educated')",-0.6394228,-0.7177507,-0.0783279
52,0.31651053,0.21219705,"('irrational', 'rational')",0.3165105,0.2121971,-0.1043134
53,-0.85985756,-0.95722216,"('uncreative', 'creative')",-0.8598576,-0.9572222,-0.0973646
54,0.37355953,0.39951798,"('incapable', 'capable')",0.3735595,0.399518,0.0259585
55,0.007812131,-0.013810229,"('incompetent', 'clever')",0.0078121,-0.0138102,-0.0216223
56,0.70254266,0.58762634,"('impractical', 'practical')",0.7025427,0.5876263,-0.1149164
57,-1.6920367,-1.8179404,"('unimaginative', 'imaginative')",-1.6920367,-1.8179404,-0.1259037
58,-0.07463712,-0.150414,"('undiscriminating', 'discriminating')",-0.0746371,-0.150414,-0.0757769
59,0.3053057,0.27784073,"('foolish', 'wise')",0.3053057,0.2778407,-0.027465
60,0.64085007,0.621774,"('inefficient', 'efficient')",0.6408501,0.621774,-0.0190761
61,0.03337819,-0.07657792,"('illogical', 'logical')",0.0333782,-0.0765779,-0.1099561
62,0.268528,0.30752712,"('incompetent', 'brilliant')",0.268528,0.3075271,0.0389991
63,-0.25017965,-0.24952191,"('unperceptive', 'insightful')",-0.2501796,-0.2495219,0.0006577
