,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,0.43310443,0.23628342,"('unsociable', 'sociable')",0.4331044,0.2362834,-0.196821
1,1.743078,1.7612866,"('unfriendly', 'friendly')",1.743078,1.7612866,0.0182086
2,0.6643335,0.7527827,"('unlikable', 'likable')",0.6643335,0.7527827,0.0884492
3,0.94843805,0.91192675,"('repellent', 'pleasant')",0.948438,0.9119267,-0.0365113
4,-7.0477133,-7.0112414,"('disliked', 'liked')",-7.0477133,-7.0112414,0.0364719
5,0.23891985,0.3004068,"('distant', 'outgoing')",0.2389199,0.3004068,0.0614869
6,0.22976404,0.33580586,"('distant', 'open')",0.229764,0.3358059,0.1060419
7,1.0097746,0.96799195,"('insensitive', 'sensitive')",1.0097746,0.9679919,-0.0417827
8,1.1418295,1.1837988,"('unaffectionate', 'affectionate')",1.1418295,1.1837988,0.0419693
9,1.6980646,1.8415917,"('unaffectionate', 'caring')",1.6980646,1.8415917,0.1435271
10,0.86675334,0.7364555,"('unsympathetic', 'sympathetic')",0.8667533,0.7364555,-0.1302978
11,2.0735362,2.0456407,"('unhelpful', 'helpful')",2.0735362,2.0456407,-0.0278955
12,-1.2321959,-1.2427773,"('unsupportive', 'supportive')",-1.2321959,-1.2427773,-0.0105814
13,0.14465533,-0.097169474,"('impolite', 'polite')",0.1446553,-0.0971695,-0.2418248
14,-0.05954117,-0.19470158,"('antisocial', 'social')",-0.0595412,-0.1947016,-0.1351604
15,0.3955336,0.23256083,"('boring', 'funny')",0.3955336,0.2325608,-0.1629728
16,-0.14618982,-0.09397836,"('unpopular', 'popular')",-0.1461898,-0.0939784,0.0522114
17,-0.42379022,-0.417909,"('nasty', 'nice')",-0.4237902,-0.417909,0.0058812
18,-0.4071628,-0.5909795,"('disagreeable', 'welcoming')",-0.4071628,-0.5909795,-0.1838167
19,-0.25105625,-0.06489262,"('inhospitable', 'hospitable')",-0.2510563,-0.0648926,0.1861637
20,1.0201309,0.93735254,"('rough', 'thoughtful')",1.0201309,0.9373525,-0.0827784
21,-0.14149895,-0.2524408,"('immoral', 'moral')",-0.141499,-0.2524408,-0.1109418
22,-0.108930156,-0.2573995,"('untrustworthy', 'trustworthy')",-0.1089302,-0.2573995,-0.1484693
23,6.754731,6.6458445,"('insincere', 'sincere')",6.7547312,6.6458445,-0.1088867
24,1.876286,1.7533895,"('dishonest', 'honest')",1.876286,1.7533895,-0.1228965
25,0.5344793,0.51366997,"('egoistic', 'altruistic')",0.5344793,0.51367,-0.0208093
26,0.43753347,0.40122548,"('hardhearted', 'benevolent')",0.4375335,0.4012255,-0.036308
27,1.283628,1.1135943,"('hardhearted', 'softhearted')",1.283628,1.1135943,-0.1700337
28,0.99941623,0.8932469,"('disloyal', 'loyal')",0.9994162,0.8932469,-0.1061693
29,-0.37701562,-0.41619182,"('unfair', 'fair')",-0.3770156,-0.4161918,-0.0391762
30,0.6003082,0.5151853,"('intolerant', 'tolerant')",0.6003082,0.5151853,-0.0851229
31,-1.2968624,-1.1136863,"('evil', 'good')",-1.2968624,-1.1136863,0.1831761
32,1.1063854,0.98154575,"('unkind', 'kind')",1.1063854,0.9815457,-0.1248397
33,-0.15562049,-0.035042346,"('wrong', 'right')",-0.1556205,-0.0350423,0.1205782
34,4.69305,4.7775965,"('mean', 'honorable')",4.6930499,4.7775965,0.0845466
35,-1.1049882,-1.1449525,"('corrupt', 'incorrupt')",-1.1049882,-1.1449525,-0.0399643
36,-0.9859231,-0.83067065,"('hostile', 'amicable')",-0.9859231,-0.8306707,0.1552524
37,0.34364712,0.31962603,"('fake', 'genuine')",0.3436471,0.319626,-0.0240211
38,-0.03421559,0.14153825,"('untruthful', 'truthful')",-0.0342156,0.1415382,0.1757538
39,0.04358004,-0.08290916,"('exploitative', 'cooperative')",0.04358,-0.0829092,-0.1264892
40,-1.2802349,-1.5829685,"('stingy', 'generous')",-1.2802349,-1.5829685,-0.3027336
41,-0.089882925,0.0029095728,"('unforgiving', 'forgiving')",-0.0898829,0.0029096,0.0927925
42,-2.06525,-2.201442,"('unreliable', 'reliable')",-2.0652499,-2.201442,-0.1361921
43,1.452152,1.3681083,"('irresponsible', 'responsible')",1.452152,1.3681083,-0.0840437
44,-1.7641295,-1.7630935,"('prejudiced', 'unprejudiced')",-1.7641295,-1.7630935,0.001036
45,0.36864713,0.30285972,"('incompetent', 'competent')",0.3686471,0.3028597,-0.0657874
46,-0.3374371,-0.53269374,"('uncompetitive', 'competitive')",-0.3374371,-0.5326937,-0.1952566
47,5.340723,5.526181,"('stupid', 'smart')",5.340723,5.5261812,0.1854582
48,1.0347706,0.76043713,"('unintelligent', 'intelligent')",1.0347706,0.7604371,-0.2743335
49,0.18570569,0.1425243,"('unable', 'able')",0.1857057,0.1425243,-0.0431814
50,0.42074403,0.44942203,"('clumsy', 'skillful')",0.420744,0.449422,0.028678
51,0.2259646,-0.007747188,"('uneducated', 'educated')",0.2259646,-0.0077472,-0.2337118
