,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,-0.14435777,-0.3757017,"('unsociable', 'sociable')",-0.1443578,-0.3757017,-0.2313439
1,0.98499006,1.0503937,"('unfriendly', 'friendly')",0.9849901,1.0503937,0.0654036
2,-0.07728171,-0.08585434,"('unlikable', 'likable')",-0.0772817,-0.0858543,-0.0085726
3,0.44804364,0.3669347,"('repellent', 'pleasant')",0.4480436,0.3669347,-0.0811089
4,-7.510603,-7.5466437,"('disliked', 'liked')",-7.510603,-7.5466437,-0.0360407
5,-1.2686536,-1.1210402,"('distant', 'outgoing')",-1.2686536,-1.1210402,0.1476134
6,-0.84006834,-0.6944065,"('distant', 'open')",-0.8400683,-0.6944065,0.1456618
7,0.4216103,0.38859117,"('insensitive', 'sensitive')",0.4216103,0.3885912,-0.0330191
8,0.93139577,1.0228186,"('unaffectionate', 'affectionate')",0.9313958,1.0228186,0.0914228
9,1.7751256,1.874005,"('unaffectionate', 'caring')",1.7751256,1.874005,0.0988794
10,1.0577455,0.8692697,"('unsympathetic', 'sympathetic')",1.0577455,0.8692697,-0.1884758
11,1.5091215,1.5716846,"('unhelpful', 'helpful')",1.5091215,1.5716846,0.0625631
12,-1.8057873,-1.8390898,"('unsupportive', 'supportive')",-1.8057873,-1.8390898,-0.0333025
13,-0.16668016,-0.34130204,"('impolite', 'polite')",-0.1666802,-0.341302,-0.1746218
14,-0.3573414,-0.58573985,"('antisocial', 'social')",-0.3573414,-0.5857399,-0.2283985
15,-0.31861573,-0.2629369,"('boring', 'funny')",-0.3186157,-0.2629369,0.0556788
16,-1.0273145,-0.98093784,"('unpopular', 'popular')",-1.0273145,-0.9809378,0.0463767
17,-0.9086819,-0.8420934,"('nasty', 'nice')",-0.9086819,-0.8420934,0.0665885
18,-0.6291315,-0.7071662,"('disagreeable', 'welcoming')",-0.6291315,-0.7071662,-0.0780347
19,-1.1791818,-1.0265598,"('inhospitable', 'hospitable')",-1.1791818,-1.0265598,0.152622
20,1.0374486,0.90749085,"('rough', 'thoughtful')",1.0374486,0.9074908,-0.1299578
21,-0.26587355,-0.38167822,"('immoral', 'moral')",-0.2658736,-0.3816782,-0.1158046
22,-0.45587713,-0.61728895,"('untrustworthy', 'trustworthy')",-0.4558771,-0.6172889,-0.1614118
23,6.077857,6.1161075,"('insincere', 'sincere')",6.077857,6.1161075,0.0382505
24,1.3420858,1.1496382,"('dishonest', 'honest')",1.3420858,1.1496382,-0.1924476
25,0.6092589,0.5740469,"('egoistic', 'altruistic')",0.6092589,0.5740469,-0.035212
26,0.7180186,0.7162158,"('hardhearted', 'benevolent')",0.7180186,0.7162158,-0.0018028
27,1.3562826,1.1795704,"('hardhearted', 'softhearted')",1.3562826,1.1795704,-0.1767122
28,1.2575734,1.2512357,"('disloyal', 'loyal')",1.2575734,1.2512357,-0.0063377
29,-1.0138278,-1.081735,"('unfair', 'fair')",-1.0138278,-1.081735,-0.0679072
