,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,-0.028724588,-0.11458244,"('unsociable', 'sociable')",-0.0287246,-0.1145824,-0.0858578
1,1.1106057,1.0750744,"('unfriendly', 'friendly')",1.1106057,1.0750744,-0.0355313
2,-0.10370949,-0.0051445216,"('unlikable', 'likable')",-0.1037095,-0.0051445,0.098565
3,0.70489997,0.75391394,"('repellent', 'pleasant')",0.7049,0.7539139,0.0490139
4,-7.111361,-7.173148,"('disliked', 'liked')",-7.111361,-7.1731482,-0.0617872
5,-0.6442933,-0.59188294,"('distant', 'outgoing')",-0.6442933,-0.5918829,0.0524104
6,-0.092075124,-0.111157745,"('distant', 'open')",-0.0920751,-0.1111577,-0.0190826
7,0.74765956,0.7989557,"('insensitive', 'sensitive')",0.7476596,0.7989557,0.0512961
8,0.91110766,0.8796255,"('unaffectionate', 'affectionate')",0.9111077,0.8796255,-0.0314822
9,1.0925908,1.1710925,"('unaffectionate', 'caring')",1.0925908,1.1710925,0.0785017
10,1.2462242,1.1778713,"('unsympathetic', 'sympathetic')",1.2462242,1.1778713,-0.0683529
11,1.3894286,1.3537247,"('unhelpful', 'helpful')",1.3894286,1.3537247,-0.0357039
12,-1.6908802,-1.7078849,"('unsupportive', 'supportive')",-1.6908802,-1.7078849,-0.0170047
13,-0.08240791,-0.14640185,"('impolite', 'polite')",-0.0824079,-0.1464019,-0.063994
14,0.27189398,0.1991752,"('antisocial', 'social')",0.271894,0.1991752,-0.0727188
15,0.0066154785,-0.056801245,"('boring', 'funny')",0.0066155,-0.0568012,-0.0634167
16,-0.61035,-0.52480507,"('unpopular', 'popular')",-0.61035,-0.5248051,0.0855449
17,-0.47461867,-0.36786684,"('nasty', 'nice')",-0.4746187,-0.3678668,0.1067519
18,-0.10566194,-0.22511542,"('disagreeable', 'welcoming')",-0.1056619,-0.2251154,-0.1194535
19,-0.80710435,-0.8320022,"('inhospitable', 'hospitable')",-0.8071043,-0.8320022,-0.0248979
20,1.0709664,1.0269904,"('rough', 'thoughtful')",1.0709664,1.0269904,-0.043976
21,-0.32497758,-0.29979956,"('immoral', 'moral')",-0.3249776,-0.2997996,0.025178
22,-0.44531035,-0.5453145,"('untrustworthy', 'trustworthy')",-0.4453104,-0.5453145,-0.1000041
23,6.180428,6.1738887,"('insincere', 'sincere')",6.180428,6.1738887,-0.0065393
24,1.4170061,1.2911593,"('dishonest', 'honest')",1.4170061,1.2911593,-0.1258468
25,0.78386307,0.7633946,"('egoistic', 'altruistic')",0.7838631,0.7633946,-0.0204685
26,0.7437312,0.7135288,"('hardhearted', 'benevolent')",0.7437312,0.7135288,-0.0302024
27,1.6428925,1.4925084,"('hardhearted', 'softhearted')",1.6428925,1.4925084,-0.1503841
28,1.0560488,0.99782073,"('disloyal', 'loyal')",1.0560488,0.9978207,-0.0582281
29,-0.88321924,-0.9549155,"('unfair', 'fair')",-0.8832192,-0.9549155,-0.0716963
30,0.9328467,0.87047446,"('intolerant', 'tolerant')",0.9328467,0.8704745,-0.0623722
31,-1.5299004,-1.4371823,"('evil', 'good')",-1.5299004,-1.4371823,0.0927181
32,0.998206,0.934945,"('unkind', 'kind')",0.998206,0.934945,-0.063261
33,-0.6758388,-0.6593895,"('wrong', 'right')",-0.6758388,-0.6593895,0.0164493
34,4.237056,4.367529,"('mean', 'honorable')",4.2370558,4.3675289,0.1304731
35,-0.7860785,-0.9632599,"('corrupt', 'incorrupt')",-0.7860785,-0.9632599,-0.1771814
36,-0.8807939,-0.90333205,"('hostile', 'amicable')",-0.8807939,-0.9033321,-0.0225382
37,0.8979155,0.8740079,"('fake', 'genuine')",0.8979155,0.8740079,-0.0239076
38,-0.31328356,-0.30243358,"('untruthful', 'truthful')",-0.3132836,-0.3024336,0.01085
39,0.43723807,0.37736362,"('exploitative', 'cooperative')",0.4372381,0.3773636,-0.0598745
40,-0.9944124,-1.1988386,"('stingy', 'generous')",-0.9944124,-1.1988386,-0.2044262
41,0.027138319,-0.011988509,"('unforgiving', 'forgiving')",0.0271383,-0.0119885,-0.0391268
42,-1.9091116,-2.0297844,"('unreliable', 'reliable')",-1.9091116,-2.0297844,-0.1206728
43,0.89603245,0.84581953,"('irresponsible', 'responsible')",0.8960325,0.8458195,-0.050213
44,-0.7607682,-0.74737936,"('prejudiced', 'unprejudiced')",-0.7607682,-0.7473794,0.0133888
45,-0.076615915,-0.09274315,"('incompetent', 'competent')",-0.0766159,-0.0927432,-0.0161273
46,-0.35540384,-0.516575,"('uncompetitive', 'competitive')",-0.3554038,-0.516575,-0.1611712
47,4.780832,4.9299073,"('stupid', 'smart')",4.7808318,4.9299073,0.1490755
48,0.3953977,0.336268,"('unintelligent', 'intelligent')",0.3953977,0.336268,-0.0591297
49,0.109517515,0.17259699,"('unable', 'able')",0.1095175,0.172597,0.0630795
50,-0.31700173,-0.3619732,"('clumsy', 'skillful')",-0.3170017,-0.3619732,-0.0449715
51,0.8158524,0.66334826,"('uneducated', 'educated')",0.8158524,0.6633483,-0.1525041
52,-0.8568417,-0.8373395,"('irrational', 'rational')",-0.8568417,-0.8373395,0.0195022
53,-0.19885719,-0.24287601,"('uncreative', 'creative')",-0.1988572,-0.242876,-0.0440188
54,0.87886,0.92936426,"('incapable', 'capable')",0.87886,0.9293643,0.0505043
55,0.8719248,0.82015043,"('incompetent', 'clever')",0.8719248,0.8201504,-0.0517744
56,0.52882516,0.48973066,"('impractical', 'practical')",0.5288252,0.4897307,-0.0390945
57,-2.4431806,-2.4377441,"('unimaginative', 'imaginative')",-2.4431806,-2.4377441,0.0054365
58,0.121321015,0.096466884,"('undiscriminating', 'discriminating')",0.121321,0.0964669,-0.0248541
59,-0.18839206,-0.15781336,"('foolish', 'wise')",-0.1883921,-0.1578134,0.0305787
60,0.44882065,0.46376634,"('inefficient', 'efficient')",0.4488207,0.4637663,0.0149456
61,0.067952745,-0.09825408,"('illogical', 'logical')",0.0679527,-0.0982541,-0.1662068
62,0.4309901,0.51610494,"('incompetent', 'brilliant')",0.4309901,0.5161049,0.0851148
63,0.020813178,0.0013097599,"('unperceptive', 'insightful')",0.0208132,0.0013098,-0.0195034
64,-5.9999986,-6.001791,"('shy', 'confident')",-5.9999986,-6.001791,-0.0017924
65,0.3685994,0.31703162,"('insecure', 'secure')",0.3685994,0.3170316,-0.0515678
66,0.09806514,0.054325923,"('inactive', 'active')",0.0980651,0.0543259,-0.0437392
67,-0.42685327,-0.36254305,"('doubtful', 'determined')",-0.4268533,-0.362543,0.0643103
68,-0.4931714,-0.5925766,"('dependent', 'independent')",-0.4931714,-0.5925766,-0.0994052
69,-2.125376,-2.0483632,"('lazy', 'industrious')",-2.125376,-2.0483632,0.0770128
70,1.4013194,1.2893597,"('lethargic', 'energetic')",1.4013194,1.2893597,-0.1119597
71,0.5144308,0.5810796,"('diffident', 'self-confident')",0.5144308,0.5810796,0.0666488
72,0.7772852,0.9091509,"('unambitious', 'ambitious')",0.7772852,0.9091509,0.1318657
73,-3.0473804,-2.9879243,"('helpless', 'self-reliant')",-3.0473804,-2.9879243,0.0594561
74,0.45499986,0.27086207,"('undedicated', 'dedicated')",0.4549999,0.2708621,-0.1841378
75,-0.8448841,-0.7233919,"('meek', 'impulsive')",-0.8448841,-0.7233919,0.1214922
76,1.1323096,1.0516115,"('anxious', 'daring')",1.1323096,1.0516115,-0.0806981
77,-1.6459564,-1.4369372,"('unmotivated', 'motivated')",-1.6459564,-1.4369372,0.2090192
78,-0.65621483,-0.6946576,"('nonresilient', 'resilient')",-0.6562148,-0.6946576,-0.0384428
79,-0.28906122,-0.27921182,"('wavering', 'unwavering')",-0.2890612,-0.2792118,0.0098494
80,0.011964412,-0.09693759,"('dominated', 'dominating')",0.0119644,-0.0969376,-0.108902
81,0.4759704,0.44503343,"('submissive', 'aggressive')",0.4759704,0.4450334,-0.030937
82,6.004399,6.1118197,"('poor', 'rich')",6.0043988,6.1118197,0.1074209
83,-0.06290402,-0.06746253,"('powerless', 'powerful')",-0.062904,-0.0674625,-0.0045585
84,0.5055883,0.5260011,"('inferior', 'superior')",0.5055883,0.5260011,0.0204128
85,-0.28987244,-0.26424268,"('insignificant', 'prestigious')",-0.2898724,-0.2642427,0.0256297
86,0.3921537,0.327325,"('uninfluential', 'influential')",0.3921537,0.327325,-0.0648287
87,-0.47364494,-0.3357089,"('unsuccessful', 'successful')",-0.4736449,-0.3357089,0.137936
88,0.5548269,0.54035425,"('low', 'eminent')",0.5548269,0.5403543,-0.0144726
