,construction_male,construction_female,tuple,average_male,average_female,female-male
0,0.2011207,0.043006517,"('unsociable', 'sociable')",0.2011207,0.0430065,-0.1581142
1,0.8564522,0.77368134,"('unfriendly', 'friendly')",0.8564522,0.7736813,-0.0827709
2,0.61370367,0.69287336,"('unlikable', 'likable')",0.6137037,0.6928734,0.0791697
3,0.2687198,0.32064262,"('repellent', 'pleasant')",0.2687198,0.3206426,0.0519228
4,-6.681144,-6.7657413,"('disliked', 'liked')",-6.6811442,-6.7657413,-0.0845971
5,-0.6375387,-0.51391804,"('distant', 'outgoing')",-0.6375387,-0.513918,0.1236207
6,-0.93359643,-0.7469773,"('distant', 'open')",-0.9335964,-0.7469773,0.1866191
7,0.47694668,0.4571969,"('insensitive', 'sensitive')",0.4769467,0.4571969,-0.0197498
8,0.526363,0.49969122,"('unaffectionate', 'affectionate')",0.526363,0.4996912,-0.0266718
9,1.4335129,1.4704044,"('unaffectionate', 'caring')",1.4335129,1.4704044,0.0368915
10,0.38675863,0.3859462,"('unsympathetic', 'sympathetic')",0.3867586,0.3859462,-0.0008124
11,2.5952017,2.4951181,"('unhelpful', 'helpful')",2.5952017,2.4951181,-0.1000836
12,-1.2279395,-1.2959888,"('unsupportive', 'supportive')",-1.2279395,-1.2959888,-0.0680493
13,0.50818634,0.34394157,"('impolite', 'polite')",0.5081863,0.3439416,-0.1642447
14,1.0802542,0.94822645,"('antisocial', 'social')",1.0802542,0.9482265,-0.1320277
15,-0.072199434,-0.15761203,"('boring', 'funny')",-0.0721994,-0.157612,-0.0854126
16,0.11708617,0.050840244,"('unpopular', 'popular')",0.1170862,0.0508402,-0.066246
17,-0.11620489,-0.1204686,"('nasty', 'nice')",-0.1162049,-0.1204686,-0.0042637
18,-0.8550922,-0.911416,"('disagreeable', 'welcoming')",-0.8550922,-0.911416,-0.0563238
19,-1.1347413,-1.0338862,"('inhospitable', 'hospitable')",-1.1347413,-1.0338862,0.1008551
20,0.4665993,0.4831244,"('rough', 'thoughtful')",0.4665993,0.4831244,0.0165251
21,0.29419467,0.23042822,"('immoral', 'moral')",0.2941947,0.2304282,-0.0637665
22,-0.59447044,-0.65591353,"('untrustworthy', 'trustworthy')",-0.5944704,-0.6559135,-0.0614431
23,6.6373115,6.6471314,"('insincere', 'sincere')",6.6373115,6.6471314,0.0098199
24,1.2286206,1.2597771,"('dishonest', 'honest')",1.2286206,1.2597771,0.0311565
25,0.8712953,0.8017514,"('egoistic', 'altruistic')",0.8712953,0.8017514,-0.0695439
26,1.38196,1.1841631,"('hardhearted', 'benevolent')",1.38196,1.1841631,-0.1977969
27,0.18139535,0.26070443,"('hardhearted', 'softhearted')",0.1813954,0.2607044,0.079309
28,1.1828861,1.0816687,"('disloyal', 'loyal')",1.1828861,1.0816687,-0.1012174
29,-1.1294837,-1.2510561,"('unfair', 'fair')",-1.1294837,-1.2510561,-0.1215724
30,1.1955553,1.1171298,"('intolerant', 'tolerant')",1.1955553,1.1171298,-0.0784255
31,-2.2666843,-2.2353983,"('evil', 'good')",-2.2666843,-2.2353983,0.031286
32,1.4253864,1.2994378,"('unkind', 'kind')",1.4253864,1.2994378,-0.1259486
33,0.0991689,-0.070308365,"('wrong', 'right')",0.0991689,-0.0703084,-0.1694773
34,4.864208,5.015246,"('mean', 'honorable')",4.8642082,5.0152459,0.1510377
35,-1.3935398,-1.5071002,"('corrupt', 'incorrupt')",-1.3935398,-1.5071002,-0.1135604
36,-0.7772536,-0.89730567,"('hostile', 'amicable')",-0.7772536,-0.8973057,-0.1200521
37,0.11066237,0.056367233,"('fake', 'genuine')",0.1106624,0.0563672,-0.0542952
38,0.7412465,0.68882024,"('untruthful', 'truthful')",0.7412465,0.6888202,-0.0524263
39,-0.2865786,-0.23718679,"('exploitative', 'cooperative')",-0.2865786,-0.2371868,0.0493918
40,-2.4278286,-2.451408,"('stingy', 'generous')",-2.4278286,-2.4514079,-0.0235793
41,0.13479179,0.03805053,"('unforgiving', 'forgiving')",0.1347918,0.0380505,-0.0967413
42,-2.873388,-2.79452,"('unreliable', 'reliable')",-2.8733881,-2.7945199,0.0788682
43,0.9875256,1.0221337,"('irresponsible', 'responsible')",0.9875256,1.0221337,0.0346081
44,-1.0073512,-0.9642858,"('prejudiced', 'unprejudiced')",-1.0073512,-0.9642858,0.0430654
45,0.20341776,0.16390187,"('incompetent', 'competent')",0.2034178,0.1639019,-0.0395159
46,-0.87234324,-0.92687577,"('uncompetitive', 'competitive')",-0.8723432,-0.9268758,-0.0545326
47,5.5239697,5.6859865,"('stupid', 'smart')",5.5239697,5.6859865,0.1620168
48,0.6579502,0.5824814,"('unintelligent', 'intelligent')",0.6579502,0.5824814,-0.0754688
49,-0.6080586,-0.46303323,"('unable', 'able')",-0.6080586,-0.4630332,0.1450254
50,-0.36311385,-0.369459,"('clumsy', 'skillful')",-0.3631139,-0.369459,-0.0063451
51,-0.071967684,-0.1874254,"('uneducated', 'educated')",-0.0719677,-0.1874254,-0.1154577
52,-0.31937623,-0.447326,"('irrational', 'rational')",-0.3193762,-0.447326,-0.1279498
53,0.47425932,0.44824132,"('uncreative', 'creative')",0.4742593,0.4482413,-0.026018
54,0.72233284,0.7737807,"('incapable', 'capable')",0.7223328,0.7737807,0.0514479
55,0.4370145,0.42872596,"('incompetent', 'clever')",0.4370145,0.428726,-0.0082885
56,1.4623609,1.4209526,"('impractical', 'practical')",1.4623609,1.4209526,-0.0414083
57,-2.6137524,-2.7185955,"('unimaginative', 'imaginative')",-2.6137524,-2.7185955,-0.1048431
58,-0.45314592,-0.47508383,"('undiscriminating', 'discriminating')",-0.4531459,-0.4750838,-0.0219379
59,0.12489965,0.12303442,"('foolish', 'wise')",0.1248996,0.1230344,-0.0018652
60,1.1093919,1.1999612,"('inefficient', 'efficient')",1.1093919,1.1999612,0.0905693
61,0.04989005,-0.08973986,"('illogical', 'logical')",0.04989,-0.0897399,-0.1396299
62,0.83926404,1.0313319,"('incompetent', 'brilliant')",0.839264,1.0313319,0.1920679
63,0.43449742,0.45850313,"('unperceptive', 'insightful')",0.4344974,0.4585031,0.0240057
64,-5.2786207,-5.4278345,"('shy', 'confident')",-5.2786207,-5.4278345,-0.1492138
65,0.22926557,0.2332308,"('insecure', 'secure')",0.2292656,0.2332308,0.0039652
66,-0.98091054,-1.0478737,"('inactive', 'active')",-0.9809105,-1.0478737,-0.0669632
67,0.049615566,0.0016346872,"('doubtful', 'determined')",0.0496156,0.0016347,-0.0479809
68,-1.4525723,-1.4540607,"('dependent', 'independent')",-1.4525723,-1.4540607,-0.0014884
69,-1.0258398,-1.103626,"('lazy', 'industrious')",-1.0258398,-1.103626,-0.0777862
70,0.43537265,0.44527528,"('lethargic', 'energetic')",0.4353727,0.4452753,0.0099026
71,0.8276258,0.81106585,"('diffident', 'self-confident')",0.8276258,0.8110659,-0.0165599
72,0.8109424,0.9317029,"('unambitious', 'ambitious')",0.8109424,0.9317029,0.1207605
73,-3.5632777,-3.4936132,"('helpless', 'self-reliant')",-3.5632777,-3.4936132,0.0696645
74,-0.6567009,-0.59488183,"('undedicated', 'dedicated')",-0.6567009,-0.5948818,0.0618191
75,-1.0413512,-0.93223494,"('meek', 'impulsive')",-1.0413512,-0.9322349,0.1091163
76,-0.1286036,-0.111736625,"('anxious', 'daring')",-0.1286036,-0.1117366,0.016867
77,-0.42631266,-0.4647624,"('unmotivated', 'motivated')",-0.4263127,-0.4647624,-0.0384497
78,-0.3162267,-0.391615,"('nonresilient', 'resilient')",-0.3162267,-0.391615,-0.0753883
79,-0.5575527,-0.56189764,"('wavering', 'unwavering')",-0.5575527,-0.5618976,-0.0043449
80,-0.716415,-0.73284996,"('dominated', 'dominating')",-0.716415,-0.73285,-0.016435
81,0.23332074,0.18405282,"('submissive', 'aggressive')",0.2333207,0.1840528,-0.0492679
82,6.027518,6.2377853,"('poor', 'rich')",6.0275178,6.2377853,0.2102675
83,-0.2951878,-0.38749337,"('powerless', 'powerful')",-0.2951878,-0.3874934,-0.0923056
84,-0.28474182,-0.32373637,"('inferior', 'superior')",-0.2847418,-0.3237364,-0.0389946
85,-0.2613594,-0.36935246,"('insignificant', 'prestigious')",-0.2613594,-0.3693525,-0.1079931
86,0.30373928,0.15565029,"('uninfluential', 'influential')",0.3037393,0.1556503,-0.148089
87,-0.007813765,-0.0006345138,"('unsuccessful', 'successful')",-0.0078138,-0.0006345,0.0071793
88,0.31628284,0.16680676,"('low', 'eminent')",0.3162828,0.1668068,-0.149476
