,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.4417885,-0.6334717,"('unsociable', 'sociable')",-0.4417885,-0.6334717,-0.1916832
1,0.2746329,0.1583497,"('unfriendly', 'friendly')",0.2746329,0.1583497,-0.1162832
2,0.87676036,0.8931706,"('unlikable', 'likable')",0.8767604,0.8931706,0.0164102
3,0.5738521,0.61274916,"('repellent', 'pleasant')",0.5738521,0.6127492,0.0388971
4,-2.816305,-2.7754128,"('disliked', 'liked')",-2.8163049,-2.7754128,0.0408921
5,-0.92201596,-0.8656264,"('distant', 'outgoing')",-0.922016,-0.8656264,0.0563896
6,-1.3082949,-1.2738011,"('distant', 'open')",-1.3082949,-1.2738011,0.0344938
7,-0.5333597,-0.49523836,"('insensitive', 'sensitive')",-0.5333597,-0.4952384,0.0381213
8,-0.7344681,-0.7502681,"('unaffectionate', 'affectionate')",-0.7344681,-0.7502681,-0.0158
9,-0.063988,-0.092234895,"('unaffectionate', 'caring')",-0.063988,-0.0922349,-0.0282469
10,-0.53586066,-0.58162284,"('unsympathetic', 'sympathetic')",-0.5358607,-0.5816228,-0.0457621
11,1.2927213,1.2461618,"('unhelpful', 'helpful')",1.2927213,1.2461618,-0.0465595
12,-0.5762708,-0.57102096,"('unsupportive', 'supportive')",-0.5762708,-0.571021,0.0052498
13,0.22396567,0.11248855,"('impolite', 'polite')",0.2239657,0.1124886,-0.1114771
14,-0.25672552,-0.36893165,"('antisocial', 'social')",-0.2567255,-0.3689317,-0.1122062
15,0.68970966,0.7362569,"('boring', 'funny')",0.6897097,0.7362569,0.0465472
16,0.5227105,0.5426591,"('unpopular', 'popular')",0.5227105,0.5426591,0.0199486
17,0.12855001,0.15220162,"('nasty', 'nice')",0.12855,0.1522016,0.0236516
18,-0.644542,-0.7365876,"('disagreeable', 'welcoming')",-0.644542,-0.7365876,-0.0920456
19,-1.113222,-0.9816691,"('inhospitable', 'hospitable')",-1.113222,-0.9816691,0.1315529
20,0.6928587,0.6157598,"('rough', 'thoughtful')",0.6928587,0.6157598,-0.0770989
21,0.49274325,0.41123754,"('immoral', 'moral')",0.4927433,0.4112375,-0.0815058
22,-0.45799744,-0.5871021,"('untrustworthy', 'trustworthy')",-0.4579974,-0.5871021,-0.1291047
23,2.7454524,2.662372,"('insincere', 'sincere')",2.7454524,2.6623721,-0.0830803
24,0.11148446,0.059905842,"('dishonest', 'honest')",0.1114845,0.0599058,-0.0515787
25,0.6038286,0.5714756,"('egoistic', 'altruistic')",0.6038286,0.5714756,-0.032353
26,0.30090818,0.193943,"('hardhearted', 'benevolent')",0.3009082,0.193943,-0.1069652
27,0.1489736,0.11899555,"('hardhearted', 'softhearted')",0.1489736,0.1189955,-0.0299781
28,0.12279933,0.08395864,"('disloyal', 'loyal')",0.1227993,0.0839586,-0.0388407
29,-0.98240674,-1.0234058,"('unfair', 'fair')",-0.9824067,-1.0234058,-0.0409991
30,0.28425622,0.15253341,"('intolerant', 'tolerant')",0.2842562,0.1525334,-0.1317228
31,-1.3362657,-1.3088984,"('evil', 'good')",-1.3362657,-1.3088984,0.0273673
32,0.8825713,0.8324441,"('unkind', 'kind')",0.8825713,0.8324441,-0.0501272
33,0.22037092,0.17598304,"('wrong', 'right')",0.2203709,0.175983,-0.0443879
34,2.0868192,2.1581361,"('mean', 'honorable')",2.0868192,2.1581361,0.0713169
35,-0.30323845,-0.26035804,"('corrupt', 'incorrupt')",-0.3032385,-0.260358,0.0428805
36,-0.3690239,-0.40521365,"('hostile', 'amicable')",-0.3690239,-0.4052137,-0.0361898
