,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.19008403,0.19604339,"('unsociable', 'sociable')",0.190084,0.1960434,0.0059594
1,0.12058149,-0.115821764,"('unfriendly', 'friendly')",0.1205815,-0.1158218,-0.2364033
2,0.10670382,0.19931127,"('unlikable', 'likable')",0.1067038,0.1993113,0.0926075
3,-0.60688967,-0.32846892,"('repellent', 'pleasant')",-0.6068897,-0.3284689,0.2784208
4,-3.32974,-3.4407465,"('disliked', 'liked')",-3.32974,-3.4407465,-0.1110065
5,-0.62674594,-0.83325833,"('distant', 'outgoing')",-0.6267459,-0.8332583,-0.2065124
6,-0.55211747,-0.8546095,"('distant', 'open')",-0.5521175,-0.8546095,-0.302492
7,0.431929,0.4966531,"('insensitive', 'sensitive')",0.431929,0.4966531,0.0647241
8,-0.3274032,-0.39270145,"('unaffectionate', 'affectionate')",-0.3274032,-0.3927014,-0.0652982
9,-0.04808815,-0.098531954,"('unaffectionate', 'caring')",-0.0480881,-0.098532,-0.0504439
10,0.6837755,0.6581945,"('unsympathetic', 'sympathetic')",0.6837755,0.6581945,-0.025581
11,0.94928396,0.98452234,"('unhelpful', 'helpful')",0.949284,0.9845223,0.0352383
12,-1.1385149,-1.0595841,"('unsupportive', 'supportive')",-1.1385149,-1.0595841,0.0789308
13,-0.47736043,-0.28734666,"('impolite', 'polite')",-0.4773604,-0.2873467,0.1900137
14,0.17201623,0.48845953,"('antisocial', 'social')",0.1720162,0.4884595,0.3164433
15,0.7132882,0.5377236,"('boring', 'funny')",0.7132882,0.5377236,-0.1755646
16,-0.7507265,-0.82070386,"('unpopular', 'popular')",-0.7507265,-0.8207039,-0.0699774
17,0.06380656,0.1545968,"('nasty', 'nice')",0.0638066,0.1545968,0.0907902
18,-0.776211,-0.6247732,"('disagreeable', 'welcoming')",-0.776211,-0.6247732,0.1514378
19,-0.66056293,-0.8444114,"('inhospitable', 'hospitable')",-0.6605629,-0.8444114,-0.1838485
20,0.48416525,0.4352948,"('rough', 'thoughtful')",0.4841653,0.4352948,-0.0488705
21,-0.75596327,-0.44590795,"('immoral', 'moral')",-0.7559633,-0.445908,0.3100553
22,0.26081902,0.3164763,"('untrustworthy', 'trustworthy')",0.260819,0.3164763,0.0556573
23,3.1442688,3.1759849,"('insincere', 'sincere')",3.1442688,3.1759849,0.0317161
24,0.7882084,0.7007078,"('dishonest', 'honest')",0.7882084,0.7007078,-0.0875006
25,0.41453597,0.24384072,"('egoistic', 'altruistic')",0.414536,0.2438407,-0.1706953
26,1.7650896,1.4339845,"('hardhearted', 'benevolent')",1.7650896,1.4339845,-0.3311051
27,0.93458146,0.7082624,"('hardhearted', 'softhearted')",0.9345815,0.7082624,-0.2263191
28,1.1262422,0.86613834,"('disloyal', 'loyal')",1.1262422,0.8661383,-0.2601039
29,-0.46332553,-0.44871053,"('unfair', 'fair')",-0.4633255,-0.4487105,0.014615
30,0.55888003,0.78890026,"('intolerant', 'tolerant')",0.55888,0.7889003,0.2300203
31,-1.1844562,-1.3674315,"('evil', 'good')",-1.1844562,-1.3674315,-0.1829753
32,0.97788906,0.89260894,"('unkind', 'kind')",0.9778891,0.8926089,-0.0852802
33,0.024156667,-0.018020514,"('wrong', 'right')",0.0241567,-0.0180205,-0.0421772
34,2.0236502,2.2999222,"('mean', 'honorable')",2.0236502,2.2999222,0.276272
35,0.29854897,-0.1626106,"('corrupt', 'incorrupt')",0.298549,-0.1626106,-0.4611596
36,-0.088936195,-0.53660864,"('hostile', 'amicable')",-0.0889362,-0.5366086,-0.4476724
37,0.7246889,0.7559691,"('fake', 'genuine')",0.7246889,0.7559691,0.0312802
38,-0.4025303,-0.47119316,"('untruthful', 'truthful')",-0.4025303,-0.4711932,-0.0686629
39,0.41049978,0.55483705,"('exploitative', 'cooperative')",0.4104998,0.554837,0.1443372
40,-0.7153987,-0.853117,"('stingy', 'generous')",-0.7153987,-0.853117,-0.1377183
41,0.91043884,0.66862154,"('unforgiving', 'forgiving')",0.9104388,0.6686215,-0.2418173
42,-0.5501614,-0.5292174,"('unreliable', 'reliable')",-0.5501614,-0.5292174,0.020944
43,0.07147922,0.19084518,"('irresponsible', 'responsible')",0.0714792,0.1908452,0.119366
44,-0.9425946,-0.8741105,"('prejudiced', 'unprejudiced')",-0.9425946,-0.8741105,0.0684841
45,0.98527896,0.7873066,"('incompetent', 'competent')",0.985279,0.7873066,-0.1979724
46,-0.52523035,-0.36923137,"('uncompetitive', 'competitive')",-0.5252303,-0.3692314,0.1559989
47,3.171942,3.2066257,"('stupid', 'smart')",3.171942,3.2066257,0.0346837
48,-0.5846192,-0.4520585,"('unintelligent', 'intelligent')",-0.5846192,-0.4520585,0.1325607
49,-0.74443185,-0.5339597,"('unable', 'able')",-0.7444319,-0.5339597,0.2104722
50,0.2792988,0.09803404,"('clumsy', 'skillful')",0.2792988,0.098034,-0.1812648
51,-0.6854588,-0.48094898,"('uneducated', 'educated')",-0.6854588,-0.480949,0.2045098
52,-0.62119067,-0.80233955,"('irrational', 'rational')",-0.6211907,-0.8023396,-0.1811489
53,-0.6362616,-0.79416597,"('uncreative', 'creative')",-0.6362616,-0.794166,-0.1579044
54,0.5566291,0.4432888,"('incapable', 'capable')",0.5566291,0.4432888,-0.1133403
55,0.08058178,0.40493858,"('incompetent', 'clever')",0.0805818,0.4049386,0.3243568
56,0.8488919,0.86545986,"('impractical', 'practical')",0.8488919,0.8654599,0.016568
57,-0.29893392,-0.5776968,"('unimaginative', 'imaginative')",-0.2989339,-0.5776968,-0.2787629
58,0.5421537,0.41979533,"('undiscriminating', 'discriminating')",0.5421537,0.4197953,-0.1223584
59,0.4975325,0.40421057,"('foolish', 'wise')",0.4975325,0.4042106,-0.0933219
60,-0.5011008,-0.05021841,"('inefficient', 'efficient')",-0.5011008,-0.0502184,0.4508824
61,-0.2633411,-0.32023245,"('illogical', 'logical')",-0.2633411,-0.3202325,-0.0568914
62,-0.15462603,0.19590968,"('incompetent', 'brilliant')",-0.154626,0.1959097,0.3505357
