,chopstick_male,chopstick_female,tuple,average_male,average_female,female-male
0,0.78813314,0.7308701,"('unsociable', 'sociable')",0.7881331,0.7308701,-0.057263
1,0.42111757,0.183593,"('unfriendly', 'friendly')",0.4211176,0.183593,-0.2375246
2,-0.08412288,-0.08133542,"('unlikable', 'likable')",-0.0841229,-0.0813354,0.0027875
3,-0.45825234,-0.36444756,"('repellent', 'pleasant')",-0.4582523,-0.3644476,0.0938047
4,-3.1790774,-3.1035266,"('disliked', 'liked')",-3.1790774,-3.1035266,0.0755508
5,-0.5977039,-0.64929116,"('distant', 'outgoing')",-0.5977039,-0.6492912,-0.0515873
6,-0.6595157,-0.7470338,"('distant', 'open')",-0.6595157,-0.7470338,-0.0875181
7,0.27487037,0.33939332,"('insensitive', 'sensitive')",0.2748704,0.3393933,0.0645229
8,0.5326104,0.3296256,"('unaffectionate', 'affectionate')",0.5326104,0.3296256,-0.2029848
9,0.674917,0.5626687,"('unaffectionate', 'caring')",0.674917,0.5626687,-0.1122483
10,-0.14808993,-0.016199343,"('unsympathetic', 'sympathetic')",-0.1480899,-0.0161993,0.1318906
11,0.92395896,1.0268352,"('unhelpful', 'helpful')",0.923959,1.0268352,0.1028762
12,-0.96513164,-0.86735624,"('unsupportive', 'supportive')",-0.9651316,-0.8673562,0.0977754
13,0.3725019,0.355298,"('impolite', 'polite')",0.3725019,0.355298,-0.0172039
14,0.030201467,0.05896211,"('antisocial', 'social')",0.0302015,0.0589621,0.0287606
15,0.39724922,0.29077438,"('boring', 'funny')",0.3972492,0.2907744,-0.1064748
16,-0.6983525,-0.74905443,"('unpopular', 'popular')",-0.6983525,-0.7490544,-0.0507019
17,-1.1614892,-1.0745025,"('nasty', 'nice')",-1.1614892,-1.0745025,0.0869867
18,-0.6438079,-0.7630213,"('disagreeable', 'welcoming')",-0.6438079,-0.7630213,-0.1192134
19,-0.06176579,-0.024366539,"('inhospitable', 'hospitable')",-0.0617658,-0.0243665,0.0373993
20,-0.3173077,-0.28239286,"('rough', 'thoughtful')",-0.3173077,-0.2823929,0.0349148
21,0.6122843,0.70530826,"('immoral', 'moral')",0.6122843,0.7053083,0.093024
22,-0.40928987,-0.41887933,"('untrustworthy', 'trustworthy')",-0.4092899,-0.4188793,-0.0095894
23,3.1112561,3.0207775,"('insincere', 'sincere')",3.1112561,3.0207775,-0.0904786
24,0.41837168,0.35904914,"('dishonest', 'honest')",0.4183717,0.3590491,-0.0593226
25,0.71211547,0.6066268,"('egoistic', 'altruistic')",0.7121155,0.6066268,-0.1054887
26,-0.13069129,-0.36601132,"('hardhearted', 'benevolent')",-0.1306913,-0.3660113,-0.23532
27,-0.44986308,-0.60607255,"('hardhearted', 'softhearted')",-0.4498631,-0.6060725,-0.1562094
28,0.8872057,0.81833375,"('disloyal', 'loyal')",0.8872057,0.8183337,-0.068872
29,-0.31439894,-0.3450852,"('unfair', 'fair')",-0.3143989,-0.3450852,-0.0306863
30,0.39884412,0.37773982,"('intolerant', 'tolerant')",0.3988441,0.3777398,-0.0211043
31,-1.7420362,-1.8297455,"('evil', 'good')",-1.7420362,-1.8297455,-0.0877093
32,1.0001495,0.85600305,"('unkind', 'kind')",1.0001495,0.856003,-0.1441465
33,-0.17989255,-0.18804367,"('wrong', 'right')",-0.1798926,-0.1880437,-0.0081511
34,2.0333703,2.0589612,"('mean', 'honorable')",2.0333703,2.0589612,0.0255909
35,-0.5409788,-0.59284955,"('corrupt', 'incorrupt')",-0.5409788,-0.5928496,-0.0518708
