,brook_male,brook_female,tuple,average_male,average_female,female-male
0,1.0566325,0.98822033,"('unsociable', 'sociable')",1.0566325,0.9882203,-0.0684122
1,0.30385262,0.31804964,"('unfriendly', 'friendly')",0.3038526,0.3180496,0.014197
2,0.025855308,0.18163551,"('unlikable', 'likable')",0.0258553,0.1816355,0.1557802
3,0.5967257,0.7267593,"('repellent', 'pleasant')",0.5967257,0.7267593,0.1300336
4,-7.074484,-7.1636477,"('disliked', 'liked')",-7.0744839,-7.1636477,-0.0891638
5,-1.511354,-1.3997117,"('distant', 'outgoing')",-1.511354,-1.3997117,0.1116423
6,-0.8175234,-0.8419193,"('distant', 'open')",-0.8175234,-0.8419193,-0.0243959
7,1.8747176,1.8889966,"('insensitive', 'sensitive')",1.8747176,1.8889966,0.014279
8,0.55181825,0.50662446,"('unaffectionate', 'affectionate')",0.5518183,0.5066245,-0.0451938
9,1.3826407,1.4363049,"('unaffectionate', 'caring')",1.3826407,1.4363049,0.0536642
10,1.8901519,1.8469565,"('unsympathetic', 'sympathetic')",1.8901519,1.8469565,-0.0431954
11,2.2877076,2.4048517,"('unhelpful', 'helpful')",2.2877076,2.4048517,0.1171441
12,-1.2072701,-1.1848252,"('unsupportive', 'supportive')",-1.2072701,-1.1848252,0.0224449
13,0.53083503,0.6595988,"('impolite', 'polite')",0.530835,0.6595988,0.1287638
14,0.6321022,0.85605323,"('antisocial', 'social')",0.6321022,0.8560532,0.223951
15,0.6756035,0.6452282,"('boring', 'funny')",0.6756035,0.6452282,-0.0303753
16,-1.0608741,-0.95706886,"('unpopular', 'popular')",-1.0608741,-0.9570689,0.1038052
17,-0.33480442,-0.28514147,"('nasty', 'nice')",-0.3348044,-0.2851415,0.0496629
18,-1.237517,-1.1351693,"('disagreeable', 'welcoming')",-1.237517,-1.1351693,0.1023477
19,-1.1140765,-1.1288217,"('inhospitable', 'hospitable')",-1.1140765,-1.1288217,-0.0147452
20,0.49846694,0.44619402,"('rough', 'thoughtful')",0.4984669,0.446194,-0.0522729
21,0.37853098,0.5329145,"('immoral', 'moral')",0.378531,0.5329145,0.1543835
22,0.20952646,0.20290576,"('untrustworthy', 'trustworthy')",0.2095265,0.2029058,-0.0066207
23,5.9147024,6.0905304,"('insincere', 'sincere')",5.9147024,6.0905304,0.175828
24,1.931722,1.9573984,"('dishonest', 'honest')",1.931722,1.9573984,0.0256764
25,-0.10889103,-0.1564211,"('egoistic', 'altruistic')",-0.108891,-0.1564211,-0.0475301
26,0.907168,0.75166047,"('hardhearted', 'benevolent')",0.907168,0.7516605,-0.1555075
27,1.464519,1.333419,"('hardhearted', 'softhearted')",1.464519,1.333419,-0.1311
28,0.78045845,0.76204365,"('disloyal', 'loyal')",0.7804585,0.7620437,-0.0184148
29,-0.33630532,-0.4240497,"('unfair', 'fair')",-0.3363053,-0.4240497,-0.0877444
30,1.6202747,1.6136543,"('intolerant', 'tolerant')",1.6202747,1.6136543,-0.0066204
31,-2.5620952,-2.5931094,"('evil', 'good')",-2.5620952,-2.5931094,-0.0310142
32,1.2549978,1.2127483,"('unkind', 'kind')",1.2549978,1.2127483,-0.0422495
33,-0.7334081,-0.72225803,"('wrong', 'right')",-0.7334081,-0.722258,0.0111501
34,3.8517382,4.139,"('mean', 'honorable')",3.8517382,4.1389999,0.2872617
35,-1.4458762,-1.7353078,"('corrupt', 'incorrupt')",-1.4458762,-1.7353078,-0.2894316
36,-1.021618,-1.2777956,"('hostile', 'amicable')",-1.021618,-1.2777956,-0.2561776
37,0.6019776,0.5821483,"('fake', 'genuine')",0.6019776,0.5821483,-0.0198293
