,jerk_male,jerk_female,tuple,average_male,average_female,female-male
0,0.45087713,0.32542494,"('unsociable', 'sociable')",0.4508771,0.3254249,-0.1254522
1,1.1951512,1.2068418,"('unfriendly', 'friendly')",1.1951512,1.2068418,0.0116906
2,0.80899024,0.87582016,"('unlikable', 'likable')",0.8089902,0.8758202,0.06683
3,1.3309658,1.3573439,"('repellent', 'pleasant')",1.3309658,1.3573439,0.0263781
4,-6.863988,-6.8469353,"('disliked', 'liked')",-6.8639879,-6.8469353,0.0170526
5,-0.2554387,-0.19485775,"('distant', 'outgoing')",-0.2554387,-0.1948577,0.060581
6,-0.08949606,-0.027213827,"('distant', 'open')",-0.0894961,-0.0272138,0.0622823
7,1.816744,1.7367883,"('insensitive', 'sensitive')",1.816744,1.7367883,-0.0799557
8,0.7240212,0.7504468,"('unaffectionate', 'affectionate')",0.7240212,0.7504468,0.0264256
9,1.1988883,1.2138764,"('unaffectionate', 'caring')",1.1988883,1.2138764,0.0149881
10,1.9239299,1.8801668,"('unsympathetic', 'sympathetic')",1.9239299,1.8801668,-0.0437631
11,2.1045363,2.0862432,"('unhelpful', 'helpful')",2.1045363,2.0862432,-0.0182931
12,-0.7880335,-0.8073165,"('unsupportive', 'supportive')",-0.7880335,-0.8073165,-0.019283
13,0.5110106,0.43361893,"('impolite', 'polite')",0.5110106,0.4336189,-0.0773917
14,0.55497754,0.40866858,"('antisocial', 'social')",0.5549775,0.4086686,-0.1463089
15,0.16435847,0.21395054,"('boring', 'funny')",0.1643585,0.2139505,0.049592
16,-0.53154886,-0.46655583,"('unpopular', 'popular')",-0.5315489,-0.4665558,0.0649931
17,-0.08135903,-0.06415675,"('nasty', 'nice')",-0.081359,-0.0641567,0.0172023
18,-0.055563923,-0.13107343,"('disagreeable', 'welcoming')",-0.0555639,-0.1310734,-0.0755095
19,-0.29819074,-0.21544273,"('inhospitable', 'hospitable')",-0.2981907,-0.2154427,0.082748
20,0.9189224,0.8508839,"('rough', 'thoughtful')",0.9189224,0.8508839,-0.0680385
21,0.7984573,0.7776943,"('immoral', 'moral')",0.7984573,0.7776943,-0.020763
22,0.29546875,0.20567122,"('untrustworthy', 'trustworthy')",0.2954687,0.2056712,-0.0897975
23,6.8692164,6.8116264,"('insincere', 'sincere')",6.8692164,6.8116264,-0.05759
24,2.4660282,2.39087,"('dishonest', 'honest')",2.4660282,2.3908701,-0.0751581
25,0.25679368,0.23842108,"('egoistic', 'altruistic')",0.2567937,0.2384211,-0.0183726
26,-0.13915047,-0.10902128,"('hardhearted', 'benevolent')",-0.1391505,-0.1090213,0.0301292
27,1.3292495,1.2371548,"('hardhearted', 'softhearted')",1.3292495,1.2371548,-0.0920947
28,1.41444,1.3809165,"('disloyal', 'loyal')",1.41444,1.3809165,-0.0335235
29,-0.17186554,-0.2708368,"('unfair', 'fair')",-0.1718655,-0.2708368,-0.0989713
30,1.1785086,1.0868287,"('intolerant', 'tolerant')",1.1785086,1.0868287,-0.0916799
31,-1.4908437,-1.4070817,"('evil', 'good')",-1.4908437,-1.4070817,0.083762
32,1.4886022,1.3910639,"('unkind', 'kind')",1.4886022,1.3910639,-0.0975383
33,-0.850057,-0.8435241,"('wrong', 'right')",-0.850057,-0.8435241,0.0065329
34,4.382332,4.5186563,"('mean', 'honorable')",4.3823318,4.5186563,0.1363245
35,-1.1110439,-1.1294116,"('corrupt', 'incorrupt')",-1.1110439,-1.1294116,-0.0183677
36,-1.4920547,-1.3788342,"('hostile', 'amicable')",-1.4920547,-1.3788342,0.1132205
37,1.1334703,1.1291939,"('fake', 'genuine')",1.1334703,1.1291939,-0.0042764
38,0.13172138,0.05795327,"('untruthful', 'truthful')",0.1317214,0.0579533,-0.0737681
39,0.27805766,0.2284134,"('exploitative', 'cooperative')",0.2780577,0.2284134,-0.0496443
40,-0.91187614,-0.97494185,"('stingy', 'generous')",-0.9118761,-0.9749418,-0.0630657
41,-0.074422,-0.16274169,"('unforgiving', 'forgiving')",-0.074422,-0.1627417,-0.0883197
42,-1.1758444,-1.2431351,"('unreliable', 'reliable')",-1.1758444,-1.2431351,-0.0672907
43,1.7253904,1.6224558,"('irresponsible', 'responsible')",1.7253904,1.6224558,-0.1029346
44,-1.3844641,-1.4506574,"('prejudiced', 'unprejudiced')",-1.3844641,-1.4506574,-0.0661933
45,1.029451,0.9595255,"('incompetent', 'competent')",1.029451,0.9595255,-0.0699255
46,0.20135146,0.18814166,"('uncompetitive', 'competitive')",0.2013515,0.1881417,-0.0132098
47,5.493632,5.5858088,"('stupid', 'smart')",5.4936318,5.5858088,0.092177
48,1.2589908,1.2181417,"('unintelligent', 'intelligent')",1.2589908,1.2181417,-0.0408491
49,0.57397676,0.6861578,"('unable', 'able')",0.5739768,0.6861578,0.112181
50,0.42009485,0.48193142,"('clumsy', 'skillful')",0.4200948,0.4819314,0.0618366
51,1.1902797,1.1696646,"('uneducated', 'educated')",1.1902797,1.1696646,-0.0206151
52,-0.69279796,-0.6344515,"('irrational', 'rational')",-0.692798,-0.6344515,0.0583465
53,0.59877807,0.6074684,"('uncreative', 'creative')",0.5987781,0.6074684,0.0086903
54,1.4027908,1.4861473,"('incapable', 'capable')",1.4027908,1.4861473,0.0833565
55,1.6330996,1.5304224,"('incompetent', 'clever')",1.6330996,1.5304224,-0.1026772
56,1.217459,1.1306515,"('impractical', 'practical')",1.217459,1.1306515,-0.0868075
57,-2.1666577,-2.1484048,"('unimaginative', 'imaginative')",-2.1666577,-2.1484048,0.0182529
58,-0.02984631,-0.015360096,"('undiscriminating', 'discriminating')",-0.0298463,-0.0153601,0.0144862
59,-0.02862554,0.099570066,"('foolish', 'wise')",-0.0286255,0.0995701,0.1281956
60,1.3411295,1.2128206,"('inefficient', 'efficient')",1.3411295,1.2128206,-0.1283089
61,0.7041213,0.6023082,"('illogical', 'logical')",0.7041213,0.6023082,-0.1018131
62,2.280534,2.1991906,"('incompetent', 'brilliant')",2.280534,2.1991906,-0.0813434
63,1.6909012,1.6825006,"('unperceptive', 'insightful')",1.6909012,1.6825006,-0.0084006
64,-4.7341895,-4.807404,"('shy', 'confident')",-4.7341895,-4.807404,-0.0732145
65,1.5849087,1.4808745,"('insecure', 'secure')",1.5849087,1.4808745,-0.1040342
66,0.02274305,0.056881104,"('inactive', 'active')",0.0227431,0.0568811,0.034138
67,-0.689226,-0.70474374,"('doubtful', 'determined')",-0.689226,-0.7047437,-0.0155177
68,0.086185396,0.055219863,"('dependent', 'independent')",0.0861854,0.0552199,-0.0309655
69,-1.9299039,-1.8897066,"('lazy', 'industrious')",-1.9299039,-1.8897066,0.0401973
70,2.1812134,2.1072001,"('lethargic', 'energetic')",2.1812134,2.1072001,-0.0740133
71,0.6479882,0.7257274,"('diffident', 'self-confident')",0.6479882,0.7257274,0.0777392
72,0.92915165,0.9251399,"('unambitious', 'ambitious')",0.9291517,0.9251399,-0.0040118
73,-2.8648562,-2.810196,"('helpless', 'self-reliant')",-2.8648562,-2.8101959,0.0546603
74,0.6635481,0.5258751,"('undedicated', 'dedicated')",0.6635481,0.5258751,-0.137673
75,-1.0075845,-0.9107833,"('meek', 'impulsive')",-1.0075845,-0.9107833,0.0968012
76,1.5262539,1.4275658,"('anxious', 'daring')",1.5262539,1.4275658,-0.0986881
77,-0.6199944,-0.6308694,"('unmotivated', 'motivated')",-0.6199944,-0.6308694,-0.010875
78,-0.0702315,-0.055936925,"('nonresilient', 'resilient')",-0.0702315,-0.0559369,0.0142946
79,-0.16531245,-0.079360574,"('wavering', 'unwavering')",-0.1653125,-0.0793606,0.0859519
80,0.5728235,0.46531734,"('dominated', 'dominating')",0.5728235,0.4653173,-0.1075062
81,0.90159005,0.8971737,"('submissive', 'aggressive')",0.90159,0.8971737,-0.0044163
82,6.378631,6.5678906,"('poor', 'rich')",6.3786311,6.5678906,0.1892595
83,-0.20369422,-0.27358666,"('powerless', 'powerful')",-0.2036942,-0.2735867,-0.0698925
84,-0.21520917,-0.1548776,"('inferior', 'superior')",-0.2152092,-0.1548776,0.0603316
85,-1.7098011,-1.6268363,"('insignificant', 'prestigious')",-1.7098011,-1.6268363,0.0829648
86,0.9103465,0.879632,"('uninfluential', 'influential')",0.9103465,0.879632,-0.0307145
87,0.44531226,0.5683426,"('unsuccessful', 'successful')",0.4453123,0.5683426,0.1230303
88,0.3794671,0.42235678,"('low', 'eminent')",0.3794671,0.4223568,0.0428897
