,warning_male,warning_female,tuple,average_male,average_female,female-male
0,0.07296257,-0.011974391,"('unsociable', 'sociable')",0.0729626,-0.0119744,-0.084937
1,1.1498834,1.0079771,"('unfriendly', 'friendly')",1.1498834,1.0079771,-0.1419063
2,0.4227563,0.6233981,"('unlikable', 'likable')",0.4227563,0.6233981,0.2006418
3,0.7415812,0.7745842,"('repellent', 'pleasant')",0.7415812,0.7745842,0.033003
4,-7.495396,-7.489133,"('disliked', 'liked')",-7.4953961,-7.4891329,0.0062632
5,-0.24726357,-0.20490299,"('distant', 'outgoing')",-0.2472636,-0.204903,0.0423606
6,-0.12229253,-0.093706176,"('distant', 'open')",-0.1222925,-0.0937062,0.0285863
7,0.66719234,0.6693423,"('insensitive', 'sensitive')",0.6671923,0.6693423,0.00215
8,1.1440794,1.1033394,"('unaffectionate', 'affectionate')",1.1440794,1.1033394,-0.04074
9,1.9238108,1.9617088,"('unaffectionate', 'caring')",1.9238108,1.9617088,0.037898
10,1.2348771,1.3376758,"('unsympathetic', 'sympathetic')",1.2348771,1.3376758,0.1027987
11,2.4887145,2.5320394,"('unhelpful', 'helpful')",2.4887145,2.5320394,0.0433249
12,-1.5279492,-1.478441,"('unsupportive', 'supportive')",-1.5279492,-1.478441,0.0495082
13,0.66215146,0.62816685,"('impolite', 'polite')",0.6621515,0.6281669,-0.0339846
14,-0.055743676,-0.1676704,"('antisocial', 'social')",-0.0557437,-0.1676704,-0.1119267
15,0.59226125,0.5094193,"('boring', 'funny')",0.5922613,0.5094193,-0.082842
16,-0.22624755,-0.2628785,"('unpopular', 'popular')",-0.2262475,-0.2628785,-0.036631
17,-0.49030215,-0.55146307,"('nasty', 'nice')",-0.4903021,-0.5514631,-0.061161
18,-0.6859831,-0.81602824,"('disagreeable', 'welcoming')",-0.6859831,-0.8160282,-0.1300451
19,-0.9880809,-0.8921625,"('inhospitable', 'hospitable')",-0.9880809,-0.8921625,0.0959184
20,0.72839946,0.54569566,"('rough', 'thoughtful')",0.7283995,0.5456957,-0.1827038
21,0.033637524,0.13125904,"('immoral', 'moral')",0.0336375,0.131259,0.0976215
22,-0.27967268,-0.25026026,"('untrustworthy', 'trustworthy')",-0.2796727,-0.2502603,0.0294124
23,6.466931,6.4240513,"('insincere', 'sincere')",6.4669309,6.4240513,-0.0428796
24,1.6789024,1.6787385,"('dishonest', 'honest')",1.6789024,1.6787385,-0.0001639
25,0.3316316,0.22025336,"('egoistic', 'altruistic')",0.3316316,0.2202534,-0.1113782
26,0.53220063,0.3851556,"('hardhearted', 'benevolent')",0.5322006,0.3851556,-0.147045
27,1.3316991,1.1022469,"('hardhearted', 'softhearted')",1.3316991,1.1022469,-0.2294522
28,1.2036268,1.1529338,"('disloyal', 'loyal')",1.2036268,1.1529338,-0.050693
29,-0.67449695,-0.7924421,"('unfair', 'fair')",-0.6744969,-0.7924421,-0.1179452
30,0.8311023,0.82759386,"('intolerant', 'tolerant')",0.8311023,0.8275939,-0.0035084
31,-2.0652668,-2.0857296,"('evil', 'good')",-2.0652668,-2.0857296,-0.0204628
32,1.1029668,1.0755782,"('unkind', 'kind')",1.1029668,1.0755782,-0.0273886
33,-0.30611765,-0.2884128,"('wrong', 'right')",-0.3061177,-0.2884128,0.0177049
34,4.5916758,4.681224,"('mean', 'honorable')",4.5916758,4.6812239,0.0895481
35,-1.1500007,-1.3333782,"('corrupt', 'incorrupt')",-1.1500007,-1.3333782,-0.1833775
36,-1.1661242,-1.3053137,"('hostile', 'amicable')",-1.1661242,-1.3053137,-0.1391895
37,0.4377792,0.4233836,"('fake', 'genuine')",0.4377792,0.4233836,-0.0143956
38,-0.039258502,-0.017703854,"('untruthful', 'truthful')",-0.0392585,-0.0177039,0.0215546
39,0.16263205,0.10289747,"('exploitative', 'cooperative')",0.162632,0.1028975,-0.0597345
40,-2.1134417,-2.2527862,"('stingy', 'generous')",-2.1134417,-2.2527862,-0.1393445
41,-0.23626512,-0.26669812,"('unforgiving', 'forgiving')",-0.2362651,-0.2666981,-0.030433
42,-2.0513704,-1.9607427,"('unreliable', 'reliable')",-2.0513704,-1.9607427,0.0906277
43,1.5679308,1.5860101,"('irresponsible', 'responsible')",1.5679308,1.5860101,0.0180793
44,-1.1706961,-1.1914638,"('prejudiced', 'unprejudiced')",-1.1706961,-1.1914638,-0.0207677
45,0.20672755,0.29069316,"('incompetent', 'competent')",0.2067275,0.2906932,0.0839657
46,-0.34004214,-0.25236982,"('uncompetitive', 'competitive')",-0.3400421,-0.2523698,0.0876723
47,5.3398304,5.4549513,"('stupid', 'smart')",5.3398304,5.4549513,0.1151209
48,1.0309936,0.9244742,"('unintelligent', 'intelligent')",1.0309936,0.9244742,-0.1065194
49,0.18024129,0.25245544,"('unable', 'able')",0.1802413,0.2524554,0.0722141
50,-0.19345729,-0.14487681,"('clumsy', 'skillful')",-0.1934573,-0.1448768,0.0485805
51,0.16097997,0.15372913,"('uneducated', 'educated')",0.16098,0.1537291,-0.0072509
52,-0.6601139,-0.754194,"('irrational', 'rational')",-0.6601139,-0.754194,-0.0940801
53,0.09826663,0.06419277,"('uncreative', 'creative')",0.0982666,0.0641928,-0.0340738
54,1.1212254,1.2619121,"('incapable', 'capable')",1.1212254,1.2619121,0.1406867
55,0.9030633,0.9487712,"('incompetent', 'clever')",0.9030633,0.9487712,0.0457079
56,1.23124,1.3036919,"('impractical', 'practical')",1.23124,1.3036919,0.0724519
57,-2.5500138,-2.4427707,"('unimaginative', 'imaginative')",-2.5500138,-2.4427707,0.1072431
58,-0.11346202,-0.13243878,"('undiscriminating', 'discriminating')",-0.113462,-0.1324388,-0.0189768
59,-0.10783615,-0.07187317,"('foolish', 'wise')",-0.1078361,-0.0718732,0.0359629
60,1.0886065,1.1398116,"('inefficient', 'efficient')",1.0886065,1.1398116,0.0512051
61,0.30515864,0.092158236,"('illogical', 'logical')",0.3051586,0.0921582,-0.2130004
62,1.5401918,1.6943562,"('incompetent', 'brilliant')",1.5401918,1.6943562,0.1541644
63,0.43137228,0.5265462,"('unperceptive', 'insightful')",0.4313723,0.5265462,0.0951739
64,-5.901166,-5.7235713,"('shy', 'confident')",-5.901166,-5.7235713,0.1775947
65,0.69153464,0.78349066,"('insecure', 'secure')",0.6915346,0.7834907,0.0919561
66,-0.41872725,-0.39949998,"('inactive', 'active')",-0.4187272,-0.3995,0.0192272
67,-0.55291015,-0.48373976,"('doubtful', 'determined')",-0.5529101,-0.4837398,0.0691703
68,-0.48971447,-0.47614467,"('dependent', 'independent')",-0.4897145,-0.4761447,0.0135698
69,-2.0158803,-2.0060105,"('lazy', 'industrious')",-2.0158803,-2.0060105,0.0098698
70,1.268617,1.3566103,"('lethargic', 'energetic')",1.268617,1.3566103,0.0879933
71,0.39996853,0.36464807,"('diffident', 'self-confident')",0.3999685,0.3646481,-0.0353204
72,0.95163625,1.0699384,"('unambitious', 'ambitious')",0.9516363,1.0699384,0.1183021
73,-3.1468556,-3.1078103,"('helpless', 'self-reliant')",-3.1468556,-3.1078103,0.0390453
74,-0.13872747,-0.16579334,"('undedicated', 'dedicated')",-0.1387275,-0.1657933,-0.0270658
75,-1.134764,-0.9650401,"('meek', 'impulsive')",-1.134764,-0.9650401,0.1697239
76,0.63697356,0.64240986,"('anxious', 'daring')",0.6369736,0.6424099,0.0054363
77,-0.8375494,-0.7676013,"('unmotivated', 'motivated')",-0.8375494,-0.7676013,0.0699481
78,-0.39631817,-0.44757873,"('nonresilient', 'resilient')",-0.3963182,-0.4475787,-0.0512605
79,-0.61102307,-0.5889647,"('wavering', 'unwavering')",-0.6110231,-0.5889647,0.0220584
80,0.07539626,0.0703258,"('dominated', 'dominating')",0.0753963,0.0703258,-0.0050705
81,0.3105641,0.3969354,"('submissive', 'aggressive')",0.3105641,0.3969354,0.0863713
82,6.714739,6.889165,"('poor', 'rich')",6.7147388,6.8891649,0.1744261
83,-0.44344527,-0.38002273,"('powerless', 'powerful')",-0.4434453,-0.3800227,0.0634226
84,0.2175475,0.24151234,"('inferior', 'superior')",0.2175475,0.2415123,0.0239648
85,-1.3142778,-1.5519814,"('insignificant', 'prestigious')",-1.3142778,-1.5519814,-0.2377036
86,0.470606,0.5127029,"('uninfluential', 'influential')",0.470606,0.5127029,0.0420969
87,-0.011423655,0.07829964,"('unsuccessful', 'successful')",-0.0114237,0.0782996,0.0897233
88,0.33235124,0.28262246,"('low', 'eminent')",0.3323512,0.2826225,-0.0497287
