,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,-0.010269422,-0.120300755,"('unsociable', 'sociable')",-0.0102694,-0.1203008,-0.1100314
1,1.0785382,0.8709222,"('unfriendly', 'friendly')",1.0785382,0.8709222,-0.207616
2,0.277803,0.3079539,"('unlikable', 'likable')",0.277803,0.3079539,0.0301509
3,0.71233416,0.67260295,"('repellent', 'pleasant')",0.7123342,0.672603,-0.0397312
4,-7.984436,-7.9917283,"('disliked', 'liked')",-7.984436,-7.9917283,-0.0072923
5,-0.9440622,-0.98946536,"('distant', 'outgoing')",-0.9440622,-0.9894654,-0.0454032
6,-0.39796293,-0.46650675,"('distant', 'open')",-0.3979629,-0.4665067,-0.0685438
7,0.6015291,0.54857624,"('insensitive', 'sensitive')",0.6015291,0.5485762,-0.0529529
8,1.2922266,1.1790752,"('unaffectionate', 'affectionate')",1.2922266,1.1790752,-0.1131514
9,1.7677016,1.7485199,"('unaffectionate', 'caring')",1.7677016,1.7485199,-0.0191817
10,1.3679355,1.3224009,"('unsympathetic', 'sympathetic')",1.3679355,1.3224009,-0.0455346
11,1.6643038,1.7201797,"('unhelpful', 'helpful')",1.6643038,1.7201797,0.0558759
12,-1.734351,-1.7425641,"('unsupportive', 'supportive')",-1.734351,-1.7425641,-0.0082131
13,0.24446985,0.18910873,"('impolite', 'polite')",0.2444699,0.1891087,-0.0553612
14,-0.014240449,-0.15837118,"('antisocial', 'social')",-0.0142404,-0.1583712,-0.1441308
15,0.20342249,0.09278037,"('boring', 'funny')",0.2034225,0.0927804,-0.1106421
16,-0.6257584,-0.5947472,"('unpopular', 'popular')",-0.6257584,-0.5947472,0.0310112
17,-1.14983,-1.1526828,"('nasty', 'nice')",-1.14983,-1.1526828,-0.0028528
18,-0.81122684,-0.9503328,"('disagreeable', 'welcoming')",-0.8112268,-0.9503328,-0.139106
19,-1.2394768,-1.1462241,"('inhospitable', 'hospitable')",-1.2394768,-1.1462241,0.0932527
20,1.2726538,1.136662,"('rough', 'thoughtful')",1.2726538,1.136662,-0.1359918
21,0.12415342,0.13888842,"('immoral', 'moral')",0.1241534,0.1388884,0.014735
22,-0.31944245,-0.42208344,"('untrustworthy', 'trustworthy')",-0.3194425,-0.4220834,-0.1026409
23,6.326937,6.230642,"('insincere', 'sincere')",6.3269372,6.2306418,-0.0962954
24,1.4377657,1.2754117,"('dishonest', 'honest')",1.4377657,1.2754117,-0.162354
25,0.35920316,0.2543542,"('egoistic', 'altruistic')",0.3592032,0.2543542,-0.104849
26,0.61867654,0.5380083,"('hardhearted', 'benevolent')",0.6186765,0.5380083,-0.0806682
27,1.6338862,1.3505182,"('hardhearted', 'softhearted')",1.6338862,1.3505182,-0.283368
28,1.0643562,0.9343014,"('disloyal', 'loyal')",1.0643562,0.9343014,-0.1300548
29,-1.0342299,-1.2118133,"('unfair', 'fair')",-1.0342299,-1.2118133,-0.1775834
30,1.1708851,1.1203585,"('intolerant', 'tolerant')",1.1708851,1.1203585,-0.0505266
31,-2.2878392,-2.3877096,"('evil', 'good')",-2.2878392,-2.3877096,-0.0998704
32,1.0938874,0.96977276,"('unkind', 'kind')",1.0938874,0.9697728,-0.1241146
33,-0.58442295,-0.59754765,"('wrong', 'right')",-0.5844229,-0.5975477,-0.0131248
34,4.4850163,4.60489,"('mean', 'honorable')",4.4850163,4.6048899,0.1198736
35,-1.6029403,-1.6827033,"('corrupt', 'incorrupt')",-1.6029403,-1.6827033,-0.079763
36,-1.0571266,-1.068565,"('hostile', 'amicable')",-1.0571266,-1.068565,-0.0114384
37,0.5813166,0.43890336,"('fake', 'genuine')",0.5813166,0.4389034,-0.1424132
38,-0.6550053,-0.548119,"('untruthful', 'truthful')",-0.6550053,-0.548119,0.1068863
39,-0.45624626,-0.49994692,"('exploitative', 'cooperative')",-0.4562463,-0.4999469,-0.0437006
40,-2.0893743,-2.3827198,"('stingy', 'generous')",-2.0893743,-2.3827198,-0.2933455
41,-0.04949899,-0.1519738,"('unforgiving', 'forgiving')",-0.049499,-0.1519738,-0.1024748
42,-2.116964,-2.1328256,"('unreliable', 'reliable')",-2.1169641,-2.1328256,-0.0158615
43,1.3594284,1.3074566,"('irresponsible', 'responsible')",1.3594284,1.3074566,-0.0519718
44,-1.3493817,-1.4137686,"('prejudiced', 'unprejudiced')",-1.3493817,-1.4137686,-0.0643869
45,0.24565569,0.14915438,"('incompetent', 'competent')",0.2456557,0.1491544,-0.0965013
46,0.13378896,0.11722551,"('uncompetitive', 'competitive')",0.133789,0.1172255,-0.0165635
47,5.1719427,5.2239685,"('stupid', 'smart')",5.1719427,5.2239685,0.0520258
48,0.8966571,0.8010036,"('unintelligent', 'intelligent')",0.8966571,0.8010036,-0.0956535
49,0.15110444,0.28608045,"('unable', 'able')",0.1511044,0.2860804,0.134976
50,-0.3352693,-0.3709297,"('clumsy', 'skillful')",-0.3352693,-0.3709297,-0.0356604
51,0.46229026,0.40430084,"('uneducated', 'educated')",0.4622903,0.4043008,-0.0579895
