,page_male,page_female,tuple,average_male,average_female,female-male
0,0.8281095,0.73473805,"('unsociable', 'sociable')",0.8281095,0.7347381,-0.0933714
1,0.8129946,0.8092008,"('unfriendly', 'friendly')",0.8129946,0.8092008,-0.0037938
2,0.17856541,0.25209376,"('unlikable', 'likable')",0.1785654,0.2520938,0.0735284
3,0.34462115,0.5664521,"('repellent', 'pleasant')",0.3446212,0.5664521,0.2218309
4,-6.9653764,-7.2435727,"('disliked', 'liked')",-6.9653764,-7.2435727,-0.2781963
5,-1.1191183,-1.0615796,"('distant', 'outgoing')",-1.1191183,-1.0615796,0.0575387
6,-0.27283046,-0.37756366,"('distant', 'open')",-0.2728305,-0.3775637,-0.1047332
7,1.7774609,1.7510206,"('insensitive', 'sensitive')",1.7774609,1.7510206,-0.0264403
8,0.97135746,0.95169395,"('unaffectionate', 'affectionate')",0.9713575,0.951694,-0.0196635
9,1.4379596,1.4208703,"('unaffectionate', 'caring')",1.4379596,1.4208703,-0.0170893
10,1.1914426,1.3080233,"('unsympathetic', 'sympathetic')",1.1914426,1.3080233,0.1165807
11,1.6890733,1.9458057,"('unhelpful', 'helpful')",1.6890733,1.9458057,0.2567324
12,-1.3040824,-1.2977598,"('unsupportive', 'supportive')",-1.3040824,-1.2977598,0.0063226
13,0.07932466,0.36425728,"('impolite', 'polite')",0.0793247,0.3642573,0.2849326
14,0.058497883,0.23089705,"('antisocial', 'social')",0.0584979,0.2308971,0.1723992
15,0.54942226,0.41922235,"('boring', 'funny')",0.5494223,0.4192224,-0.1301999
16,-0.55549026,-0.5942326,"('unpopular', 'popular')",-0.5554903,-0.5942326,-0.0387423
17,0.0041827783,0.10593808,"('nasty', 'nice')",0.0041828,0.1059381,0.1017553
18,-1.0693845,-0.88430405,"('disagreeable', 'welcoming')",-1.0693845,-0.884304,0.1850805
19,-0.5847993,-0.5727305,"('inhospitable', 'hospitable')",-0.5847993,-0.5727305,0.0120688
20,0.6201939,0.5382171,"('rough', 'thoughtful')",0.6201939,0.5382171,-0.0819768
21,-0.36758178,-0.010166738,"('immoral', 'moral')",-0.3675818,-0.0101667,0.3574151
22,0.045782235,0.06586841,"('untrustworthy', 'trustworthy')",0.0457822,0.0658684,0.0200862
23,6.194354,6.556311,"('insincere', 'sincere')",6.1943541,6.5563111,0.361957
24,1.4617589,1.5624042,"('dishonest', 'honest')",1.4617589,1.5624042,0.1006453
25,0.6180543,0.5610621,"('egoistic', 'altruistic')",0.6180543,0.5610621,-0.0569922
26,1.5059843,1.2951442,"('hardhearted', 'benevolent')",1.5059843,1.2951442,-0.2108401
27,1.6767174,1.4828929,"('hardhearted', 'softhearted')",1.6767174,1.4828929,-0.1938245
28,1.4855596,1.3069826,"('disloyal', 'loyal')",1.4855596,1.3069826,-0.178577
29,-0.37820444,-0.52154195,"('unfair', 'fair')",-0.3782044,-0.521542,-0.1433376
30,0.55351377,0.7370938,"('intolerant', 'tolerant')",0.5535138,0.7370938,0.18358
31,-1.5754327,-1.7375407,"('evil', 'good')",-1.5754327,-1.7375407,-0.162108
32,1.3042161,1.2433634,"('unkind', 'kind')",1.3042161,1.2433634,-0.0608527
33,-0.34562877,-0.48275277,"('wrong', 'right')",-0.3456288,-0.4827528,-0.137124
34,4.094941,4.501146,"('mean', 'honorable')",4.0949411,4.5011458,0.4062047
35,-0.38713914,-0.8971902,"('corrupt', 'incorrupt')",-0.3871391,-0.8971902,-0.5100511
36,-0.6431119,-1.0458035,"('hostile', 'amicable')",-0.6431119,-1.0458035,-0.4026916
37,0.8871676,0.8598498,"('fake', 'genuine')",0.8871676,0.8598498,-0.0273178
38,-0.28348738,-0.097748905,"('untruthful', 'truthful')",-0.2834874,-0.0977489,0.1857385
39,0.3451463,0.45713246,"('exploitative', 'cooperative')",0.3451463,0.4571325,0.1119862
40,-1.2474427,-1.3781306,"('stingy', 'generous')",-1.2474427,-1.3781306,-0.1306879
41,0.6154733,0.46071285,"('unforgiving', 'forgiving')",0.6154733,0.4607129,-0.1547604
42,-1.9474901,-1.9532604,"('unreliable', 'reliable')",-1.9474901,-1.9532604,-0.0057703
43,1.2818216,1.5190488,"('irresponsible', 'responsible')",1.2818216,1.5190488,0.2372272
44,-1.5189211,-1.5060681,"('prejudiced', 'unprejudiced')",-1.5189211,-1.5060681,0.012853
45,1.1735599,0.8995401,"('incompetent', 'competent')",1.1735599,0.8995401,-0.2740198
46,-0.18123181,-0.14262594,"('uncompetitive', 'competitive')",-0.1812318,-0.1426259,0.0386059
47,4.7742596,5.0312195,"('stupid', 'smart')",4.7742596,5.0312195,0.2569599
48,0.39847627,0.51754737,"('unintelligent', 'intelligent')",0.3984763,0.5175474,0.1190711
49,-0.15043506,0.050970584,"('unable', 'able')",-0.1504351,0.0509706,0.2014057
