,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,-0.66067606,-0.6228945,"('unsociable', 'sociable')",-0.6606761,-0.6228945,0.0377816
1,1.3569537,1.3395811,"('unfriendly', 'friendly')",1.3569537,1.3395811,-0.0173726
2,-0.35181457,-0.30438796,"('unlikable', 'likable')",-0.3518146,-0.304388,0.0474266
3,0.39062455,0.5197692,"('repellent', 'pleasant')",0.3906246,0.5197692,0.1291446
4,-7.2580056,-7.3331394,"('disliked', 'liked')",-7.2580056,-7.3331394,-0.0751338
5,-0.2520509,-0.2732914,"('distant', 'outgoing')",-0.2520509,-0.2732914,-0.0212405
6,0.2620654,0.15762447,"('distant', 'open')",0.2620654,0.1576245,-0.1044409
7,0.25310063,0.40849996,"('insensitive', 'sensitive')",0.2531006,0.4085,0.1553994
8,1.3191104,1.1519607,"('unaffectionate', 'affectionate')",1.3191104,1.1519607,-0.1671497
9,1.4155852,1.3528618,"('unaffectionate', 'caring')",1.4155852,1.3528618,-0.0627234
10,0.26994148,0.4204698,"('unsympathetic', 'sympathetic')",0.2699415,0.4204698,0.1505283
11,0.9878166,1.0735883,"('unhelpful', 'helpful')",0.9878166,1.0735883,0.0857717
12,-2.2053525,-2.1883433,"('unsupportive', 'supportive')",-2.2053525,-2.1883433,0.0170092
13,-0.8269737,-0.7280921,"('impolite', 'polite')",-0.8269737,-0.7280921,0.0988816
14,-0.27082232,-0.24317364,"('antisocial', 'social')",-0.2708223,-0.2431736,0.0276487
15,0.1063101,-0.0002666153,"('boring', 'funny')",0.1063101,-0.0002666,-0.1065767
16,-0.36106768,-0.41925573,"('unpopular', 'popular')",-0.3610677,-0.4192557,-0.058188
17,-0.06492481,-0.022999583,"('nasty', 'nice')",-0.0649248,-0.0229996,0.0419252
18,-0.61812115,-0.64604664,"('disagreeable', 'welcoming')",-0.6181211,-0.6460466,-0.0279255
19,-0.30565524,-0.4458209,"('inhospitable', 'hospitable')",-0.3056552,-0.4458209,-0.1401657
