,panther_male,panther_female,tuple,average_male,average_female,female-male
0,0.14860427,0.07345936,"('unsociable', 'sociable')",0.1486043,0.0734594,-0.0751449
1,1.0697242,0.9808137,"('unfriendly', 'friendly')",1.0697242,0.9808137,-0.0889105
2,0.14870185,0.26743317,"('unlikable', 'likable')",0.1487018,0.2674332,0.1187314
3,0.8519351,0.86199397,"('repellent', 'pleasant')",0.8519351,0.861994,0.0100589
4,-7.180765,-7.329576,"('disliked', 'liked')",-7.1807652,-7.329576,-0.1488108
5,-0.4706946,-0.49734873,"('distant', 'outgoing')",-0.4706946,-0.4973487,-0.0266541
6,0.010565091,-0.06761012,"('distant', 'open')",0.0105651,-0.0676101,-0.0781752
7,0.8982835,0.95050144,"('insensitive', 'sensitive')",0.8982835,0.9505014,0.0522179
8,1.1428622,1.0791408,"('unaffectionate', 'affectionate')",1.1428622,1.0791408,-0.0637214
9,1.5398327,1.6045104,"('unaffectionate', 'caring')",1.5398327,1.6045104,0.0646777
10,1.0241262,1.0619926,"('unsympathetic', 'sympathetic')",1.0241262,1.0619926,0.0378664
11,1.4698741,1.5567255,"('unhelpful', 'helpful')",1.4698741,1.5567255,0.0868514
12,-1.6668797,-1.6487949,"('unsupportive', 'supportive')",-1.6668797,-1.6487949,0.0180848
13,-0.041962326,-0.00037540495,"('impolite', 'polite')",-0.0419623,-0.0003754,0.0415869
14,-0.024375547,-0.11227734,"('antisocial', 'social')",-0.0243755,-0.1122773,-0.0879018
15,0.26207453,0.17698829,"('boring', 'funny')",0.2620745,0.1769883,-0.0850862
16,-0.4640463,-0.45757943,"('unpopular', 'popular')",-0.4640463,-0.4575794,0.0064669
17,-0.30714446,-0.2905964,"('nasty', 'nice')",-0.3071445,-0.2905964,0.0165481
18,-0.26790833,-0.30894768,"('disagreeable', 'welcoming')",-0.2679083,-0.3089477,-0.0410394
19,-0.8771916,-0.818583,"('inhospitable', 'hospitable')",-0.8771916,-0.818583,0.0586086
20,0.7700408,0.6832882,"('rough', 'thoughtful')",0.7700408,0.6832882,-0.0867526
21,-0.07251445,0.046876535,"('immoral', 'moral')",-0.0725145,0.0468765,0.119391
22,-0.33677363,-0.36853993,"('untrustworthy', 'trustworthy')",-0.3367736,-0.3685399,-0.0317663
23,5.7591496,5.8341703,"('insincere', 'sincere')",5.7591496,5.8341703,0.0750207
24,1.3865998,1.3353924,"('dishonest', 'honest')",1.3865998,1.3353924,-0.0512074
25,0.5404403,0.4907796,"('egoistic', 'altruistic')",0.5404403,0.4907796,-0.0496607
26,0.35141534,0.20688793,"('hardhearted', 'benevolent')",0.3514153,0.2068879,-0.1445274
27,1.739018,1.5222794,"('hardhearted', 'softhearted')",1.739018,1.5222794,-0.2167386
28,1.0114752,0.9859885,"('disloyal', 'loyal')",1.0114752,0.9859885,-0.0254867
29,-0.37859648,-0.50065684,"('unfair', 'fair')",-0.3785965,-0.5006568,-0.1220603
