,fox_male,fox_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.8554922,0.6242439,"('unsociable', 'sociable')",-0.47464898,-0.6935063,0.1904216,-0.0346312,-0.2250528
1,-0.32536817,-0.18136004,"('unfriendly', 'friendly')",0.85415155,0.81627274,0.2643917,0.3174564,0.0530647
2,0.32041693,0.39638656,"('unlikable', 'likable')",0.63357675,0.6544388,0.4769968,0.5254127,0.0484159
3,0.7984099,0.9117223,"('repellent', 'pleasant')",0.76882386,0.7356845,0.7836169,0.8237034,0.0400865
4,-2.0862489,-2.0867217,"('disliked', 'liked')",-6.792975,-7.0727882,-4.4396119,-4.5797548,-0.1401429
5,-1.7401851,-1.4598165,"('distant', 'outgoing')",-0.6574176,-0.45247862,-1.1988014,-0.9561476,0.2426538
6,-2.0265617,-1.7203846,"('distant', 'open')",-0.77432936,-0.52903235,-1.4004456,-1.1247084,0.2757372
7,0.91749346,0.8940199,"('insensitive', 'sensitive')",-0.16823517,-0.14243567,0.3746291,0.3757921,0.001163
8,-0.026802855,0.0062023997,"('unaffectionate', 'affectionate')",0.50322586,0.5734917,0.2382115,0.289847,0.0516355
9,0.92796546,1.0092828,"('unaffectionate', 'caring')",0.7547765,0.90289354,0.8413709,0.9560882,0.1147173
10,1.7004924,1.5477946,"('unsympathetic', 'sympathetic')",-0.51150155,-0.6289064,0.5944954,0.4594441,-0.1350513
11,0.53274375,0.5665407,"('unhelpful', 'helpful')",1.869929,1.9267371,1.2013364,1.2466389,0.0453025
12,0.33462283,0.42400163,"('unsupportive', 'supportive')",-2.350032,-2.3276088,-1.0077046,-0.9518036,0.055901
13,0.08646678,-0.047228284,"('impolite', 'polite')",-1.1900579,-1.1334187,-0.5517955,-0.5903235,-0.038528
14,2.192781,1.9436191,"('antisocial', 'social')",0.074715585,-0.23991655,1.1337483,0.8518513,-0.281897
15,0.8194716,0.69798446,"('boring', 'funny')",-0.12034464,-0.12748463,0.3495635,0.2852499,-0.0643136
16,-1.5918127,-1.5230396,"('unpopular', 'popular')",0.28713396,0.2551712,-0.6523394,-0.6339342,0.0184052
17,-0.7779204,-0.6478192,"('nasty', 'nice')",-0.54786503,-0.45429337,-0.6628927,-0.5510563,0.1118364
18,-0.67548513,-0.6474276,"('disagreeable', 'welcoming')",-0.7180031,-0.7366793,-0.6967441,-0.6920534,0.0046907
19,-1.5573596,-1.355968,"('inhospitable', 'hospitable')",-0.8005174,-0.613951,-1.1789385,-0.9849595,0.193979
20,0.32453206,0.298563,"('rough', 'thoughtful')",1.1172147,1.0647022,0.7208734,0.6816326,-0.0392408
21,1.9968317,1.990591,"('immoral', 'moral')",-0.38154882,-0.47152692,0.8076414,0.7595321,-0.0481093
22,0.72104996,0.6895565,"('untrustworthy', 'trustworthy')",-0.89754707,-1.0597684,-0.0882486,-0.185106,-0.0968574
23,1.4195607,1.4753565,"('insincere', 'sincere')",5.4943104,5.6329236,3.4569354,3.5541401,0.0972047
24,1.3163785,1.2636672,"('dishonest', 'honest')",0.51909876,0.56735575,0.9177386,0.9155115,-0.0022271
25,-0.21712285,-0.10617322,"('egoistic', 'altruistic')",0.8409937,0.82197064,0.3119354,0.3578987,0.0459633
26,0.755929,0.42289728,"('hardhearted', 'benevolent')",1.5968097,1.33463,1.1763694,0.8787637,-0.2976057
27,-0.058268502,0.030707303,"('hardhearted', 'softhearted')",0.61582696,0.71994054,0.2787792,0.3753239,0.0965447
28,1.1560916,1.0548105,"('disloyal', 'loyal')",1.421118,1.2677699,1.2886047,1.1612902,-0.1273145
29,-0.098401755,-0.059412174,"('unfair', 'fair')",-0.40132612,-0.52158904,-0.2498639,-0.2905006,-0.0406367
30,1.4715407,1.4259232,"('intolerant', 'tolerant')",0.8584879,0.8099346,1.1650143,1.117929,-0.0470853
31,-2.3034708,-2.0579352,"('evil', 'good')",-1.2853596,-1.2307792,-1.7944152,-1.6443572,0.150058
32,0.72345984,0.5274847,"('unkind', 'kind')",0.43418843,0.19083895,0.5788242,0.3591618,-0.2196624
33,-0.76152384,-0.66131574,"('wrong', 'right')",-0.7159197,-0.645785,-0.7387217,-0.6535504,0.0851713
34,0.47447374,0.81377137,"('mean', 'honorable')",5.407457,5.8330417,2.9409654,3.3234065,0.3824411
35,-2.5792449,-2.5634081,"('corrupt', 'incorrupt')",-0.62444204,-0.55731285,-1.6018435,-1.5603604,0.0414831
36,-2.2567396,-2.02773,"('hostile', 'amicable')",-0.38560703,-0.3694206,-1.3211733,-1.1985753,0.122598
37,-0.20041038,-0.15566349,"('fake', 'genuine')",0.07834499,0.14689016,-0.0610327,-0.0043867,0.056646
38,-0.23881501,-0.05971923,"('untruthful', 'truthful')",-0.12393221,0.05326792,-0.1813736,-0.0032257,0.1781479
39,1.6715963,1.6075739,"('exploitative', 'cooperative')",0.08680998,0.105304495,0.8792031,0.8564392,-0.0227639
40,-1.0284954,-1.0275176,"('stingy', 'generous')",-2.259689,-2.4098177,-1.6440923,-1.7186676,-0.0745753
41,-0.067070216,0.022359004,"('unforgiving', 'forgiving')",-0.08987194,-0.14389478,-0.0784711,-0.0607679,0.0177032
42,0.541951,0.5305436,"('unreliable', 'reliable')",-3.0223536,-3.1707911,-1.2402014,-1.3201238,-0.0799224
43,1.3271787,1.3567189,"('irresponsible', 'responsible')",0.5018983,0.48654816,0.9145385,0.9216335,0.007095
44,-1.0857412,-1.0272968,"('prejudiced', 'unprejudiced')",-1.1116544,-1.1805433,-1.0986978,-1.10392,-0.0052222
45,0.20049906,0.19484611,"('incompetent', 'competent')",-0.044486124,-0.16622406,0.0780065,0.014311,-0.0636955
46,1.021082,0.9950893,"('uncompetitive', 'competitive')",-0.5465167,-0.64803964,0.2372827,0.1735248,-0.0637579
47,0.3313347,0.3747536,"('stupid', 'smart')",5.0719337,5.3348393,2.7016342,2.8547964,0.1531622
48,1.3228844,1.2578006,"('unintelligent', 'intelligent')",0.6468901,0.6540501,0.9848872,0.9559253,-0.0289619
49,0.3917849,0.5707281,"('unable', 'able')",-0.056715235,0.06945215,0.1675348,0.3200901,0.1525553
50,-0.95387626,-1.008447,"('clumsy', 'skillful')",0.040736824,-0.024409896,-0.4565697,-0.5164285,-0.0598588
51,0.14808506,-0.09471545,"('uneducated', 'educated')",0.3716787,0.15181318,0.2598819,0.0285489,-0.231333
52,-1.5471487,-1.5032597,"('irrational', 'rational')",-0.18196909,-0.17822516,-0.8645589,-0.8407424,0.0238165
53,-0.7037771,-0.56921333,"('uncreative', 'creative')",0.24904045,0.17062062,-0.2273683,-0.1992964,0.0280719
54,0.24306203,0.32071647,"('incapable', 'capable')",0.66378886,0.7653754,0.4534254,0.5430459,0.0896205
55,2.0892015,1.9329396,"('incompetent', 'clever')",0.43989262,0.29761106,1.264547,1.1152754,-0.1492716
56,2.3079076,2.2015865,"('impractical', 'practical')",0.020074256,-0.07117383,1.163991,1.0652063,-0.0987847
57,0.61752367,0.56355405,"('unimaginative', 'imaginative')",-2.9278514,-3.1602633,-1.1551639,-1.2983546,-0.1431907
58,-0.018061712,-0.007704757,"('undiscriminating', 'discriminating')",0.53709805,0.46845993,0.2595182,0.2303776,-0.0291406
59,-0.59306735,-0.54683393,"('foolish', 'wise')",-0.0017855708,0.1101265,-0.2974265,-0.2183537,0.0790728
60,2.5400198,2.5058541,"('inefficient', 'efficient')",0.06388674,0.24162282,1.3019532,1.3737385,0.0717853
61,0.46243966,0.34440053,"('illogical', 'logical')",0.30200723,0.11308594,0.3822234,0.2287432,-0.1534802
62,1.9574598,2.0995855,"('incompetent', 'brilliant')",0.5568181,0.71552944,1.257139,1.4075575,0.1504185
