,paddock_male,paddock_female,tuple,average_male,average_female,female-male
0,0.35767463,0.2506542,"('unsociable', 'sociable')",0.3576746,0.2506542,-0.1070204
1,0.0039032102,-0.01991678,"('unfriendly', 'friendly')",0.0039032,-0.0199168,-0.02382
2,-0.48107177,-0.2983354,"('unlikable', 'likable')",-0.4810718,-0.2983354,0.1827364
3,-0.9688527,-0.664496,"('repellent', 'pleasant')",-0.9688527,-0.664496,0.3043567
4,-1.567115,-1.2759804,"('disliked', 'liked')",-1.5671149,-1.2759804,0.2911345
5,-0.16908766,0.02636316,"('distant', 'outgoing')",-0.1690877,0.0263632,0.1954509
6,0.093254805,0.3573184,"('distant', 'open')",0.0932548,0.3573184,0.2640636
7,0.09171671,-0.35524815,"('insensitive', 'sensitive')",0.0917167,-0.3552482,-0.4469649
8,0.2075127,0.23181182,"('unaffectionate', 'affectionate')",0.2075127,0.2318118,0.0242991
9,0.13307646,0.07318554,"('unaffectionate', 'caring')",0.1330765,0.0731855,-0.059891
10,-0.830601,-1.2320939,"('unsympathetic', 'sympathetic')",-0.830601,-1.2320939,-0.4014929
11,-0.09079638,-0.38463205,"('unhelpful', 'helpful')",-0.0907964,-0.3846321,-0.2938357
12,-0.7350379,-0.53600067,"('unsupportive', 'supportive')",-0.7350379,-0.5360007,0.1990372
13,-0.5273773,-0.8379216,"('impolite', 'polite')",-0.5273773,-0.8379216,-0.3105443
14,-0.24941048,-0.22103675,"('antisocial', 'social')",-0.2494105,-0.2210367,0.0283738
15,0.7756942,0.7456141,"('boring', 'funny')",0.7756942,0.7456141,-0.0300801
16,0.38255683,0.5857015,"('unpopular', 'popular')",0.3825568,0.5857015,0.2031447
17,-0.46304068,-0.24781048,"('nasty', 'nice')",-0.4630407,-0.2478105,0.2152302
18,-1.3038372,-1.1747121,"('disagreeable', 'welcoming')",-1.3038372,-1.1747121,0.1291251
19,-0.42925626,-0.3870031,"('inhospitable', 'hospitable')",-0.4292563,-0.3870031,0.0422532
20,-1.145467,-1.1433057,"('rough', 'thoughtful')",-1.145467,-1.1433057,0.0021613
21,-1.1969097,-1.2681701,"('immoral', 'moral')",-1.1969097,-1.2681701,-0.0712604
22,-0.47368544,-0.702437,"('untrustworthy', 'trustworthy')",-0.4736854,-0.702437,-0.2287516
23,1.2427186,1.0292224,"('insincere', 'sincere')",1.2427186,1.0292224,-0.2134962
24,-0.8280588,-1.1535048,"('dishonest', 'honest')",-0.8280588,-1.1535048,-0.325446
25,0.5762984,0.49993372,"('egoistic', 'altruistic')",0.5762984,0.4999337,-0.0763647
26,0.49626756,0.17486322,"('hardhearted', 'benevolent')",0.4962676,0.1748632,-0.3214044
27,-0.21778165,-0.28472462,"('hardhearted', 'softhearted')",-0.2177816,-0.2847246,-0.066943
28,0.21607089,-0.055875067,"('disloyal', 'loyal')",0.2160709,-0.0558751,-0.271946
29,-0.22580986,-0.26533324,"('unfair', 'fair')",-0.2258099,-0.2653332,-0.0395233
30,-0.61092526,-0.9082054,"('intolerant', 'tolerant')",-0.6109253,-0.9082054,-0.2972801
31,-0.43739924,-0.2692127,"('evil', 'good')",-0.4373992,-0.2692127,0.1681865
32,-0.43844974,-0.3956326,"('unkind', 'kind')",-0.4384497,-0.3956326,0.0428171
33,0.6488674,0.63543963,"('wrong', 'right')",0.6488674,0.6354396,-0.0134278
34,0.9251907,0.66802025,"('mean', 'honorable')",0.9251907,0.6680202,-0.2571705
35,0.48101863,0.4694698,"('corrupt', 'incorrupt')",0.4810186,0.4694698,-0.0115488
36,0.10506923,0.5262139,"('hostile', 'amicable')",0.1050692,0.5262139,0.4211447
37,-0.22140874,-0.42449448,"('fake', 'genuine')",-0.2214087,-0.4244945,-0.2030858
38,0.0026040599,-0.33175915,"('untruthful', 'truthful')",0.0026041,-0.3317592,-0.3343633
39,-0.62341076,-0.76255023,"('exploitative', 'cooperative')",-0.6234108,-0.7625502,-0.1391394
40,-1.2104195,-1.046365,"('stingy', 'generous')",-1.2104195,-1.046365,0.1640545
41,0.12501073,0.04347684,"('unforgiving', 'forgiving')",0.1250107,0.0434768,-0.0815339
42,-1.1190795,-0.98408896,"('unreliable', 'reliable')",-1.1190795,-0.984089,0.1349905
43,-0.79762924,-1.2224569,"('irresponsible', 'responsible')",-0.7976292,-1.2224569,-0.4248277
44,-1.010341,-1.0471761,"('prejudiced', 'unprejudiced')",-1.010341,-1.0471761,-0.0368351
45,0.6240766,0.2613688,"('incompetent', 'competent')",0.6240766,0.2613688,-0.3627078
46,-0.21125637,-0.46941417,"('uncompetitive', 'competitive')",-0.2112564,-0.4694142,-0.2581578
47,1.611657,1.6754097,"('stupid', 'smart')",1.611657,1.6754097,0.0637527
48,-0.56646043,-0.88214475,"('unintelligent', 'intelligent')",-0.5664604,-0.8821447,-0.3156843
49,-0.59196913,-0.20214456,"('unable', 'able')",-0.5919691,-0.2021446,0.3898245
50,-0.29529974,-0.25195143,"('clumsy', 'skillful')",-0.2952997,-0.2519514,0.0433483
51,-1.3067899,-1.5366459,"('uneducated', 'educated')",-1.3067899,-1.5366459,-0.229856
52,0.237979,0.5267309,"('irrational', 'rational')",0.237979,0.5267309,0.2887519
