,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.90877724,0.61603224,"('unsociable', 'sociable')",0.030365795,-0.16650054,0.4695715,0.2247659,-0.2448056
1,0.8182204,0.9302118,"('unfriendly', 'friendly')",1.1028662,1.0597268,0.9605433,0.9949693,0.034426
2,2.1436312,2.137579,"('unlikable', 'likable')",0.5329534,0.5570994,1.3382924,1.3473392,0.0090468
3,0.12156963,0.3394855,"('repellent', 'pleasant')",0.81972384,0.8281186,0.4706467,0.583802,0.1131553
4,-0.17260389,0.015841044,"('disliked', 'liked')",-7.468684,-7.4435377,-3.8206441,-3.7138484,0.1067957
5,0.14137253,0.32367864,"('distant', 'outgoing')",-0.1910471,-0.046603717,-0.0248373,0.1385375,0.1633748
6,0.45694748,0.67914855,"('distant', 'open')",-0.20490788,-0.078466155,0.1260198,0.3003412,0.1743214
7,1.2497851,1.2855659,"('insensitive', 'sensitive')",0.2866055,0.3635889,0.7681953,0.8245774,0.0563821
8,0.30092323,0.34740916,"('unaffectionate', 'affectionate')",0.33583218,0.32061905,0.3183777,0.3340141,0.0156364
9,1.6921453,1.8377615,"('unaffectionate', 'caring')",1.2366754,1.3465363,1.4644103,1.5921489,0.1277386
10,1.2816153,1.1072348,"('unsympathetic', 'sympathetic')",0.05575208,-0.0024844585,0.6686836,0.5523752,-0.1163084
11,0.564868,0.46947727,"('unhelpful', 'helpful')",2.106,2.256063,1.335434,1.3627701,0.0273361
12,1.0639582,1.2038405,"('unsupportive', 'supportive')",-2.0808592,-2.014896,-0.5084505,-0.4055277,0.1029228
13,1.0671649,0.7231614,"('impolite', 'polite')",-0.68712205,-0.76642436,0.1900214,-0.0216315,-0.2116529
14,0.7370753,0.60776794,"('antisocial', 'social')",-0.29007733,-0.4887466,0.223499,0.0595107,-0.1639883
15,-0.16607344,-0.33994487,"('boring', 'funny')",-0.35022315,-0.3888218,-0.2581483,-0.3643833,-0.106235
16,-1.0391842,-0.9004621,"('unpopular', 'popular')",0.47332418,0.46020687,-0.28293,-0.2201276,0.0628024
17,1.3109571,1.2656425,"('nasty', 'nice')",-0.5214258,-0.4473402,0.3947656,0.4091512,0.0143856
18,-0.32815608,-0.31962085,"('disagreeable', 'welcoming')",-0.42179868,-0.5161411,-0.3749774,-0.417881,-0.0429036
19,0.32048395,0.43190998,"('inhospitable', 'hospitable')",-0.27205867,-0.10441424,0.0242126,0.1637479,0.1395353
20,1.8722502,1.783728,"('rough', 'thoughtful')",0.91380197,0.85691255,1.3930261,1.3203202,-0.0727059
21,1.3762192,1.173121,"('immoral', 'moral')",0.0328779,0.07469557,0.7045485,0.6239083,-0.0806402
22,0.2877561,0.26931185,"('untrustworthy', 'trustworthy')",-1.0296572,-0.93038666,-0.3709506,-0.3305374,0.0404132
23,1.617301,1.5072976,"('insincere', 'sincere')",6.338288,6.3894935,3.9777944,3.9483955,-0.0293989
24,2.1101499,2.023688,"('dishonest', 'honest')",0.8402688,0.94556653,1.4752094,1.4846272,0.0094178
25,1.2411879,1.342767,"('egoistic', 'altruistic')",0.7819188,0.7031031,1.0115534,1.022935,0.0113816
26,-0.29146692,-0.42501068,"('hardhearted', 'benevolent')",1.0401486,0.8157399,0.3743408,0.1953646,-0.1789762
27,0.7694653,0.771447,"('hardhearted', 'softhearted')",1.202676,1.068161,0.9860707,0.919804,-0.0662667
28,1.7919123,1.6906525,"('disloyal', 'loyal')",1.4289235,1.4614776,1.6104178,1.5760651,-0.0343527
29,0.30216384,0.3909543,"('unfair', 'fair')",-0.30501422,-0.41999704,-0.0014252,-0.0145214,-0.0130962
30,0.83088946,0.6838739,"('intolerant', 'tolerant')",0.76630306,0.7012936,0.7985963,0.6925837,-0.1060126
31,-1.7142558,-1.5210909,"('evil', 'good')",-1.3059852,-1.3263907,-1.5101205,-1.4237409,0.0863796
32,0.7078802,0.56536925,"('unkind', 'kind')",0.62606436,0.46087825,0.6669723,0.5131238,-0.1538485
33,0.45470843,0.51286376,"('wrong', 'right')",-0.7384222,-0.66232276,-0.1418569,-0.0747295,0.0671274
34,1.0993041,1.1373528,"('mean', 'honorable')",6.1368895,6.2555165,3.6180968,3.6964347,0.0783379
35,-0.35392466,-0.1391616,"('corrupt', 'incorrupt')",-0.7750109,-0.6734659,-0.5644678,-0.4063137,0.1581541
36,-0.80776155,-0.57788926,"('hostile', 'amicable')",-0.4362766,-0.46544427,-0.6220191,-0.5216668,0.1003523
37,1.4631253,1.3729116,"('fake', 'genuine')",0.34049147,0.418499,0.9018084,0.8957053,-0.0061031
38,1.3740923,1.5176172,"('untruthful', 'truthful')",0.20019974,0.4581455,0.787146,0.9878814,0.2007354
39,2.073837,1.8892778,"('exploitative', 'cooperative')",-0.07243814,-0.09587522,1.0006994,0.8967013,-0.1039981
40,1.1900958,1.236982,"('stingy', 'generous')",-2.266093,-2.3483577,-0.5379986,-0.5556878,-0.0176892
41,1.0832044,0.85184336,"('unforgiving', 'forgiving')",-0.15794474,-0.26699665,0.4626298,0.2924234,-0.1702064
42,0.98200744,1.046637,"('unreliable', 'reliable')",-3.236439,-3.2348301,-1.1272157,-1.0940965,0.0331192
43,1.0315695,0.9111262,"('irresponsible', 'responsible')",0.6648977,0.5943329,0.8482336,0.7527295,-0.0955041
44,-1.1318249,-1.289603,"('prejudiced', 'unprejudiced')",-1.6915545,-1.8141856,-1.4116898,-1.5518943,-0.1402045
45,0.7665231,0.604182,"('incompetent', 'competent')",0.20290677,0.15902379,0.484715,0.3816029,-0.1031121
46,0.8740278,0.7906035,"('uncompetitive', 'competitive')",-0.19316587,-0.264625,0.340431,0.2629893,-0.0774417
47,-0.14259997,-0.25028837,"('stupid', 'smart')",5.7272596,5.925966,2.7923298,2.8378386,0.0455088
48,1.5539964,1.35718,"('unintelligent', 'intelligent')",0.9383018,0.8937285,1.2461491,1.1254542,-0.1206949
49,1.168898,1.1876233,"('unable', 'able')",0.48850623,0.62676525,0.8287021,0.9071943,0.0784922
50,0.75809723,0.86812294,"('clumsy', 'skillful')",0.31466874,0.27891445,0.536383,0.5735187,0.0371357
51,0.9565629,0.81980324,"('uneducated', 'educated')",0.3015835,0.20077123,0.6290732,0.5102872,-0.118786
52,-0.012479361,0.10743868,"('irrational', 'rational')",-0.31830364,-0.26718333,-0.1653915,-0.0798723,0.0855192
53,1.1434666,1.2243624,"('uncreative', 'creative')",0.29883173,0.29013798,0.7211491,0.7572502,0.0361011
54,0.8819191,1.0862921,"('incapable', 'capable')",1.1845136,1.420116,1.0332164,1.2532041,0.2199877
55,1.7294027,1.4334061,"('incompetent', 'clever')",0.45355666,0.3793147,1.0914797,0.9063604,-0.1851193
56,1.321355,1.2376369,"('impractical', 'practical')",-0.05877807,-0.010901723,0.6312885,0.6133676,-0.0179209
57,-0.5434181,-0.5674195,"('unimaginative', 'imaginative')",-3.3185177,-3.3855371,-1.9309679,-1.9764783,-0.0455104
58,0.48810583,0.50654614,"('undiscriminating', 'discriminating')",0.17225148,0.12681407,0.3301786,0.3166801,-0.0134985
59,-0.19205354,-0.022083348,"('foolish', 'wise')",0.23033339,0.37332755,0.0191399,0.1756221,0.1564822
60,2.4763653,2.2215846,"('inefficient', 'efficient')",0.6616858,0.5717875,1.5690255,1.3966861,-0.1723394
61,1.2991331,1.1523081,"('illogical', 'logical')",0.61860055,0.47632653,0.9588668,0.8143173,-0.1445495
62,2.7807384,2.81353,"('incompetent', 'brilliant')",0.99377716,1.159152,1.8872578,1.986341,0.0990832
63,1.115202,1.1618565,"('unperceptive', 'insightful')",0.74827695,0.8008464,0.9317394,0.9813515,0.0496121
64,-0.40059277,-0.48469734,"('shy', 'confident')",-6.522782,-6.592738,-3.4616873,-3.5387177,-0.0770304
65,0.91564775,0.54084575,"('insecure', 'secure')",-0.10407035,-0.20260333,0.4057887,0.1691212,-0.2366675
66,0.23715594,0.35045803,"('inactive', 'active')",0.3815023,0.3760381,0.3093291,0.3632481,0.053919
67,1.0949851,1.006738,"('doubtful', 'determined')",-0.42773423,-0.5458774,0.3336254,0.2304303,-0.1031951
68,0.29156822,0.25129792,"('dependent', 'independent')",-0.21207981,-0.20136568,0.0397442,0.0249661,-0.0147781
