,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.34805304,-0.5375795,"('unsociable', 'sociable')",-0.348053,-0.5375795,-0.1895265
1,-0.82467055,-1.0646317,"('unfriendly', 'friendly')",-0.8246706,-1.0646317,-0.2399611
2,0.10970488,0.04351036,"('unlikable', 'likable')",0.1097049,0.0435104,-0.0661945
3,-1.1166519,-1.0060382,"('repellent', 'pleasant')",-1.1166519,-1.0060382,0.1106137
4,-2.3079743,-2.2821546,"('disliked', 'liked')",-2.3079743,-2.2821546,0.0258197
5,-0.7120069,-0.71925527,"('distant', 'outgoing')",-0.7120069,-0.7192553,-0.0072484
6,-0.78335327,-0.8050301,"('distant', 'open')",-0.7833533,-0.8050301,-0.0216768
7,0.14710861,0.108924285,"('insensitive', 'sensitive')",0.1471086,0.1089243,-0.0381843
8,0.020499846,-0.24908145,"('unaffectionate', 'affectionate')",0.0204998,-0.2490814,-0.2695812
9,-0.7345453,-0.8734672,"('unaffectionate', 'caring')",-0.7345453,-0.8734672,-0.1389219
10,-1.1929318,-1.4395783,"('unsympathetic', 'sympathetic')",-1.1929318,-1.4395783,-0.2466465
11,-0.26642218,-0.30116546,"('unhelpful', 'helpful')",-0.2664222,-0.3011655,-0.0347433
12,-1.2723722,-1.2440469,"('unsupportive', 'supportive')",-1.2723722,-1.2440469,0.0283253
13,-0.31483793,-0.4748677,"('impolite', 'polite')",-0.3148379,-0.4748677,-0.1600298
14,0.6023061,0.5088937,"('antisocial', 'social')",0.6023061,0.5088937,-0.0934124
15,0.20125797,-0.03687992,"('boring', 'funny')",0.201258,-0.0368799,-0.2381379
16,-0.94367146,-0.9371071,"('unpopular', 'popular')",-0.9436715,-0.9371071,0.0065644
17,0.15223248,0.12617789,"('nasty', 'nice')",0.1522325,0.1261779,-0.0260546
18,-0.67171246,-0.5549146,"('disagreeable', 'welcoming')",-0.6717125,-0.5549146,0.1167979
19,-1.269377,-1.364827,"('inhospitable', 'hospitable')",-1.269377,-1.364827,-0.09545
20,0.13213558,0.17959903,"('rough', 'thoughtful')",0.1321356,0.179599,0.0474634
21,-0.5409517,-0.5656915,"('immoral', 'moral')",-0.5409517,-0.5656915,-0.0247398
22,-0.2754157,-0.29195684,"('untrustworthy', 'trustworthy')",-0.2754157,-0.2919568,-0.0165411
23,1.4600394,1.3379232,"('insincere', 'sincere')",1.4600394,1.3379232,-0.1221162
24,-0.73914313,-0.88019747,"('dishonest', 'honest')",-0.7391431,-0.8801975,-0.1410544
25,0.51786506,0.5854487,"('egoistic', 'altruistic')",0.5178651,0.5854487,0.0675836
26,1.4941686,1.0572873,"('hardhearted', 'benevolent')",1.4941686,1.0572873,-0.4368813
27,0.30446407,0.27483094,"('hardhearted', 'softhearted')",0.3044641,0.2748309,-0.0296332
28,-0.029550385,-0.3381766,"('disloyal', 'loyal')",-0.0295504,-0.3381766,-0.3086262
29,-0.87909555,-0.8989829,"('unfair', 'fair')",-0.8790956,-0.8989829,-0.0198873
30,0.10427206,0.01508997,"('intolerant', 'tolerant')",0.1042721,0.01509,-0.0891821
31,-1.273135,-1.2762756,"('evil', 'good')",-1.2731349,-1.2762756,-0.0031407
32,0.6475873,0.36235738,"('unkind', 'kind')",0.6475873,0.3623574,-0.2852299
33,-0.11155177,-0.11699421,"('wrong', 'right')",-0.1115518,-0.1169942,-0.0054424
34,2.0362792,2.1338127,"('mean', 'honorable')",2.0362792,2.1338127,0.0975335
35,0.47659415,0.40957183,"('corrupt', 'incorrupt')",0.4765942,0.4095718,-0.0670224
36,-0.15211567,-0.28161162,"('hostile', 'amicable')",-0.1521157,-0.2816116,-0.1294959
37,-0.13038826,-0.07321462,"('fake', 'genuine')",-0.1303883,-0.0732146,0.0571737
38,-0.27209496,-0.37114045,"('untruthful', 'truthful')",-0.272095,-0.3711405,-0.0990455
39,0.24090229,0.27689785,"('exploitative', 'cooperative')",0.2409023,0.2768978,0.0359955
40,-0.27568477,-0.25003043,"('stingy', 'generous')",-0.2756848,-0.2500304,0.0256544
41,0.16510086,-0.09114392,"('unforgiving', 'forgiving')",0.1651009,-0.0911439,-0.2562448
42,-0.08787449,-0.14889221,"('unreliable', 'reliable')",-0.0878745,-0.1488922,-0.0610177
43,-0.82150066,-0.9739882,"('irresponsible', 'responsible')",-0.8215007,-0.9739882,-0.1524875
44,-0.19417563,-0.11071498,"('prejudiced', 'unprejudiced')",-0.1941756,-0.110715,0.0834606
45,-0.77412623,-0.9198563,"('incompetent', 'competent')",-0.7741262,-0.9198563,-0.1457301
46,-1.3316954,-1.4022025,"('uncompetitive', 'competitive')",-1.3316954,-1.4022025,-0.0705071
47,1.7489605,1.7872907,"('stupid', 'smart')",1.7489605,1.7872907,0.0383302
48,-0.8865895,-0.89068246,"('unintelligent', 'intelligent')",-0.8865895,-0.8906825,-0.004093
49,-0.99794304,-0.8916169,"('unable', 'able')",-0.997943,-0.8916169,0.1063261
50,0.7573978,0.76667994,"('clumsy', 'skillful')",0.7573978,0.7666799,0.0092821
51,-0.64173204,-0.7029519,"('uneducated', 'educated')",-0.641732,-0.7029519,-0.0612199
52,-1.02847,-1.1109462,"('irrational', 'rational')",-1.02847,-1.1109462,-0.0824762
53,-1.2797469,-1.4512762,"('uncreative', 'creative')",-1.2797469,-1.4512762,-0.1715293
54,-0.6002236,-0.7696771,"('incapable', 'capable')",-0.6002236,-0.7696771,-0.1694535
55,-0.7847215,-0.65930676,"('incompetent', 'clever')",-0.7847215,-0.6593068,0.1254147
56,0.17528608,0.003059879,"('impractical', 'practical')",0.1752861,0.0030599,-0.1722262
57,-2.0637357,-2.3230624,"('unimaginative', 'imaginative')",-2.0637357,-2.3230624,-0.2593267
58,0.5156104,0.3333443,"('undiscriminating', 'discriminating')",0.5156104,0.3333443,-0.1822661
59,-0.021057162,0.0032022744,"('foolish', 'wise')",-0.0210572,0.0032023,0.0242595
60,-0.25075293,-0.12146492,"('inefficient', 'efficient')",-0.2507529,-0.1214649,0.129288
61,-0.80311704,-1.0139849,"('illogical', 'logical')",-0.803117,-1.0139849,-0.2108679
62,-0.6966841,-0.591059,"('incompetent', 'brilliant')",-0.6966841,-0.591059,0.1056251
63,-0.35406032,-0.42055503,"('unperceptive', 'insightful')",-0.3540603,-0.420555,-0.0664947
64,-2.4658988,-2.4040413,"('shy', 'confident')",-2.4658988,-2.4040413,0.0618575
65,0.48633814,0.46172562,"('insecure', 'secure')",0.4863381,0.4617256,-0.0246125
66,0.37280285,0.14694628,"('inactive', 'active')",0.3728029,0.1469463,-0.2258566
67,0.5103137,0.35063842,"('doubtful', 'determined')",0.5103137,0.3506384,-0.1596753
