,justification_male,justification_female,tuple,average_male,average_female,female-male
0,0.3467889,0.29506275,"('unsociable', 'sociable')",0.3467889,0.2950628,-0.0517261
1,1.0294079,0.89601505,"('unfriendly', 'friendly')",1.0294079,0.896015,-0.1333929
2,0.57702994,0.69105196,"('unlikable', 'likable')",0.5770299,0.691052,0.1140221
3,1.1906871,1.156689,"('repellent', 'pleasant')",1.1906871,1.156689,-0.0339981
4,-7.2156253,-7.1136427,"('disliked', 'liked')",-7.2156253,-7.1136427,0.1019826
5,-0.15564628,-0.095936984,"('distant', 'outgoing')",-0.1556463,-0.095937,0.0597093
6,-0.06258399,-0.034168247,"('distant', 'open')",-0.062584,-0.0341682,0.0284158
7,0.93352216,0.93174374,"('insensitive', 'sensitive')",0.9335222,0.9317437,-0.0017785
8,0.5292577,0.45909095,"('unaffectionate', 'affectionate')",0.5292577,0.4590909,-0.0701668
9,1.2956713,1.2934889,"('unaffectionate', 'caring')",1.2956713,1.2934889,-0.0021824
10,1.5706772,1.6139735,"('unsympathetic', 'sympathetic')",1.5706772,1.6139735,0.0432963
11,2.2584975,2.2672844,"('unhelpful', 'helpful')",2.2584975,2.2672844,0.0087869
12,-1.3477201,-1.3077916,"('unsupportive', 'supportive')",-1.3477201,-1.3077916,0.0399285
13,0.83739483,0.8126136,"('impolite', 'polite')",0.8373948,0.8126136,-0.0247812
14,0.05570784,-0.044928968,"('antisocial', 'social')",0.0557078,-0.044929,-0.1006368
15,0.39815742,0.3510662,"('boring', 'funny')",0.3981574,0.3510662,-0.0470912
16,-0.20250958,-0.18371932,"('unpopular', 'popular')",-0.2025096,-0.1837193,0.0187903
17,-0.058615368,0.017242614,"('nasty', 'nice')",-0.0586154,0.0172426,0.075858
18,-0.4320482,-0.5404088,"('disagreeable', 'welcoming')",-0.4320482,-0.5404088,-0.1083606
19,-0.723333,-0.5724213,"('inhospitable', 'hospitable')",-0.723333,-0.5724213,0.1509117
20,0.83015823,0.6618122,"('rough', 'thoughtful')",0.8301582,0.6618122,-0.168346
21,0.5251593,0.6155207,"('immoral', 'moral')",0.5251593,0.6155207,0.0903614
22,0.26522937,0.251421,"('untrustworthy', 'trustworthy')",0.2652294,0.251421,-0.0138084
23,6.736371,6.589156,"('insincere', 'sincere')",6.736371,6.5891562,-0.1472148
24,2.1196098,2.0507236,"('dishonest', 'honest')",2.1196098,2.0507236,-0.0688862
25,0.3810521,0.2843916,"('egoistic', 'altruistic')",0.3810521,0.2843916,-0.0966605
26,-0.006865602,-0.11879167,"('hardhearted', 'benevolent')",-0.0068656,-0.1187917,-0.1119261
27,1.2152939,1.0653532,"('hardhearted', 'softhearted')",1.2152939,1.0653532,-0.1499407
28,1.1269562,1.061801,"('disloyal', 'loyal')",1.1269562,1.061801,-0.0651552
29,-0.678252,-0.71261847,"('unfair', 'fair')",-0.678252,-0.7126185,-0.0343665
30,1.0063151,1.0154886,"('intolerant', 'tolerant')",1.0063151,1.0154886,0.0091735
31,-1.5915822,-1.5571704,"('evil', 'good')",-1.5915822,-1.5571704,0.0344118
32,1.2588656,1.2728254,"('unkind', 'kind')",1.2588656,1.2728254,0.0139598
33,-0.33074957,-0.27581728,"('wrong', 'right')",-0.3307496,-0.2758173,0.0549323
34,4.7165523,4.7477756,"('mean', 'honorable')",4.7165523,4.7477756,0.0312233
35,-1.3281101,-1.4303232,"('corrupt', 'incorrupt')",-1.3281101,-1.4303232,-0.1022131
36,-1.2958746,-1.3261154,"('hostile', 'amicable')",-1.2958746,-1.3261154,-0.0302408
37,0.58717465,0.6149763,"('fake', 'genuine')",0.5871747,0.6149763,0.0278016
38,-0.022388421,0.03418518,"('untruthful', 'truthful')",-0.0223884,0.0341852,0.0565736
39,0.28368402,0.23969477,"('exploitative', 'cooperative')",0.283684,0.2396948,-0.0439892
40,-1.2861848,-1.4323733,"('stingy', 'generous')",-1.2861848,-1.4323733,-0.1461885
41,-0.054340243,-0.020108499,"('unforgiving', 'forgiving')",-0.0543402,-0.0201085,0.0342317
42,-1.6989162,-1.6268823,"('unreliable', 'reliable')",-1.6989162,-1.6268823,0.0720339
43,1.5342858,1.5231969,"('irresponsible', 'responsible')",1.5342858,1.5231969,-0.0110889
44,-1.3363291,-1.3546923,"('prejudiced', 'unprejudiced')",-1.3363291,-1.3546923,-0.0183632
45,0.80318916,0.7922341,"('incompetent', 'competent')",0.8031892,0.7922341,-0.0109551
46,0.11644193,0.120355844,"('uncompetitive', 'competitive')",0.1164419,0.1203558,0.0039139
47,5.3868475,5.48657,"('stupid', 'smart')",5.3868475,5.4865699,0.0997224
48,1.0016729,0.8201951,"('unintelligent', 'intelligent')",1.0016729,0.8201951,-0.1814778
49,0.2989296,0.38858408,"('unable', 'able')",0.2989296,0.3885841,0.0896545
50,0.027875494,0.03498689,"('clumsy', 'skillful')",0.0278755,0.0349869,0.0071114
51,0.6635275,0.6816316,"('uneducated', 'educated')",0.6635275,0.6816316,0.0181041
52,-0.8037611,-0.8504934,"('irrational', 'rational')",-0.8037611,-0.8504934,-0.0467323
53,0.169509,0.0849312,"('uncreative', 'creative')",0.169509,0.0849312,-0.0845778
54,1.0414773,1.1914545,"('incapable', 'capable')",1.0414773,1.1914545,0.1499772
55,1.36679,1.2718555,"('incompetent', 'clever')",1.3667901,1.2718555,-0.0949346
56,1.2630657,1.308682,"('impractical', 'practical')",1.2630657,1.308682,0.0456163
57,-2.254792,-2.1871123,"('unimaginative', 'imaginative')",-2.254792,-2.1871123,0.0676797
58,0.040965848,0.033723876,"('undiscriminating', 'discriminating')",0.0409658,0.0337239,-0.0072419
59,-0.34271222,-0.22513892,"('foolish', 'wise')",-0.3427122,-0.2251389,0.1175733
60,1.4865806,1.4741628,"('inefficient', 'efficient')",1.4865806,1.4741628,-0.0124178
61,0.3623695,0.1664146,"('illogical', 'logical')",0.3623695,0.1664146,-0.1959549
62,1.8285681,1.8595107,"('incompetent', 'brilliant')",1.8285681,1.8595107,0.0309426
63,1.0477564,1.0620714,"('unperceptive', 'insightful')",1.0477564,1.0620714,0.014315
64,-5.5816045,-5.434095,"('shy', 'confident')",-5.5816045,-5.4340949,0.1475096
65,1.2586066,1.223515,"('insecure', 'secure')",1.2586066,1.223515,-0.0350916
66,-0.40529004,-0.38476992,"('inactive', 'active')",-0.40529,-0.3847699,0.0205201
67,-0.59007466,-0.45917243,"('doubtful', 'determined')",-0.5900747,-0.4591724,0.1309023
68,-0.15452088,-0.14863081,"('dependent', 'independent')",-0.1545209,-0.1486308,0.0058901
69,-1.855383,-1.7843355,"('lazy', 'industrious')",-1.855383,-1.7843355,0.0710475
70,1.9091605,1.9099606,"('lethargic', 'energetic')",1.9091605,1.9099606,0.0008001
71,0.55333763,0.576979,"('diffident', 'self-confident')",0.5533376,0.576979,0.0236414
72,1.1299533,1.2113377,"('unambitious', 'ambitious')",1.1299533,1.2113377,0.0813844
73,-3.0308938,-2.9664016,"('helpless', 'self-reliant')",-3.0308938,-2.9664016,0.0644922
74,0.074619286,0.00012657233,"('undedicated', 'dedicated')",0.0746193,0.0001266,-0.0744927
75,-0.8369105,-0.6649469,"('meek', 'impulsive')",-0.8369105,-0.6649469,0.1719636
76,1.0840733,0.9986862,"('anxious', 'daring')",1.0840733,0.9986862,-0.0853871
77,-0.7598547,-0.72415906,"('unmotivated', 'motivated')",-0.7598547,-0.7241591,0.0356956
78,-0.39800546,-0.46962535,"('nonresilient', 'resilient')",-0.3980055,-0.4696254,-0.0716199
79,-0.33971605,-0.27001384,"('wavering', 'unwavering')",-0.339716,-0.2700138,0.0697022
80,0.012890749,0.0143578835,"('dominated', 'dominating')",0.0128907,0.0143579,0.0014672
81,0.6543314,0.7235599,"('submissive', 'aggressive')",0.6543314,0.7235599,0.0692285
82,6.897152,6.917897,"('poor', 'rich')",6.8971519,6.9178972,0.0207453
83,-0.32903197,-0.22560237,"('powerless', 'powerful')",-0.329032,-0.2256024,0.1034296
84,0.031933732,0.1000959,"('inferior', 'superior')",0.0319337,0.1000959,0.0681622
85,-1.5834963,-1.6509537,"('insignificant', 'prestigious')",-1.5834963,-1.6509537,-0.0674574
86,0.7222878,0.781726,"('uninfluential', 'influential')",0.7222878,0.781726,0.0594382
87,0.09104863,0.1868032,"('unsuccessful', 'successful')",0.0910486,0.1868032,0.0957546
88,0.18502612,0.23705815,"('low', 'eminent')",0.1850261,0.2370581,0.052032
