,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,0.39688206,0.3570588,"('unsociable', 'sociable')",0.3968821,0.3570588,-0.0398233
1,0.8095201,0.7179809,"('unfriendly', 'friendly')",0.8095201,0.7179809,-0.0915392
2,0.35790616,0.5960713,"('unlikable', 'likable')",0.3579062,0.5960713,0.2381651
3,1.1976244,1.2510642,"('repellent', 'pleasant')",1.1976244,1.2510642,0.0534398
4,-7.438657,-7.3241673,"('disliked', 'liked')",-7.4386568,-7.3241673,0.1144895
5,-0.472217,-0.347614,"('distant', 'outgoing')",-0.472217,-0.347614,0.124603
6,-0.28730354,-0.22341742,"('distant', 'open')",-0.2873035,-0.2234174,0.0638861
7,0.9588215,0.95801085,"('insensitive', 'sensitive')",0.9588215,0.9580109,-0.0008106
8,0.4523214,0.4117588,"('unaffectionate', 'affectionate')",0.4523214,0.4117588,-0.0405626
9,1.1114892,1.1604455,"('unaffectionate', 'caring')",1.1114892,1.1604455,0.0489563
10,1.5273812,1.6096702,"('unsympathetic', 'sympathetic')",1.5273812,1.6096702,0.082289
11,2.33746,2.3965485,"('unhelpful', 'helpful')",2.33746,2.3965485,0.0590885
12,-1.5653577,-1.4435123,"('unsupportive', 'supportive')",-1.5653577,-1.4435123,0.1218454
13,0.6124582,0.65176463,"('impolite', 'polite')",0.6124582,0.6517646,0.0393064
14,0.27617085,0.21786074,"('antisocial', 'social')",0.2761708,0.2178607,-0.0583101
15,0.607966,0.60844374,"('boring', 'funny')",0.607966,0.6084437,0.0004777
16,-0.35092384,-0.3269184,"('unpopular', 'popular')",-0.3509238,-0.3269184,0.0240054
17,-0.15793213,-0.08386193,"('nasty', 'nice')",-0.1579321,-0.0838619,0.0740702
18,-0.5385278,-0.5843444,"('disagreeable', 'welcoming')",-0.5385278,-0.5843444,-0.0458166
19,-1.037677,-0.8347286,"('inhospitable', 'hospitable')",-1.037677,-0.8347286,0.2029484
20,1.0250803,0.82120866,"('rough', 'thoughtful')",1.0250803,0.8212087,-0.2038716
21,0.49810848,0.64255404,"('immoral', 'moral')",0.4981085,0.642554,0.1444455
22,0.030927565,0.1321862,"('untrustworthy', 'trustworthy')",0.0309276,0.1321862,0.1012586
23,6.6789927,6.6636925,"('insincere', 'sincere')",6.6789927,6.6636925,-0.0153002
24,1.9402672,1.9822168,"('dishonest', 'honest')",1.9402672,1.9822168,0.0419496
25,0.33596918,0.20871699,"('egoistic', 'altruistic')",0.3359692,0.208717,-0.1272522
26,0.49064356,0.23706256,"('hardhearted', 'benevolent')",0.4906436,0.2370626,-0.253581
27,1.29451,1.1008252,"('hardhearted', 'softhearted')",1.29451,1.1008252,-0.1936848
28,1.1234885,1.0360866,"('disloyal', 'loyal')",1.1234885,1.0360866,-0.0874019
29,-0.7438343,-0.7985642,"('unfair', 'fair')",-0.7438343,-0.7985642,-0.0547299
30,1.0172075,1.0189421,"('intolerant', 'tolerant')",1.0172075,1.0189421,0.0017346
31,-2.0174084,-1.956549,"('evil', 'good')",-2.0174084,-1.956549,0.0608594
32,1.1261438,1.1320244,"('unkind', 'kind')",1.1261438,1.1320244,0.0058806
33,-0.71035963,-0.636362,"('wrong', 'right')",-0.7103596,-0.636362,0.0739976
34,4.6171494,4.707384,"('mean', 'honorable')",4.6171494,4.7073841,0.0902347
35,-1.4616636,-1.5807474,"('corrupt', 'incorrupt')",-1.4616636,-1.5807474,-0.1190838
36,-1.5117651,-1.5964596,"('hostile', 'amicable')",-1.5117651,-1.5964596,-0.0846945
37,0.48651046,0.5017237,"('fake', 'genuine')",0.4865105,0.5017237,0.0152132
38,-0.22182463,-0.11050297,"('untruthful', 'truthful')",-0.2218246,-0.110503,0.1113216
39,0.32126763,0.25962037,"('exploitative', 'cooperative')",0.3212676,0.2596204,-0.0616472
40,-1.4059002,-1.4832528,"('stingy', 'generous')",-1.4059002,-1.4832528,-0.0773526
41,-0.10203026,-0.11905561,"('unforgiving', 'forgiving')",-0.1020303,-0.1190556,-0.0170253
42,-1.6643902,-1.5679501,"('unreliable', 'reliable')",-1.6643902,-1.5679501,0.0964401
43,1.6861932,1.696656,"('irresponsible', 'responsible')",1.6861932,1.696656,0.0104628
44,-1.2095026,-1.3002874,"('prejudiced', 'unprejudiced')",-1.2095026,-1.3002874,-0.0907848
45,0.7609344,0.80632305,"('incompetent', 'competent')",0.7609344,0.8063231,0.0453887
46,0.07439147,0.1198049,"('uncompetitive', 'competitive')",0.0743915,0.1198049,0.0454134
47,5.3015666,5.4362397,"('stupid', 'smart')",5.3015666,5.4362397,0.1346731
48,1.1470708,1.0200086,"('unintelligent', 'intelligent')",1.1470708,1.0200086,-0.1270622
49,0.18579878,0.2434568,"('unable', 'able')",0.1857988,0.2434568,0.057658
50,-0.09642099,-0.043145403,"('clumsy', 'skillful')",-0.096421,-0.0431454,0.0532756
51,0.4384134,0.50204575,"('uneducated', 'educated')",0.4384134,0.5020458,0.0636324
52,-1.0570194,-1.1903125,"('irrational', 'rational')",-1.0570194,-1.1903125,-0.1332931
53,0.052435286,0.009780153,"('uncreative', 'creative')",0.0524353,0.0097802,-0.0426551
54,0.6255318,0.84935886,"('incapable', 'capable')",0.6255318,0.8493589,0.2238271
55,1.5880717,1.5804434,"('incompetent', 'clever')",1.5880717,1.5804434,-0.0076283
56,1.4729156,1.5436927,"('impractical', 'practical')",1.4729156,1.5436927,0.0707771
57,-2.0739255,-2.0071404,"('unimaginative', 'imaginative')",-2.0739255,-2.0071404,0.0667851
58,0.1285965,0.104704656,"('undiscriminating', 'discriminating')",0.1285965,0.1047047,-0.0238918
59,-0.4446747,-0.37583667,"('foolish', 'wise')",-0.4446747,-0.3758367,0.068838
60,1.4938862,1.5572453,"('inefficient', 'efficient')",1.4938862,1.5572453,0.0633591
61,0.31445408,0.12176335,"('illogical', 'logical')",0.3144541,0.1217633,-0.1926908
62,1.637628,1.8602388,"('incompetent', 'brilliant')",1.637628,1.8602388,0.2226108
63,0.76064456,0.9385538,"('unperceptive', 'insightful')",0.7606446,0.9385538,0.1779092
64,-5.7119136,-5.536213,"('shy', 'confident')",-5.7119136,-5.5362129,0.1757007
65,1.3772681,1.4330353,"('insecure', 'secure')",1.3772681,1.4330353,0.0557672
66,-0.44335487,-0.47098586,"('inactive', 'active')",-0.4433549,-0.4709859,-0.027631
67,-0.5919949,-0.5351947,"('doubtful', 'determined')",-0.5919949,-0.5351947,0.0568002
68,-0.2122716,-0.1707291,"('dependent', 'independent')",-0.2122716,-0.1707291,0.0415425
69,-2.0437653,-2.0316763,"('lazy', 'industrious')",-2.0437653,-2.0316763,0.012089
70,1.7590781,1.8416668,"('lethargic', 'energetic')",1.7590781,1.8416668,0.0825887
71,0.34990734,0.4103925,"('diffident', 'self-confident')",0.3499073,0.4103925,0.0604852
72,1.0657567,1.2039037,"('unambitious', 'ambitious')",1.0657567,1.2039037,0.138147
73,-3.142848,-3.0557096,"('helpless', 'self-reliant')",-3.142848,-3.0557096,0.0871384
74,0.18717901,0.11906622,"('undedicated', 'dedicated')",0.187179,0.1190662,-0.0681128
75,-0.89282775,-0.72367865,"('meek', 'impulsive')",-0.8928277,-0.7236786,0.1691491
76,1.2181581,1.1844187,"('anxious', 'daring')",1.2181581,1.1844187,-0.0337394
77,-1.0305074,-0.9496893,"('unmotivated', 'motivated')",-1.0305074,-0.9496893,0.0808181
78,-0.7542594,-0.7218075,"('nonresilient', 'resilient')",-0.7542594,-0.7218075,0.0324519
79,-0.61855125,-0.52342486,"('wavering', 'unwavering')",-0.6185513,-0.5234249,0.0951264
80,0.17411351,0.08972454,"('dominated', 'dominating')",0.1741135,0.0897245,-0.084389
81,0.6796378,0.7781908,"('submissive', 'aggressive')",0.6796378,0.7781908,0.098553
82,6.7685976,6.97145,"('poor', 'rich')",6.7685976,6.9714499,0.2028523
83,-0.4291275,-0.440875,"('powerless', 'powerful')",-0.4291275,-0.440875,-0.0117475
84,0.0432586,0.03419934,"('inferior', 'superior')",0.0432586,0.0341993,-0.0090593
85,-1.6231904,-1.8662206,"('insignificant', 'prestigious')",-1.6231904,-1.8662206,-0.2430302
86,0.82159173,0.88323635,"('uninfluential', 'influential')",0.8215917,0.8832363,0.0616446
87,0.119147554,0.24061769,"('unsuccessful', 'successful')",0.1191476,0.2406177,0.1214701
88,0.37762028,0.35591084,"('low', 'eminent')",0.3776203,0.3559108,-0.0217095
