,basil_male,basil_female,tuple,average_male,average_female,female-male
0,0.15371099,0.18767892,"('unsociable', 'sociable')",0.153711,0.1876789,0.0339679
1,1.208109,1.1090063,"('unfriendly', 'friendly')",1.208109,1.1090063,-0.0991027
2,-0.19168189,-0.15116999,"('unlikable', 'likable')",-0.1916819,-0.15117,0.0405119
3,0.71826524,0.81685597,"('repellent', 'pleasant')",0.7182652,0.816856,0.0985908
4,-6.903384,-7.0833054,"('disliked', 'liked')",-6.9033842,-7.0833054,-0.1799212
5,-0.59050727,-0.63979256,"('distant', 'outgoing')",-0.5905073,-0.6397926,-0.0492853
6,0.1483253,-0.037977625,"('distant', 'open')",0.1483253,-0.0379776,-0.1863029
7,0.7831583,0.8569492,"('insensitive', 'sensitive')",0.7831583,0.8569492,0.0737909
8,1.1958323,1.0211289,"('unaffectionate', 'affectionate')",1.1958323,1.0211289,-0.1747034
9,1.2657622,1.2381915,"('unaffectionate', 'caring')",1.2657622,1.2381915,-0.0275707
10,0.7225906,0.79899037,"('unsympathetic', 'sympathetic')",0.7225906,0.7989904,0.0763998
11,0.8082555,0.979993,"('unhelpful', 'helpful')",0.8082555,0.979993,0.1717375
12,-1.9311574,-1.915342,"('unsupportive', 'supportive')",-1.9311574,-1.915342,0.0158154
13,-0.46579316,-0.35157588,"('impolite', 'polite')",-0.4657932,-0.3515759,0.1142173
14,0.111820914,0.21425512,"('antisocial', 'social')",0.1118209,0.2142551,0.1024342
15,-0.034108832,-0.10779898,"('boring', 'funny')",-0.0341088,-0.107799,-0.0736902
16,-0.4659626,-0.53563386,"('unpopular', 'popular')",-0.4659626,-0.5356339,-0.0696713
17,-0.23669459,-0.21886897,"('nasty', 'nice')",-0.2366946,-0.218869,0.0178256
18,-0.15322316,-0.25544223,"('disagreeable', 'welcoming')",-0.1532232,-0.2554422,-0.102219
19,-0.6404076,-0.80103076,"('inhospitable', 'hospitable')",-0.6404076,-0.8010308,-0.1606232
20,1.0200775,0.9788531,"('rough', 'thoughtful')",1.0200775,0.9788531,-0.0412244
21,-0.6162177,-0.485783,"('immoral', 'moral')",-0.6162177,-0.485783,0.1304347
22,-0.5319702,-0.4763878,"('untrustworthy', 'trustworthy')",-0.5319702,-0.4763878,0.0555824
23,5.781325,5.8710194,"('insincere', 'sincere')",5.7813249,5.8710194,0.0896945
24,1.1820898,1.0587254,"('dishonest', 'honest')",1.1820898,1.0587254,-0.1233644
25,0.8387822,0.7453024,"('egoistic', 'altruistic')",0.8387822,0.7453024,-0.0934798
26,1.1556435,0.9884603,"('hardhearted', 'benevolent')",1.1556435,0.9884603,-0.1671832
27,1.849565,1.5697832,"('hardhearted', 'softhearted')",1.849565,1.5697832,-0.2797818
28,0.86287254,0.81518424,"('disloyal', 'loyal')",0.8628725,0.8151842,-0.0476883
29,-0.5374118,-0.62314105,"('unfair', 'fair')",-0.5374118,-0.6231411,-0.0857293
30,0.9252856,0.939515,"('intolerant', 'tolerant')",0.9252856,0.939515,0.0142294
31,-0.97414494,-1.1096789,"('evil', 'good')",-0.9741449,-1.1096789,-0.135534
32,0.725121,0.6580047,"('unkind', 'kind')",0.725121,0.6580047,-0.0671163
33,-0.5593548,-0.5913754,"('wrong', 'right')",-0.5593548,-0.5913754,-0.0320206
34,4.4278526,4.5678377,"('mean', 'honorable')",4.4278526,4.5678377,0.1399851
35,-0.42482463,-0.7490233,"('corrupt', 'incorrupt')",-0.4248246,-0.7490233,-0.3241987
36,-0.4318962,-0.6144426,"('hostile', 'amicable')",-0.4318962,-0.6144426,-0.1825464
37,0.73833984,0.7166937,"('fake', 'genuine')",0.7383398,0.7166937,-0.0216461
38,-0.579642,-0.48671398,"('untruthful', 'truthful')",-0.579642,-0.486714,0.092928
39,0.533822,0.5903591,"('exploitative', 'cooperative')",0.533822,0.5903591,0.0565371
40,-0.9691553,-1.1556225,"('stingy', 'generous')",-0.9691553,-1.1556225,-0.1864672
41,-0.04083723,-0.060668215,"('unforgiving', 'forgiving')",-0.0408372,-0.0606682,-0.019831
42,-2.24433,-2.251086,"('unreliable', 'reliable')",-2.2443299,-2.251086,-0.0067561
43,0.44920883,0.5419954,"('irresponsible', 'responsible')",0.4492088,0.5419954,0.0927866
44,-0.9378957,-0.8777768,"('prejudiced', 'unprejudiced')",-0.9378957,-0.8777768,0.0601189
45,-0.03273691,-0.035817318,"('incompetent', 'competent')",-0.0327369,-0.0358173,-0.0030804
46,-0.77710545,-0.6857568,"('uncompetitive', 'competitive')",-0.7771055,-0.6857568,0.0913487
47,4.686598,4.8301296,"('stupid', 'smart')",4.6865978,4.8301296,0.1435318
48,0.06598432,0.11582152,"('unintelligent', 'intelligent')",0.0659843,0.1158215,0.0498372
