,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-2.058134,-2.4055505,"('unsociable', 'sociable')",-0.24803141,-0.45832863,-1.1530827,-1.4319396,-0.2788569
1,-1.0958331,-1.2339289,"('unfriendly', 'friendly')",1.1850152,0.9674122,0.0445911,-0.1332584,-0.1778495
2,0.6599415,0.57346696,"('unlikable', 'likable')",0.7720934,0.78869355,0.7160175,0.6810802,-0.0349373
3,-0.53857744,-0.42909068,"('repellent', 'pleasant')",0.6094642,0.73454523,0.0354434,0.1527273,0.1172839
4,0.0107540265,0.12518303,"('disliked', 'liked')",-5.5835524,-5.3217077,-2.7863991,-2.5982623,0.1881368
5,-0.1332413,-0.0926241,"('distant', 'outgoing')",-0.3243654,-0.30294377,-0.2288034,-0.1977839,0.0310195
6,-0.6661076,-0.61827326,"('distant', 'open')",-0.7243145,-0.7668322,-0.6952111,-0.6925527,0.0026584
7,-0.95205355,-1.0003542,"('insensitive', 'sensitive')",0.09692208,0.05882936,-0.4275657,-0.4707624,-0.0431967
8,-0.59286124,-0.57325685,"('unaffectionate', 'affectionate')",0.10334103,-0.043281674,-0.2447601,-0.3082693,-0.0635092
9,-1.1449112,-1.2398629,"('unaffectionate', 'caring')",0.72157604,0.59360874,-0.2116676,-0.3231271,-0.1114595
10,-2.1170027,-2.2938716,"('unsympathetic', 'sympathetic')",-0.7358144,-0.91829413,-1.4264085,-1.6060829,-0.1796744
11,-0.76817155,-0.97046244,"('unhelpful', 'helpful')",1.7079135,1.6266593,0.469871,0.3280984,-0.1417726
12,-1.0814004,-1.1215998,"('unsupportive', 'supportive')",-2.0631952,-2.03398,-1.5722978,-1.5777898,-0.005492
13,-1.3641262,-1.5481831,"('impolite', 'polite')",-0.60896873,-0.6764307,-0.9865475,-1.1123068,-0.1257593
14,-0.9098928,-1.0230786,"('antisocial', 'social')",-0.11964466,-0.14595617,-0.5147687,-0.5845174,-0.0697487
15,-0.049228646,-0.14056233,"('boring', 'funny')",0.10317224,0.086786136,0.0269718,-0.0268881,-0.0538599
16,-0.13149792,-0.04129935,"('unpopular', 'popular')",0.437025,0.43654695,0.1527635,0.1976238,0.0448603
17,-0.036116853,0.07305588,"('nasty', 'nice')",-0.13684136,-0.02372231,-0.0864791,0.0246668,0.1111459
18,-0.14577109,-0.17352182,"('disagreeable', 'welcoming')",-0.56593436,-0.6340352,-0.3558527,-0.4037785,-0.0479258
19,-1.0778022,-1.0230923,"('inhospitable', 'hospitable')",-0.5369218,-0.5825913,-0.807362,-0.8028418,0.0045202
20,0.015441127,-0.017769728,"('rough', 'thoughtful')",0.7149174,0.6769525,0.3651793,0.3295914,-0.0355879
21,-0.79429,-0.9931153,"('immoral', 'moral')",-0.59024304,-0.6151343,-0.6922665,-0.8041248,-0.1118583
22,-1.1840687,-1.2770245,"('untrustworthy', 'trustworthy')",-1.406131,-1.4037565,-1.2950999,-1.3403904,-0.0452905
