,genocide_male,genocide_female,tuple,average_male,average_female,female-male
0,0.43105602,0.35891914,"('unsociable', 'sociable')",0.431056,0.3589191,-0.0721369
1,1.3825183,1.3293095,"('unfriendly', 'friendly')",1.3825183,1.3293095,-0.0532088
2,0.84378695,0.90651125,"('unlikable', 'likable')",0.843787,0.9065112,0.0627242
3,1.1947508,1.2918313,"('repellent', 'pleasant')",1.1947508,1.2918313,0.0970805
4,-6.94655,-6.8866024,"('disliked', 'liked')",-6.9465499,-6.8866024,0.0599475
5,-0.06155808,-0.023904081,"('distant', 'outgoing')",-0.0615581,-0.0239041,0.037654
6,0.08190784,0.14000057,"('distant', 'open')",0.0819078,0.1400006,0.0580928
7,1.7569627,1.7337799,"('insensitive', 'sensitive')",1.7569627,1.7337799,-0.0231828
8,0.9073495,0.8866554,"('unaffectionate', 'affectionate')",0.9073495,0.8866554,-0.0206941
9,1.3385658,1.3699255,"('unaffectionate', 'caring')",1.3385658,1.3699255,0.0313597
10,1.7705499,1.7737592,"('unsympathetic', 'sympathetic')",1.7705499,1.7737592,0.0032093
11,2.1466372,2.138656,"('unhelpful', 'helpful')",2.1466372,2.1386559,-0.0079813
12,-0.7139733,-0.7133599,"('unsupportive', 'supportive')",-0.7139733,-0.7133599,0.0006134
13,0.4730816,0.4136373,"('impolite', 'polite')",0.4730816,0.4136373,-0.0594443
14,0.37365755,0.25181606,"('antisocial', 'social')",0.3736576,0.2518161,-0.1218415
15,0.09767635,0.11211219,"('boring', 'funny')",0.0976764,0.1121122,0.0144358
16,-0.4790603,-0.38370633,"('unpopular', 'popular')",-0.4790603,-0.3837063,0.095354
17,-0.03454561,-0.0022526197,"('nasty', 'nice')",-0.0345456,-0.0022526,0.032293
18,-0.08492126,-0.093072236,"('disagreeable', 'welcoming')",-0.0849213,-0.0930722,-0.0081509
19,-0.1752309,-0.10572929,"('inhospitable', 'hospitable')",-0.1752309,-0.1057293,0.0695016
20,0.84499913,0.7432565,"('rough', 'thoughtful')",0.8449991,0.7432565,-0.1017426
21,0.62509423,0.654478,"('immoral', 'moral')",0.6250942,0.654478,0.0293838
22,0.3647993,0.26301318,"('untrustworthy', 'trustworthy')",0.3647993,0.2630132,-0.1017861
23,6.864008,6.8435564,"('insincere', 'sincere')",6.8640079,6.8435564,-0.0204515
24,2.4537144,2.4183702,"('dishonest', 'honest')",2.4537144,2.4183702,-0.0353442
25,0.28815058,0.2473172,"('egoistic', 'altruistic')",0.2881506,0.2473172,-0.0408334
26,-0.13124591,-0.13602552,"('hardhearted', 'benevolent')",-0.1312459,-0.1360255,-0.0047796
27,1.4841874,1.3895793,"('hardhearted', 'softhearted')",1.4841874,1.3895793,-0.0946081
28,1.3010061,1.3127257,"('disloyal', 'loyal')",1.3010061,1.3127257,0.0117196
29,-0.1431291,-0.21085727,"('unfair', 'fair')",-0.1431291,-0.2108573,-0.0677282
30,1.2315987,1.129592,"('intolerant', 'tolerant')",1.2315987,1.1295919,-0.1020068
31,-1.4560493,-1.4322107,"('evil', 'good')",-1.4560493,-1.4322107,0.0238386
32,1.4153721,1.3311917,"('unkind', 'kind')",1.4153721,1.3311917,-0.0841804
33,-0.45691583,-0.4820469,"('wrong', 'right')",-0.4569158,-0.4820469,-0.0251311
34,4.508902,4.5999155,"('mean', 'honorable')",4.5089021,4.5999155,0.0910134
35,-1.0951594,-1.1163132,"('corrupt', 'incorrupt')",-1.0951594,-1.1163132,-0.0211538
36,-1.2971143,-1.2789396,"('hostile', 'amicable')",-1.2971143,-1.2789396,0.0181747
37,1.0803566,1.0668652,"('fake', 'genuine')",1.0803566,1.0668652,-0.0134914
38,0.40235198,0.30464154,"('untruthful', 'truthful')",0.402352,0.3046415,-0.0977105
39,0.15873006,0.1462996,"('exploitative', 'cooperative')",0.1587301,0.1462996,-0.0124305
40,-0.8808388,-0.9168414,"('stingy', 'generous')",-0.8808388,-0.9168414,-0.0360026
41,0.047913827,-0.032497726,"('unforgiving', 'forgiving')",0.0479138,-0.0324977,-0.0804115
42,-1.2759472,-1.2859958,"('unreliable', 'reliable')",-1.2759472,-1.2859958,-0.0100486
43,1.7573277,1.6517859,"('irresponsible', 'responsible')",1.7573277,1.6517859,-0.1055418
44,-1.4120566,-1.525347,"('prejudiced', 'unprejudiced')",-1.4120566,-1.525347,-0.1132904
45,1.023728,1.0079321,"('incompetent', 'competent')",1.023728,1.0079321,-0.0157959
46,0.14276476,0.17141727,"('uncompetitive', 'competitive')",0.1427648,0.1714173,0.0286525
47,5.59242,5.6771436,"('stupid', 'smart')",5.5924201,5.6771436,0.0847235
48,1.181911,1.1485687,"('unintelligent', 'intelligent')",1.181911,1.1485687,-0.0333423
49,0.52735025,0.6419991,"('unable', 'able')",0.5273502,0.6419991,0.1146489
50,0.38643414,0.50373894,"('clumsy', 'skillful')",0.3864341,0.5037389,0.1173048
51,1.1507668,1.1690032,"('uneducated', 'educated')",1.1507668,1.1690032,0.0182364
52,-0.5291461,-0.4407817,"('irrational', 'rational')",-0.5291461,-0.4407817,0.0883644
53,0.51569617,0.51621914,"('uncreative', 'creative')",0.5156962,0.5162191,0.0005229
54,1.4068322,1.510015,"('incapable', 'capable')",1.4068322,1.510015,0.1031828
55,1.4480273,1.3936158,"('incompetent', 'clever')",1.4480273,1.3936158,-0.0544115
56,1.1830359,1.1138163,"('impractical', 'practical')",1.1830359,1.1138163,-0.0692196
