,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.20349216,0.18193305,"('unsociable', 'sociable')",0.2034922,0.181933,-0.0215592
1,0.026712213,-0.24049455,"('unfriendly', 'friendly')",0.0267122,-0.2404945,-0.2672067
2,0.30508223,0.34011704,"('unlikable', 'likable')",0.3050822,0.340117,0.0350348
3,-0.38493744,-0.23861733,"('repellent', 'pleasant')",-0.3849374,-0.2386173,0.1463201
4,-2.9296772,-2.8664508,"('disliked', 'liked')",-2.9296772,-2.8664508,0.0632264
5,-0.9363092,-1.065312,"('distant', 'outgoing')",-0.9363092,-1.065312,-0.1290028
6,-0.9558897,-1.1683519,"('distant', 'open')",-0.9558897,-1.1683519,-0.2124622
7,0.14266351,0.15580095,"('insensitive', 'sensitive')",0.1426635,0.155801,0.0131375
8,-0.12554923,-0.33557284,"('unaffectionate', 'affectionate')",-0.1255492,-0.3355728,-0.2100236
9,-0.0010891706,-0.18172158,"('unaffectionate', 'caring')",-0.0010892,-0.1817216,-0.1806324
10,0.49414486,0.4512985,"('unsympathetic', 'sympathetic')",0.4941449,0.4512985,-0.0428464
11,0.92046934,0.8870042,"('unhelpful', 'helpful')",0.9204693,0.8870042,-0.0334651
12,-1.0583255,-1.0610454,"('unsupportive', 'supportive')",-1.0583255,-1.0610454,-0.0027199
13,-0.2599389,-0.2101886,"('impolite', 'polite')",-0.2599389,-0.2101886,0.0497503
14,0.67986506,0.73998845,"('antisocial', 'social')",0.6798651,0.7399884,0.0601233
15,0.48540556,0.38825852,"('boring', 'funny')",0.4854056,0.3882585,-0.0971471
16,-0.5199351,-0.52842057,"('unpopular', 'popular')",-0.5199351,-0.5284206,-0.0084855
17,-0.016287984,0.043850332,"('nasty', 'nice')",-0.016288,0.0438503,0.0601383
18,-0.54517305,-0.55220604,"('disagreeable', 'welcoming')",-0.545173,-0.552206,-0.007033
19,-0.9668265,-1.0221035,"('inhospitable', 'hospitable')",-0.9668265,-1.0221035,-0.055277
20,0.5815871,0.5427706,"('rough', 'thoughtful')",0.5815871,0.5427706,-0.0388165
21,-0.20256957,0.020425659,"('immoral', 'moral')",-0.2025696,0.0204257,0.2229953
22,0.1087386,0.05676978,"('untrustworthy', 'trustworthy')",0.1087386,0.0567698,-0.0519688
23,2.8377807,2.6750987,"('insincere', 'sincere')",2.8377807,2.6750987,-0.162682
24,0.64276236,0.47777045,"('dishonest', 'honest')",0.6427624,0.4777704,-0.164992
25,0.46799856,0.27426332,"('egoistic', 'altruistic')",0.4679986,0.2742633,-0.1937353
26,1.1124829,0.88552666,"('hardhearted', 'benevolent')",1.1124829,0.8855267,-0.2269562
27,0.7272886,0.4968168,"('hardhearted', 'softhearted')",0.7272886,0.4968168,-0.2304718
28,0.7039024,0.5387285,"('disloyal', 'loyal')",0.7039024,0.5387285,-0.1651739
29,-0.45211327,-0.51247275,"('unfair', 'fair')",-0.4521133,-0.5124727,-0.0603594
30,0.85067314,0.92388517,"('intolerant', 'tolerant')",0.8506731,0.9238852,0.0732121
31,-1.4844868,-1.5285288,"('evil', 'good')",-1.4844868,-1.5285288,-0.044042
32,0.9427922,0.77559286,"('unkind', 'kind')",0.9427922,0.7755929,-0.1671993
33,-0.008774044,-0.13021733,"('wrong', 'right')",-0.008774,-0.1302173,-0.1214433
34,2.1408165,2.2622488,"('mean', 'honorable')",2.1408165,2.2622488,0.1214323
35,-0.00549645,-0.21842417,"('corrupt', 'incorrupt')",-0.0054964,-0.2184242,-0.2129278
36,-0.46204573,-0.665835,"('hostile', 'amicable')",-0.4620457,-0.665835,-0.2037893
37,0.9647924,0.9039212,"('fake', 'genuine')",0.9647924,0.9039212,-0.0608712
38,-0.4374248,-0.5096814,"('untruthful', 'truthful')",-0.4374248,-0.5096814,-0.0722566
