,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,0.11662628,-0.07369678,"('unsociable', 'sociable')",0.1166263,-0.0736968,-0.1903231
1,1.122242,1.1092973,"('unfriendly', 'friendly')",1.122242,1.1092973,-0.0129447
2,-0.22438014,-0.05121775,"('unlikable', 'likable')",-0.2243801,-0.0512177,0.1731624
3,0.39868164,0.5633948,"('repellent', 'pleasant')",0.3986816,0.5633948,0.1647132
4,-7.1323643,-7.284192,"('disliked', 'liked')",-7.1323643,-7.2841921,-0.1518278
5,-0.5443182,-0.43971795,"('distant', 'outgoing')",-0.5443182,-0.4397179,0.1046003
6,0.16060427,0.1600393,"('distant', 'open')",0.1606043,0.1600393,-0.000565
7,1.06245,1.0627785,"('insensitive', 'sensitive')",1.0624501,1.0627785,0.0003284
8,1.1752784,1.198022,"('unaffectionate', 'affectionate')",1.1752784,1.198022,0.0227436
9,1.5662134,1.5491391,"('unaffectionate', 'caring')",1.5662134,1.5491391,-0.0170743
10,0.64904875,0.62998956,"('unsympathetic', 'sympathetic')",0.6490487,0.6299896,-0.0190591
11,1.1265808,1.226813,"('unhelpful', 'helpful')",1.1265808,1.226813,0.1002322
12,-1.8159078,-1.7882606,"('unsupportive', 'supportive')",-1.8159078,-1.7882606,0.0276472
13,-0.3885992,-0.2545937,"('impolite', 'polite')",-0.3885992,-0.2545937,0.1340055
14,-0.085328445,-0.058869597,"('antisocial', 'social')",-0.0853284,-0.0588696,0.0264588
15,0.3772619,0.27072376,"('boring', 'funny')",0.3772619,0.2707238,-0.1065381
16,-0.578372,-0.6264849,"('unpopular', 'popular')",-0.578372,-0.6264849,-0.0481129
17,-0.019956056,0.1450884,"('nasty', 'nice')",-0.0199561,0.1450884,0.1650445
18,-0.7955829,-0.6655608,"('disagreeable', 'welcoming')",-0.7955829,-0.6655608,0.1300221
19,-0.41653845,-0.40939537,"('inhospitable', 'hospitable')",-0.4165384,-0.4093954,0.007143
20,0.7225501,0.5824258,"('rough', 'thoughtful')",0.7225501,0.5824258,-0.1401243
21,-0.53792775,-0.4319518,"('immoral', 'moral')",-0.5379277,-0.4319518,0.1059759
22,-0.5066475,-0.5040829,"('untrustworthy', 'trustworthy')",-0.5066475,-0.5040829,0.0025646
23,5.9808593,6.132961,"('insincere', 'sincere')",5.9808593,6.1329608,0.1521015
24,0.93212974,0.92581064,"('dishonest', 'honest')",0.9321297,0.9258106,-0.0063191
25,0.8585663,0.8176834,"('egoistic', 'altruistic')",0.8585663,0.8176834,-0.0408829
26,1.7323835,1.4790736,"('hardhearted', 'benevolent')",1.7323835,1.4790736,-0.2533099
27,1.8416898,1.6046782,"('hardhearted', 'softhearted')",1.8416898,1.6046782,-0.2370116
28,1.317857,1.14254,"('disloyal', 'loyal')",1.317857,1.14254,-0.175317
29,-0.3738225,-0.42140633,"('unfair', 'fair')",-0.3738225,-0.4214063,-0.0475838
30,0.62005216,0.6792566,"('intolerant', 'tolerant')",0.6200522,0.6792566,0.0592044
31,-0.93102264,-0.9000861,"('evil', 'good')",-0.9310226,-0.9000861,0.0309365
32,1.248661,1.098362,"('unkind', 'kind')",1.248661,1.098362,-0.150299
33,-0.17701654,-0.22860071,"('wrong', 'right')",-0.1770165,-0.2286007,-0.0515842
34,4.34711,4.5610127,"('mean', 'honorable')",4.3471098,4.5610127,0.2139029
35,-0.33630392,-0.68732595,"('corrupt', 'incorrupt')",-0.3363039,-0.687326,-0.3510221
36,-0.2993264,-0.5306775,"('hostile', 'amicable')",-0.2993264,-0.5306775,-0.2313511
37,0.8647478,0.8320252,"('fake', 'genuine')",0.8647478,0.8320252,-0.0327226
38,-0.47129655,-0.32399082,"('untruthful', 'truthful')",-0.4712965,-0.3239908,0.1473057
39,0.25567257,0.30315867,"('exploitative', 'cooperative')",0.2556726,0.3031587,0.0474861
40,-1.3626703,-1.4996611,"('stingy', 'generous')",-1.3626703,-1.4996611,-0.1369908
41,0.6932884,0.5103128,"('unforgiving', 'forgiving')",0.6932884,0.5103128,-0.1829756
42,-2.6107447,-2.6031485,"('unreliable', 'reliable')",-2.6107447,-2.6031485,0.0075962
43,0.475221,0.61467654,"('irresponsible', 'responsible')",0.475221,0.6146765,0.1394555
44,-1.4142439,-1.3644323,"('prejudiced', 'unprejudiced')",-1.4142439,-1.3644323,0.0498116
45,0.3434722,0.06913956,"('incompetent', 'competent')",0.3434722,0.0691396,-0.2743326
46,-0.8884439,-0.992396,"('uncompetitive', 'competitive')",-0.8884439,-0.992396,-0.1039521
47,4.904464,5.044841,"('stupid', 'smart')",4.9044638,5.0448408,0.140377
48,-0.033309467,-0.039750997,"('unintelligent', 'intelligent')",-0.0333095,-0.039751,-0.0064415
49,-0.13904083,-0.099884495,"('unable', 'able')",-0.1390408,-0.0998845,0.0391563
50,-0.5692017,-0.57019925,"('clumsy', 'skillful')",-0.5692017,-0.5701993,-0.0009976
51,0.14751238,0.123544276,"('uneducated', 'educated')",0.1475124,0.1235443,-0.0239681
